Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Michael Person,G,73,100%,0,0%,4,15%
Mike McGlinchey,T,73,100%,0,0%,4,15%
Justin Skule,T,73,100%,0,0%,4,15%
Laken Tomlinson,G,73,100%,0,0%,4,15%
Weston Richburg,C,73,100%,0,0%,4,15%
Jimmy Garoppolo,QB,73,100%,0,0%,0,0%
Ross Dwelley,TE,65,89%,0,0%,0,0%
Deebo Samuel,WR,57,78%,0,0%,0,0%
Kendrick Bourne,WR,40,55%,0,0%,10,38%
Kyle Juszczyk,FB,39,53%,0,0%,2,8%
Tevin Coleman,RB,37,51%,0,0%,0,0%
Raheem Mostert,RB,35,48%,0,0%,6,23%
Emmanuel Sanders,WR,32,44%,0,0%,0,0%
Garrett Celek,TE,23,32%,0,0%,12,46%
Marquise Goodwin,WR,23,32%,0,0%,4,15%
Richie James,WR,10,14%,0,0%,15,58%
Dante Pettis,WR,2,3%,0,0%,0,0%
Jeff Wilson,RB,1,1%,0,0%,13,50%
Levine Toilolo,TE,1,1%,0,0%,7,27%
Jimmie Ward,FS,0,0%,67,100%,10,38%
Jaquiski Tartt,SS,0,0%,67,100%,6,23%
Fred Warner,LB,0,0%,67,100%,5,19%
Richard Sherman,CB,0,0%,67,100%,0,0%
Dre Greenlaw,LB,0,0%,65,97%,2,8%
Emmanuel Moseley,CB,0,0%,63,94%,6,23%
Nick Bosa,DE,0,0%,56,84%,0,0%
DeForest Buckner,DT,0,0%,51,76%,9,35%
Arik Armstead,DE,0,0%,48,72%,9,35%
K'Waun Williams,CB,0,0%,40,60%,0,0%
Solomon Thomas,DE,0,0%,26,39%,5,19%
Elijah Lee,LB,0,0%,25,37%,22,85%
Damontre Moore,DE,0,0%,21,31%,10,38%
Sheldon Day,DT,0,0%,21,31%,5,19%
Dee Ford,LB,0,0%,20,30%,0,0%
Jullian Taylor,DT,0,0%,20,30%,0,0%
Ahkello Witherspoon,CB,0,0%,6,9%,14,54%
D.J. Reed,FS,0,0%,3,4%,8,31%
Tarvarius Moore,CB,0,0%,2,3%,22,85%
Marcell Harris,SS,0,0%,2,3%,17,65%
Mark Nzeocha,LB,0,0%,0,0%,22,85%
Mitch Wishnowsky,P,0,0%,0,0%,11,42%
Kyle Nelson,LS,0,0%,0,0%,6,23%
Chase McLaughlin,K,0,0%,0,0%,4,15%
Daniel Brunskill,G,0,0%,0,0%,4,15%
