Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1,9:12,1,10,ARI 19,3,0,Kenyan Drake up the middle for 7 yards (tackle by Dre Greenlaw),0.150,0.610
1,8:54,2,3,ARI 26,3,0,Kyler Murray pass complete short right to Christian Kirk for 9 yards (tackle by Fred Warner),0.610,1.270
1,8:20,1,10,ARI 35,3,0,Kyler Murray pass complete short left to Christian Kirk for 11 yards (tackle by Fred Warner),1.270,1.990
1,7:44,1,10,ARI 46,3,0,"Penalty on ARI: Offensive Too Many Men on Field, 5 yards (no play)",1.990,1.660
1,7:30,1,15,ARI 41,3,0,Kyler Murray pass complete short right to Larry Fitzgerald for 12 yards (tackle by Fred Warner),1.660,2.400
1,6:52,2,3,SFO 47,3,0,Kyler Murray pass complete short left to Kenyan Drake for -1 yards (tackle by Elijah Lee),2.400,1.550
1,6:08,3,4,SFO 48,3,0,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Jimmie Ward and Nick Bosa),1.550,2.920
1,5:30,1,10,SFO 40,3,0,Kenyan Drake left guard for -1 yards (tackle by Jullian Taylor),2.920,2.240
1,5:00,2,11,SFO 41,3,0,Kyler Murray pass incomplete short right intended for Christian Kirk (defended by Richard Sherman),2.240,1.550
1,4:54,3,11,SFO 41,3,0,Kyler Murray pass complete deep left to Pharoh Cooper for 23 yards (tackle by Jimmie Ward and Emmanuel Moseley),1.550,4.370
1,4:16,1,10,SFO 18,3,0,"Kyler Murray pass incomplete deep right intended for Christian Kirk. Penalty on Richard Sherman: Defensive Pass Interference, 13 yards (no play)",4.370,6.060
1,4:11,1,5,SFO 5,3,0,Kyler Murray pass incomplete short left intended for Andy Isabella,6.060,5.150
1,4:07,2,5,SFO 5,9,0,"Kyler Murray pass complete short left to Larry Fitzgerald for 5 yards, touchdown",5.150,7.000
1,4:04,,,SFO 15,9,0,Zane Gonzalez kicks extra point no good wide left,0.000,-1.000
1,4:04,,,ARI 35,9,0,"Zane Gonzalez kicks off 59 yards, returned by Richie James for 21 yards (tackle by Joe Walker)",0.000,0.740
1,3:59,1,10,SFO 27,9,0,"Jimmy Garoppolo pass incomplete deep left intended for Emmanuel Sanders. Penalty on Patrick Peterson: Defensive Pass Interference, 28 yards (no play)",0.740,2.590
1,3:53,1,10,ARI 45,9,0,Raheem Mostert up the middle for 3 yards (tackle by Rodney Gunter),2.590,2.450
1,3:23,2,7,ARI 42,9,0,Raheem Mostert up the middle for 2 yards (tackle by Chandler Jones and Jordan Hicks),2.450,2.010
1,2:47,3,5,ARI 40,9,0,Jimmy Garoppolo pass incomplete short left intended for Kendrick Bourne (defended by Byron Murphy),2.010,0.590
1,2:43,,,,,,Timeout #2 by Arizona Cardinals,,
1,2:43,4,5,ARI 40,9,0,Jimmy Garoppolo pass incomplete short right intended for Raheem Mostert (defended by Haason Reddick),0.590,-1.660
1,2:37,1,10,ARI 41,9,0,Kyler Murray sacked by Jimmie Ward for no gain,1.660,1.120
1,2:02,2,10,ARI 41,9,0,Kenyan Drake up the middle for -1 yards (tackle by Jullian Taylor),1.120,0.300
1,1:25,3,11,ARI 40,9,0,Kyler Murray pass incomplete deep middle intended for Christian Kirk,0.300,-0.720
1,1:20,4,11,ARI 40,9,0,"Andy Lee punts 45 yards, fair catch by Richie James at SF-15",-0.720,0.220
1,1:13,1,10,SFO 15,9,0,Tevin Coleman up the middle for -1 yards (tackle by Budda Baker and Zach Kerr),-0.220,-0.820
1,0:34,2,11,SFO 14,9,0,Tevin Coleman right tackle for 2 yards (tackle by Terrell Suggs and Jordan Hicks),-0.820,-1.250
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,SFO 16,9,0,Jimmy Garoppolo sacked by Jordan Hicks for -9 yards,-1.250,-2.490
2,14:14,4,18,SFO 7,9,0,"Mitch Wishnowsky punts 50 yards, fair catch by Pharoh Cooper at ARI-43",-2.490,-1.800
2,14:06,1,10,ARI 43,9,0,Kyler Murray right end for 5 yards (tackle by K'Waun Williams),1.800,1.930
2,13:27,2,5,ARI 48,9,0,Kyler Murray right end for 9 yards (tackle by Dre Greenlaw),1.930,2.720
2,12:48,1,10,SFO 43,9,0,Kenyan Drake left end for 2 yards (tackle by Emmanuel Moseley),2.720,2.450
2,12:10,2,8,SFO 41,9,0,Kyler Murray pass complete short left to Kenyan Drake for -2 yards (tackle by Dee Ford),2.450,1.490
2,11:28,3,10,SFO 43,9,0,Kyler Murray pass complete short left to KeeSean Johnson for 9 yards (tackle by Fred Warner),1.490,1.100
2,10:55,4,1,SFO 34,9,0,Kyler Murray pass complete short left to Darrell Daniels for 4 yards (tackle by Jaquiski Tartt),1.100,3.580
2,10:17,1,10,SFO 30,9,0,Kyler Murray left end for 21 yards (tackle by Jimmie Ward),3.580,5.140
2,9:44,1,9,SFO 9,9,0,Kyler Murray pass complete short right to Christian Kirk for 4 yards (tackle by Richard Sherman),5.140,5.150
2,9:07,2,5,SFO 5,15,0,"Kyler Murray pass complete short left to Pharoh Cooper for 5 yards, touchdown",5.150,7.000
2,9:03,,,SFO 15,16,0,Zane Gonzalez kicks extra point good,0.000,0.000
2,9:03,,,ARI 35,16,0,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,9:03,1,10,SFO 25,16,0,Jimmy Garoppolo pass complete short left to Richie James for 57 yards (tackle by Patrick Peterson),0.610,4.370
2,8:38,1,10,ARI 18,16,0,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 14 yards (tackle by Budda Baker),4.370,6.280
2,8:03,1,4,ARI 4,16,0,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel,6.280,5.340
2,7:59,2,4,ARI 4,16,0,Jimmy Garoppolo pass incomplete short right intended for Tevin Coleman,5.340,4.490
2,7:55,3,4,ARI 4,16,6,"Jimmy Garoppolo pass complete short left to Ross Dwelley for 4 yards, touchdown",4.490,7.000
2,7:52,,,ARI 15,16,7,Chase McLaughlin kicks extra point good,0.000,0.000
2,7:52,,,SFO 35,16,7,"Mitch Wishnowsky kicks off 65 yards, returned by Pharoh Cooper for 19 yards (tackle by D.J. Reed)",0.000,0.150
2,7:46,1,10,ARI 19,16,7,Kyler Murray left end for -1 yards (tackle by Fred Warner),0.150,-0.560
2,7:10,2,11,ARI 18,16,7,Kyler Murray pass incomplete short left intended for Andy Isabella (defended by Emmanuel Moseley),-0.560,-1.250
2,7:05,,,,,,Timeout #3 by Arizona Cardinals,,
2,7:05,3,11,ARI 18,16,7,"Kyler Murray pass incomplete deep right intended for Christian Kirk (defended by Richard Sherman). Penalty on Richard Sherman: Defensive Pass Interference, 18 yards (no play)",-1.250,1.330
2,7:00,1,10,ARI 36,16,7,Christian Kirk left end for 1 yard (tackle by Emmanuel Moseley),1.330,0.930
2,6:23,2,9,ARI 37,16,7,Kyler Murray sacked by Dee Ford for -5 yards,0.930,-0.430
2,5:39,3,14,ARI 32,16,7,Kyler Murray pass complete short right to Kenyan Drake for 7 yards (tackle by Dre Greenlaw and Arik Armstead),-0.430,-0.780
2,4:54,4,7,ARI 39,16,7,"Andy Lee punts 61 yards, touchback.",-0.780,-0.280
2,4:46,1,10,SFO 20,16,7,"Penalty on Chandler Jones: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
2,4:46,1,5,SFO 25,16,7,Tevin Coleman left guard for no gain (tackle by Terrell Suggs and Chandler Jones),1.010,0.410
2,4:07,2,5,SFO 25,16,7,"Jimmy Garoppolo pass incomplete short middle intended for Ross Dwelley. Penalty on Haason Reddick: Defensive Pass Interference, 3 yards (no play)",0.410,0.810
2,4:05,1,10,SFO 28,16,7,Jimmy Garoppolo pass incomplete short middle intended for Emmanuel Sanders (defended by Patrick Peterson),0.810,0.260
2,4:01,2,10,SFO 28,16,7,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 3 yards (tackle by Jordan Hicks),0.260,-0.030
2,3:22,3,7,SFO 31,16,7,Jimmy Garoppolo pass complete deep right to Deebo Samuel for 23 yards (tackle by Jalen Thompson),-0.030,2.520
2,2:44,1,10,ARI 46,16,7,Raheem Mostert left end for 2 yards (tackle by Budda Baker),2.520,2.250
2,2:21,2,8,ARI 44,16,7,"Penalty on Zach Kerr: Neutral Zone Infraction, 5 yards (no play)",2.250,2.920
2,2:02,2,3,ARI 39,16,7,"Penalty on Michael Dogbe: Neutral Zone Infraction, 5 yards (no play)",2.920,3.310
2,2:00,1,10,ARI 34,16,7,Tevin Coleman right guard for 4 yards (tackle by Corey Peters and Jordan Hicks),3.310,3.310
2,1:23,2,6,ARI 30,16,7,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 14 yards (tackle by Byron Murphy),3.310,4.510
2,0:45,1,10,ARI 16,16,7,"Jimmy Garoppolo pass complete short left to Ross Dwelley for 16 yards. Penalty on Weston Richburg: Offensive Holding, 10 yards (no play)",4.510,3.840
2,0:39,1,20,ARI 26,16,7,Jimmy Garoppolo pass incomplete short right intended for Kendrick Bourne,3.840,2.610
2,0:35,2,20,ARI 26,16,7,Jimmy Garoppolo pass complete short right to Ross Dwelley for 2 yards (tackle by Jalen Thompson),2.610,2.210
2,0:16,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:16,3,18,ARI 24,16,7,Raheem Mostert right tackle for -1 yards (tackle by Rodney Gunter),2.210,1.800
2,0:03,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:03,4,19,ARI 25,16,10,Chase McLaughlin 43 yard field goal good,1.800,3.000
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,16,10,"Zane Gonzalez kicks off 61 yards, returned by Richie James for 22 yards (tackle by Kevin Peterson). Penalty on Garrett Celek: Illegal Block Above the Waist, 10 yards",0.000,-0.140
3,14:52,1,10,SFO 16,16,10,"Jimmy Garoppolo pass complete short left to Tevin Coleman for 37 yards (tackle by Budda Baker). Penalty on Zach Kerr: Roughing the Passer, 15 yards",-0.140,3.450
3,14:18,1,10,ARI 32,16,10,"Penalty on Laken Tomlinson: False Start, 5 yards (no play)",3.450,3.120
3,14:00,1,15,ARI 37,16,10,Jimmy Garoppolo pass complete short right to Emmanuel Sanders for 14 yards (tackle by Jordan Hicks),3.120,4.120
3,13:28,2,1,ARI 23,16,10,Raheem Mostert up the middle for 6 yards (tackle by Budda Baker and Rodney Gunter),4.120,4.440
3,12:44,1,10,ARI 17,16,10,"Jimmy Garoppolo pass complete short right to Emmanuel Sanders for 15 yards (tackle by Jalen Thompson). Penalty on Deebo Samuel: Illegal Shift, 5 yards (no play)",4.440,4.110
3,12:30,1,15,ARI 22,16,10,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 19 yards (tackle by Jordan Hicks),4.110,6.510
3,11:48,1,3,ARI 3,16,10,Tevin Coleman up the middle for -2 yards (tackle by Chandler Jones),6.510,5.150
3,11:11,2,5,ARI 5,16,16,"Jimmy Garoppolo pass complete short right to Ross Dwelley for 5 yards, touchdown",5.150,7.000
3,11:07,,,ARI 15,16,17,Chase McLaughlin kicks extra point good,0.000,0.000
3,11:07,,,SFO 35,16,17,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,11:07,1,10,ARI 25,16,17,Kyler Murray sacked by DeForest Buckner for -3 yards,0.610,-0.340
3,10:27,2,13,ARI 22,16,17,Kyler Murray pass complete short left to Kenyan Drake for -1 yards (tackle by Dre Greenlaw),-0.340,-1.150
3,9:50,3,14,ARI 21,16,17,Kyler Murray pass incomplete short right intended for Charles Clay,-1.150,-1.960
3,9:45,4,14,ARI 21,16,17,"Andy Lee punts 44 yards, returned by Richie James for 2 yards (tackle by Darrell Daniels)",-1.960,-1.400
3,9:35,1,10,SFO 37,16,17,"Raheem Mostert left end for 1 yard (tackle by Byron Murphy). Penalty on Deebo Samuel: Offensive Holding, 10 yards",1.400,0.810
3,9:18,1,19,SFO 28,16,17,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 7 yards (tackle by Jordan Hicks),0.810,0.590
3,8:39,2,12,SFO 35,16,17,Jimmy Garoppolo pass complete short right to Emmanuel Sanders for 5 yards (tackle by Budda Baker),0.590,0.560
3,8:00,3,7,SFO 40,16,17,Jimmy Garoppolo pass complete short right to Deebo Samuel for 20 yards (tackle by Budda Baker),0.560,2.920
3,7:17,1,10,ARI 40,16,17,"Jimmy Garoppolo pass incomplete deep right intended for Kyle Juszczyk. Penalty on Joe Walker: Defensive Pass Interference, 23 yards (no play)",2.920,4.440
3,7:10,1,10,ARI 17,16,17,Tevin Coleman up the middle for 2 yards (tackle by Michael Dogbe),4.440,4.150
3,6:31,2,8,ARI 15,16,17,"Jimmy Garoppolo pass complete short left to Tevin Coleman for 9 yards (tackle by Byron Murphy). Penalty on Weston Richburg: Offensive Holding, 10 yards (no play)",4.150,2.810
3,6:11,2,18,ARI 25,16,17,Jimmy Garoppolo pass complete short right to Deebo Samuel for 13 yards (tackle by Byron Murphy),2.810,3.880
3,5:32,3,5,ARI 12,16,17,Jimmy Garoppolo pass short left intended for Emmanuel Sanders is intercepted by Jordan Hicks at ARI-5 and returned for 48 yards,3.880,-2.460
3,5:19,1,10,SFO 47,16,17,Kenyan Drake left end for 11 yards (tackle by Jimmie Ward),2.460,3.180
3,5:01,1,10,SFO 36,16,17,Kyler Murray pass complete short right to Andy Isabella for 6 yards (tackle by Richard Sherman),3.180,3.450
3,4:36,2,4,SFO 30,16,17,Kenyan Drake left guard for 5 yards (tackle by Fred Warner and Dre Greenlaw),3.450,3.910
3,4:11,1,10,SFO 25,16,17,Kenyan Drake right end for -1 yards (tackle by Nick Bosa),3.910,3.230
3,3:41,2,11,SFO 26,16,17,Kyler Murray pass complete short left to Christian Kirk for 1 yard (tackle by Damontre Moore),3.230,2.680
3,3:01,3,10,SFO 25,16,17,Kyler Murray pass incomplete short left intended for Andy Isabella,2.680,1.800
3,2:58,4,10,SFO 25,19,17,Zane Gonzalez 43 yard field goal good,1.800,3.000
3,2:54,,,ARI 35,19,17,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,2:54,1,10,SFO 25,19,17,Jimmy Garoppolo sacked by Chandler Jones for -7 yards,0.610,-0.980
3,2:09,2,17,SFO 18,19,17,Jimmy Garoppolo pass complete short right to Raheem Mostert for 8 yards (tackle by Patrick Peterson and Cassius Marsh),-0.980,-0.490
3,1:30,3,9,SFO 26,19,17,Jimmy Garoppolo pass complete deep left to Deebo Samuel for 26 yards (tackle by Jalen Thompson). Penalty on Kevin Peterson: Defensive Pass Interference (Declined),-0.490,2.390
3,1:07,1,10,ARI 48,19,17,Jimmy Garoppolo pass complete deep middle to Kendrick Bourne for 19 yards (tackle by Budda Baker),2.390,3.640
3,0:26,1,10,ARI 29,19,17,Jimmy Garoppolo pass complete short right to Tevin Coleman for 3 yards (tackle by Cassius Marsh),3.640,3.510
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ARI 26,19,17,Jimmy Garoppolo pass complete short left to Tevin Coleman for 8 yards (tackle by Jordan Hicks),3.510,4.370
4,14:30,1,10,ARI 18,19,17,Tevin Coleman left tackle for no gain (tackle by Corey Peters),4.370,3.800
4,13:47,2,10,ARI 18,19,17,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 9 yards (tackle by Budda Baker),3.800,4.740
4,13:03,3,1,ARI 9,19,17,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 7 yards (tackle by Byron Murphy),4.740,6.740
4,12:17,,,,,,Timeout #1 by San Francisco 49ers,,
4,12:17,1,2,ARI 2,19,23,"Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 2 yards, touchdown",6.740,7.000
4,12:14,,,ARI 2,19,23,Two Point Attempt: Jimmy Garoppolo pass incomplete intended for,1.000,-1.000
4,12:14,,,SFO 35,19,23,"Mitch Wishnowsky kicks off 65 yards, returned by Pharoh Cooper for 22 yards (tackle by Jimmie Ward)",0.000,0.410
4,12:08,1,10,ARI 22,19,23,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Richard Sherman),0.410,0.950
4,11:40,2,2,ARI 30,19,23,Kenyan Drake left guard for 12 yards (tackle by Fred Warner and K'Waun Williams),0.950,1.730
4,10:55,1,10,ARI 42,19,23,Kenyan Drake up the middle for 2 yards (tackle by K'Waun Williams and Fred Warner),1.730,1.460
4,10:48,2,8,ARI 44,19,23,"Kyler Murray pass complete short left to KeeSean Johnson for 15 yards (tackle by Emmanuel Moseley) Penalty on ARI: Illegal Shift, 5 yards (no play)",1.460,0.780
4,10:18,2,13,ARI 39,19,23,Kyler Murray pass complete short left to Larry Fitzgerald for 11 yards (tackle by Fred Warner),0.780,1.550
4,9:33,3,2,ARI 50,19,23,Kenyan Drake left guard for 4 yards (tackle by Dre Greenlaw),1.550,2.520
4,8:59,1,10,SFO 46,19,23,Kyler Murray pass complete short right to Pharoh Cooper for 7 yards (tackle by K'Waun Williams),2.520,2.920
4,8:17,2,3,SFO 39,19,23,Kenyan Drake up the middle for 5 yards (tackle by Elijah Lee and Fred Warner),2.920,3.310
4,7:45,1,10,SFO 34,19,23,Kyler Murray pass complete short right to Kenyan Drake for 1 yard,3.310,2.910
4,7:11,2,9,SFO 33,19,23,"Penalty on Damontre Moore: Neutral Zone Infraction, 5 yards (no play)",2.910,3.580
4,6:55,2,4,SFO 28,19,23,Kenyan Drake up the middle for 6 yards (tackle by Dre Greenlaw),3.580,4.110
4,6:35,1,10,SFO 22,25,23,"Kyler Murray left end for 22 yards, touchdown",4.110,7.000
4,6:30,,,SFO 15,26,23,Zane Gonzalez kicks extra point good,0.000,0.000
4,6:30,,,ARI 35,26,23,"Zane Gonzalez kicks off 59 yards, returned by Richie James for 27 yards (tackle by Chris Jones)",0.000,1.140
4,6:25,1,10,SFO 33,26,23,Jimmy Garoppolo pass complete deep right to Deebo Samuel for 23 yards (tackle by Joe Walker),1.140,2.650
4,5:39,1,10,ARI 44,26,23,Jimmy Garoppolo pass complete short middle to Raheem Mostert for 6 yards (tackle by Joe Walker and Jordan Hicks),2.650,2.920
4,4:59,2,4,ARI 38,26,23,Jimmy Garoppolo pass complete short left to Deebo Samuel for 11 yards (tackle by Byron Murphy),2.920,3.780
4,4:55,1,10,ARI 27,26,23,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 3 yards (tackle by Patrick Peterson),3.780,3.640
4,4:47,2,7,ARI 24,26,23,Jimmy Garoppolo pass incomplete short right,3.640,2.940
4,4:41,3,7,ARI 24,26,23,Jimmy Garoppolo pass deep right intended for Ross Dwelley is intercepted by Jalen Thompson at ARI-7 and returned for 18 yards,2.940,-0.610
4,4:32,1,10,ARI 25,26,23,Kenyan Drake up the middle for 4 yards (tackle by Solomon Thomas),0.610,0.600
4,3:46,2,6,ARI 29,26,23,Kenyan Drake left guard for 1 yard (tackle by Dre Greenlaw and Nick Bosa),0.600,0.040
4,3:05,3,5,ARI 30,26,23,Kyler Murray sacked by Arik Armstead for -11 yards,0.040,-2.140
4,2:22,4,16,ARI 19,26,23,"Andy Lee punts 52 yards, returned by Richie James for 6 yards (tackle by Charles Washington)",-2.140,-1.270
4,2:12,1,10,SFO 35,26,23,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 7 yards (tackle by Budda Baker),1.270,1.670
4,2:00,2,3,SFO 42,26,23,Jimmy Garoppolo pass complete short left to Deebo Samuel for 11 yards (tackle by Budda Baker),1.670,2.460
4,1:44,1,10,ARI 47,26,23,Jimmy Garoppolo up the middle for 7 yards (tackle by Terrell Suggs),2.460,2.860
4,1:27,2,3,ARI 40,26,23,Jimmy Garoppolo pass complete short right to Marquise Goodwin for 5 yards (tackle by Patrick Peterson),2.860,3.250
4,1:09,1,10,ARI 35,26,23,Jimmy Garoppolo pass incomplete short right intended for Marquise Goodwin,3.250,2.700
4,1:05,2,10,ARI 35,26,23,Jimmy Garoppolo pass complete short right to Deebo Samuel for 7 yards (tackle by Jalen Thompson),2.700,2.940
4,0:54,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:54,3,3,ARI 28,26,23,Jimmy Garoppolo pass complete short left to Ross Dwelley for 3 yards (tackle by Jalen Thompson),2.940,3.910
4,0:37,1,10,ARI 25,26,29,"Jimmy Garoppolo pass complete short middle to Jeff Wilson for 25 yards, touchdown",3.910,7.000
4,0:31,,,ARI 15,26,30,Chase McLaughlin kicks extra point good,0.000,0.000
4,0:31,,,SFO 35,26,30,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,0:31,1,10,ARI 25,26,30,"Kyler Murray pass complete short left to KeeSean Johnson for 5 yards (tackle by Emmanuel Moseley and Damontre Moore). KeeSean Johnson fumbles (forced by Damontre Moore), recovered by Jaquiski Tartt at ARI-30 (tackle by J.R. Sweezy)",0.610,-3.580
4,0:25,1,10,ARI 30,26,30,Tevin Coleman up the middle for 2 yards (tackle by Budda Baker and Cassius Marsh),3.580,3.300
4,0:21,,,,,,Timeout #1 by Arizona Cardinals,,
4,0:21,2,8,ARI 28,26,30,Tevin Coleman up the middle for 4 yards (tackle by Jordan Hicks),3.300,3.140
4,0:16,,,,,,Timeout #2 by Arizona Cardinals,,
4,0:16,3,4,ARI 24,26,30,Tevin Coleman right guard for 3 yards (tackle by Joe Walker),3.140,2.210
4,0:11,,,,,,Timeout #3 by Arizona Cardinals,,
4,0:11,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:11,4,1,ARI 21,26,30,Tevin Coleman right guard for -1 yards (tackle by Jordan Hicks and Haason Reddick),2.210,-0.410
4,0:06,1,10,ARI 22,26,30,Kyler Murray pass incomplete short right intended for Kenyan Drake (defended by Tarvarius Moore),0.410,-0.130
4,0:02,2,10,ARI 22,26,36,"Kyler Murray pass complete short middle to Larry Fitzgerald for 4 yards (tackle by D.J. Reed). Larry Fitzgerald fumbles (forced by D.J. Reed), recovered by D.J. Reed at ARI-5 and returned for 5 yards, touchdown",-0.130,-7.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
