Quarter,Time,Tm,Detail,BAL,CIN
1.0,8:55,Bengals,Andre Caldwell 6 yard pass from Carson Palmer (Shayne Graham kick),0,7
,2:23,Bengals,Cedric Benson 1 yard rush (Shayne Graham kick),0,14
2.0,7:45,Bengals,Shayne Graham 23 yard field goal,0,17
4.0,12:54,Ravens,Ray Rice 2 yard rush (Stephen Hauschka kick),7,17
