Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Steven Hauschka kicks off 59 yards, returned by Andre Caldwell for 16 yards (tackle by Tom Zbikowski)",0.000,0.740
1,14:53,1,10,CIN 27,0,0,Cedric Benson middle for -1 yards (tackle by Justin Bannan),0.740,0.060
1,14:20,2,11,CIN 26,0,0,Carson Palmer pass complete short right to Laveranues Coles for 8 yards (tackle by Fabian Washington),0.060,0.430
1,13:53,3,3,CIN 34,0,0,Carson Palmer pass complete short left to Brian Leonard for 5 yards (tackle by Dawan Landry and Tavares Gooden),0.430,1.530
1,13:15,1,10,CIN 39,0,0,Cedric Benson left tackle for 12 yards (tackle by Domonique Foxworth and Dawan Landry),1.530,2.320
1,12:32,1,10,BAL 49,0,0,Cedric Benson right tackle for no gain (tackle by Justin Bannan and Terrell Suggs),2.320,1.780
1,11:50,2,10,BAL 49,0,0,Carson Palmer pass incomplete short right intended for Laveranues Coles,1.780,1.090
1,11:43,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,1.090
1,11:43,3,10,BAL 49,0,0,Carson Palmer pass complete short right to Chad Johnson for 11 yards (tackle by Chris Carr),1.090,3.050
1,10:57,1,10,BAL 38,0,0,Carson Palmer pass complete short left to Chad Johnson for 9 yards (tackle by Domonique Foxworth),3.050,3.720
1,10:30,2,1,BAL 29,0,0,Cedric Benson right guard for 21 yards (tackle by Ed Reed and Dawan Landry),3.720,5.370
1,9:48,1,8,BAL 8,0,0,Cedric Benson left tackle for 2 yards (tackle by Jarret Johnson and Justin Bannan),5.370,4.950
1,9:09,2,6,BAL 6,0,0,Carson Palmer pass incomplete short left intended for Jeremi Johnson,4.950,4.040
1,9:02,3,6,BAL 6,0,6,"Carson Palmer pass complete short middle to Andre Caldwell for 6 yards, touchdown",4.040,7.000
1,,,,BAL 2,0,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,0,7,"Shayne Graham kicks off 67 yards, returned by Lardarius Webb for 33 yards (tackle by Leon Hall)",0.000,1.330
1,8:48,1,10,BAL 36,0,7,Ray Rice left guard for -2 yards (tackle by Tank Johnson),1.330,0.520
1,8:17,2,12,BAL 34,0,7,"Joe Flacco pass incomplete deep left intended for Mark Clayton. Penalty on Keith Rivers: Illegal Contact, 5 yards (no play)",0.520,1.530
1,8:01,1,10,BAL 39,0,7,Joe Flacco pass incomplete deep middle intended for Derrick Mason,1.530,0.990
1,7:55,2,10,BAL 39,0,7,Ray Rice right end for 7 yards (tackle by Chris Crocker),0.990,1.220
1,7:20,3,3,BAL 46,0,7,Joe Flacco pass incomplete short left intended for Derrick Mason (defended by Leon Hall),1.220,-0.320
1,7:16,4,3,BAL 46,0,7,"Sam Koch punts 54 yards, touchback",-0.320,-0.280
1,7:07,1,10,CIN 20,0,7,"Carson Palmer pass complete short middle to Chad Johnson for 25 yards (tackle by Dawan Landry). Chad Johnson fumbles (forced by Dawan Landry), recovered by Domonique Foxworth at CIN-46 (tackle by Daniel Coats). Penalty on Dawan Landry: Defensive Pass Interfere, 12 yards (no play)",0.280,1.070
1,6:57,1,10,CIN 32,0,7,Carson Palmer pass incomplete deep middle intended for Chad Johnson (defended by Fabian Washington),1.070,0.530
1,6:49,2,10,CIN 32,0,7,Cedric Benson left guard for 4 yards (tackle by Kelly Gregg),0.530,0.370
1,6:15,3,6,CIN 36,0,7,"Carson Palmer right end for 7 yards (tackle by Tavares Gooden). Penalty on John Paul Foschi: Offensive Holding (Offsetting), Penalty on Chris Carr: Illegal Contact (Offsetting) (no play)",0.370,0.370
1,6:07,3,6,CIN 36,0,7,Carson Palmer pass complete deep right to Chad Johnson for 17 yards (tackle by Ed Reed),0.370,2.460
1,5:24,1,10,BAL 47,0,7,Carson Palmer pass complete short left to Chad Johnson for 8 yards (tackle by Domonique Foxworth),2.460,2.990
1,4:41,2,2,BAL 39,0,7,Carson Palmer pass incomplete deep right intended for Andre Caldwell,2.990,2.280
1,4:34,3,2,BAL 39,0,7,Carson Palmer pass incomplete short right intended for John Paul Foschi (defended by Dawan Landry),2.280,0.660
1,4:31,,,,0,7,Timeout #1 by Baltimore Ravens,0.000,0.660
1,4:31,4,2,BAL 39,0,7,"Carson Palmer pass incomplete deep right intended for Chad Johnson. Penalty on Fabian Washington: Defensive Pass Interfere, 24 yards (no play)",0.660,4.580
1,4:27,1,10,BAL 15,0,7,Cedric Benson right guard for 5 yards (tackle by Dawan Landry),4.580,4.840
1,3:45,2,5,BAL 10,0,7,Laveranues Coles left end for 8 yards (tackle by Dannell Ellerbe),4.840,6.740
1,3:05,,,,0,7,Timeout #2 by Cincinnati Bengals,0.000,6.740
1,3:05,1,2,BAL 2,0,7,Cedric Benson right tackle for 1 yard (tackle by Jameel McClain),6.740,5.910
1,2:26,2,1,BAL 1,0,13,"Cedric Benson right guard for 1 yard, touchdown",5.910,7.000
1,,,,BAL 2,0,14,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,0,14,"Shayne Graham kicks off 67 yards, returned by Lardarius Webb for 15 yards (tackle by Morgan Trent). Penalty on Matt Lawrence: Offensive Holding, 9 yards",0.000,-0.380
1,2:17,1,10,BAL 9,0,14,Joe Flacco pass complete short right to Mark Clayton for 15 yards (tackle by Johnathan Joseph),-0.380,0.540
1,1:53,1,10,BAL 24,0,14,Ray Rice right end for 5 yards (tackle by Dhani Jones),0.540,0.670
1,1:21,2,5,BAL 29,0,14,Joe Flacco pass incomplete deep left intended for Derrick Mason (defended by Johnathan Joseph),0.670,-0.030
1,1:15,,,,0,14,Timeout #2 by Baltimore Ravens,0.000,-0.030
1,1:15,3,5,BAL 29,0,14,Joe Flacco pass complete to Ray Rice for 4 yards (tackle by Morgan Trent),-0.030,-1.180
1,0:38,4,1,BAL 33,0,14,"Penalty on Brandon Johnson: Neutral Zone Infraction, 5 yards (no play)",-1.180,1.470
1,0:37,1,10,BAL 38,0,14,Derrick Mason for 2 yards (tackle by Chris Crocker),1.470,1.190
1,0:07,2,8,BAL 40,0,14,Le'Ron McClain right guard for no gain (tackle by Keith Rivers and Dhani Jones),1.190,0.500
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,BAL 40,0,14,Joe Flacco pass incomplete short left intended for Demetrius Williams,0.500,-0.720
2,14:54,4,8,BAL 40,0,14,"Sam Koch punts 48 yards, returned by Quan Cosby for 8 yards (tackle by Lardarius Webb)",-0.720,-0.280
