Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,DAL 30,0,0,Nick Folk kicks off 69 yards,0.000,1.600
1,15:00,1,10,PHI 40,0,0,Donovan McNabb pass incomplete short right intended for L.J. Smith,1.600,1.050
1,14:57,2,10,PHI 40,0,0,Brian Westbrook up the middle for 14 yards (tackle by DeMarcus Ware and Zach Thomas),1.050,2.520
1,14:22,1,10,DAL 46,0,0,Brian Westbrook up the middle for 1 yard (tackle by DeMarcus Ware),2.520,2.110
1,13:44,2,9,DAL 45,0,0,Donovan McNabb pass complete short right to Brian Westbrook for 3 yards (tackle by Zach Thomas),2.110,1.820
1,12:53,3,6,DAL 42,0,0,Donovan McNabb pass complete short middle to Brent Celek for 19 yards (tackle by Roy Williams),1.820,4.040
1,12:11,1,10,DAL 23,0,0,Donovan McNabb pass complete short right to DeSean Jackson for 7 yards (tackle by Pacman Jones),4.040,4.560
1,11:37,2,3,DAL 16,0,0,Brian Westbrook left guard for no gain (tackle by DeMarcus Ware),4.560,3.850
1,10:58,3,3,DAL 16,0,0,Donovan McNabb pass incomplete short left intended for DeSean Jackson,3.850,2.480
1,10:48,4,3,DAL 16,3,0,David Akers 34 yard field goal good,2.480,3.000
1,,,,PHI 30,3,0,"David Akers kicks off 70 yards, returned by Felix Jones for 24 yards (tackle by Joselio Hanson). Penalty on Pat Watkins: Offensive Holding, 10 yards",0.000,-0.280
1,10:35,1,10,DAL 14,3,0,Marion Barber right tackle for 1 yard (tackle by Mike Patterson),-0.280,-0.640
1,10:05,2,9,DAL 15,3,0,Tony Romo pass incomplete short left intended for Jason Witten (defended by Quintin Mikell),-0.640,-1.280
1,10:01,3,9,DAL 15,3,0,Tony Romo pass complete short left to Terrell Owens for 13 yards (tackle by Sheldon Brown),-1.280,0.810
1,9:22,1,10,DAL 28,3,0,Marion Barber left tackle for -2 yards (tackle by Brian Dawkins),0.810,-0.010
1,8:45,2,12,DAL 26,3,0,Tony Romo pass complete short right to Marion Barber for 2 yards (tackle by Omar Gaither),-0.010,-0.430
1,7:56,3,10,DAL 28,3,6,"Tony Romo pass complete deep middle to Terrell Owens for 72 yards, touchdown",-0.430,7.000
1,,,,PHI 2,3,7,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,3,7,"Nick Folk kicks off 69 yards, returned by Quintin Demps for 25 yards (tackle by Orlando Scandrick)",0.000,0.670
1,7:40,1,10,PHI 26,3,7,Donovan McNabb pass complete short left to Brian Westbrook for 4 yards (tackle by DeMarcus Ware),0.670,0.670
1,6:59,2,6,PHI 30,3,7,Donovan McNabb pass complete deep middle to Greg Lewis for 17 yards (tackle by Ken Hamlin),0.670,2.060
