Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
2,15:00,3,10,JAX 41,3,0,"Penalty on Cam Robinson: False Start, 5 yards (no play)",0.430,-0.230
2,15:00,3,15,JAX 36,3,0,Gardner Minshew pass complete short right to Leonard Fournette for 7 yards (tackle by Cornell Armstrong),-0.230,-0.520
2,14:18,4,8,JAX 43,3,0,"Logan Cooke punts 57 yards, touchback.",-0.520,-0.280
2,14:09,1,10,HOU 20,3,0,Deshaun Watson right tackle for 5 yards (tackle by A.J. Bouye),0.280,0.410
2,13:36,2,5,HOU 25,3,0,Deshaun Watson pass complete short middle to Kenny Stills for 13 yards (tackle by Tre Herndon),0.410,1.470
2,13:01,1,10,HOU 38,3,0,Carlos Hyde left tackle for 3 yards (tackle by Dawuane Smoot),1.470,1.330
2,12:26,2,7,HOU 41,3,0,Duke Johnson up the middle for 4 yards (tackle by Yannick Ngakoue),1.330,1.160
2,11:46,3,3,HOU 45,3,0,Deshaun Watson pass complete short right to Duke Johnson for 8 yards (tackle by Najee Goode),1.160,2.460
2,11:02,1,10,JAX 47,3,0,Carlos Hyde left end for 7 yards (tackle by Abry Jones),2.460,2.860
2,10:35,2,3,JAX 40,3,0,Duke Johnson left end for 1 yard (tackle by Lerentee McCray),2.860,2.280
2,9:57,3,2,JAX 39,3,0,Duke Johnson left guard for no gain (tackle by Abry Jones and Calais Campbell),2.280,0.660
2,9:22,4,2,JAX 39,3,0,Deshaun Watson pass complete short left to Jordan Akins for 12 yards (tackle by Myles Jack),0.660,3.780
2,8:50,1,10,JAX 27,3,0,Duke Johnson up the middle for 4 yards (tackle by Breon Borders and Myles Jack),3.780,3.770
2,8:12,2,6,JAX 23,3,0,Carlos Hyde right tackle for 7 yards (tackle by Myles Jack),3.770,4.510
2,7:25,1,10,JAX 16,3,0,Deshaun Watson left end for 9 yards (tackle by Najee Goode),4.510,5.540
2,6:44,2,1,JAX 7,3,0,DeAndre Hopkins right guard for 6 yards (tackle by Najee Goode),5.540,6.970
2,5:58,1,1,JAX 1,9,0,"Deshaun Watson pass complete short middle to Darren Fells for 1 yard, touchdown",6.970,7.000
2,5:55,,,JAX 15,9,0,"Ka'imi Fairbairn kicks extra point blocked by Cody Davis, recovered by Malcolm Smith",0.000,-1.000
2,5:55,,,HOU 35,9,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,5:55,1,10,JAX 25,9,0,Gardner Minshew pass complete short right to Josh Oliver for 4 yards (tackle by Johnathan Joseph),0.610,0.600
2,5:18,2,6,JAX 29,9,0,Gardner Minshew pass incomplete short left intended for DJ Chark (defended by Benardrick McKinney),0.600,-0.100
2,5:14,3,6,JAX 29,9,0,Gardner Minshew pass complete short middle to Ryquell Armstead for 31 yards (tackle by Gareon Conley),-0.100,2.920
2,4:29,1,10,HOU 40,9,0,Gardner Minshew pass incomplete short left intended for Chris Conley,2.920,2.370
2,4:25,2,10,HOU 40,9,0,Leonard Fournette right end for 11 yards (tackle by Johnathan Joseph),2.370,3.640
2,3:53,1,10,HOU 29,9,0,Leonard Fournette up the middle for 1 yard (tackle by Zach Cunningham),3.640,3.240
2,3:17,2,9,HOU 28,9,0,Gardner Minshew pass complete short left to Chris Conley for 12 yards (tackle by Gareon Conley),3.240,4.510
2,2:33,1,10,HOU 16,9,0,Gardner Minshew pass incomplete short left intended for Seth Devalve,4.510,3.900
2,2:29,2,10,HOU 16,9,0,Leonard Fournette left tackle for 4 yards (tackle by Gareon Conley),3.900,3.730
2,2:00,3,6,HOU 12,9,0,Gardner Minshew pass incomplete short right,3.730,2.660
2,1:52,4,6,HOU 12,9,3,Josh Lambo 30 yard field goal good,2.660,3.000
2,1:48,,,JAX 35,9,3,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
2,1:48,1,10,HOU 25,9,3,Deshaun Watson pass incomplete short left intended for Darren Fells,0.610,0.060
2,1:45,2,10,HOU 25,9,3,Deshaun Watson right tackle for 13 yards (tackle by Breon Borders),0.060,1.470
2,1:14,1,10,HOU 38,9,3,Deshaun Watson pass complete short left to DeAndre Hopkins for 4 yards,1.470,1.460
2,1:07,2,6,HOU 42,9,3,Deshaun Watson pass complete short right to Jordan Akins for 3 yards (tackle by Jarrod Wilson),1.460,1.160
2,0:42,3,3,HOU 45,9,3,Deshaun Watson pass complete short middle to DeAndre Carter for 8 yards (tackle by Breon Borders),1.160,2.460
2,0:36,,,,,,Timeout #2 by Houston Texans,,
2,0:36,1,10,JAX 47,9,3,"Deshaun Watson pass incomplete short right intended for Jordan Akins. Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",2.460,1.800
2,0:31,1,20,HOU 43,9,3,Deshaun Watson pass complete short left to DeAndre Hopkins for no gain (tackle by Josh Allen),1.800,0.560
2,0:23,,,,,,Timeout #3 by Houston Texans,,
2,0:23,2,20,HOU 43,9,3,Deshaun Watson pass complete short left to Duke Johnson for 17 yards (tackle by Jarrod Wilson),0.560,2.150
2,0:15,3,3,JAX 40,9,3,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,2.150,0.590
2,0:11,4,3,JAX 40,9,3,Ka'imi Fairbairn 58 yard field goal no good,0.590,-2.130
2,0:06,1,10,JAX 48,9,3,Gardner Minshew pass complete short middle to Seth Devalve for 17 yards (tackle by Zach Cunningham),2.130,3.250
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,9,3,"Ka'imi Fairbairn kicks off 62 yards, returned by Michael Walker for 22 yards (tackle by Peter Kalambayi)",0.000,0.610
3,14:56,1,10,JAX 25,9,3,Gardner Minshew pass complete short left to Seth Devalve for no gain (tackle by Gareon Conley),0.610,0.060
3,14:17,2,10,JAX 25,9,3,Gardner Minshew pass complete short right to Keelan Cole for 19 yards (tackle by Jahleel Addae),0.060,1.860
3,13:45,1,10,JAX 44,9,3,Leonard Fournette left tackle for 4 yards (tackle by Zach Cunningham),1.860,1.860
3,13:09,2,6,JAX 48,9,3,Gardner Minshew pass complete short right to Keelan Cole for 14 yards (tackle by Johnathan Joseph),1.860,3.050
3,12:24,1,10,HOU 38,9,3,Gardner Minshew pass complete short left to DJ Chark for 2 yards (tackle by Benardrick McKinney),3.050,2.780
3,11:40,2,8,HOU 36,9,3,Gardner Minshew up the middle for 9 yards (tackle by Zach Cunningham),2.780,3.780
3,11:01,1,10,HOU 27,9,3,Leonard Fournette up the middle for 4 yards (tackle by Jahleel Addae),3.780,3.770
3,10:18,2,6,HOU 23,9,3,"Gardner Minshew pass complete deep left to DJ Chark for 19 yards. Penalty on DJ Chark: Offensive Pass Interference, 9 yards (no play)",3.770,2.560
3,9:53,2,15,HOU 32,9,3,Gardner Minshew pass complete short right to Ryquell Armstead for 1 yard (tackle by Zach Cunningham),2.560,2.020
3,9:09,3,14,HOU 31,9,3,Gardner Minshew pass incomplete deep middle intended for DJ Chark,2.020,1.320
3,9:03,4,14,HOU 31,9,3,"Logan Cooke sacked by Briean Boddy-Calhoun for -19 yards. Logan Cooke fumbles (forced by Briean Boddy-Calhoun), recovered by Josh Lambo at HOU-31 (tackle by Briean Boddy-Calhoun)",1.320,-2.260
3,8:56,1,10,HOU 50,9,3,"Deshaun Watson right end for 1 yard (tackle by Calais Campbell). Penalty on Calais Campbell: Lowering the Head to Initiate Contact, 15 yards",2.260,3.310
3,8:43,1,10,JAX 34,9,3,"Penalty on Zach Fulton: False Start, 5 yards (no play)",3.310,2.980
3,8:43,1,15,JAX 39,9,3,Deshaun Watson pass complete short right to DeAndre Hopkins for 2 yards (tackle by A.J. Bouye),2.980,2.370
3,8:09,2,13,JAX 37,9,3,Deshaun Watson pass complete short left to Kenny Stills for 18 yards (tackle by A.J. Bouye),2.370,4.310
3,7:37,1,10,JAX 19,9,3,"Carlos Hyde right tackle for 1 yard (tackle by Yannick Ngakoue). Penalty on Zach Fulton: Offensive Holding, 10 yards (no play)",4.310,3.640
3,7:11,1,20,JAX 29,9,3,Deshaun Watson pass complete short right to Duke Johnson for 11 yards (tackle by Myles Jack),3.640,3.880
3,6:30,2,9,JAX 18,9,3,Carlos Hyde left guard for 1 yard (tackle by Taven Bryan),3.880,3.260
3,5:44,,,,,,Timeout #1 by Houston Texans,,
3,5:44,3,8,JAX 17,9,3,Deshaun Watson sacked by Calais Campbell for -7 yards,3.260,1.870
3,5:02,4,15,JAX 24,12,3,Ka'imi Fairbairn 42 yard field goal good,1.870,3.000
3,4:57,,,HOU 35,12,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,4:57,1,10,JAX 25,12,3,Leonard Fournette right guard for 1 yard (tackle by Benardrick McKinney),0.610,0.200
3,4:22,2,9,JAX 26,12,3,Gardner Minshew pass incomplete short right,0.200,-0.490
3,4:15,3,9,JAX 26,12,3,Gardner Minshew right end for 9 yards (tackle by Dylan Cole),-0.490,1.270
3,3:43,1,10,JAX 35,12,3,Leonard Fournette left tackle for 3 yards (tackle by D.J. Reader),1.270,1.130
3,3:05,2,7,JAX 38,12,3,Gardner Minshew pass incomplete short left intended for Ben Koyack,1.130,0.430
3,3:01,3,7,JAX 38,12,3,Gardner Minshew pass incomplete short middle intended for Chris Conley,0.430,-0.850
3,2:57,4,7,JAX 38,12,3,"Logan Cooke punts 41 yards, fair catch by DeAndre Carter at HOU-21",-0.850,-0.340
3,2:50,1,10,HOU 21,12,3,Deshaun Watson pass complete short middle to DeAndre Hopkins for 8 yards (tackle by Myles Jack),0.340,0.880
3,2:25,2,2,HOU 29,12,3,Carlos Hyde right tackle for 48 yards (tackle by Breon Borders),0.880,4.040
3,2:01,1,10,JAX 23,12,3,Carlos Hyde left guard for 1 yard (tackle by Yannick Ngakoue and Najee Goode),4.040,3.630
3,1:22,2,9,JAX 22,12,3,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 21 yards (tackle by A.J. Bouye),3.630,6.970
3,0:38,1,1,JAX 1,18,3,"Duke Johnson right end for 1 yard, touchdown",6.970,7.000
3,0:31,,,JAX 15,19,3,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,0:31,,,HOU 35,19,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,0:31,1,10,JAX 25,19,3,Gardner Minshew sacked by Carlos Watkins for -3 yards,0.610,-0.340
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,JAX 22,19,3,Gardner Minshew pass complete short left to Leonard Fournette for 14 yards (tackle by Gareon Conley),-0.340,1.330
4,14:34,1,10,JAX 36,19,3,Gardner Minshew pass incomplete short left,1.330,0.790
4,14:27,2,10,JAX 36,19,3,Gardner Minshew pass complete short left to Seth Devalve for 18 yards (tackle by Zach Cunningham),0.790,2.520
4,13:52,1,10,HOU 46,19,3,Gardner Minshew pass incomplete deep left intended for DJ Chark (defended by Gareon Conley),2.520,1.980
4,13:41,2,10,HOU 46,19,3,Gardner Minshew pass complete short left to Leonard Fournette for 9 yards (tackle by Gareon Conley),1.980,2.480
4,13:24,3,1,HOU 37,19,3,Leonard Fournette left tackle for 2 yards (tackle by Whitney Mercilus),2.480,3.250
4,12:47,1,10,HOU 35,19,3,Gardner Minshew sacked by Brennan Scarlett for -5 yards,3.250,2.030
4,12:09,2,15,HOU 40,19,3,Gardner Minshew pass incomplete deep left intended for DJ Chark,2.030,1.350
4,12:04,3,15,HOU 40,19,3,Gardner Minshew pass complete deep middle to Chris Conley for 20 yards (tackle by Zach Cunningham),1.350,4.240
4,11:18,1,10,HOU 20,19,3,Gardner Minshew pass incomplete short right intended for C.J. Board,4.240,3.690
4,11:14,2,10,HOU 20,19,3,Gardner Minshew pass incomplete short right intended for C.J. Board (defended by Charles Omenihu),3.690,3.010
4,11:10,3,10,HOU 20,19,3,Gardner Minshew pass incomplete short right intended for DJ Chark (defended by Johnathan Joseph),3.010,2.120
4,11:05,4,10,HOU 20,19,3,Gardner Minshew pass incomplete deep middle intended for Chris Conley (defended by Gareon Conley),2.120,-0.280
4,10:58,1,10,HOU 20,19,3,Carlos Hyde up the middle for 11 yards (tackle by Jarrod Wilson),0.280,1.000
4,10:18,1,10,HOU 31,19,3,Deshaun Watson right end for 2 yards (tackle by Myles Jack),1.000,0.730
4,9:34,2,8,HOU 33,19,3,Deshaun Watson pass complete short middle to DeAndre Hopkins for 6 yards (tackle by Najee Goode),0.730,0.830
4,8:50,3,2,HOU 39,19,3,"Penalty on Darren Fells: False Start, 5 yards (no play)",0.830,0.170
4,8:25,3,7,HOU 34,19,3,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins (defended by A.J. Bouye),0.170,-1.110
4,8:20,4,7,HOU 34,19,3,"Bryan Anger punts 47 yards, returned by Michael Walker for 1 yard (tackle by Zach Cunningham)",-1.110,-0.280
4,8:09,1,10,JAX 20,19,3,Gardner Minshew pass complete short right to DJ Chark for 16 yards (tackle by Keion Crossen),0.280,1.330
4,7:42,1,10,JAX 36,19,3,Gardner Minshew pass complete short left to Keelan Cole for 13 yards (tackle by Justin Reid),1.330,2.190
4,7:14,1,10,JAX 49,19,3,Gardner Minshew pass complete short left to Leonard Fournette for 2 yards (tackle by Carlos Watkins and Charles Omenihu),2.190,1.920
4,6:42,2,8,HOU 49,19,3,Gardner Minshew pass incomplete short left intended for Chris Conley (defended by Gareon Conley),1.920,1.220
4,6:37,3,8,HOU 49,19,3,Gardner Minshew pass deep left intended for Keelan Cole is intercepted by Jahleel Addae at HOU-31 and returned for 1 yard,1.220,-1.070
4,6:31,1,10,HOU 32,19,3,Carlos Hyde up the middle for 4 yards (tackle by Taven Bryan),1.070,1.070
4,5:45,2,6,HOU 36,19,3,Carlos Hyde left tackle for -1 yards (tackle by Yannick Ngakoue),1.070,0.230
4,5:02,3,7,HOU 35,19,3,"Deshaun Watson pass incomplete deep left. Penalty on A.J. Bouye: Defensive Holding, 5 yards (no play)",0.230,1.600
4,4:53,1,10,HOU 40,19,3,"Carlos Hyde left guard for 58 yards (tackle by Jarrod Wilson). Carlos Hyde fumbles (forced by Jarrod Wilson), recovered by Breon Borders at JAC--9",1.600,-0.280
4,4:43,1,10,JAX 20,19,3,Gardner Minshew pass deep left intended for Josh Oliver is intercepted by Justin Reid at JAC-40 and returned for 37 yards. Penalty on Brandon Linder: Offensive Holding (Declined),0.280,-6.510
4,4:29,1,3,JAX 3,19,3,Deshaun Watson right end for 2 yards (tackle by Ronnie Harrison),6.510,5.910
4,4:22,2,1,JAX 1,25,3,"Deshaun Watson pass complete short middle to DeAndre Hopkins for 1 yard, touchdown. Penalty on A.J. Bouye: Defensive Pass Interference (Declined)",5.910,7.000
4,4:19,,,JAX 15,26,3,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,4:19,,,HOU 35,26,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,4:19,1,10,JAX 25,26,3,Gardner Minshew pass complete deep right to Keelan Cole for 31 yards (tackle by Cornell Armstrong),0.610,2.650
4,3:52,1,10,HOU 44,26,3,"Gardner Minshew up the middle for 6 yards (tackle by Jacob Martin). Gardner Minshew fumbles (forced by Jacob Martin), recovered by Zach Cunningham at HOU-36 and returned for 24 yards (tackle by Chris Conley)",2.650,-2.920
4,3:39,1,10,JAX 40,26,3,Carlos Hyde up the middle for no gain (tackle by Calais Campbell),2.920,2.370
4,2:59,2,10,JAX 40,26,3,Carlos Hyde left tackle for no gain (tackle by Abry Jones),2.370,1.680
4,2:13,3,10,JAX 40,26,3,Carlos Hyde right tackle for no gain (tackle by Calais Campbell),1.680,0.590
4,2:00,4,10,JAX 40,26,3,Bryan Anger punts 36 yards downed by Taiwan Jones,0.590,0.380
4,1:50,1,10,JAX 4,26,3,Gardner Minshew up the middle for 10 yards (tackle by Peter Kalambayi),-0.380,-0.280
4,1:20,1,10,JAX 14,26,3,Gardner Minshew pass complete short middle to Ryquell Armstead for 17 yards (tackle by Peter Kalambayi),-0.280,1.000
4,0:56,1,10,JAX 31,26,3,Gardner Minshew pass complete short middle to Ryquell Armstead for 4 yards (tackle by Dylan Cole),1.000,1.000
4,0:30,2,6,JAX 35,26,3,Gardner Minshew pass complete short left to Ryquell Armstead for 12 yards (tackle by Gareon Conley),1.000,2.060
4,0:24,1,10,JAX 47,26,3,Gardner Minshew pass incomplete deep left intended for Chris Conley,2.060,1.520
4,0:19,2,10,JAX 47,26,3,Gardner Minshew pass complete deep middle to C.J. Board for 23 yards (tackle by Peter Kalambayi),1.520,3.580
4,0:01,1,10,HOU 30,26,3,"Gardner Minshew sacked by Brennan Scarlett for no gain. Gardner Minshew fumbles (forced by Brennan Scarlett), recovered by Dylan Cole at HOU-21 and returned for 27 yards (tackle by Jawaan Taylor)",3.580,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
