Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,SEA 25,0,0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 13 yards (tackle by Riq Woolen),3.500,4.780
2,14:18,1,10,SEA 12,0,6,"Derrick Henry pass complete short right to Chigoziem Okonkwo for 12 yards, touchdown",4.780,7.000
2,14:14,,,SEA 15,0,7,Nick Folk kicks extra point good,0.000,0.000
2,14:14,,,TEN 35,0,7,"Nick Folk kicks off 59 yards, returned by DeeJay Dallas for 24 yards (tackle by Jonathan Ward)",0.000,0.940
2,14:10,1,10,SEA 30,0,7,Kenneth Walker right end for 24 yards (tackle by Mike Brown),0.940,2.520
2,13:33,1,10,TEN 46,0,7,Kenneth Walker right guard for 4 yards (tackle by Garret Wallow),2.520,2.520
2,13:03,2,6,TEN 42,0,7,Geno Smith pass complete short left to D.K. Metcalf for 26 yards (tackle by Roger McCreary and Mike Brown),2.520,4.510
2,12:14,,,,,,Timeout #2 by Seattle Seahawks,,
2,12:14,1,10,TEN 16,0,7,Kenneth Walker up the middle for 1 yard (tackle by Azeez Al-Shaair and Denico Autry),4.510,4.050
2,11:33,2,9,TEN 15,0,7,Geno Smith pass complete short right to Colby Parkinson for 5 yards,4.050,4.170
2,10:56,3,4,TEN 10,0,7,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba,4.170,2.840
2,10:52,4,4,TEN 10,3,7,Jason Myers 28 yard field goal good,2.840,3.000
2,10:48,,,SEA 35,3,7,"Jason Myers kicks off 59 yards,",0.000,0.610
2,10:48,1,10,TEN 25,3,7,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 13 yards (tackle by Artie Burns),0.610,1.470
2,10:09,1,10,TEN 38,3,7,Derrick Henry right guard for 7 yards (tackle by Julian Love),1.470,1.870
2,9:23,2,3,TEN 45,3,7,Derrick Henry left end for 5 yards (tackle by Bobby Wagner),1.870,2.260
2,8:37,1,10,TEN 50,3,7,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins,2.260,1.710
2,8:31,2,10,TEN 50,3,7,Derrick Henry up the middle for 11 yards (tackle by Bobby Wagner and Quandre Diggs),1.710,2.980
2,7:48,1,10,SEA 39,3,7,Tyjae Spears left guard for 1 yard (tackle by Leonard Williams),2.980,2.580
2,7:06,2,9,SEA 38,3,7,Ryan Tannehill pass complete short middle to Tyjae Spears for 3 yards (tackle by Devin Bush),2.580,2.280
2,6:20,,,,,,Timeout #1 by Tennessee Titans,,
2,6:20,3,6,SEA 35,3,7,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",2.280,1.620
2,6:20,3,11,SEA 40,3,7,Ryan Tannehill scrambles left end for 23 yards (tackle by Michael Jackson),1.620,4.440
2,5:30,1,10,SEA 17,3,7,Treylon Burks right end for -3 yards (tackle by Artie Burns),4.440,3.490
2,4:48,2,13,SEA 20,3,7,Ryan Tannehill sacked by Mario Edwards for -6 yards,3.490,2.020
2,4:03,3,19,SEA 26,3,7,Tyjae Spears right guard for 11 yards (tackle by Michael Jackson and Coby Bryant),2.020,2.440
2,3:22,4,8,SEA 15,3,10,Nick Folk 33 yard field goal good,2.440,3.000
2,3:18,,,TEN 35,3,10,"Ty Zentner kicks off 62 yards, returned by DeeJay Dallas for 20 yards (tackle by Caleb Murphy)",0.000,0.480
2,3:13,1,10,SEA 23,3,10,Geno Smith pass complete short right to Tyler Lockett for 2 yards (tackle by Roger McCreary),0.480,0.200
2,2:50,2,8,SEA 25,3,10,Kenneth Walker up the middle for -2 yards (tackle by Harold Landry),0.200,-0.760
2,2:10,3,10,SEA 23,3,10,Geno Smith pass complete short right to Tyler Lockett for 9 yards (tackle by Tre Avery),-0.760,0.000
2,2:10,,,SEA 32,3,10,"Penalty on Mike Brown: Roughing the Passer, 15 yards (accepted) (no play)",0.000,2.060
2,2:00,1,10,SEA 47,3,10,Geno Smith pass complete short left to Jaxon Smith-Njigba for 6 yards (tackle by Arden Key),2.060,2.330
2,1:37,2,4,TEN 47,3,10,Geno Smith pass incomplete deep right intended for Tyler Lockett,2.330,1.620
2,1:30,3,4,TEN 47,3,10,Geno Smith pass complete short middle to Jake Bobo for 8 yards (tackle by Roger McCreary and Azeez Al-Shaair),1.620,2.980
2,1:09,1,10,TEN 39,3,10,Geno Smith pass incomplete short left intended for Tyler Lockett,2.980,2.440
2,1:05,2,10,TEN 39,3,10,Geno Smith pass incomplete short right intended for Zach Charbonnet,2.440,1.750
2,1:00,3,10,TEN 39,3,10,Geno Smith pass complete short left to Zach Charbonnet for -4 yards (tackle by Azeez Al-Shaair),1.750,0.400
2,0:54,4,14,TEN 43,3,10,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",0.400,0.070
2,0:54,4,19,TEN 48,3,10,"Michael Dickson punts 42 yards, fair catch by Mason Kinsey at TEN-6",0.070,0.380
2,0:48,1,10,TEN 6,3,10,Ryan Tannehill pass complete short right to DeAndre Hopkins for 7 yards (tackle by Michael Jackson),-0.380,-0.270
2,0:44,2,3,TEN 13,3,10,Ryan Tannehill scrambles right guard for 14 yards (tackle by Coby Bryant),-0.270,0.740
2,0:35,,,,,,Timeout #2 by Tennessee Titans,,
2,0:35,1,10,TEN 27,3,10,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 2 yards (tackle by Artie Burns),0.740,0.470
2,0:30,,,,,,Timeout #3 by Tennessee Titans,,
2,0:30,2,8,TEN 29,3,10,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 5 yards (tackle by Bobby Wagner),0.470,0.430
2,0:07,3,3,TEN 34,3,10,Ryan Tannehill sacked by Boye Mafe for -5 yards,0.430,-1.440
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,10,"Ty Zentner kicks off 65 yards, returned by DeeJay Dallas for 30 yards (tackle by Otis Reese). Penalty on Garret Wallow: Unnecessary Roughness / Defense, 15 yards (accepted)",0.000,1.930
3,14:54,1,10,SEA 45,3,10,Kenneth Walker right tackle for 11 yards (tackle by Elijah Molden),1.930,2.650
3,14:19,1,10,TEN 44,3,10,Kenneth Walker up the middle for -2 yards (tackle by Arden Key and Denico Autry),2.650,1.840
3,13:32,2,12,TEN 46,3,10,Geno Smith pass complete short right to Will Dissly for 6 yards (tackle by Azeez Al-Shaair and Roger McCreary),1.840,1.950
3,12:44,3,6,TEN 40,3,10,Geno Smith pass complete short left to Jaxon Smith-Njigba for 10 yards (tackle by Eric Garror),1.950,3.580
3,12:01,1,10,TEN 30,3,10,Kenneth Walker right tackle for no gain (tackle by Mike Brown),3.580,3.030
3,11:22,2,10,TEN 30,3,10,Geno Smith pass complete deep right to Tyler Lockett for 19 yards,3.030,4.840
3,10:49,1,10,TEN 11,3,10,Geno Smith up the middle for 2 yards (tackle by Arden Key and Keondre Coburn),4.840,4.510
3,10:07,2,8,TEN 9,3,10,Geno Smith pass incomplete short left intended for Colby Parkinson,4.510,3.530
3,10:01,3,8,TEN 9,3,10,Geno Smith pass incomplete short middle intended for D.K. Metcalf (defended by Terrell Edmunds),3.530,2.830
3,9:57,4,8,TEN 9,6,10,Jason Myers 27 yard field goal good,2.830,3.000
3,9:53,,,SEA 35,6,10,"Jason Myers kicks off 65 yards, returned by Chris Moore for 26 yards (tackle by Kelvin Joseph)",0.000,0.670
3,9:48,1,10,TEN 26,6,10,Derrick Henry up the middle for 7 yards (tackle by Jarran Reed),0.670,1.070
3,9:07,2,3,TEN 33,6,10,Derrick Henry up the middle for 2 yards (tackle by Boye Mafe and Artie Burns),1.070,0.630
3,8:27,3,1,TEN 35,6,10,Tyjae Spears up the middle for 9 yards (tackle by Devin Bush),0.630,1.860
3,7:44,1,10,TEN 44,6,10,"Penalty on Andrew Rupcich: False Start, 5 yards (accepted) (no play)",1.860,1.530
3,7:22,1,15,TEN 39,6,10,Tyjae Spears left guard for 7 yards (tackle by Leonard Williams),1.530,1.590
3,6:39,2,8,TEN 46,6,10,Derrick Henry right end for 1 yard (tackle by Bobby Wagner and Michael Jackson),1.590,1.030
3,5:56,3,7,TEN 47,6,10,Ryan Tannehill pass complete short right to Chris Moore for 9 yards,1.030,2.650
3,5:20,1,10,SEA 44,6,10,Derrick Henry left tackle for -1 yards (tackle by Devin Bush and Leonard Williams),2.650,1.980
3,4:38,2,11,SEA 45,6,10,Derrick Henry left guard for 3 yards (tackle by Mario Edwards and Cameron Young),1.980,1.690
3,3:55,3,8,SEA 42,6,10,Ryan Tannehill pass incomplete short right intended for Treylon Burks (defended by Riq Woolen),1.690,0.460
3,3:50,4,8,SEA 42,6,10,"Ty Zentner punts 34 yards, fair catch by DeeJay Dallas at SEA-8. Penalty on DeeJay Dallas: Unsportsmanlike Conduct / Defense, 4 yards (accepted)",0.460,0.380
3,3:43,1,10,SEA 4,6,10,Geno Smith pass complete short right to Jaxon Smith-Njigba for 20 yards (tackle by Elijah Molden),-0.380,0.540
3,2:56,1,10,SEA 24,6,10,"Penalty on Noah Fant: False Start, 5 yards (accepted) (no play)",0.540,0.130
3,2:31,1,15,SEA 19,6,10,Kenneth Walker right tackle for 1 yard (tackle by Otis Reese),0.130,-0.540
3,1:58,2,14,SEA 20,6,10,"Geno Smith pass complete to Jake Bobo for no gain. Penalty on Azeez Al-Shaair: Illegal Contact, 5 yards (accepted) (no play)",-0.540,0.610
3,1:28,1,10,SEA 25,6,10,Kenneth Walker right guard for 2 yards (tackle by Quinton Bohanna),0.610,0.330
3,1:18,2,8,SEA 27,6,10,"Penalty on Jaleel Johnson: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.330,1.730
3,0:59,1,10,SEA 42,6,10,Kenneth Walker right end for 6 yards (tackle by Elijah Molden),1.730,2.000
3,0:22,2,4,SEA 48,6,10,Geno Smith pass complete deep right to Tyler Lockett for 21 yards (tackle by Tre Avery),2.000,3.510
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 31,6,10,Kenneth Walker left guard for 5 yards (tackle by Roger McCreary),3.510,3.640
4,14:22,2,5,TEN 26,6,10,Geno Smith pass complete short right to Kenneth Walker for 2 yards (tackle by Otis Reese),3.640,3.200
4,13:35,3,3,TEN 24,6,10,Geno Smith pass complete short right to D.K. Metcalf for 12 yards (tackle by Tre Avery and Elijah Molden),3.200,4.780
4,12:55,1,10,TEN 12,6,10,Kenneth Walker left end for 1 yard (tackle by Roger McCreary),4.780,4.270
4,12:15,2,9,TEN 11,12,10,"Geno Smith pass incomplete intended for D.K. Metcalf SEA challenged the pass completion ruling, and the original play was overturned. Geno Smith pass complete short left to D.K. Metcalf for 11 yards, touchdown",4.270,7.000
4,12:10,,,TEN 15,13,10,Jason Myers kicks extra point good,0.000,0.000
4,12:10,,,SEA 35,13,10,"Jason Myers kicks off 64 yards,",0.000,0.610
4,12:10,1,10,TEN 25,13,10,Ryan Tannehill sacked by Bobby Wagner for -6 yards,0.610,-0.810
4,11:26,2,16,TEN 19,13,10,Ryan Tannehill pass complete short right to Tyjae Spears for 13 yards (tackle by Julian Love),-0.810,0.300
4,10:42,3,3,TEN 32,13,10,Ryan Tannehill pass complete short right to Tyjae Spears for 4 yards (tackle by Coby Bryant),0.300,1.330
4,10:03,1,10,TEN 36,13,10,Derrick Henry up the middle for 4 yards (tackle by Artie Burns),1.330,1.330
4,9:18,2,6,TEN 40,13,10,"Ryan Tannehill pass incomplete intended for Treylon Burks TEN challenged the pass completion ruling, and the original play was overturned. Ryan Tannehill pass complete short right to Treylon Burks for 13 yards (tackle by Boye Mafe)",1.330,2.460
4,9:06,1,10,SEA 47,13,10,Ryan Tannehill pass complete short left to Derrick Henry for 11 yards (tackle by Bobby Wagner),2.460,3.180
4,8:22,1,10,SEA 36,13,10,Derrick Henry left guard for 9 yards (tackle by Bobby Wagner),3.180,3.850
4,7:37,2,1,SEA 27,13,10,Derrick Henry right end for -3 yards (tackle by Bobby Wagner),3.850,2.740
4,6:56,3,4,SEA 30,13,10,Tyjae Spears up the middle for 3 yards (tackle by Quandre Diggs),2.740,1.820
4,6:26,4,1,SEA 27,13,10,Tyjae Spears up the middle for 2 yards (tackle by Dre'Mont Jones and Bobby Wagner),1.820,3.910
4,5:39,1,10,SEA 25,13,10,Tyjae Spears right end for -2 yards (tackle by Derick Hall),3.910,3.090
4,5:00,2,12,SEA 27,13,10,"Penalty on Andre Dillard: False Start, 5 yards (accepted) (no play)",3.090,2.420
4,5:00,2,17,SEA 32,13,10,Ryan Tannehill pass complete short right to Tyjae Spears for 6 yards (tackle by Derick Hall and Bobby Wagner),2.420,2.540
4,4:18,3,11,SEA 26,13,10,"Ryan Tannehill pass incomplete intended for DeAndre Hopkins. Penalty on Tre Brown: Defensive Pass Interference, 15 yards (accepted) (no play)",2.540,4.840
4,4:13,1,10,SEA 11,13,10,Derrick Henry left end for 6 yards (tackle by Devin Bush and Quandre Diggs),4.840,5.280
4,3:31,2,4,SEA 5,13,10,Derrick Henry left guard for no gain (tackle by Dre'Mont Jones),5.280,4.440
4,3:25,3,4,SEA 5,13,10,"Penalty on Artie Burns: Unnecessary Roughness / Defense, 3 yards (accepted) (no play)",4.440,6.740
4,3:25,1,2,SEA 2,13,16,"Derrick Henry up the middle for 2 yards, touchdown",6.740,7.000
4,3:21,,,SEA 15,13,17,Nick Folk kicks extra point good,0.000,0.000
4,3:21,,,TEN 35,13,17,"Ty Zentner kicks off 65 yards, touchback.",0.000,0.610
4,3:21,1,10,SEA 25,13,17,Geno Smith pass complete short left to Jaxon Smith-Njigba for 4 yards (tackle by Tre Avery),0.610,0.600
4,2:57,2,6,SEA 29,13,17,Geno Smith pass incomplete short left intended for D.K. Metcalf,0.600,-0.100
4,2:53,3,6,SEA 29,13,17,Geno Smith pass complete short left to Tyler Lockett for 7 yards,-0.100,1.330
4,2:49,1,10,SEA 36,13,17,Kenneth Walker up the middle for 2 yards (tackle by Harold Landry and Denico Autry),1.330,1.060
4,2:28,2,8,SEA 38,13,17,Geno Smith sacked by Harold Landry for -6 yards,1.060,-0.430
4,2:00,3,14,SEA 32,13,17,"Geno Smith pass complete short middle to Jaxon Smith-Njigba for 18 yards (tackle by Mike Brown). Penalty on Tre Avery: Defensive Holding, 5 yards (declined)",-0.430,2.260
4,1:53,1,10,SEA 50,13,17,Geno Smith pass incomplete short left intended for Tyler Lockett,2.260,1.710
4,1:49,2,10,SEA 50,13,17,"Geno Smith pass complete short left to Tyler Lockett for 12 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",1.710,3.050
4,1:43,1,10,TEN 38,13,17,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 3 yards (tackle by Azeez Al-Shaair),3.050,2.910
4,1:24,2,7,TEN 35,13,17,Geno Smith pass complete short right to Tyler Lockett for 8 yards,2.910,3.780
4,1:19,1,10,TEN 27,13,17,Geno Smith pass incomplete short left intended for Jake Bobo,3.780,3.230
4,1:14,2,10,TEN 27,13,17,"Geno Smith pass incomplete intended for D.K. Metcalf. Penalty on Tre Avery: Defensive Pass Interference, 22 yards (accepted) (no play)",3.230,6.060
4,1:09,1,5,TEN 5,13,17,Zach Charbonnet up the middle for 3 yards (tackle by Jaleel Johnson and Elijah Molden),6.060,5.720
4,1:04,,,,,,Timeout #1 by Tennessee Titans,,
4,1:04,2,2,TEN 2,13,17,Zach Charbonnet up the middle for -3 yards (tackle by Marlon Davidson),5.720,4.260
4,1:00,,,,,,Timeout #2 by Tennessee Titans,,
4,1:00,3,5,TEN 5,19,17,"Geno Smith pass complete short left to Colby Parkinson for 5 yards, touchdown",4.260,7.000
4,0:57,,,TEN 15,20,17,Jason Myers kicks extra point good,0.000,0.000
4,0:57,,,SEA 35,20,17,"Jason Myers kicks off 64 yards,",0.000,0.610
4,0:57,1,10,TEN 25,20,17,Ryan Tannehill sacked by Boye Mafe for -4 yards,0.610,-0.480
4,0:50,,,,,,Timeout #3 by Tennessee Titans,,
4,0:50,2,14,TEN 21,20,17,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 17 yards (tackle by Artie Burns and Bobby Wagner),-0.480,1.470
4,0:36,1,10,TEN 38,20,17,Ryan Tannehill spiked the ball,1.470,0.920
4,0:35,2,10,TEN 38,20,17,Ryan Tannehill pass complete short middle to Treylon Burks for 12 yards (tackle by Riq Woolen),0.920,2.260
4,0:29,1,10,TEN 50,20,17,Ryan Tannehill sacked by Dre'Mont Jones for -10 yards,2.260,0.360
4,0:09,2,20,TEN 40,20,17,Ryan Tannehill pass complete short left to Colton Dowell for 3 yards (tackle by Riq Woolen),0.360,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
