Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
2,12:30,,,BAL 11,3,10,Jay Feely kicks extra point good,0.000,0.000
2,12:30,,,ATL 30,3,10,"Jay Feely kicks off 71 yards, returned by Lamont Brightful for 19 yards (tackle by Quentin McCord)",0.000,0.040
2,12:24,1,10,BAL 18,3,10,Jamal Lewis middle for 1 yard (tackle by John Holecek and Patrick Kerney),0.040,-0.320
2,11:46,2,9,BAL 19,3,10,Jeff Blake pass complete to Todd Heap for 12 yards (tackle by Henry Jones),-0.320,1.000
2,11:22,1,10,BAL 31,3,10,Jamal Lewis right tackle for -1 yards (tackle by Ellis Johnson),1.000,0.320
2,10:48,2,11,BAL 30,3,10,Jeff Blake pass incomplete intended for Javin Hunter,0.320,-0.360
2,10:41,3,11,BAL 30,3,10,Jeff Blake pass complete to Todd Heap for 16 yards (tackle by Kevin Mathis and Keith Brooking),-0.360,1.990
2,9:59,1,10,BAL 46,3,10,Jeff Blake sacked by Patrick Kerney for -2 yards,1.990,1.180
2,9:27,2,12,BAL 44,3,10,Jeff Blake pass complete to Brandon Stokley for 4 yards (tackle by Ashley Ambrose),1.180,1.030
2,8:46,3,8,BAL 48,3,10,. Mike Flynn fumbles,1.030,0.200
2,8:20,4,2,ATL 46,3,10,Dave Zastudil pass incomplete intended for Ron Johnson,0.200,-1.990
2,8:15,1,10,ATL 46,3,10,T.J. Duckett right end for 33 yards (tackle by Ed Reed),1.990,4.170
2,7:55,1,10,BAL 21,3,10,T.J. Duckett left tackle for 5 yards (tackle by Cornell Brown),4.170,4.370
2,7:11,2,5,BAL 16,3,10,Michael Vick sacked by Cornell Brown for -10 yards,4.370,2.280
2,6:46,3,15,BAL 26,3,10,Michael Vick pass complete to Brian Finneran for 25 yards (tackle by Gary Baxter),2.280,6.970
2,6:00,1,1,BAL 1,3,16,"T.J. Duckett right tackle for 1 yard, touchdown",6.970,7.000
2,6:00,,,BAL 1,3,17,Jay Feely kicks extra point good,0.000,0.000
2,6:00,,,ATL 30,3,17,"Jay Feely kicks off 63 yards, returned by Lamont Brightful for 19 yards (tackle by Kevin Mathis). Penalty on Anthony Mitchell: Illegal Block Above the Waist, 8 yards",0.000,-0.380
2,5:50,1,10,BAL 8,3,17,Jeff Blake pass complete to Brandon Stokley for 7 yards,-0.380,-0.210
2,5:28,2,3,BAL 15,3,17,Jeff Blake sacked by Matt Stewart for -6 yards,-0.210,-1.300
2,5:00,3,9,BAL 9,3,17,Jeff Blake pass complete to Travis Taylor for 64 yards (tackle by Allen Rossum),-1.300,3.780
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
2,4:18,1,10,ATL 27,3,17,Jeff Blake pass incomplete intended for Terry Jones,3.780,3.230
2,4:12,2,10,ATL 27,3,17,Jeff Blake pass incomplete intended for Jamal Lewis,3.230,2.540
2,4:08,3,10,ATL 27,3,17,Jeff Blake pass complete to Todd Heap for 12 yards (tackle by Ashley Ambrose). Penalty on Ashley Ambrose: Illegal Use of Hands (Declined),2.540,4.580
2,3:48,1,10,ATL 15,3,17,"Jamal Lewis for 3 yards. Penalty on Ethan Brooks: Clipping, 15 yards (no play)",4.580,3.580
2,3:18,1,25,ATL 30,3,17,Jeff Blake left end for 9 yards (tackle by Keith Brooking),3.580,3.210
2,2:44,2,16,ATL 21,3,17,Jeff Blake pass complete to Todd Heap for 14 yards (tackle by John Holecek),3.210,4.680
2,2:00,3,2,ATL 7,9,17,"Jeff Blake pass complete to Travis Taylor for 7 yards, touchdown",4.680,7.000
2,2:00,,,ATL 7,10,17,Matt Stover kicks extra point good,0.000,0.000
2,2:00,,,BAL 30,10,17,"J.R. Jenkins kicks off 62 yards, returned by Allen Rossum for 26 yards (tackle by James Trapp). Penalty on Sam Rogers: Offensive Holding, 10 yards",0.000,-0.220
2,1:48,1,10,ATL 15,10,17,Michael Vick sacked by Anthony Weaver and Adalius Thomas for -4 yards,-0.220,-1.070
2,1:09,2,14,ATL 11,10,17,Warrick Dunn right end for 5 yards (tackle by Kelly Gregg),-1.070,-1.250
2,0:21,3,9,ATL 16,10,17,Michael Vick kneels for -1 yards,-1.250,-2.440
Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,10,17,"Jay Feely kicks off 71 yards, returned by Lamont Brightful for 24 yards (tackle by Gerald McBurrows)",0.000,0.480
3,14:55,1,10,BAL 23,10,17,Jamal Lewis middle for 2 yards (tackle by Ellis Johnson and Travis Hall),0.480,0.200
3,14:19,2,8,BAL 25,10,17,Jamal Lewis right tackle for 5 yards (tackle by Sam Rogers),0.200,0.170
3,13:43,3,3,BAL 30,10,17,Travis Taylor left end for 39 yards (tackle by Keion Carpenter),0.170,3.510
3,13:09,1,10,ATL 31,10,17,Jeff Blake pass complete to Javin Hunter for 8 yards (tackle by Matt Stewart and Ray Buchanan),3.510,4.050
3,12:32,2,2,ATL 23,10,17,Jamal Lewis middle for 4 yards (tackle by Patrick Kerney),4.050,4.310
3,11:56,1,10,ATL 19,16,17,"Alan Ricard right tackle for 19 yards, touchdown",4.310,7.000
3,11:56,,,ATL 19,17,17,Matt Stover kicks extra point good,0.000,0.000
3,11:56,,,BAL 30,17,17,"J.R. Jenkins kicks off 54 yards, returned by Brian Kozlowski for 29 yards (tackle by Bart Scott)",0.000,1.930
3,11:44,1,10,ATL 45,17,17,T.J. Duckett right end for -1 yards (tackle by Peter Boulware),1.930,1.250
3,11:10,2,11,ATL 44,17,17,Michael Vick pass incomplete intended for Shawn Jefferson (defended by Chris McAlister),1.250,0.560
3,11:03,3,11,ATL 44,17,17,"Michael Vick sacked by Adalius Thomas for -7 yards. Michael Vick fumbles (forced by Adalius Thomas), recovered by Michael Vick at ATL-37",0.560,-0.910
3,10:29,4,18,ATL 37,17,17,"Chris Mohr punts 45 yards, out of bounds",-0.910,-0.040
3,10:20,1,10,BAL 18,17,17,Jeff Blake pass complete to Travis Taylor for 18 yards (tackle by Ashley Ambrose),0.040,1.330
3,9:56,1,10,BAL 36,17,17,Jeff Blake pass incomplete intended for Brandon Stokley,1.330,0.790
3,9:50,2,10,BAL 36,17,17,Jeff Blake sacked by John Thierry for -7 yards,0.790,-0.820
3,9:21,3,17,BAL 29,17,17,Jeff Blake for 1 yard (tackle by Ellis Johnson),-0.820,-1.370
3,8:44,4,16,BAL 30,17,17,"Dave Zastudil punts 45 yards, returned by Allen Rossum for 12 yards. Penalty on Mark Simoneau: Illegal Block Above the Waist, 10 yards",-1.370,-0.740
3,8:33,1,10,ATL 27,17,17,Michael Vick pass complete to Trevor Gaylor for -1 yards (tackle by Ed Hartwell),0.740,0.060
3,7:42,2,11,ATL 26,17,17,Michael Vick pass complete to Trevor Gaylor for 15 yards (tackle by Chris McAlister),0.060,1.660
3,7:05,1,10,ATL 41,17,17,T.J. Duckett right end for 6 yards (tackle by Ed Reed),1.660,1.930
3,6:23,2,4,ATL 47,17,17,T.J. Duckett left tackle for 5 yards (tackle by Chris McAlister),1.930,2.390
3,5:48,1,10,BAL 48,17,17,T.J. Duckett left end for 7 yards (tackle by Ed Hartwell),2.390,2.790
3,5:17,2,3,BAL 41,17,17,Michael Vick pass complete to Brian Finneran for 11 yards (tackle by Gary Baxter),2.790,3.580
3,4:41,1,10,BAL 30,17,17,T.J. Duckett left end for 10 yards (tackle by Riddick Parker and Will Demps),3.580,4.240
3,3:55,1,10,BAL 20,17,17,Warrick Dunn middle for 1 yard (tackle by Bernardo Harris),4.240,3.820
3,3:15,2,9,BAL 19,17,17,Michael Vick for -9 yards (tackle by Ed Reed),3.820,1.950
3,2:40,3,18,BAL 28,17,17,"Michael Vick for 2 yards (tackle by Anthony Weaver). Michael Vick fumbles (forced by Anthony Weaver), recovered by Todd McClure at BAL-23",1.950,1.930
3,2:06,4,13,BAL 23,17,20,Jay Feely 40 yard field goal good,1.930,3.000
3,2:06,,,ATL 30,17,20,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,2:02,1,10,BAL 20,17,20,Brandon Stokley for 4 yards (tackle by Keion Carpenter),0.280,0.270
3,1:21,2,6,BAL 24,17,20,Jeff Blake pass incomplete intended for Todd Heap (defended by Gerald McBurrows),0.270,-0.430
3,1:14,3,6,BAL 24,17,20,"Jeff Blake pass complete to Brandon Stokley for 11 yards (tackle by Johndale Carty). Penalty on Travis Taylor: Offensive Pass Interference, 10 yards (no play)",-0.430,-2.030
3,0:47,3,16,BAL 14,17,20,"Jeff Blake pass incomplete. Penalty on Jeff Blake: Intentional Grounding, 10 yards",-2.030,-2.490
3,0:38,4,26,BAL 4,17,20,"Dave Zastudil punts 52 yards, returned by Allen Rossum for 17 yards (tackle by Shannon Taylor)",-2.490,-2.980
3,0:26,1,10,BAL 39,17,20,T.J. Duckett right tackle for 3 yards (tackle by Kelly Gregg),2.980,2.850
Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BAL 36,17,20,T.J. Duckett right end for -1 yards (tackle by Kelly Gregg),2.850,2.020
4,14:20,3,8,BAL 37,17,20,Michael Vick pass incomplete intended for Trevor Gaylor,2.020,0.790
4,14:14,4,8,BAL 37,17,20,"Chris Mohr punts 34 yards, returned by Chris McAlister for 6 yards (tackle by Matt Stewart)",0.790,0.380
4,14:05,1,10,BAL 9,17,20,Jeff Blake pass incomplete intended for Todd Heap,-0.380,-0.780
4,14:00,2,10,BAL 9,17,20,"Penalty on Ethan Brooks: False Start, 4 yards (no play)",-0.780,-1.070
4,13:52,2,14,BAL 5,17,20,Jamal Lewis right end for 7 yards (tackle by Sam Rogers),-1.070,-1.070
4,13:12,3,7,BAL 12,17,20,Jeff Blake pass complete to Jamal Lewis for 12 yards (tackle by Allen Rossum),-1.070,0.540
4,12:31,1,10,BAL 24,17,20,Jeff Blake for 7 yards (tackle by Ray Buchanan),0.540,0.940
4,11:55,2,3,BAL 31,17,20,Chester Taylor right tackle for 17 yards (tackle by Ray Buchanan),0.940,2.130
4,11:15,1,10,BAL 48,17,20,Jamal Lewis left tackle for 2 yards (tackle by John Holecek),2.130,1.850
4,10:35,2,8,,17,20,Jeff Blake pass incomplete intended for Todd Heap,1.850,1.160
4,10:28,3,8,,17,20,Jeff Blake left tackle for 2 yards (tackle by Keith Brooking and Ed Jasper),1.160,0.070
4,9:50,4,6,ATL 48,17,20,"Dave Zastudil punts 33 yards, fair catch by Allen Rossum",0.070,0.220
4,9:43,1,10,ATL 15,17,20,Michael Vick pass incomplete intended for Trevor Gaylor,-0.220,-0.710
4,9:39,2,10,ATL 15,17,20,Michael Vick pass complete to Trevor Gaylor for 12 yards,-0.710,0.740
4,9:12,1,10,ATL 27,17,20,Michael Vick pass complete to T.J. Duckett for no gain,0.740,0.200
4,8:32,2,10,ATL 27,17,20,Michael Vick pass complete to Reggie Kelly for 14 yards (tackle by Ed Reed and Cornell Brown),0.200,1.660
4,7:55,1,10,ATL 41,17,20,T.J. Duckett middle for 3 yards (tackle by Anthony Weaver),1.660,1.530
4,7:20,2,7,ATL 44,17,20,Michael Vick pass incomplete intended for Trevor Gaylor,1.530,0.830
4,7:13,3,7,ATL 44,17,20,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Gary Baxter),0.830,-0.060
4,6:31,4,1,,17,20,"Chris Mohr punts 32 yards, fair catch by Lamont Brightful",-0.060,-0.040
4,6:23,1,10,BAL 18,17,20,Brandon Stokley left end for 8 yards (tackle by Ashley Ambrose),0.040,0.680
4,5:58,2,2,BAL 26,17,20,Alan Ricard middle for 3 yards (tackle by Travis Hall),0.680,0.870
4,5:19,1,10,BAL 29,17,20,Jeff Blake pass incomplete intended for Jamal Lewis,0.870,0.330
4,5:15,2,10,BAL 29,17,20,Jeff Blake pass incomplete intended for Brandon Stokley,0.330,-0.360
4,5:09,3,10,BAL 29,17,20,Jeff Blake pass incomplete intended for Travis Taylor,-0.360,-1.440
4,5:04,4,10,BAL 29,17,20,Dave Zastudil punts 36 yards,-1.440,-1.270
4,4:53,1,10,ATL 35,17,20,T.J. Duckett left tackle for 5 yards (tackle by Ed Hartwell),1.270,1.400
4,4:09,2,5,ATL 40,17,20,T.J. Duckett left end for -1 yards (tackle by Gary Baxter),1.400,0.560
4,3:25,3,6,ATL 39,17,20,Warrick Dunn right end for 24 yards (tackle by Adalius Thomas),0.560,3.120
4,2:35,1,10,BAL 37,17,20,"Warrick Dunn left tackle for no gain (tackle by Bernardo Harris). Penalty on Reggie Kelly: Offensive Holding (Offsetting), Penalty on Ma'ake Kemoeatu: Defensive Holding (Offsetting) (no play)",3.120,3.120
4,2:28,1,10,BAL 37,17,20,Warrick Dunn right end for 1 yard (tackle by Gary Baxter),3.120,2.710
4,2:25,1,10,BAL 37,,,Timeout #1 by Baltimore Ravens,3.120,2.710
4,2:25,2,9,BAL 36,17,20,Bob Christian left tackle for 7 yards (tackle by Kelly Gregg),2.710,2.940
4,2:17,2,9,BAL 36,,,Timeout #2 by Baltimore Ravens,2.710,2.940
4,2:17,3,2,BAL 29,17,20,Warrick Dunn middle for -2 yards (tackle by Chad Williams and Ed Reed),2.940,1.370
4,2:00,4,4,BAL 31,17,20,Michael Vick pass complete to Trevor Gaylor for 6 yards (tackle by Alvin Porter),1.370,3.910
4,1:46,4,4,BAL 31,,,Timeout #3 by Baltimore Ravens,1.370,3.910
4,1:46,1,10,BAL 25,17,20,Bob Christian middle for 2 yards (tackle by Cornell Brown),3.910,3.630
4,1:01,2,8,BAL 23,17,20,Michael Vick kneels for -1 yards,3.630,2.810
4,0:20,3,9,BAL 24,17,20,Michael Vick kneels for -1 yards,2.810,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
