Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Santonio Holmes,NYJ,0,0,,0,0,1,8,8.0,0,8
Joe McKnight,NYJ,0,0,,0,0,1,18,18.0,0,18
Brad Smith,NYJ,7,140,20.0,0,29,0,0,,0,0
John Conner,NYJ,1,18,18.0,0,18,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Julian Edelman,NWE,0,0,,0,0,1,13,13.0,0,13
Brandon Tate,NWE,2,42,21.0,0,21,0,0,,0,0
