Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,7:35,3,1,LAR 34,7,0,Kyren Williams up the middle for 2 yards (tackle by Fred Warner),0.560,1.330
1,6:40,1,10,LAR 36,7,0,Matthew Stafford pass complete short right to Tutu Atwell for 11 yards (tackle by Charvarius Ward),1.330,2.060
1,6:04,1,10,LAR 47,7,0,Matthew Stafford pass complete short left to Tutu Atwell for 15 yards (tackle by Ambry Thomas),2.060,3.050
1,5:23,1,10,SFO 38,7,0,Matthew Stafford pass complete short left to Puka Nacua for 5 yards (tackle by Ambry Thomas),3.050,3.180
1,4:37,,,,,,Timeout #1 by Los Angeles Rams,,
1,4:37,2,5,SFO 33,7,0,Kyren Williams right end for 6 yards (tackle by Dre Greenlaw),3.180,3.780
1,3:56,1,10,SFO 27,7,0,"Matthew Stafford pass complete short middle to Van Jefferson for no gain (tackle by Dre Greenlaw). Penalty on Tyler Higbee: Offensive Holding, 10 yards (accepted) (no play)",3.780,3.120
1,3:22,1,20,SFO 37,7,0,Matthew Stafford pass incomplete short right intended for Kyren Williams,3.120,1.880
1,3:18,2,20,SFO 37,7,0,Matthew Stafford scrambles up the middle for 7 yards (tackle by Javon Hargrave and Dre Greenlaw),1.880,2.150
1,2:35,3,13,SFO 30,7,0,Matthew Stafford pass complete short left to Puka Nacua for 5 yards (tackle by Drake Jackson),2.150,1.800
1,2:00,4,8,SFO 25,7,3,Brett Maher 43 yard field goal good,1.800,3.000
1,1:54,,,LAR 35,7,3,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
1,1:54,1,10,SFO 25,7,3,Christian McCaffrey left end for 3 yards (tackle by Jonah Williams),0.610,0.470
1,1:17,2,7,SFO 28,7,3,Brock Purdy pass complete short middle to Deebo Samuel for 8 yards (tackle by Russ Yeast),0.470,1.330
1,0:34,1,10,SFO 36,7,3,Christian McCaffrey left end for 51 yards (tackle by Ahkello Witherspoon),1.330,4.710
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAR 13,7,3,Christian McCaffrey left end for 1 yard (tackle by Derion Kendrick and Christian Rozeboom),4.710,4.220
2,14:15,2,9,LAR 12,7,3,Christian McCaffrey up the middle for 3 yards (tackle by Ernest Jones and Byron Young),4.220,3.880
2,13:39,3,6,LAR 9,7,3,"Brock Purdy pass complete to Brandon Aiyuk for 3 yards LAR challenged the pass completion ruling, and the original play was overturned. Brock Purdy pass incomplete short right intended for Brandon Aiyuk (defended by Cobie Durant)",3.880,2.850
2,13:35,4,6,LAR 9,10,3,Jake Moody 27 yard field goal good,2.850,3.000
2,13:32,,,SFO 35,10,3,"Jake Moody kicks off 57 yards, out of bounds",0.000,1.600
2,13:32,1,10,LAR 40,10,3,Matthew Stafford pass incomplete short middle intended for Puka Nacua (defended by Charvarius Ward),1.600,1.050
2,13:28,2,10,LAR 40,10,3,Matthew Stafford pass complete short right to Tyler Higbee for 6 yards,1.050,1.160
2,12:54,3,4,LAR 46,10,3,Matthew Stafford pass complete short left to Puka Nacua for 20 yards (tackle by Deommodore Lenoir),1.160,3.310
2,12:16,1,10,SFO 34,10,3,Matthew Stafford pass complete short right to Kyren Williams for 10 yards (tackle by Dre Greenlaw),3.310,3.970
2,11:33,1,10,SFO 24,10,3,Matthew Stafford pass complete short middle to Puka Nacua for 9 yards (tackle by Isaiah Oliver and Fred Warner),3.970,4.850
2,11:06,2,1,SFO 15,10,3,Kyren Williams up the middle for 2 yards (tackle by Arik Armstead and Charvarius Ward),4.850,4.710
2,10:25,1,10,SFO 13,10,3,"Puka Nacua right end for no gain (tackle by Dre Greenlaw and Talanoa Hufanga). Penalty on Dre Greenlaw: Unnecessary Roughness / Defense, 7 yards (accepted)",4.710,5.830
2,9:55,1,6,SFO 6,10,9,"Matthew Stafford pass complete short right to Kyren Williams for 6 yards, touchdown",5.830,7.000
2,9:49,,,SFO 15,10,10,Brett Maher kicks extra point good,0.000,0.000
2,9:49,,,LAR 35,10,10,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,9:49,1,10,SFO 25,10,10,Brock Purdy pass complete short middle to George Kittle for 12 yards (tackle by Byron Young and Russ Yeast),0.610,1.400
2,9:14,1,10,SFO 37,10,10,Deebo Samuel left end for 17 yards (tackle by Russ Yeast),1.400,2.520
2,8:35,1,10,LAR 46,10,10,Christian McCaffrey left guard for 1 yard (tackle by Byron Young and Jonah Williams),2.520,2.110
2,7:57,2,9,LAR 45,10,10,Brock Purdy pass incomplete deep right intended for Brandon Aiyuk,2.110,1.420
2,7:51,3,9,LAR 45,10,10,Brock Purdy sacked by Byron Young for no gain,1.420,0.270
2,7:10,4,9,LAR 45,10,10,"Mitch Wishnowsky punts 33 yards, fair catch by Kyren Williams at LA-12",0.270,0.350
2,7:02,1,10,LAR 12,10,10,Kyren Williams right tackle for 5 yards (tackle by Fred Warner),-0.350,-0.230
2,6:23,2,5,LAR 17,10,10,Matthew Stafford pass complete short right to Puka Nacua for 8 yards (tackle by Charvarius Ward and Dre Greenlaw),-0.230,0.610
2,5:40,1,10,LAR 25,10,10,Matthew Stafford pass incomplete short left,0.610,0.060
2,5:33,2,10,LAR 25,10,10,Matthew Stafford pass complete short left to Tutu Atwell for 11 yards (tackle by Deommodore Lenoir),0.060,1.330
2,4:50,1,10,LAR 36,10,10,"Tutu Atwell for 5 yards (tackle by Dre Greenlaw). Penalty on Isaiah Oliver: Illegal Use of Hands / Defense, 5 yards (accepted)",1.330,1.990
2,4:22,1,10,LAR 46,10,10,Matthew Stafford pass complete deep left to Tutu Atwell for 18 yards (tackle by Deommodore Lenoir),1.990,3.180
2,3:52,1,10,SFO 36,10,10,Matthew Stafford pass incomplete short left intended for Tyler Higbee (defended by Drake Jackson),3.180,2.640
2,3:46,2,10,SFO 36,10,10,Matthew Stafford pass complete short left to Puka Nacua for 13 yards (tackle by Talanoa Hufanga),2.640,4.040
2,3:01,,,,,,Timeout #2 by Los Angeles Rams,,
2,3:01,1,10,SFO 23,10,10,Kyren Williams left tackle for 6 yards (tackle by Fred Warner),4.040,4.380
2,2:23,2,4,SFO 17,10,10,Kyren Williams left tackle for 4 yards (tackle by Dre Greenlaw),4.380,4.710
2,2:00,1,10,SFO 13,10,10,Kyren Williams right end for 7 yards (tackle by Tashaun Gipson),4.710,5.340
2,1:55,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:55,2,3,SFO 6,10,10,Kyren Williams up the middle for 2 yards (tackle by Fred Warner),5.340,5.010
2,1:50,,,,,,Timeout #3 by San Francisco 49ers,,
2,1:50,3,1,SFO 4,10,16,"Kyren Williams up the middle for 4 yards, touchdown",5.010,7.000
2,1:45,,,SFO 15,10,17,Brett Maher kicks extra point good,0.000,0.000
2,1:45,,,LAR 35,10,17,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,1:45,1,10,SFO 25,10,17,Brock Purdy pass complete short right to Deebo Samuel for 23 yards (tackle by Ernest Jones),0.610,2.130
2,1:09,1,10,SFO 48,10,17,Brock Purdy pass complete short right to Christian McCaffrey for 9 yards (tackle by Jordan Fuller),2.130,2.800
2,1:02,2,1,LAR 43,10,17,Christian McCaffrey right tackle for 3 yards (tackle by Quentin Lake),2.800,2.920
2,0:44,1,10,LAR 40,10,17,Brock Purdy pass complete deep left to Jauan Jennings for 20 yards (tackle by Cobie Durant and Russ Yeast),2.920,4.240
2,0:21,1,10,LAR 20,10,17,Brock Purdy pass incomplete short left intended for Brandon Aiyuk,4.240,3.690
2,0:17,2,10,LAR 20,10,17,"Brock Purdy pass incomplete deep left intended for Deebo Samuel. Penalty on Derion Kendrick: Defensive Pass Interference, 19 yards (accepted) (no play)",3.690,6.970
2,0:11,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:11,1,1,LAR 1,10,17,Brock Purdy pass incomplete. Penalty on Derion Kendrick: Face Mask (15 Yards) (accepted) (no play),6.970,6.970
2,0:06,1,1,LAR 1,10,17,Brock Purdy pass incomplete short right,6.970,5.910
2,0:01,2,1,LAR 1,16,17,"Brock Purdy for 1 yard, touchdown",5.910,7.000
2,0:00,,,LAR 15,17,17,Jake Moody kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,17,17,"Jake Moody kicks off 64 yards, returned by Austin Trammell for 20 yards (tackle by Charlie Woerner and Isaiah Oliver)",0.000,0.340
3,14:54,1,10,LAR 21,17,17,Matthew Stafford pass complete short right to Puka Nacua for 7 yards (tackle by Isaiah Oliver and Charvarius Ward),0.340,0.750
3,14:14,2,3,LAR 28,17,17,Puka Nacua for 4 yards (tackle by Dre Greenlaw and Isaiah Oliver),0.750,1.070
3,13:33,1,10,LAR 32,17,17,Kyren Williams left guard for no gain (tackle by Arik Armstead and Nick Bosa),1.070,0.530
3,12:53,2,10,LAR 32,17,17,Matthew Stafford pass complete short left to Tutu Atwell for 11 yards (tackle by Deommodore Lenoir),0.530,1.800
3,12:32,1,10,LAR 43,17,17,Matthew Stafford pass complete short right to Tyler Higbee for 3 yards (tackle by Charvarius Ward),1.800,1.660
3,11:50,2,7,LAR 46,17,17,Matthew Stafford right end for 2 yards (tackle by Charvarius Ward),1.660,1.220
3,11:12,3,5,LAR 48,17,17,Matthew Stafford pass complete short left to Kyren Williams for 3 yards (tackle by Isaiah Oliver),1.220,0.000
3,10:23,4,2,SFO 49,17,17,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",0.000,-0.320
3,10:09,4,7,LAR 46,17,17,"Ethan Evans punts 36 yards, fair catch by Ray-Ray McCloud at SF-18",-0.320,-0.040
3,10:02,1,10,SFO 18,17,17,"Brock Purdy aborted snap, recovered by Brock Purdy at SF-18",0.040,-0.490
3,9:28,2,10,SFO 18,17,17,"Christian McCaffrey right end for 3 yards (tackle by Christian Rozeboom) Penalty on SFO: False Start, 5 yards (declined)",-0.490,-0.790
3,9:02,3,7,SFO 21,17,17,Brock Purdy pass incomplete deep middle intended for Jauan Jennings,-0.790,-1.960
3,8:57,4,7,SFO 21,17,17,"Mitch Wishnowsky punts 62 yards, returned by Kyren Williams for 11 yards (tackle by George Odum and Jordan Mason)",-1.960,-0.810
3,8:45,1,10,LAR 28,17,17,Matthew Stafford pass complete short right to Tutu Atwell for 5 yards (tackle by Charvarius Ward),0.810,0.940
3,8:06,2,5,LAR 33,17,17,Matthew Stafford pass complete short right to Kyren Williams for 15 yards (tackle by Dre Greenlaw),0.940,2.130
3,7:27,1,10,LAR 48,17,17,Kyren Williams left end for 2 yards (tackle by Deommodore Lenoir),2.130,1.850
3,6:42,2,8,SFO 50,17,17,Matthew Stafford pass complete short left to Puka Nacua for 14 yards (tackle by Deommodore Lenoir),1.850,3.180
3,5:57,1,10,SFO 36,17,17,Ben Skowronek left end for 11 yards (tackle by Deommodore Lenoir and Fred Warner),3.180,3.910
3,5:16,1,10,SFO 25,17,17,"Ronnie Rivers up the middle for no gain (tackle by Fred Warner). Penalty on Brycen Hopkins: Offensive Holding, 10 yards (accepted) (no play)",3.910,3.250
3,4:43,1,20,SFO 35,17,17,Matthew Stafford pass complete short middle to Ronnie Rivers for 4 yards (tackle by Arik Armstead),3.250,2.550
3,4:17,2,16,SFO 31,17,17,Matthew Stafford pass short left intended for Kyren Williams is intercepted by Isaiah Oliver at SF-25 and returned for 3 yards (tackle by Kyren Williams),2.550,-0.810
3,4:10,1,10,SFO 28,17,17,Brock Purdy pass complete short middle to Brandon Aiyuk for 18 yards (tackle by Jordan Fuller),0.810,1.990
3,3:26,1,10,SFO 46,17,17,Brock Purdy pass complete short left to George Kittle for 12 yards (tackle by Jordan Fuller),1.990,2.790
3,2:51,1,10,LAR 42,17,17,Christian McCaffrey up the middle for 2 yards (tackle by Kobie Turner and Jonah Williams),2.790,2.510
3,2:10,2,8,LAR 40,17,17,Brock Purdy pass complete short left to Christian McCaffrey for 1 yard (tackle by Derion Kendrick),2.510,1.950
3,1:33,3,7,LAR 39,17,17,Brock Purdy pass incomplete deep middle intended for Deebo Samuel,1.950,0.660
3,1:26,4,7,LAR 39,20,17,Jake Moody 57 yard field goal good,0.660,3.000
3,1:21,,,SFO 35,20,17,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,1:21,1,10,LAR 25,20,17,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,0.610,0.060
3,1:14,2,10,LAR 25,20,17,Matthew Stafford pass incomplete short left intended for Puka Nacua,0.060,-0.620
3,1:10,3,10,LAR 25,20,17,Matthew Stafford sacked by Fred Warner for -10 yards,-0.620,-2.440
3,0:33,4,20,LAR 15,20,17,"Ethan Evans punts 72 yards, returned by Ray-Ray McCloud for 13 yards (tackle by Tre'Vius Tomlinson)",-2.440,-0.670
3,0:20,1,10,SFO 26,20,17,Christian McCaffrey right guard for 3 yards (tackle by Larrell Murchison and Christian Rozeboom),0.670,0.540
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SFO 29,20,17,Brock Purdy pass complete deep middle to Deebo Samuel for 16 yards (tackle by Cobie Durant and Christian Rozeboom),0.540,1.930
4,14:19,1,10,SFO 45,20,17,Brock Purdy pass complete deep left to Jauan Jennings for 31 yards (tackle by Cobie Durant),1.930,3.970
4,13:36,1,10,LAR 24,20,17,Christian McCaffrey left tackle for 2 yards (tackle by Ernest Jones),3.970,3.700
4,12:53,2,8,LAR 22,20,17,Deebo Samuel right end for 7 yards (tackle by Michael Hoecht),3.700,4.170
4,12:13,3,1,LAR 15,20,17,Brock Purdy up the middle for 4 yards (tackle by Ernest Jones),4.170,4.840
4,11:37,1,10,LAR 11,26,17,"Deebo Samuel left end for 11 yards, touchdown",4.840,7.000
4,11:28,,,LAR 15,27,17,Jake Moody kicks extra point good,0.000,0.000
4,11:28,,,SFO 35,27,17,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,11:28,1,10,LAR 25,27,17,Matthew Stafford pass complete short right to Puka Nacua for 12 yards (tackle by Talanoa Hufanga and Tashaun Gipson),0.610,1.400
4,11:03,1,10,LAR 37,27,17,Matthew Stafford pass complete short right to Puka Nacua for 8 yards (tackle by Dre Greenlaw),1.400,1.940
4,10:29,2,2,LAR 45,27,17,Matthew Stafford pass incomplete short right intended for Tyler Higbee,1.940,1.220
4,10:23,3,2,LAR 45,27,17,Matthew Stafford pass incomplete short middle intended for Puka Nacua,1.220,-0.390
4,10:18,4,2,LAR 45,27,17,Matthew Stafford pass complete short left to Puka Nacua for 9 yards (tackle by Deommodore Lenoir and Tashaun Gipson),-0.390,2.520
4,9:54,1,10,SFO 46,27,17,Matthew Stafford pass incomplete short left intended for Tutu Atwell,2.520,1.980
4,9:50,2,10,SFO 46,27,17,Matthew Stafford pass complete short left to Ben Skowronek for 10 yards (tackle by Charvarius Ward),1.980,3.180
4,9:10,1,10,SFO 36,27,17,Matthew Stafford pass complete short left to Kyren Williams for 6 yards (tackle by Deommodore Lenoir and Javon Kinlaw),3.180,3.450
4,8:36,2,4,SFO 30,27,17,Matthew Stafford pass complete short right to Tyler Higbee for 3 yards (tackle by Charvarius Ward),3.450,3.140
4,7:57,3,1,SFO 27,27,17,Kyren Williams up the middle for 8 yards (tackle by Talanoa Hufanga),3.140,4.310
4,7:33,1,10,SFO 19,27,17,"Matthew Stafford pass incomplete deep left. Penalty on Matthew Stafford: Intentional Grounding, 11 yards (accepted)",4.310,2.280
4,7:28,2,21,SFO 30,27,17,Matthew Stafford pass incomplete short left intended for Kyren Williams,2.280,1.620
4,7:25,3,21,SFO 30,27,17,Matthew Stafford pass incomplete short middle intended for Van Jefferson (defended by Fred Warner),1.620,1.410
4,7:18,4,21,SFO 30,27,20,Brett Maher 48 yard field goal good,1.410,3.000
4,7:13,,,LAR 35,27,20,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
4,7:13,1,10,SFO 25,27,20,Brock Purdy pass complete short right to Deebo Samuel for 7 yards. Deebo Samuel fumbles (forced by Jordan Fuller). Deebo Samuel fumbles out of bounds,0.610,1.010
4,6:27,,,,,,Timeout #1 by San Francisco 49ers,,
4,6:27,2,3,SFO 32,27,20,Deebo Samuel left end for 1 yard (tackle by Michael Hoecht and Jordan Fuller),1.010,0.430
4,5:43,3,2,SFO 33,27,20,Brock Purdy pass incomplete short right intended for Deebo Samuel,0.430,-1.180
4,5:38,4,2,SFO 33,27,20,"Mitch Wishnowsky punts 67 yards, touchback.",-1.180,-0.280
4,5:29,1,10,LAR 20,27,20,Kyren Williams left end for 5 yards (tackle by Isaiah Oliver),0.280,0.410
4,5:03,2,5,LAR 25,27,20,Matthew Stafford pass incomplete short middle intended for Kyren Williams (defended by Javon Kinlaw),0.410,-0.300
4,4:58,3,5,LAR 25,27,20,Matthew Stafford pass short middle intended for Van Jefferson is intercepted by Deommodore Lenoir at LA-36 and returned for 21 yards (tackle by Coleman Shelton),-0.300,-4.580
4,4:48,1,10,LAR 15,27,20,Christian McCaffrey right tackle for 6 yards (tackle by Bobby Brown and Russ Yeast),4.580,5.030
4,4:02,2,4,LAR 9,27,20,Christian McCaffrey up the middle for 1 yard (tackle by Byron Young and Ernest Jones),5.030,4.450
4,3:05,,,,,,Timeout #2 by San Francisco 49ers,,
4,3:05,3,3,LAR 8,27,20,Brock Purdy pass incomplete short right intended for Deebo Samuel,4.450,2.980
4,3:02,4,3,LAR 8,30,20,Jake Moody 26 yard field goal good,2.980,3.000
4,2:59,,,SFO 35,30,20,"Jake Moody kicks off 65 yards, touchback.. Penalty on Ronnie Bell: Offensive Offside, 5 yards (accepted)",0.000,0.940
4,2:59,1,10,LAR 30,30,20,Matthew Stafford pass incomplete short middle intended for Tyler Higbee,0.940,0.390
4,2:56,2,10,LAR 30,30,20,Matthew Stafford pass incomplete short middle intended for Puka Nacua,0.390,-0.300
4,2:52,3,10,LAR 30,30,20,Matthew Stafford pass complete short middle to Puka Nacua for 9 yards (tackle by Isaiah Oliver and Dre Greenlaw),-0.300,-0.780
4,2:29,4,1,LAR 39,30,20,Kyren Williams left tackle for -1 yards (tackle by Nick Bosa),-0.780,-3.050
4,2:23,1,10,LAR 38,30,20,Christian McCaffrey up the middle for 6 yards (tackle by Michael Hoecht and Jordan Fuller),3.050,3.320
4,2:17,,,,,,Timeout #1 by Los Angeles Rams,,
4,2:17,2,4,LAR 32,30,20,"Christian McCaffrey for no gain. Penalty on Charlie Woerner: Offensive Holding, 10 yards (accepted) (no play)",3.320,1.970
4,2:12,2,14,LAR 42,30,20,Christian McCaffrey right tackle for 2 yards (tackle by Ernest Jones and Bobby Brown),1.970,1.550
4,2:00,3,12,LAR 40,30,20,"Deebo Samuel left end for 2 yards (tackle by Cobie Durant and Russ Yeast). Penalty on Jauan Jennings: Illegal Crackback, 15 yards (accepted)",1.550,-0.160
4,1:52,3,25,SFO 47,30,20,Christian McCaffrey up the middle for 3 yards (tackle by Kobie Turner),-0.160,-0.060
4,1:46,,,,,,Timeout #2 by Los Angeles Rams,,
4,1:46,4,22,SFO 50,30,20,"Mitch Wishnowsky punts 35 yards, fair catch by Kyren Williams at LA-15. Penalty on Tre Swilling: Kick Catch Interference, 15 yards (accepted)",-0.060,-0.940
4,1:34,1,10,LAR 30,30,20,Matthew Stafford pass incomplete short right intended for Tyler Higbee (defended by Dre Greenlaw),0.940,0.390
4,1:28,2,10,LAR 30,30,20,Matthew Stafford pass complete short right to Puka Nacua for 5 yards (tackle by Charvarius Ward),0.390,0.370
4,1:26,3,5,LAR 35,30,20,Matthew Stafford scrambles left end for 5 yards (tackle by Fred Warner),0.370,1.600
4,1:19,1,10,LAR 40,30,20,Matthew Stafford pass complete short left to Van Jefferson for 9 yards (tackle by Deommodore Lenoir),1.600,2.270
4,1:00,2,1,LAR 49,30,20,Matthew Stafford pass incomplete deep middle intended for Puka Nacua,2.270,1.550
4,0:54,3,1,LAR 49,30,20,Matthew Stafford pass complete short left to Tutu Atwell for 6 yards (tackle by Fred Warner),1.550,2.590
4,0:49,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:49,1,10,SFO 45,30,20,Matthew Stafford pass incomplete deep left intended for Van Jefferson,2.590,2.040
4,0:41,2,10,SFO 45,30,20,Matthew Stafford pass complete short right to Kyren Williams for 8 yards (tackle by Fred Warner and Drake Jackson),2.040,2.410
4,0:20,3,2,SFO 37,30,20,Matthew Stafford pass complete short right to Puka Nacua for 17 yards (tackle by Fred Warner and Talanoa Hufanga),2.410,4.240
4,0:05,1,10,SFO 20,30,20,Matthew Stafford spiked the ball,4.240,3.690
4,0:04,2,10,SFO 20,30,23,Brett Maher 38 yard field goal good,3.690,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
