Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
2,13:47,1,10,IND 21,3,0,LaDainian Tomlinson right end for 2 yards (tackle by Gary Brackett),4.170,3.900
2,13:07,2,8,IND 19,3,0,Darren Sproles up the middle for no gain (tackle by Robert Mathis),3.900,3.180
2,12:24,3,8,IND 19,3,0,Philip Rivers pass complete short right to Darren Sproles for 2 yards (tackle by Keiwan Ratliff),3.180,2.340
2,11:47,4,6,IND 17,3,3,Nate Kaeding 35 yard field goal good,2.340,3.000
2,11:43,,,SDG 30,3,3,"Nate Kaeding kicks off 66 yards, returned by Chad Simpson for 29 yards (tackle by Anthony Waters)",0.000,1.140
2,11:36,1,10,IND 33,3,3,Peyton Manning pass complete short right to Dominic Rhodes for 2 yards (tackle by Stephen Cooper),1.140,0.860
2,11:13,2,8,IND 35,3,3,"Penalty on Tony Ugoh: False Start, 5 yards (no play)",0.860,0.190
2,10:58,2,13,IND 30,3,3,Peyton Manning pass complete short right to Marvin Harrison for 8 yards (tackle by Matt Wilhelm),0.190,0.560
2,10:15,3,5,IND 38,3,3,Peyton Manning pass complete short left to Anthony Gonzalez for 6 yards (tackle by Antonio Cromartie),0.560,1.860
2,9:40,1,10,IND 44,3,3,Peyton Manning pass incomplete deep middle intended for Marvin Harrison is intercepted by Quentin Jammer at SDG-11,1.860,0.370
2,9:31,1,10,SDG 11,3,3,LaDainian Tomlinson left tackle for 3 yards (tackle by Clint Session),-0.370,-0.530
2,8:52,2,7,SDG 14,3,3,Philip Rivers pass incomplete short left intended for Mike Tolbert,-0.530,-1.070
2,8:46,3,7,SDG 14,3,3,Philip Rivers pass complete deep middle to Malcom Floyd for 23 yards (tackle by Keiwan Ratliff),-1.070,1.400
2,8:04,1,10,SDG 37,3,3,LaDainian Tomlinson right tackle for 6 yards (tackle by Clint Session and Kelvin Hayden),1.400,1.670
2,7:24,2,4,SDG 43,3,3,Philip Rivers up the middle for 6 yards (tackle by Gary Brackett),1.670,2.190
2,6:40,1,10,SDG 49,3,3,LaDainian Tomlinson right end for -1 yards (tackle by Freddie Keiaho),2.190,1.510
2,6:00,2,11,SDG 48,3,3,Philip Rivers pass complete short right to Chris Chambers for 10 yards (tackle by Kelvin Hayden),1.510,2.150
2,5:46,3,1,IND 42,3,3,LaDainian Tomlinson left end for 3 yards (tackle by Freddie Keiaho and Melvin Bullitt),2.150,2.980
2,5:05,1,10,IND 39,3,9,"Philip Rivers pass complete deep middle to Vincent Jackson for 39 yards, touchdown",2.980,7.000
2,5:05,,,IND 2,3,10,Nate Kaeding kicks extra point good,0.000,0.000
2,4:56,,,SDG 30,3,10,"Nate Kaeding kicks off 52 yards, returned by Keyunta Dawson for 11 yards (tackle by Antwan Applewhite)",0.000,0.870
2,4:50,1,10,IND 29,3,10,Peyton Manning pass incomplete short middle intended for Anthony Gonzalez,0.870,0.330
2,4:47,2,10,IND 29,3,10,"Penalty on Marques Harris: Neutral Zone Infraction, 5 yards (no play)",0.330,1.000
2,4:47,2,5,IND 34,3,10,Peyton Manning pass complete short middle to Dallas Clark for 4 yards (tackle by Matt Wilhelm),1.000,0.830
2,4:13,3,1,IND 38,3,10,Joseph Addai left tackle for 23 yards (tackle by Eric Weddle),0.830,2.980
2,3:27,1,10,SDG 39,3,10,Peyton Manning pass complete short right to Dominic Rhodes for 5 yards (tackle by Eric Weddle),2.980,3.120
2,2:55,2,5,SDG 34,3,10,Dominic Rhodes up the middle for no gain (tackle by Keith Grennan),3.120,2.410
2,2:12,3,5,SDG 34,3,10,Peyton Manning pass complete short right to Dominic Rhodes for 13 yards (tackle by Eric Weddle),2.410,4.170
2,2:00,1,10,SDG 21,3,10,"Penalty on Tony Ugoh: False Start, 5 yards (no play)",4.170,3.840
2,2:00,1,15,SDG 26,3,10,Dominic Rhodes up the middle for 13 yards (tackle by Clinton Hart),3.840,4.950
2,1:29,2,2,SDG 13,3,10,Dominic Rhodes right guard for no gain (tackle by Jamal Williams),4.950,4.240
2,0:43,,,,3,10,Timeout #2 by Indianapolis Colts,0.000,4.240
2,0:43,3,2,SDG 13,9,10,"Peyton Manning pass complete short left to Anthony Gonzalez for 13 yards, touchdown",4.240,7.000
2,0:43,,,SDG 2,10,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,0:38,,,IND 30,10,10,"Adam Vinatieri kicks off 62 yards, returned by Darren Sproles for 19 yards (tackle by Jordan Senn)",0.000,0.740
2,0:34,1,10,SDG 27,10,10,LaDainian Tomlinson left tackle for 7 yards (tackle by Raheem Brock),0.740,1.140
2,0:16,2,3,SDG 34,10,10,Philip Rivers pass incomplete short middle intended for LaDainian Tomlinson,1.140,0.430
2,0:11,3,3,SDG 34,10,10,LaDainian Tomlinson left tackle for 12 yards (tackle by Freddie Keiaho),0.430,1.990
2,0:07,,,,10,10,Timeout #2 by San Diego Chargers,0.000,1.990
2,0:07,1,10,SDG 46,10,10,Philip Rivers pass complete short left to Chris Chambers for 7 yards (tackle by Tim Jennings),1.990,2.400
2,0:03,2,3,IND 47,10,10,Philip Rivers pass incomplete,2.400,1.690
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,10,"Adam Vinatieri kicks off 62 yards, returned by Darren Sproles for 26 yards (tackle by Darrell Reid)",0.000,1.200
3,14:56,1,10,SDG 34,10,10,Philip Rivers pass complete short left to Chris Chambers for 13 yards (tackle by Gary Brackett),1.200,2.060
3,14:25,1,10,SDG 47,10,10,LaDainian Tomlinson up the middle for 20 yards (tackle by Antoine Bethea and Tim Jennings),2.060,3.380
3,13:43,1,10,IND 33,10,10,Darren Sproles right tackle for 21 yards (tackle by Antoine Bethea),3.380,4.780
3,12:59,1,10,IND 12,10,10,LaDainian Tomlinson right end for 2 yards (tackle by Kelvin Hayden),4.780,4.450
3,12:20,2,8,IND 10,10,10,LaDainian Tomlinson right tackle for 1 yard (tackle by Freddie Keiaho),4.450,3.700
3,11:35,3,7,IND 9,10,10,"Penalty on Jeromey Clary: False Start, 5 yards (no play)",3.700,3.060
3,11:08,3,12,IND 14,10,10,"Philip Rivers sacked by Robert Mathis for -10 yards. Philip Rivers fumbles (forced by Robert Mathis), recovered by Raheem Brock at IND-25 and returned for 9 yards (tackle by Mike Goff)",3.060,-1.200
3,11:01,1,10,IND 34,10,10,Peyton Manning pass complete short left to Joseph Addai for 2 yards (tackle by Antoine Cason),1.200,0.930
3,10:34,2,8,IND 36,10,10,Peyton Manning pass complete short left to Joseph Addai for 4 yards (tackle by Antonio Cromartie),0.930,0.760
3,10:10,3,4,IND 40,10,10,Peyton Manning pass complete short left to Joseph Addai for 8 yards (tackle by Matt Wilhelm),0.760,2.130
3,9:37,1,10,IND 48,10,10,Joseph Addai right end for 2 yards (tackle by Igor Olshansky and Shaun Phillips),2.130,1.850
3,8:56,2,8,,10,10,Peyton Manning pass complete short right to Joseph Addai for 4 yards (tackle by Eric Weddle),1.850,1.680
3,8:10,3,4,SDG 46,10,10,Peyton Manning pass complete short right to Anthony Gonzalez for 29 yards (tackle by Clinton Hart),1.680,4.440
3,7:45,1,10,SDG 17,10,10,Dominic Rhodes left tackle for 1 yard (tackle by Jyles Tucker),4.440,4.000
3,7:10,2,9,SDG 16,10,10,Peyton Manning pass complete short right to Dallas Clark for 8 yards (tackle by Quentin Jammer),4.000,4.800
3,6:39,,,,10,10,Timeout #1 by Indianapolis Colts,0.000,4.800
3,6:39,3,1,SDG 8,10,10,Dominic Rhodes up the middle for 7 yards (tackle by Clinton Hart and Antonio Cromartie),4.800,6.970
3,5:58,1,1,SDG 1,10,10,Dominic Rhodes left tackle for -1 yards (tackle by Jamal Williams),6.970,5.720
3,5:25,2,2,SDG 2,10,10,Peyton Manning pass complete short middle to Dominic Rhodes for no gain,5.720,4.950
3,4:40,,,,10,10,Timeout #2 by Indianapolis Colts,0.000,4.950
3,4:40,3,2,SDG 2,10,10,Dominic Rhodes up the middle for 1 yard (tackle by Jamal Williams and Jacques Cesaire),4.950,3.550
3,3:54,4,1,SDG 1,16,10,"Peyton Manning pass complete short left to Dominic Rhodes for 1 yard, touchdown",3.550,7.000
3,3:54,,,SDG 2,17,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,3:51,,,IND 30,17,10,"Adam Vinatieri kicks off 69 yards, returned by Darren Sproles for 26 yards (tackle by Jamie Silva)",0.000,0.740
3,3:45,1,10,SDG 27,17,10,LaDainian Tomlinson left tackle for 8 yards (tackle by Melvin Bullitt),0.740,1.280
3,3:10,2,2,SDG 35,17,10,Philip Rivers pass complete short left to Antonio Gates for 9 yards (tackle by Melvin Bullitt),1.280,1.860
3,2:28,1,10,SDG 44,17,10,LaDainian Tomlinson right end for 4 yards (tackle by Freddie Keiaho and Gary Brackett),1.860,1.860
3,1:44,2,6,SDG 48,17,10,Philip Rivers sacked by Robert Mathis for -3 yards,1.860,0.760
3,1:11,3,9,SDG 45,17,10,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,0.760,-0.390
3,1:07,4,9,SDG 45,17,10,"Mike Scifres punts 37 yards, fair catch by Keiwan Ratliff",-0.390,-0.040
3,0:58,1,10,IND 18,17,10,Joseph Addai left end for 3 yards (tackle by Shaun Phillips),0.040,0.010
3,0:24,2,7,IND 21,17,10,Peyton Manning pass complete short right to Dallas Clark for 4 yards (tackle by Quentin Jammer),0.010,-0.270
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,IND 25,17,10,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Antonio Cromartie: Defensive Pass Interference, 17 yards (no play)",-0.270,1.730
4,14:55,1,10,IND 42,17,10,Peyton Manning sacked by Jamal Williams for -5 yards,1.730,0.510
4,14:31,2,15,IND 37,17,10,Joseph Addai right end for 8 yards (tackle by Quentin Jammer),0.510,0.890
4,14:04,3,7,IND 45,17,10,"Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Clinton Hart). Penalty on Clinton Hart: Defensive Pass Interference, 5 yards (no play)",0.890,2.260
4,14:01,1,10,,17,10,"Penalty on Ryan Diem: False Start, 5 yards (no play)",2.260,1.930
4,14:00,1,15,IND 45,17,10,Peyton Manning pass complete short right to Marvin Harrison for 3 yards (tackle by Quentin Jammer),1.930,1.440
4,13:42,2,12,IND 48,17,10,Peyton Manning pass incomplete short middle intended for Anthony Gonzalez,1.440,0.760
4,13:35,3,12,IND 48,17,10,Peyton Manning pass complete deep left to Anthony Gonzalez for 19 yards (tackle by Clinton Hart),0.760,3.380
4,13:35,1,10,SDG 33,17,10,Joseph Addai up the middle for 5 yards (tackle by Igor Olshansky and Stephen Cooper),3.380,3.510
4,12:51,2,5,SDG 28,17,10,Joseph Addai right guard for 8 yards (tackle by Steve Gregory and Eric Weddle),3.510,4.240
4,12:05,1,10,SDG 20,17,10,Peyton Manning pass incomplete deep right intended for Marvin Harrison,4.240,3.690
4,12:00,2,10,SDG 20,17,10,Peyton Manning pass incomplete short middle intended for Joseph Addai,3.690,3.010
4,11:56,3,10,SDG 20,17,10,Peyton Manning pass incomplete short left intended for Joseph Addai,3.010,2.120
4,11:51,4,10,SDG 20,20,10,Adam Vinatieri 38 yard field goal good,2.120,3.000
4,11:48,,,IND 30,20,10,"Adam Vinatieri kicks off 56 yards, returned by Darren Sproles for 16 yards (tackle by Matt Giordano)",0.000,0.940
4,11:43,1,10,SDG 30,20,10,Philip Rivers pass complete short left to LaDainian Tomlinson for 7 yards (tackle by Clint Session),0.940,1.340
4,11:18,2,3,SDG 37,20,10,Philip Rivers pass complete short left to Chris Chambers for 8 yards (tackle by Melvin Bullitt),1.340,1.930
4,10:56,1,10,SDG 45,20,10,LaDainian Tomlinson left end for 3 yards (tackle by Freddie Keiaho),1.930,1.790
4,10:20,2,7,SDG 48,20,10,Philip Rivers pass complete short left to Brandon Manumaleuna for 6 yards (tackle by Melvin Bullitt),1.790,1.880
4,10:03,3,1,IND 46,20,10,LaDainian Tomlinson left end for 1 yard (tackle by Clint Session),1.880,2.590
4,9:30,1,10,IND 45,20,10,Philip Rivers pass complete deep right to Vincent Jackson for 18 yards (tackle by Gary Brackett),2.590,3.780
4,8:54,1,10,IND 27,20,10,Philip Rivers pass complete short right to Jacob Hester for 6 yards (tackle by Gary Brackett),3.780,4.040
4,8:16,2,4,IND 21,20,10,Philip Rivers for 9 yards (tackle by Freddie Keiaho),4.040,4.780
4,7:44,1,10,IND 12,20,10,Philip Rivers pass complete short middle to Jacob Hester for 9 yards (tackle by Freddie Keiaho),4.780,5.790
4,7:00,2,1,IND 3,20,10,LaDainian Tomlinson right tackle for no gain (tackle by Gary Brackett and Dwight Freeney),5.790,5.060
4,6:20,3,1,IND 3,20,10,LaDainian Tomlinson up the middle for 2 yards (tackle by Eric Foster),5.060,6.970
4,5:40,1,1,IND 1,20,16,"Philip Rivers pass complete short right to Jacob Hester for 1 yard, touchdown",6.970,7.000
4,5:40,,,IND 2,20,17,Nate Kaeding kicks extra point good,0.000,0.000
4,5:36,,,SDG 30,20,17,"Nate Kaeding kicks off 66 yards, returned by Chad Simpson for 26 yards (tackle by Tim Dobbins)",0.000,0.940
4,5:29,1,10,IND 30,20,17,Joseph Addai up the middle for 5 yards (tackle by Jyles Tucker and Antoine Cason),0.940,1.070
4,4:50,2,5,IND 35,20,17,Peyton Manning pass complete short middle to Joseph Addai for 4 yards (tackle by Eric Weddle),1.070,0.890
4,4:06,3,1,IND 39,20,17,Joseph Addai up the middle for -2 yards (tackle by Shaun Phillips and Jyles Tucker),0.890,-0.910
4,3:27,4,3,IND 37,20,17,"Hunter Smith punts 54 yards, returned by Darren Sproles for 4 yards (tackle by Pierre Garcon)",-0.910,0.320
4,3:15,1,10,SDG 13,20,17,Philip Rivers pass complete short left to Antonio Gates for 6 yards (tackle by Clint Session),-0.320,0.030
4,2:46,2,4,SDG 19,20,17,Philip Rivers pass complete short left to LaDainian Tomlinson for 15 yards (tackle by Matt Giordano),0.030,1.200
4,2:38,1,10,SDG 34,20,17,Philip Rivers pass complete deep left to Chris Chambers for 18 yards (tackle by Matt Giordano),1.200,2.390
4,2:33,1,10,IND 48,20,17,Philip Rivers pass complete short right to Darren Sproles for 11 yards (tackle by Antoine Bethea),2.390,3.120
4,2:00,1,10,IND 37,20,17,Philip Rivers pass incomplete short left intended for Antonio Gates,3.120,2.570
4,1:53,2,10,IND 37,20,17,"Penalty on Kris Dielman: False Start, 5 yards (no play)",2.570,1.900
4,1:53,2,15,IND 42,20,17,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,1.900,1.220
4,1:49,3,15,IND 42,20,17,Philip Rivers pass complete short left to Brandon Manumaleuna for 13 yards (tackle by Tim Jennings),1.220,1.600
4,1:35,,,,20,17,Timeout #1 by San Diego Chargers,0.000,1.600
4,1:35,4,2,IND 29,20,20,Nate Kaeding 47 yard field goal good,1.600,3.000
4,1:30,,,SDG 30,20,20,"Nate Kaeding kicks off 57 yards, returned by Chad Simpson for 17 yards (tackle by Antoine Cason)",0.000,0.940
4,1:26,1,10,IND 30,20,20,Peyton Manning pass complete short middle to Anthony Gonzalez for 13 yards (tackle by Antoine Cason),0.940,1.800
4,1:05,1,10,IND 43,20,20,Peyton Manning pass incomplete short left intended for Reggie Wayne,1.800,1.250
4,1:02,2,10,IND 43,20,20,Peyton Manning pass complete short right to Dallas Clark for 5 yards (tackle by Quentin Jammer),1.250,1.220
4,0:41,3,5,IND 48,20,20,Peyton Manning pass complete short middle to Marvin Harrison for 4 yards (tackle by Eric Weddle),1.220,0.070
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
4,0:26,4,1,SDG 48,20,20,Peyton Manning pass complete short left to Marvin Harrison for 14 yards (tackle by Quentin Jammer),0.070,3.310
4,0:15,,,,20,20,Timeout #3 by Indianapolis Colts,0.000,3.310
4,0:12,1,10,SDG 34,20,20,Joseph Addai up the middle for 1 yard (tackle by Jacques Cesaire and Stephen Cooper),3.310,2.910
4,0:02,2,9,SDG 33,20,20,Peyton Manning spiked the ball,2.910,2.210
4,0:02,,,,20,20,Timeout #2 by San Diego Chargers,0.000,2.210
4,0:02,3,9,SDG 33,23,20,Adam Vinatieri 51 yard field goal good,2.210,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
