Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
1,9:56,2,6,DET 10,0,0,Reggie Bush for 8 yards (tackle by Rashad Johnson),-0.490,0.040
1,9:18,1,10,DET 18,0,0,Matthew Stafford pass incomplete deep right intended for Kris Durham,0.040,-0.490
1,9:12,2,10,DET 18,0,0,Matthew Stafford pass complete short right to Joique Bell for 9 yards (tackle by Calais Campbell),-0.490,-0.020
1,8:28,3,1,DET 27,0,0,Matthew Stafford pass complete short middle to Calvin Johnson for 9 yards (tackle by Patrick Peterson),-0.020,1.330
1,7:45,1,10,DET 36,0,0,Matthew Stafford pass complete short right to Reggie Bush for 3 yards (tackle by Yeremiah Bell),1.330,1.200
1,7:05,2,7,DET 39,0,0,Reggie Bush up the middle for 7 yards (tackle by Karlos Dansby),1.200,1.990
1,6:28,1,10,DET 46,0,0,Matthew Stafford pass complete short left to Nate Burleson for 8 yards (tackle by Tyrann Mathieu),1.990,2.530
1,5:50,2,2,ARI 46,0,0,Matthew Stafford pass complete short right to Brandon Pettigrew for 12 yards (tackle by Karlos Dansby),2.530,3.310
1,5:06,1,10,ARI 34,0,0,Matthew Stafford pass incomplete deep right intended for Kris Durham,3.310,2.770
1,5:01,2,10,ARI 34,0,0,Reggie Bush up the middle for -4 yards (tackle by Tony Jefferson),2.770,1.550
1,4:15,3,14,ARI 38,0,0,Matthew Stafford pass complete short right to Joique Bell for 4 yards (tackle by Rashad Johnson),1.550,1.060
1,3:39,4,10,ARI 34,0,0,"David Akers 52 yard field goal no good. Penalty on Justin Bethel: Running Into the Kicker, 5 yards (no play)",1.060,1.540
1,3:33,4,5,ARI 29,0,0,David Akers 47 yard field goal no good,1.540,-1.400
1,3:28,1,10,ARI 37,0,0,Rashard Mendenhall up the middle for 11 yards (tackle by Glover Quin),1.400,2.130
1,2:56,1,10,ARI 48,0,0,"Rashard Mendenhall right tackle for 6 yards (tackle by Chris Houston). Penalty on Jim Dray: Offensive Holding, 10 yards (no play)",2.130,1.470
1,2:28,1,20,ARI 38,0,0,Carson Palmer pass complete short left to Michael Floyd for 6 yards (tackle by Bill Bentley),1.470,1.040
1,1:48,2,14,ARI 44,0,0,Carson Palmer pass complete short right to Andre Roberts for 12 yards (tackle by Chris Houston),1.040,1.950
1,1:07,3,2,DET 44,0,0,Carson Palmer pass complete short right to Jim Dray for 1 yard (tackle by Bill Bentley),1.950,0.400
1,0:45,4,1,DET 43,0,0,"Dave Zastudil punts 36 yards, fair catch by Micheal Spurlock",0.400,0.380
1,0:38,1,10,DET 7,0,0,Matthew Stafford pass incomplete short left intended for Nate Burleson,-0.380,-0.780
1,0:35,2,10,DET 7,0,0,Reggie Bush right tackle for 3 yards (tackle by Darnell Dockett),-0.780,-1.070
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,DET 10,0,0,Matthew Stafford sacked by Calais Campbell for -5 yards,-1.070,-2.490
2,14:31,4,12,DET 5,0,0,Sam Martin punts 47 yards,-2.490,-2.130
2,14:24,1,10,ARI 48,0,0,Carson Palmer pass complete short left to Rashard Mendenhall for 20 yards (tackle by DeAndre Levy),2.130,2.130
2,13:39,1,10,ARI 48,0,0,Timeout #1 by Arizona Cardinals,2.130,3.450
2,13:39,1,10,DET 32,0,0,Andre Ellington up the middle for -3 yards (tackle by Ndamukong Suh),3.450,2.500
2,13:03,2,13,DET 35,0,0,"Penalty on Eric Winston: False Start, 5 yards (no play)",2.500,1.820
2,12:38,2,18,DET 40,0,0,Carson Palmer pass complete short right to Jaron Brown for 11 yards (tackle by Ndamukong Suh),1.820,2.610
2,11:55,3,7,DET 29,0,0,Carson Palmer pass incomplete deep right intended for Michael Floyd (defended by Chris Houston),2.610,1.500
2,11:49,4,7,DET 29,0,3,Jay Feely 47 yard field goal good,1.500,3.000
2,11:49,,,ARI 35,0,3,"Jay Feely kicks off 68 yards, touchback",0.000,-0.280
2,11:44,1,10,DET 20,0,3,Matthew Stafford pass complete short left to Calvin Johnson for 12 yards (tackle by Patrick Peterson),0.280,1.070
2,11:10,1,10,DET 32,0,3,Reggie Bush up the middle for -4 yards (tackle by Yeremiah Bell),1.070,-0.010
2,10:31,2,14,DET 28,6,3,"Matthew Stafford pass complete short left to Calvin Johnson for 72 yards, touchdown",-0.010,7.000
2,10:31,,,ARI 2,7,3,David Akers kicks extra point good,0.000,0.000
2,10:31,,,DET 35,7,3,"David Akers kicks off 65 yards, touchback",0.000,-0.280
2,10:20,1,10,ARI 20,7,3,Rashard Mendenhall up the middle for 11 yards (tackle by Bill Bentley),0.280,1.000
2,9:45,1,10,ARI 31,7,3,Rashard Mendenhall right tackle for 2 yards (tackle by Ashlee Palmer),1.000,0.730
2,9:07,2,8,ARI 33,7,3,Carson Palmer pass complete short middle to Rashard Mendenhall for 8 yards (tackle by DeAndre Levy),0.730,1.660
2,8:26,1,10,ARI 41,7,3,Alfonso Smith right tackle for 1 yard (tackle by Glover Quin),1.660,1.260
2,7:50,2,9,ARI 42,7,3,Carson Palmer pass complete short left to Larry Fitzgerald for 22 yards (tackle by DeAndre Levy),1.260,3.180
2,7:38,1,10,DET 36,7,9,"Carson Palmer pass complete deep left to Andre Ellington for 36 yards, touchdown",3.180,7.000
2,7:38,,,DET 2,7,10,Jay Feely kicks extra point good,0.000,0.000
2,7:38,,,ARI 35,7,10,"Jay Feely kicks off 73 yards, returned by Micheal Spurlock for 36 yards (tackle by Jay Feely). Penalty on DeJon Gomes: Offensive Holding, 7 yards",0.000,0.380
2,7:25,1,10,DET 8,7,10,Reggie Bush up the middle for 2 yards (tackle by Ronald Talley),-0.380,-0.630
2,6:42,2,8,DET 10,7,10,Matthew Stafford pass complete short right to Nate Burleson for 5 yards (tackle by Patrick Peterson),-0.630,-0.600
2,5:59,3,3,DET 15,7,10,Matthew Stafford pass complete short middle to Reggie Bush for 26 yards (tackle by Tony Jefferson),-0.600,1.660
2,5:36,1,10,DET 41,7,10,Joique Bell right tackle for -2 yards (tackle by Darnell Dockett),1.660,0.850
2,5:00,2,12,DET 39,7,10,Matthew Stafford pass complete short left to Joique Bell for 9 yards (tackle by Karlos Dansby),0.850,1.360
2,4:18,3,3,DET 48,7,10,Matthew Stafford pass complete short middle to Nate Burleson for 7 yards (tackle by Tyrann Mathieu),1.360,2.590
2,3:40,1,10,ARI 45,7,10,Joique Bell left end for 20 yards (tackle by Karlos Dansby),2.590,3.910
2,2:57,1,10,ARI 25,7,10,"Penalty on Frostee Rucker: Encroachment, 5 yards (no play)",3.910,4.640
2,2:36,1,5,ARI 20,7,10,"Matthew Stafford pass incomplete deep right intended for Calvin Johnson. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",4.640,4.580
2,2:31,1,10,ARI 15,7,10,Matthew Stafford pass incomplete short right intended for Theo Riddick (defended by Tyrann Mathieu),4.580,3.950
2,2:30,2,10,ARI 15,7,10,Matthew Stafford pass complete short right to Nate Burleson for 12 yards (tackle by Tyrann Mathieu),3.950,6.510
2,2:00,1,3,ARI 3,13,10,"Matthew Stafford pass complete short left to Calvin Johnson for 3 yards, touchdown",6.510,7.000
2,2:00,,,ARI 2,14,10,David Akers kicks extra point good,0.000,0.000
2,2:00,,,DET 35,14,10,"David Akers kicks off 65 yards, touchback",0.000,-0.280
2,1:55,1,10,ARI 20,14,10,Carson Palmer pass complete short middle to Andre Roberts for 19 yards (tackle by Louis Delmas),0.280,1.530
2,1:35,1,10,ARI 39,14,10,Carson Palmer pass complete short left to Alfonso Smith for 5 yards (tackle by Rashean Mathis),1.530,1.660
2,1:13,2,5,ARI 44,14,10,Carson Palmer pass incomplete short left intended for Andre Roberts (defended by Rashean Mathis),1.660,0.960
2,1:08,3,5,ARI 44,14,10,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.960,0.300
2,1:08,3,10,ARI 39,14,10,Carson Palmer pass incomplete short right intended for Jaron Brown,0.300,-0.780
2,1:04,4,10,ARI 39,14,10,"Dave Zastudil punts 48 yards, returned by Micheal Spurlock for 8 yards (tackle by Justin Bethel)",-0.780,-0.340
2,0:53,1,10,DET 21,14,10,Reggie Bush up the middle for no gain (tackle by Jasper Brinkley),0.340,0.340
2,0:15,1,10,DET 21,14,10,Timeout #1 by Detroit Lions,0.340,-0.200
2,0:15,2,10,DET 21,14,10,Joique Bell left end for -1 yards (tackle by Tyrann Mathieu),-0.200,-1.020
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ARI 20,14,10,Rashard Mendenhall right tackle for 2 yards (tackle by Chris Houston),0.280,0.000
3,14:23,2,8,ARI 22,14,10,Andre Ellington right end for 10 yards (tackle by Bill Bentley and Louis Delmas),0.000,1.070
3,13:45,1,10,ARI 32,14,10,Carson Palmer pass incomplete short left intended for Jim Dray,1.070,0.530
3,13:42,2,10,ARI 32,14,10,Carson Palmer pass complete short left to Jim Dray for 4 yards (tackle by Rashean Mathis),0.530,0.370
3,13:01,3,6,ARI 36,14,10,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald,0.370,-0.980
3,12:56,4,6,ARI 36,14,10,"Dave Zastudil punts 52 yards, returned by Micheal Spurlock for -6 yards (tackle by Alfonso Smith)",-0.980,0.380
3,12:43,1,10,DET 6,14,10,Reggie Bush up the middle for 7 yards (tackle by Darnell Dockett),-0.380,-0.270
3,12:02,2,3,DET 13,14,10,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Calais Campbell at DET-7 (tackle by Larry Warford)",-0.270,-5.600
3,11:54,1,7,DET 7,14,10,Rashard Mendenhall up the middle for 2 yards (tackle by Israel Idonije),5.600,5.150
3,11:23,2,5,DET 5,14,10,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Chris Houston),5.150,4.260
3,11:18,3,5,DET 5,14,10,"Penalty on Michael Floyd: False Start, 5 yards (no play)",4.260,3.130
3,11:18,3,10,DET 10,14,10,Carson Palmer pass complete short middle to Michael Floyd for 5 yards (tackle by Glover Quin),3.130,3.010
3,10:37,4,5,DET 5,14,13,Jay Feely 23 yard field goal good,3.010,3.000
3,10:37,,,ARI 35,14,13,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,10:32,1,10,DET 20,14,13,Matthew Stafford pass incomplete short left intended for Joique Bell,0.280,-0.270
3,10:28,2,10,DET 20,14,13,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by Karlos Dansby),-0.270,-0.960
3,10:24,3,10,DET 20,14,13,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,-0.960,-2.030
3,10:18,4,10,DET 20,14,13,"Sam Martin punts 52 yards, fair catch by Patrick Peterson",-2.030,-0.810
3,10:11,1,10,ARI 28,14,13,Carson Palmer pass complete deep right to Patrick Peterson for 17 yards (tackle by DeAndre Levy),0.810,1.930
3,9:47,1,10,ARI 45,14,13,Rashard Mendenhall right tackle for 2 yards (tackle by DeAndre Levy),1.930,1.650
3,9:08,2,8,ARI 47,14,13,Rashard Mendenhall up the middle for 9 yards (tackle by Jason Jones),1.650,2.650
3,8:33,1,10,DET 44,14,13,Carson Palmer pass complete short right to Jim Dray for 4 yards (tackle by Chris Houston),2.650,2.650
3,8:00,2,6,DET 40,14,13,Stepfan Taylor up the middle for 2 yards (tackle by Ezekiel Ansah),2.650,2.210
3,7:16,3,4,DET 38,20,13,"Carson Palmer pass incomplete short right intended for Jim Dray is intercepted by DeAndre Levy at DET-34 and returned for 66 yards, touchdown",2.210,-7.000
3,7:04,,,ARI 2,21,13,David Akers kicks extra point good,0.000,0.000
3,7:04,,,DET 35,21,13,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,7:04,1,10,ARI 20,21,13,Rashard Mendenhall left tackle for 9 yards (tackle by Justin Bannan and C.J. Mosley),0.280,0.950
3,6:33,2,1,ARI 29,21,13,Rashard Mendenhall up the middle for 8 yards (tackle by Chris Houston),0.950,1.400
3,5:55,1,10,ARI 37,21,13,"Carson Palmer pass incomplete deep right intended for Larry Fitzgerald. Penalty on Bill Bentley: Defensive Pass Interference, 28 yards (no play)",1.400,3.250
3,5:48,1,10,DET 35,21,13,Patrick Peterson pass complete deep right to Kerry Taylor for 17 yards,3.250,4.370
3,5:34,1,10,DET 18,21,13,Carson Palmer pass incomplete deep middle intended for Michael Floyd (defended by Rashean Mathis),4.370,3.800
3,5:28,2,10,DET 18,21,13,Andre Ellington up the middle for -3 yards (tackle by Ndamukong Suh),3.800,2.740
3,4:49,3,13,DET 21,21,13,Carson Palmer sacked by Willie Young for -4 yards,2.740,1.800
3,4:17,4,17,DET 25,21,16,Jay Feely 43 yard field goal good,1.800,3.000
3,4:17,,,ARI 35,21,16,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,4:12,1,10,DET 20,21,16,Joique Bell up the middle for 5 yards (tackle by Tyrann Mathieu),0.280,0.410
3,3:38,2,5,DET 25,21,16,Matthew Stafford right end for 1 yard (tackle by Karlos Dansby),0.410,-0.160
3,2:49,3,4,DET 26,21,16,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,-0.160,-1.630
3,2:46,4,4,DET 26,21,16,"Sam Martin punts 48 yards, fair catch by Patrick Peterson",-1.630,-0.670
3,2:38,1,10,ARI 26,21,16,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,0.670,0.130
3,2:32,2,10,ARI 26,21,16,Carson Palmer pass complete short right to Andre Roberts for 5 yards (tackle by Chris Houston),0.130,0.100
3,1:49,3,5,ARI 31,21,16,"Carson Palmer sacked by Ezekiel Ansah for -6 yards. Carson Palmer fumbles (forced by Ezekiel Ansah), recovered by Willie Young at ARI-26 (tackle by Paul Fanaika). Penalty on Willie Young: Illegal Use of Hands, 5 yards (no play)",0.100,1.330
3,1:42,1,10,ARI 36,21,16,"Carson Palmer pass complete to Kerry Taylor for 16 yards (tackle by Chris Houston). Penalty on Israel Idonije: Roughing the Passer, 15 yards",1.330,3.380
3,1:13,1,10,DET 33,21,16,Rashard Mendenhall up the middle for 3 yards (tackle by Glover Quin),3.380,3.240
3,0:40,2,7,DET 30,21,16,Carson Palmer pass complete short left to Kerry Taylor for 7 yards,3.240,4.040
3,0:05,1,10,DET 23,21,16,Carson Palmer pass incomplete deep right intended for Andre Roberts,4.040,3.500
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DET 23,21,16,Carson Palmer pass incomplete short left intended for Kerry Taylor (defended by Jason Jones),3.500,2.810
4,14:56,3,10,DET 23,21,16,Carson Palmer pass complete short right to Jim Dray for 8 yards (tackle by Stephen Tulloch),2.810,2.570
4,14:23,4,2,DET 15,21,19,Jay Feely 33 yard field goal good,2.570,3.000
4,14:23,,,ARI 35,21,19,"Jay Feely kicks off 74 yards, touchback",0.000,-0.280
4,14:17,1,10,DET 20,21,19,Matthew Stafford pass complete short left to Joique Bell for 9 yards (tackle by Rashad Johnson),0.280,0.950
4,13:42,2,1,DET 29,21,19,Joique Bell up the middle for 7 yards (tackle by Rashad Johnson),0.950,1.330
4,13:00,1,10,DET 36,21,19,Joique Bell up the middle for no gain (tackle by Ronald Talley),1.330,0.790
4,12:17,2,10,DET 36,21,19,Matthew Stafford pass complete short right to Joique Bell for 10 yards (tackle by Rashad Johnson),0.790,1.990
4,11:32,1,10,DET 46,21,19,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Rashad Johnson),1.990,3.180
4,10:50,1,10,ARI 36,21,19,Joique Bell up the middle for 2 yards (tackle by Ronald Talley),3.180,2.910
4,10:08,2,8,ARI 34,21,19,Matthew Stafford pass complete short left to Brandon Pettigrew for 3 yards (tackle by Tony Jefferson),2.910,2.610
4,9:28,3,5,ARI 31,21,19,Matthew Stafford pass complete short middle to Calvin Johnson for 2 yards (tackle by Karlos Dansby),2.610,1.580
4,8:52,4,3,ARI 29,21,19,"David Akers 47 yard field goal no good, blocked by Justin Bethel, recovered by Ronald Talley",1.580,-1.730
4,8:43,1,10,ARI 42,21,19,Rashard Mendenhall up the middle for 5 yards (tackle by Glover Quin),1.730,1.860
4,8:08,2,5,ARI 47,21,19,Rashard Mendenhall up the middle for no gain (tackle by Stephen Tulloch),1.860,1.160
4,7:27,3,5,ARI 47,21,19,Carson Palmer pass complete short right to Andre Ellington for 6 yards (tackle by Bill Bentley),1.160,2.460
,,,,,,,"ARI challenged the fumble ruling, and the original play was overturned.",,
4,6:52,1,10,DET 47,21,19,"Penalty on Willie Young: Defensive Offside, 5 yards (no play)",2.460,3.190
4,6:35,1,5,DET 42,21,19,Alfonso Smith up the middle for -2 yards (tackle by Stephen Tulloch),3.190,2.320
4,5:58,2,7,DET 44,21,19,Carson Palmer pass incomplete deep left intended for Andre Roberts,2.320,1.620
4,5:52,3,7,DET 44,21,19,Carson Palmer pass incomplete deep middle intended for Michael Floyd,1.620,0.330
,,,,,,,"ARI challenged the incomplete pass ruling, and the play was upheld.",,
4,5:42,4,7,DET 44,21,19,Dave Zastudil punts 36 yards,0.330,0.380
4,5:32,1,10,DET 8,21,19,Joique Bell up the middle for no gain (tackle by Yeremiah Bell),-0.380,-0.780
4,4:49,2,10,DET 8,21,19,Matthew Stafford pass incomplete short middle intended for Joique Bell,-0.780,-1.420
4,4:44,3,10,DET 8,21,19,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Yeremiah Bell),-1.420,-2.490
4,4:39,4,10,DET 8,21,19,"Sam Martin punts 58 yards, returned by Patrick Peterson for 5 yards (tackle by DeJon Gomes)",-2.490,-1.530
4,4:28,1,10,ARI 39,21,19,Andre Ellington right end for 16 yards (tackle by Stephen Tulloch),1.530,2.590
4,3:47,1,10,DET 45,21,19,Rashard Mendenhall up the middle for no gain (tackle by Stephen Tulloch),2.590,2.040
4,3:09,2,10,DET 45,21,19,Carson Palmer pass complete short middle to Michael Floyd for 11 yards (tackle by Chris Houston),2.040,3.310
4,2:28,1,10,DET 34,21,19,Alfonso Smith up the middle for 2 yards (tackle by Willie Young),3.310,3.310
4,2:23,1,10,DET 34,21,19,Timeout #1 by Detroit Lions,3.310,3.040
4,2:23,2,8,DET 32,21,19,Carson Palmer pass incomplete deep left intended for Andre Roberts,3.040,2.350
4,2:17,3,8,DET 32,21,19,"Carson Palmer pass incomplete deep right intended for Andre Roberts. Penalty on Bill Bentley: Defensive Pass Interference, 31 yards (no play)",2.350,6.970
4,2:09,1,1,DET 1,21,19,Carson Palmer pass incomplete,6.970,5.910
4,2:03,2,1,DET 1,21,25,"Rashard Mendenhall up the middle for 1 yard, touchdown",5.910,7.000
4,2:03,,,,21,25,"Two Point Attempt: Carson Palmer pass incomplete intended for Michael Floyd, conversion fails",0.000,-1.000
4,2:03,,,ARI 35,21,25,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
4,1:59,1,10,DET 20,21,25,Matthew Stafford pass complete short right to Brandon Pettigrew for 17 yards (tackle by Karlos Dansby),0.280,1.400
4,1:32,1,10,DET 37,21,25,Matthew Stafford pass incomplete short middle intended for Joique Bell,1.400,0.860
4,1:27,2,10,DET 37,21,25,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Patrick Peterson),0.860,0.170
4,1:22,3,10,DET 37,21,25,Matthew Stafford pass complete short left to Nate Burleson for 6 yards (tackle by Patrick Peterson),0.170,0.170
4,1:15,3,10,DET 37,21,25,Timeout #2 by Detroit Lions,0.170,-0.520
4,1:15,4,4,DET 43,21,25,Matthew Stafford pass complete short right to Nate Burleson for 3 yards (tackle by Tyrann Mathieu),-0.520,-2.520
4,1:09,1,10,DET 46,21,25,Carson Palmer kneels for -1 yards,2.520,1.840
4,0:26,2,11,DET 47,21,25,Carson Palmer kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
