Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
1,7:42,2,7,GNB 38,0,3,Aaron Rodgers pass complete short middle to Andrew Quarless for 11 yards (tackle by Brandon Bair),1.130,2.190
1,6:59,1,10,GNB 49,0,3,"Aaron Rodgers for no gain. Aaron Rodgers fumbles, recovered by Aaron Rodgers at GNB-35",2.190,-0.240
1,6:13,2,24,GNB 35,0,3,Aaron Rodgers pass complete short left to Randall Cobb for 1 yard (tackle by Brandon Boykin),-0.240,-0.760
1,5:36,3,23,GNB 36,0,3,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson. Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",-0.760,-0.100
1,5:28,3,18,GNB 41,0,3,Aaron Rodgers pass complete deep middle to Andrew Quarless for 24 yards (tackle by Nate Allen),-0.100,3.250
1,4:53,1,10,PHI 35,0,3,Aaron Rodgers pass incomplete deep left intended for Jarrett Boykin,3.250,2.700
1,4:47,2,10,PHI 35,0,3,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,2.700,2.010
1,4:43,3,10,PHI 35,0,3,Aaron Rodgers pass complete short left to Richard Rodgers for 19 yards (tackle by Malcolm Jenkins),2.010,4.510
1,4:15,1,10,PHI 16,0,3,Eddie Lacy right end for 10 yards (tackle by Bradley Fletcher),4.510,5.830
1,3:38,1,6,PHI 6,0,9,"Aaron Rodgers pass complete short right to Davante Adams for 6 yards, touchdown",5.830,7.000
1,3:38,,,PHI 2,0,10,Mason Crosby kicks extra point good,0.000,0.000
1,3:38,,,GNB 35,0,10,"Mason Crosby kicks off 61 yards, returned by Chris Polk for 19 yards (tackle by Jarrett Boykin). Chris Polk fumbles, recovered by Brad Smith at PHI-24 and returned for 6 yards (tackle by Sean Richardson)",0.000,-0.940
1,3:25,1,10,PHI 30,0,10,LeSean McCoy left guard for 3 yards (tackle by Letroy Guion),0.940,0.800
1,3:02,2,7,PHI 33,0,10,LeSean McCoy left end for 1 yard (tackle by Clay Matthews). Penalty on Evan Mathis: Offensive Holding (Declined),0.800,0.230
1,2:48,3,6,PHI 34,0,10,Mark Sanchez sacked by Mike Neal for -9 yards,0.230,-1.700
1,2:18,4,15,PHI 25,0,16,"Donnie Jones punts 50 yards, returned by Micah Hyde for 75 yards, touchdown. Penalty on GNB: Unsportsmanlike Conduct, 15 yards",-1.700,-7.000
1,2:00,,,PHI 2,0,17,Mason Crosby kicks extra point good,0.000,0.000
1,2:00,,,GNB 20,0,17,"Mason Crosby kicks off 60 yards, returned by Chris Polk for 21 yards (tackle by Brad Jones)",0.000,-1.660
1,1:54,1,10,PHI 41,0,17,LeSean McCoy up the middle for 5 yards (tackle by Clay Matthews),1.660,1.800
1,1:33,2,5,PHI 46,0,17,Mark Sanchez pass complete short middle to Jordan Matthews for 5 yards (tackle by Nick Perry and A.J. Hawk),1.800,2.320
1,1:06,1,10,GNB 49,0,17,LeSean McCoy left guard for 2 yards (tackle by A.J. Hawk and Morgan Burnett),2.320,2.050
1,0:37,2,8,GNB 47,0,17,Mark Sanchez pass complete short left to Darren Sproles for 16 yards (tackle by Sam Shields),2.050,3.510
1,0:13,1,10,GNB 31,0,17,Mark Sanchez pass incomplete short left intended for Jordan Matthews (defended by Micah Hyde),3.510,2.970
1,0:08,2,10,GNB 31,0,17,Mark Sanchez pass complete short right to LeSean McCoy for 18 yards (tackle by Ha Ha Clinton-Dix),2.970,4.710
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 13,0,17,LeSean McCoy right end for 1 yard (tackle by Ha Ha Clinton-Dix and Clay Matthews),4.710,4.220
2,14:29,2,9,GNB 12,0,17,Mark Sanchez pass complete short right to Darren Sproles for 7 yards (tackle by Letroy Guion),4.220,4.780
2,13:51,3,2,GNB 5,0,17,Mark Sanchez sacked by Clay Matthews for -10 yards,4.780,2.440
2,13:13,4,12,GNB 15,3,17,Cody Parkey 33 yard field goal good,2.440,3.000
2,13:13,,,PHI 35,3,17,"Cody Parkey kicks off 57 yards, returned by DuJuan Harris for 12 yards (tackle by Brad Smith)",0.000,-0.280
2,13:01,1,10,GNB 20,3,17,Eddie Lacy right tackle for 6 yards (tackle by Brandon Graham),0.280,0.540
2,12:23,2,4,GNB 26,3,17,Aaron Rodgers pass complete short left to Randall Cobb for 14 yards (tackle by Cary Williams). Penalty on Cedric Thornton: Defensive Offside (Declined),0.540,1.600
2,12:02,1,10,GNB 40,3,17,Aaron Rodgers pass complete deep middle to Randall Cobb for 22 yards (tackle by Emmanuel Acho),1.600,3.050
2,11:21,1,10,PHI 38,3,17,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson (defended by Cedric Thornton),3.050,2.510
2,11:17,2,10,PHI 38,3,17,Aaron Rodgers pass complete short left to Randall Cobb for 11 yards (tackle by Cary Williams),2.510,3.780
2,10:45,1,10,PHI 27,3,23,"Aaron Rodgers pass complete deep right to Jordy Nelson for 27 yards, touchdown",3.780,7.000
2,10:45,1,10,PHI 27,3,23,"Penalty on Bennie Logan: Encroachment, 5 yards",3.780,0.000
2,10:45,,,PHI 2,3,24,Mason Crosby kicks extra point good,0.000,0.000
2,10:45,,,GNB 40,3,24,"Mason Crosby kicks off 60 yards, touchback",0.000,-0.280
2,10:39,1,10,PHI 20,3,24,LeSean McCoy right guard for 3 yards (tackle by Morgan Burnett and Letroy Guion),0.280,0.140
2,10:16,2,7,PHI 23,3,24,LeSean McCoy right end for 8 yards (tackle by Tramon Williams),0.140,1.000
2,9:55,1,10,PHI 31,3,24,Mark Sanchez pass complete short left to Jeremy Maclin for 4 yards (tackle by Sam Shields),1.000,1.000
2,9:30,2,6,PHI 35,3,24,Darren Sproles up the middle for 13 yards (tackle by Ha Ha Clinton-Dix and Julius Peppers),1.000,2.130
2,9:00,1,10,PHI 48,3,24,LeSean McCoy right end for 4 yards (tackle by Morgan Burnett),2.130,2.120
2,8:32,2,6,GNB 48,3,24,LeSean McCoy right end for no gain (tackle by Ha Ha Clinton-Dix),2.120,1.420
2,7:57,3,6,GNB 48,3,24,Mark Sanchez pass incomplete deep left intended for Jordan Matthews,1.420,0.070
2,7:52,4,6,GNB 48,3,24,"Donnie Jones punts 48 yards, touchback",0.070,-0.280
2,7:43,1,10,GNB 20,3,24,Aaron Rodgers pass complete short right to Eddie Lacy for 5 yards (tackle by Malcolm Jenkins),0.280,0.410
2,7:08,2,5,GNB 25,3,24,"Aaron Rodgers sacked by Vinny Curry for -6 yards. Aaron Rodgers fumbles (forced by Vinny Curry), recovered by Richard Rodgers at GNB-17 and returned for 6 yards",0.410,-0.560
2,6:16,3,7,GNB 23,3,24,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Malcolm Jenkins),-0.560,-0.560
2,5:31,3,7,GNB 23,3,24,Timeout #1 by Green Bay Packers,-0.560,1.330
2,5:31,1,10,GNB 36,3,24,Aaron Rodgers left end for 16 yards (tackle by Mychal Kendricks),1.330,2.390
2,4:48,1,10,PHI 48,3,24,Aaron Rodgers pass incomplete short left intended for Eddie Lacy,2.390,1.850
2,4:43,2,10,PHI 48,3,24,Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards (tackle by Brandon Boykin),1.850,3.120
2,4:04,1,10,PHI 37,3,24,Aaron Rodgers pass complete short left to Eddie Lacy for 8 yards (tackle by Cary Williams),3.120,3.650
2,3:36,2,2,PHI 29,3,24,Eddie Lacy left end for no gain (tackle by Cedric Thornton and Emmanuel Acho),3.650,2.940
2,2:53,3,2,PHI 29,3,24,Aaron Rodgers pass complete short middle to Jordy Nelson for 10 yards (tackle by Malcolm Jenkins),2.940,4.310
2,2:09,1,10,PHI 19,3,24,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson. Penalty on Bradley Fletcher: Defensive Pass Interference, 18 yards (no play)",4.310,6.970
2,2:04,1,1,PHI 1,3,30,"Eddie Lacy right tackle for 1 yard, touchdown",6.970,7.000
2,2:04,,,PHI 2,3,30,Mason Crosby kicks extra point no good,0.000,-1.000
2,2:04,,,GNB 35,3,30,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,2:00,1,10,PHI 20,3,30,Mark Sanchez pass complete short middle to Zach Ertz for 12 yards (tackle by Morgan Burnett),0.280,1.070
2,2:00,1,10,PHI 32,3,30,"Penalty on Lane Johnson: False Start, 5 yards (no play)",1.070,0.740
2,1:39,1,15,PHI 27,3,30,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Mark Sanchez at PHI-22",0.740,-0.820
2,1:04,2,20,PHI 22,3,30,Darren Sproles left end for 8 yards (tackle by Micah Hyde),-0.820,-0.820
2,0:58,2,20,PHI 22,3,30,Timeout #2 by Green Bay Packers,-0.820,-0.430
2,0:58,3,12,PHI 30,3,30,Mark Sanchez pass complete short middle to Zach Ertz for 15 yards (tackle by A.J. Hawk),-0.430,-0.430
2,0:50,3,12,PHI 30,3,30,Timeout #1 by Philadelphia Eagles,-0.430,1.930
2,0:50,1,10,PHI 45,3,30,Mark Sanchez pass complete deep right to Jordan Matthews for 40 yards (tackle by Micah Hyde),1.930,4.580
2,0:23,1,10,GNB 15,3,30,Mark Sanchez pass incomplete short right intended for Jordan Matthews,4.580,3.950
2,0:18,2,10,GNB 15,3,30,Mark Sanchez pass incomplete short left intended for Riley Cooper,3.950,3.100
2,0:10,3,10,GNB 15,3,30,Mark Sanchez pass incomplete short left intended for Zach Ertz,3.100,2.440
2,0:05,4,10,GNB 15,6,30,Cody Parkey 33 yard field goal good,2.440,3.000
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,6,30,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,6,30,Mark Sanchez pass complete short right to Jeremy Maclin for 7 yards (tackle by Tramon Williams),0.280,0.680
3,14:45,2,3,PHI 27,6,30,LeSean McCoy up the middle for no gain (tackle by Julius Peppers),0.680,-0.030
3,14:14,3,3,PHI 27,6,30,Mark Sanchez pass complete short right to Jeremy Maclin for 26 yards (tackle by Morgan Burnett),-0.030,2.460
3,13:41,1,10,GNB 47,6,30,Mark Sanchez pass complete short right to Riley Cooper for 5 yards (tackle by Clay Matthews),2.460,2.590
3,13:14,2,5,GNB 42,6,30,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Nick Perry at GNB-45 (tackle by Brent Celek)",2.590,-1.930
3,13:08,1,10,GNB 45,6,30,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Bradley Fletcher),1.930,1.380
3,13:01,2,10,GNB 45,6,30,"Aaron Rodgers pass incomplete. Penalty on Aaron Rodgers: Intentional Grounding, 12 yards",1.380,-0.890
3,12:56,3,22,GNB 33,6,30,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,-0.890,-1.180
3,12:50,4,22,GNB 33,6,30,"Tim Masthay punts 40 yards, returned by Darren Sproles for 6 yards (tackle by Brad Jones)",-1.180,-1.140
3,12:38,1,10,PHI 33,6,30,Mark Sanchez pass incomplete short left intended for Darren Sproles (defended by Clay Matthews),1.140,0.590
3,12:34,2,10,PHI 33,6,30,Mark Sanchez pass incomplete short right intended for Jeremy Maclin,0.590,-0.100
3,12:29,3,10,PHI 33,6,30,Mark Sanchez pass incomplete deep left intended for Zach Ertz,-0.100,-1.180
3,12:24,4,10,PHI 33,6,30,Donnie Jones punts 30 yards,-1.180,-1.400
3,12:14,1,10,GNB 37,6,30,Aaron Rodgers left end for 16 yards (tackle by Fletcher Cox),1.400,2.460
3,11:31,1,10,PHI 47,6,30,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,2.460,1.910
3,11:27,2,10,PHI 47,6,30,Aaron Rodgers pass complete short left to James Starks for 3 yards (tackle by Cary Williams),1.910,1.620
3,10:42,3,7,PHI 44,6,30,Aaron Rodgers pass complete short middle to Davante Adams for 7 yards (tackle by Bradley Fletcher),1.620,3.120
3,10:03,1,10,PHI 37,6,30,Aaron Rodgers pass complete short left to Randall Cobb for 20 yards (tackle by Nate Allen),3.120,4.440
3,9:22,1,10,PHI 17,6,30,James Starks left end for -2 yards (tackle by Trent Cole),4.440,3.600
3,8:38,2,12,PHI 19,6,30,James Starks left end for 4 yards (tackle by Cary Williams),3.600,3.340
3,8:02,3,8,PHI 15,6,30,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Bradley Fletcher),3.340,2.440
3,7:57,4,8,PHI 15,6,33,Mason Crosby 33 yard field goal good,2.440,3.000
3,7:57,,,GNB 35,6,33,"Mason Crosby kicks off 66 yards, returned by Chris Polk for 27 yards (tackle by Brad Jones)",0.000,-0.670
3,7:45,1,10,PHI 26,6,33,Mark Sanchez pass complete short middle to Brent Celek for 11 yards (tackle by Morgan Burnett),0.670,1.400
3,7:21,1,10,PHI 37,6,33,LeSean McCoy up the middle for 5 yards (tackle by Ha Ha Clinton-Dix),1.400,1.530
3,7:00,2,5,PHI 42,6,33,LeSean McCoy left end for 4 yards (tackle by Mike Neal),1.530,1.360
3,6:37,3,1,PHI 46,6,33,LeSean McCoy left tackle for 2 yards (tackle by Mike Daniels),1.360,2.130
3,6:12,1,10,PHI 48,6,33,Mark Sanchez pass incomplete short right intended for Josh Huff,2.130,1.580
3,6:07,2,10,PHI 48,6,39,"Mark Sanchez pass incomplete short right intended for Brent Celek is intercepted by Julius Peppers at GNB-48 and returned for 52 yards, touchdown. Penalty on Mark Sanchez: Low Block, 15 yards",1.580,-7.000
3,5:56,,,PHI 2,6,39,Mason Crosby kicks extra point no good,0.000,-1.000
3,5:56,,,PHI 48,6,39,--,0.000,-0.280
3,5:56,1,10,PHI 20,6,39,Mark Sanchez pass complete short right to Jeremy Maclin for 7 yards (tackle by Tramon Williams and Morgan Burnett),0.280,0.680
3,5:25,2,3,PHI 27,6,39,LeSean McCoy left end for 13 yards (tackle by Micah Hyde),0.680,1.600
3,5:01,1,10,PHI 40,6,39,Mark Sanchez pass complete short middle to Riley Cooper for 14 yards (tackle by Sam Shields),1.600,2.520
3,4:35,1,10,GNB 46,6,39,Mark Sanchez pass incomplete deep middle intended for Riley Cooper,2.520,1.980
3,4:29,2,10,GNB 46,6,39,Mark Sanchez pass complete short middle to Zach Ertz for 6 yards (tackle by A.J. Hawk),1.980,2.080
3,4:29,3,4,GNB 40,6,39,Mark Sanchez pass incomplete short left intended for Darren Sproles,2.080,0.590
3,3:50,4,4,GNB 40,6,39,Mark Sanchez pass complete short middle to Zach Ertz for 22 yards (tackle by Morgan Burnett and Ha Ha Clinton-Dix). Penalty on Letroy Guion: Illegal Use of Hands (Declined),0.590,4.370
3,3:19,1,10,GNB 18,6,39,LeSean McCoy right guard for 4 yards (tackle by Josh Boyd),4.370,4.430
3,2:52,2,6,GNB 14,6,39,Mark Sanchez pass complete short right to Jeremy Maclin for 4 yards (tackle by Tramon Williams),4.430,4.510
3,2:27,3,2,GNB 10,12,39,"Mark Sanchez pass complete short left to Jordan Matthews for 10 yards, touchdown",4.510,7.000
3,2:27,,,GNB 2,13,39,Cody Parkey kicks extra point good,0.000,0.000
3,2:27,,,PHI 35,13,39,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,2:21,1,10,GNB 20,13,39,Eddie Lacy left end for 6 yards (tackle by Beau Allen and Brandon Bair),0.280,0.540
3,1:35,2,4,GNB 26,13,39,Eddie Lacy left tackle for 5 yards (tackle by Brandon Bair and Fletcher Cox),0.540,0.540
3,0:50,2,4,GNB 26,13,39,Timeout #1 by Green Bay Packers,0.540,1.000
3,0:50,1,10,GNB 31,13,39,Eddie Lacy left tackle for 37 yards (tackle by Cary Williams),1.000,3.450
3,0:18,1,10,PHI 32,13,39,James Starks left end for no gain (tackle by Fletcher Cox),3.450,2.900
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PHI 32,13,39,Aaron Rodgers pass incomplete,2.900,2.210
4,14:52,3,10,PHI 32,13,45,"Aaron Rodgers pass complete short left to Eddie Lacy for 32 yards, touchdown",2.210,7.000
4,14:52,,,PHI 2,13,46,Mason Crosby kicks extra point good,0.000,0.000
4,14:52,,,GNB 35,13,46,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,14:40,1,10,PHI 20,13,46,LeSean McCoy right end for 6 yards (tackle by Datone Jones),0.280,0.540
4,14:11,2,4,PHI 26,13,46,Mark Sanchez pass incomplete short right intended for Darren Sproles,0.540,-0.160
4,14:07,3,4,PHI 26,13,46,Mark Sanchez pass incomplete short right intended for Jeremy Maclin is intercepted by Tramon Williams at PHI-38 and returned for 2 yards,-0.160,-3.180
4,14:01,1,10,PHI 36,13,46,James Starks left end for 7 yards (tackle by Mychal Kendricks),3.180,3.580
4,12:57,2,3,PHI 29,13,46,James Starks up the middle for -3 yards (tackle by Bennie Logan and Brandon Graham),3.580,2.480
4,12:14,3,6,PHI 32,13,46,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,2.480,1.250
4,12:10,4,6,PHI 32,13,46,Mason Crosby 50 yard field goal no good,1.250,-1.600
4,12:05,1,10,PHI 40,13,46,LeSean McCoy right tackle for 4 yards (tackle by Josh Boyd),1.600,1.590
4,11:41,2,6,PHI 44,13,46,Mark Sanchez pass complete short right to Jordan Matthews for 16 yards (tackle by Casey Hayward),1.590,2.920
4,11:14,1,10,GNB 40,13,46,LeSean McCoy left end for 6 yards (tackle by Davon House),2.920,3.180
4,10:49,2,4,GNB 34,13,52,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Casey Hayward at PHI-49 and returned for 49 yards, touchdown",3.180,-7.000
4,10:39,,,PHI 2,13,53,"Mason Crosby kicks extra point good. Penalty on Bennie Logan: Defensive Offside, 5 yards",0.000,0.000
4,10:39,,,GNB 40,13,53,"Mason Crosby kicks off 60 yards, touchback",0.000,-0.280
4,10:39,1,10,PHI 20,13,53,LeSean McCoy right end for -1 yards (tackle by Datone Jones and Sean Richardson),0.280,-0.460
4,10:09,2,11,PHI 19,13,53,Mark Sanchez pass complete short right to Jeremy Maclin for -1 yards (tackle by Sam Shields),-0.460,-1.330
4,9:40,3,12,PHI 18,13,53,Mark Sanchez pass complete deep middle to Jordan Matthews for 36 yards (tackle by Sean Richardson),-1.330,2.520
4,9:09,1,10,GNB 46,13,53,LeSean McCoy right end for 7 yards (tackle by Sam Shields),2.520,2.920
4,8:43,2,3,GNB 39,13,53,Mark Sanchez pass incomplete short middle intended for Josh Huff,2.920,2.210
4,8:39,3,3,GNB 39,13,53,Mark Sanchez pass incomplete short right intended for Zach Ertz,2.210,0.660
4,8:34,4,3,GNB 39,13,53,Mark Sanchez pass complete short left to Jeremy Maclin for 6 yards (tackle by Sam Shields),0.660,3.380
4,8:09,1,10,GNB 33,13,53,Mark Sanchez pass complete short left to Riley Cooper for 9 yards (tackle by Davon House),3.380,4.050
4,7:50,2,1,GNB 24,13,53,LeSean McCoy right end for 4 yards (tackle by Sean Richardson),4.050,4.240
4,7:28,1,10,GNB 20,19,53,"Mark Sanchez pass complete short middle to Jeremy Maclin for 20 yards, touchdown",4.240,7.000
4,7:28,,,GNB 2,20,53,Cody Parkey kicks extra point good,0.000,0.000
4,7:28,,,PHI 35,20,53,"Cody Parkey kicks off 61 yards, returned by DuJuan Harris for 18 yards (tackle by Chris Maragos)",0.000,-0.410
4,7:16,1,10,GNB 22,20,53,James Starks right end for 3 yards (tackle by Casey Matthews and Bradley Fletcher),0.410,0.270
4,6:30,2,7,GNB 25,20,53,John Kuhn up the middle for 3 yards (tackle by Connor Barwin),0.270,-0.030
4,5:48,3,4,GNB 28,20,53,Matt Flynn pass complete short left to Randall Cobb for 12 yards (tackle by Brandon Boykin),-0.030,1.600
4,5:13,1,10,GNB 40,20,53,"James Starks right end for 15 yards (tackle by Connor Barwin). Penalty on Lane Taylor: Offensive Holding, 10 yards (no play)",1.600,0.940
4,4:42,1,20,GNB 30,20,53,James Starks left end for no gain (tackle by Mychal Kendricks and Vinny Curry),0.940,-0.300
4,4:02,2,20,GNB 30,20,53,"Matt Flynn pass incomplete deep right intended for Davante Adams. Penalty on J.C. Tretter: Unnecessary Roughness, 15 yards (no play)",-0.300,-2.500
4,3:56,2,35,GNB 15,20,53,James Starks left tackle for no gain (tackle by Beau Allen),-2.500,-3.820
4,3:14,3,35,GNB 15,20,53,Matt Flynn pass complete short left to James Starks for 14 yards (tackle by Nate Allen). Penalty on Richard Rodgers: Offensive Pass Interference (Declined),-3.820,-1.440
4,3:04,4,21,GNB 29,20,53,"Tim Masthay punts, blocked by Bryan Braman, recovered by Malcolm Jenkins and returned 1 yard",-1.440,-6.060
4,2:56,1,5,GNB 5,20,53,Chris Polk up the middle for 3 yards (tackle by A.J. Hawk),6.060,5.720
4,2:27,2,2,GNB 2,20,53,Chris Polk left end for -2 yards (tackle by Josh Boyd),5.720,4.490
4,2:00,3,4,GNB 4,20,53,Mark Sanchez pass incomplete short right intended for Brad Smith,4.490,3.030
4,1:56,4,4,GNB 4,20,53,Chris Polk right end for -1 yards (tackle by Sam Barrington),3.030,0.380
4,1:49,1,10,GNB 6,20,53,Matt Flynn kneels for -1 yards,-0.380,-0.850
4,1:08,2,11,GNB 5,20,53,Matt Flynn kneels for -1 yards,-0.850,-1.650
4,0:32,3,12,GNB 4,20,53,Matt Flynn kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
