#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:59,KAN 21,3,1:53,4,Blocked Punt
2,1,10:06,KAN 18,6,2:58,37,Punt
3,1,1:21,KAN 19,3,0:32,0,Punt
4,2,10:54,HOU 42,2,0:59,42,Touchdown
5,2,8:28,HOU 33,3,0:23,33,Touchdown
6,2,7:56,HOU 6,3,1:25,6,Touchdown
7,2,2:47,KAN 10,8,2:03,90,Touchdown
8,3,15:00,KAN 15,7,3:36,85,Touchdown
9,3,8:34,KAN 23,6,3:55,77,Touchdown
10,3,0:24,KAN 28,4,1:32,72,Touchdown
11,4,11:37,KAN 42,7,3:31,52,Field Goal
12,4,4:53,KAN 42,3,1:04,1,Punt
13,4,1:34,KAN 25,3,1:34,-3,End of Game
