Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Stefen Wisniewski,G,61,100%,0,0%,8,22%
Mitchell Schwartz,T,61,100%,0,0%,8,22%
Laurent Duvernay-Tardif,G,61,100%,0,0%,8,22%
Eric Fisher,T,61,100%,0,0%,8,22%
Austin Reiter,C,61,100%,0,0%,8,22%
Patrick Mahomes,QB,61,100%,0,0%,0,0%
Damien Williams,RB,59,97%,0,0%,0,0%
Tyreek Hill,WR,57,93%,0,0%,2,5%
Sammy Watkins,WR,53,87%,0,0%,0,0%
Travis Kelce,TE,41,67%,0,0%,0,0%
Demarcus Robinson,WR,35,57%,0,0%,5,14%
Blake Bell,TE,29,48%,0,0%,16,43%
Mecole Hardman,WR,10,16%,0,0%,14,38%
Anthony Sherman,FB,9,15%,0,0%,27,73%
Byron Pringle,WR,5,8%,0,0%,23,62%
Deon Yelder,TE,5,8%,0,0%,13,35%
Darwin Thompson,RB,1,2%,0,0%,19,51%
LeSean McCoy,RB,1,2%,0,0%,0,0%
Daniel Sorensen,FS,0,0%,80,100%,29,78%
Charvarius Ward,CB,0,0%,80,100%,10,27%
Bashaud Breeland,CB,0,0%,80,100%,0,0%
Tyrann Mathieu,SS,0,0%,80,100%,0,0%
Kendall Fuller,CB,0,0%,73,91%,0,0%
Tanoh Kpassagnon,DE,0,0%,67,84%,7,19%
Frank Clark,DE,0,0%,60,75%,0,0%
Ben Niemann,LB,0,0%,44,55%,29,78%
Rashad Fenton,CB,0,0%,40,50%,19,51%
Damien Wilson,LB,0,0%,38,48%,4,11%
Terrell Suggs,LB,0,0%,38,48%,0,0%
Demone Harris,LB,0,0%,36,45%,0,0%
Derrick Nnadi,DT,0,0%,35,44%,6,16%
Anthony Hitchens,LB,0,0%,35,44%,6,16%
Reggie Ragland,LB,0,0%,33,41%,0,0%
Khalen Saunders,DT,0,0%,18,23%,0,0%
Mike Pennel,NT,0,0%,13,16%,6,16%
Xavier Williams,DT,0,0%,13,16%,6,16%
Dorian O'Daniel,LB,0,0%,12,15%,29,78%
Armani Watts,SS,0,0%,4,5%,6,16%
Jordan Lucas,SS,0,0%,0,0%,29,78%
Harrison Butker,K,0,0%,0,0%,17,46%
Alex Brown,CB,0,0%,0,0%,13,35%
Dustin Colquitt,P,0,0%,0,0%,12,32%
James Winchester,LS,0,0%,0,0%,12,32%
Nick Allegretti,C,0,0%,0,0%,8,22%
