Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
1,4:52,1,10,STL 15,0,3,Steven Jackson middle for no gain (tackle by Cornelius Griffin),-0.220,-0.710
1,4:20,2,10,STL 15,0,3,"Marc Bulger pass complete short right to Randy McMichael for 2 yards (tackle by Rocky McIntosh). Randy McMichael fumbles (forced by Rocky McIntosh), recovered by Andre Carter at STL-17 (tackle by Steven Jackson). Penalty on Brian Orakpo: Roughing the Passer, 15 yards (no play)",-0.710,0.940
1,4:00,1,10,STL 30,0,3,Marc Bulger pass complete short left to Laurent Robinson for 6 yards (tackle by Chris Horton and DeAngelo Hall),0.940,1.200
1,3:27,2,4,STL 36,0,3,Marc Bulger pass incomplete intended for Donnie Avery,1.200,0.500
1,3:23,3,4,STL 36,0,3,Marc Bulger pass complete short middle to Steven Jackson for 5 yards (tackle by Carlos Rogers),0.500,1.660
1,2:40,1,10,STL 41,0,3,"Penalty on Marc Bulger: Delay of Game, 5 yards (no play)",1.660,1.330
1,2:15,1,15,STL 36,0,3,Kenneth Darby right tackle for 4 yards (tackle by Andre Carter and Rocky McIntosh),1.330,0.990
1,1:48,2,11,STL 40,0,3,"Marc Bulger middle for 6 yards (tackle by Rocky McIntosh). Marc Bulger fumbles (forced by Rocky McIntosh), recovered by Mark Setterstrom at STL-47",0.990,1.220
1,0:59,3,4,STL 47,0,3,Marc Bulger pass complete to Randy McMichael for 7 yards (tackle by Rocky McIntosh),1.220,2.520
1,0:26,1,10,WAS 46,0,3,Steven Jackson right guard for no gain (tackle by Phillip Daniels),2.520,1.980
Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,WAS 46,0,3,Marc Bulger sacked by Cornelius Griffin and Andre Carter for -6 yards. Penalty on Richie Incognito: Offensive Holding (Declined),1.980,0.500
2,14:35,3,16,STL 48,0,3,Marc Bulger pass complete short right to Steven Jackson for no gain,0.500,-0.190
2,14:05,4,16,STL 48,0,3,"Donnie Jones punts 41 yards, returned by Antwaan Randle El for 15 yards (tackle by Kenneth Darby)",-0.190,-0.670
2,13:55,1,10,WAS 26,0,3,Jason Campbell pass complete short middle to Mike Sellers for 12 yards (tackle by David Vobora),0.670,1.470
2,13:20,1,10,WAS 38,0,3,Jason Campbell pass complete short middle to Malcolm Kelly for 6 yards (tackle by James Butler),1.470,1.730
2,12:55,2,4,WAS 44,0,3,Jason Campbell pass complete to Clinton Portis for 5 yards (tackle by Ronald Bartell),1.730,2.190
2,12:36,1,10,WAS 49,0,3,Jason Campbell pass incomplete short right intended for Clinton Portis,2.190,1.650
2,12:34,2,10,WAS 49,0,3,Jason Campbell pass complete short right to Chris Cooley for 8 yards (tackle by James Butler),1.650,2.010
2,11:55,3,2,STL 43,0,3,Jason Campbell middle for 14 yards (tackle by James Laurinaitis),2.010,3.640
2,11:20,1,10,STL 29,0,3,Marcus Mason right end for 3 yards (tackle by LaJuan Ramsey and James Laurinaitis),3.640,3.510
2,10:40,2,7,STL 26,0,3,Marcus Mason left tackle for 2 yards (tackle by James Laurinaitis),3.510,3.070
2,9:55,3,5,STL 24,0,3,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",3.070,2.410
2,9:55,3,10,STL 29,0,3,Jason Campbell pass complete deep right to Santana Moss for 21 yards (tackle by James Butler),2.410,5.370
2,8:55,1,8,STL 8,0,3,Clinton Portis middle for -2 yards (tackle by Leonard Little),5.370,4.190
2,8:15,2,10,STL 10,0,3,Jason Campbell pass incomplete short middle intended for Mike Sellers (defended by David Vobora),4.190,3.130
2,8:10,3,10,STL 10,0,3,Jason Campbell pass incomplete short right intended for Antwaan Randle El (defended by Ronald Bartell),3.130,2.760
2,8:02,4,10,STL 10,0,6,Shaun Suisham 28 yard field goal good,2.760,3.000
2,,,,WAS 30,0,6,"Shaun Suisham kicks off 66 yards, returned by Kenneth Darby for 12 yards (tackle by Mike Sellers)",0.000,-0.140
2,7:52,1,10,STL 16,0,6,Marc Bulger pass incomplete short right intended for Laurent Robinson,-0.140,-0.660
2,7:48,2,10,STL 16,0,6,"Steven Jackson right tackle for 58 yards (tackle by Carlos Rogers). Penalty on Donnie Avery: Illegal Block Above the , 10 yards",-0.660,3.180
2,7:15,1,10,WAS 36,0,6,Marc Bulger pass complete short right to Randy McMichael for 7 yards (tackle by Phillip Daniels),3.180,3.580
2,6:35,2,3,WAS 29,0,6,"Steven Jackson middle for 4 yards (tackle by Kedric Golston and London Fletcher). Penalty on Kedric Golston: Defensive Holding, 5 yards",3.580,4.240
2,6:07,1,10,WAS 20,0,6,Marc Bulger pass incomplete short left intended for Steven Jackson,4.240,3.690
2,6:00,2,10,WAS 20,0,6,Marc Bulger pass complete short middle to Steven Jackson for 7 yards (tackle by Rocky McIntosh and London Fletcher),3.690,4.100
2,5:28,,,,0,6,Timeout #2 by Washington Redskins,0.000,4.100
2,5:28,3,3,WAS 13,0,6,Marc Bulger pass complete short right to Laurent Robinson for 8 yards (tackle by Carlos Rogers),4.100,6.060
2,4:50,1,5,WAS 5,0,6,Marc Bulger pass incomplete short middle intended for Randy McMichael (defended by Chris Horton),6.060,5.150
2,4:44,2,5,WAS 5,0,6,Steven Jackson right end for 3 yards (tackle by Rocky McIntosh and Albert Haynesworth),5.150,4.950
2,4:00,3,2,WAS 2,6,6,"Marc Bulger pass complete short left to Laurent Robinson for 2 yards, touchdown",4.950,7.000
2,,,,WAS 2,7,6,Josh Brown kicks extra point good,0.000,0.000
2,,,,STL 30,7,6,"Josh Brown kicks off 69 yards, returned by Devin Thomas for 21 yards (tackle by Chris Chamberlain)",0.000,0.410
2,3:50,1,10,WAS 22,7,6,Jason Campbell pass incomplete short middle intended for Santana Moss (defended by Leonard Little),0.410,-0.130
2,3:45,2,10,WAS 22,7,6,Clinton Portis right guard for 6 yards (tackle by James Hall),-0.130,-0.030
2,3:45,3,4,WAS 28,7,6,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",-0.030,-0.690
2,3:45,3,9,WAS 23,7,6,Jason Campbell pass complete short middle to Chris Cooley for 17 yards (tackle by David Roach),-0.690,1.600
2,2:10,1,10,WAS 40,7,6,Clinton Portis left end for 3 yards (tackle by Will Witherspoon and Chris Long),1.600,1.460
2,2:00,2,7,WAS 43,7,6,Jason Campbell pass incomplete short right intended for Santana Moss,1.460,0.760
2,1:55,3,7,WAS 43,7,6,Jason Campbell pass complete short right to Antwaan Randle El for 9 yards,0.760,2.390
2,1:48,1,10,STL 48,7,6,Jason Campbell pass incomplete short right intended for Antwaan Randle El,2.390,1.850
2,1:44,2,10,STL 48,7,6,Jason Campbell pass complete short left to Malcolm Kelly for 11 yards (tackle by Jonathan Wade),1.850,3.120
2,1:36,1,10,STL 37,7,6,"Jason Campbell pass complete short right to Santana Moss for 7 yards (tackle by Ronald Bartell). Santana Moss fumbles (forced by Ronald Bartell), recovered by Ronald Bartell at STL-30",3.120,-0.940
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
2,1:12,1,10,STL 30,7,6,Steven Jackson right end for 5 yards (tackle by Reed Doughty),0.940,1.070
2,0:40,2,5,STL 35,7,6,"Marc Bulger pass complete short right to Steven Jackson for 11 yards (tackle by Reed Doughty). Penalty on Alex Barron: Offensive Holding, 10 yards (no play)",1.070,-0.280
2,0:34,2,15,STL 25,7,6,Kenneth Darby right tackle for 9 yards (tackle by Reed Doughty and Chris Horton),-0.280,0.230
Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,6,"Shaun Suisham kicks off 69 yards, returned by Kenneth Darby for 23 yards (tackle by Reed Doughty)",0.000,0.540
3,14:54,1,10,STL 24,7,6,Marc Bulger pass complete short left to Laurent Robinson for 13 yards (tackle by DeAngelo Hall),0.540,1.400
3,14:20,1,10,STL 37,7,6,Marc Bulger pass incomplete short middle intended for Steven Jackson,1.400,0.860
3,14:12,2,10,STL 37,7,6,Marc Bulger pass incomplete short middle intended for Donnie Avery (defended by Cornelius Griffin),0.860,0.170
3,14:08,3,10,STL 37,7,6,Marc Bulger pass incomplete short right intended for Randy McMichael,0.170,-0.910
3,14:03,4,10,STL 37,7,6,"Donnie Jones punts 42 yards, fair catch by Antwaan Randle El",-0.910,-0.340
3,13:55,1,10,WAS 21,7,6,Clinton Portis left end for 7 yards (tackle by James Laurinaitis),0.340,0.750
3,13:20,2,3,WAS 28,7,6,Jason Campbell pass complete short middle to Fred Davis for -2 yards (tackle by Clifton Ryan and David Vobora),0.750,-0.230
3,12:31,3,5,WAS 26,7,6,Jason Campbell pass complete short middle to Santana Moss for 7 yards (tackle by Ronald Bartell),-0.230,1.140
3,11:50,1,10,WAS 33,7,6,Ladell Betts middle for 3 yards (tackle by Will Witherspoon and LaJuan Ramsey),1.140,1.000
3,11:10,2,7,WAS 36,7,6,Clinton Portis middle for 11 yards (tackle by O.J. Atogwe and Chris Long),1.000,2.060
3,10:40,1,10,WAS 47,7,6,Marcus Mason middle for no gain (tackle by Chris Long),2.060,1.520
3,10:04,,,,7,6,Timeout #1 by Los Angeles Rams,0.000,1.520
3,10:04,2,10,WAS 47,7,6,Jason Campbell pass incomplete short right intended for Chris Cooley,1.520,0.830
3,9:57,3,10,WAS 47,7,6,Jason Campbell pass complete short middle to Chris Cooley for 18 yards (tackle by Justin King),0.830,3.250
3,9:20,1,10,STL 35,7,6,Clinton Portis left tackle for 4 yards (tackle by David Vobora and James Laurinaitis),3.250,3.240
3,8:40,2,6,STL 31,7,6,Jason Campbell pass complete deep middle to Antwaan Randle El for 24 yards (tackle by James Butler),3.240,5.600
3,8:00,1,7,STL 7,7,6,Clinton Portis left end for no gain (tackle by Gary Gibson),5.600,4.760
3,7:25,2,7,STL 7,7,6,Clinton Portis right guard for 2 yards (tackle by Will Witherspoon and Chris Long),4.760,4.260
3,6:40,3,5,STL 5,7,6,Clinton Portis pass incomplete short right intended for Chris Cooley. Penalty on Will Montgomery: Offensive Holding (Declined),4.260,3.010
3,6:32,4,5,STL 5,7,9,Shaun Suisham 23 yard field goal good,3.010,3.000
3,,,,WAS 30,7,9,"Shaun Suisham kicks off 57 yards, returned by Billy Bajema for 12 yards (tackle by Byron Westbrook)",0.000,0.610
3,6:22,1,10,STL 25,7,9,Steven Jackson right tackle for 4 yards (tackle by Andre Carter and London Fletcher),0.610,0.600
3,5:50,2,6,STL 29,7,9,Steven Jackson right end for 5 yards (tackle by London Fletcher),0.600,0.560
3,5:15,3,1,STL 34,7,9,"Penalty on Daniel Fells: False Start, 5 yards (no play)",0.560,-0.100
3,5:01,3,6,STL 29,7,9,Marc Bulger pass complete short middle to Keenan Burton for 13 yards (tackle by Justin Tryon),-0.100,1.730
3,4:10,1,10,STL 42,7,9,Steven Jackson right end for no gain (tackle by Kedric Golston),1.730,1.190
3,3:35,2,10,STL 42,7,9,"Marc Bulger pass complete short left to Mike Karney for 5 yards (tackle by Rocky McIntosh). Penalty on Alex Barron: Offensive Holding, 10 yards (no play)",1.190,-0.160
3,3:05,2,20,STL 32,7,9,Marc Bulger pass complete short middle to Keenan Burton for 25 yards (tackle by Chris Horton),-0.160,2.720
3,2:15,1,10,WAS 43,7,9,Steven Jackson right tackle for no gain (tackle by Cornelius Griffin and Andre Carter),2.720,2.180
3,1:35,2,10,WAS 43,7,9,Marc Bulger middle for 3 yards (tackle by Andre Carter),2.180,1.880
3,0:54,,,,7,9,Timeout #2 by Los Angeles Rams,0.000,1.880
3,0:54,3,7,WAS 40,7,9,Marc Bulger pass complete short middle to Laurent Robinson for 13 yards (tackle by Carlos Rogers),1.880,3.780
3,0:15,1,10,WAS 27,7,9,Steven Jackson right end for 6 yards (tackle by London Fletcher),3.780,4.040
Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,WAS 21,7,9,Steven Jackson left guard for 6 yards (tackle by Albert Haynesworth and London Fletcher),4.040,4.580
4,14:20,1,10,WAS 15,7,9,Steven Jackson middle for 6 yards (tackle by Chris Horton and London Fletcher),4.580,5.030
4,13:45,2,4,WAS 9,7,9,Steven Jackson right tackle for no gain (tackle by London Fletcher),5.030,4.220
4,13:00,3,4,WAS 9,7,9,"Marc Bulger pass complete short right to Donnie Avery for 4 yards (tackle by Chris Horton). Donnie Avery fumbles (forced by Chris Horton), recovered by Carlos Rogers at WAS-7",4.220,0.380
4,12:55,1,10,WAS 7,7,9,Clinton Portis left end for -1 yards (tackle by Will Witherspoon and Clifton Ryan),-0.380,-0.850
4,12:15,2,11,WAS 6,7,9,Jason Campbell sacked by James Hall and Chris Long for -5 yards,-0.850,-2.010
4,11:25,3,15,WAS 1,7,9,Ladell Betts left end for 3 yards (tackle by Will Witherspoon),-2.010,-2.490
4,11:15,4,12,WAS 4,7,9,"Hunter Smith punts 52 yards, returned by Derek Stanley for 7 yards (tackle by Chris Horton)",-2.490,-2.320
4,10:51,1,10,WAS 49,7,9,Steven Jackson right end for 5 yards (tackle by Phillip Daniels and LaRon Landry),2.320,2.460
4,10:10,2,5,WAS 44,7,9,Steven Jackson right tackle for 3 yards (tackle by Cornelius Griffin),2.460,2.150
4,9:30,3,2,WAS 41,7,9,Marc Bulger pass incomplete short middle intended for Laurent Robinson (defended by DeAngelo Hall),2.150,0.530
4,9:25,,,,7,9,Timeout #3 by Los Angeles Rams,0.000,0.530
4,9:25,4,2,WAS 41,7,9,"Penalty on Samkon Gado: False Start, 5 yards (no play)",0.530,0.200
4,9:25,4,7,WAS 46,7,9,"Donnie Jones punts 46 yards, touchback",0.200,-0.280
4,9:15,1,10,WAS 20,7,9,Clinton Portis right tackle for 7 yards (tackle by James Hall),0.280,0.680
4,8:40,2,3,WAS 27,7,9,Jason Campbell pass complete short right to Antwaan Randle El for 2 yards,0.680,0.230
4,8:15,3,1,WAS 29,7,9,Clinton Portis left tackle for 6 yards (tackle by James Butler and Will Witherspoon),0.230,1.270
4,7:35,1,10,WAS 35,7,9,Jason Campbell pass incomplete deep right intended for Devin Thomas,1.270,0.720
4,7:28,2,10,WAS 35,7,9,Jason Campbell pass complete short middle to Ladell Betts for 25 yards (tackle by Justin King),0.720,2.920
4,6:45,1,10,STL 40,7,9,"Jason Campbell for no gain. Jason Campbell fumbles, recovered by Clinton Portis at STL-45",2.920,1.700
4,6:10,2,15,STL 45,7,9,Jason Campbell pass complete short left to Malcolm Kelly for 16 yards (tackle by James Laurinaitis and Will Witherspoon),1.700,3.640
4,5:20,1,10,STL 29,7,9,Jason Campbell pass incomplete deep left intended for Malcolm Kelly,3.640,3.100
4,5:12,2,10,STL 29,7,9,Jason Campbell left end for 5 yards (tackle by Justin King),3.100,3.070
4,4:40,3,5,STL 24,7,9,Jason Campbell pass complete short left to Antwaan Randle El for 4 yards,3.070,2.270
4,3:47,,,,7,9,Timeout #1 by Washington Redskins,0.000,2.270
4,3:47,4,1,STL 20,7,9,Clinton Portis left tackle for 9 yards (tackle by Jonathan Wade and O.J. Atogwe),2.270,4.840
4,3:00,1,10,STL 11,7,9,Ladell Betts left end for 4 yards (tackle by James Laurinaitis and Jonathan Wade),4.840,4.890
4,2:20,2,6,STL 7,7,9,Ladell Betts left end for 3 yards (tackle by O.J. Atogwe),4.890,4.670
4,2:13,,,,7,9,Timeout #2 by Washington Redskins,0.000,4.670
4,2:13,3,3,STL 4,7,9,Clinton Portis left guard for 2 yards (tackle by Leonard Little and O.J. Atogwe),4.670,3.250
4,2:00,4,1,STL 2,7,9,Clinton Portis left end for -2 yards (tackle by David Vobora),3.250,0.380
4,1:55,1,10,STL 4,7,9,Marc Bulger pass incomplete short middle intended for Randy McMichael,-0.380,-0.780
4,1:50,2,10,STL 4,7,9,Marc Bulger pass incomplete short right intended for Donnie Avery (defended by Carlos Rogers),-0.780,-1.420
4,1:45,3,10,STL 4,7,9,Marc Bulger pass incomplete deep middle intended for Laurent Robinson (defended by Albert Haynesworth),-1.420,-2.490
4,1:40,4,10,STL 4,7,9,Marc Bulger pass incomplete deep right intended for Donnie Avery (defended by Chris Horton),-2.490,-6.280
4,1:32,1,4,STL 4,7,9,"Penalty on Jason Campbell: Delay of Game, 5 yards (no play)",6.280,5.140
4,1:32,1,9,STL 9,7,9,Jason Campbell kneels for -1 yards,5.140,4.190
4,0:50,2,10,STL 10,7,9,Jason Campbell kneels for -2 yards,4.190,3.100
4,0:11,3,12,STL 12,7,9,Jason Campbell kneels for -1 yards,3.100,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
