Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 63 yards, returned by Alex Erickson for no gain (tackle by Matthias Farley and Kenny Moore)",0.000,0.940
1,14:53,1,10,CIN 30,0,0,Joe Mixon up the middle for 7 yards (tackle by Darius Leonard),0.940,1.340
1,14:11,2,3,CIN 37,0,0,Andy Dalton pass short left intended for Joe Mixon is intercepted by Kenny Moore at CIN-39 and returned for 32 yards,1.340,-5.600
1,14:01,1,7,CIN 7,0,0,Jordan Wilkins left end for 3 yards (tackle by Nick Vigil and Geno Atkins),5.600,5.340
1,13:23,2,4,CIN 4,0,0,"Andrew Luck pass incomplete short left intended for Nyheim Hines (defended by William Jackson). Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",5.340,3.580
1,13:18,2,14,CIN 14,0,0,Andrew Luck pass short left intended for Jack Doyle is intercepted by Preston Brown at CIN-5 and returned for 2 yards,3.580,0.380
1,13:10,1,10,CIN 7,0,0,Joe Mixon right guard for 4 yards (tackle by Darius Leonard),-0.380,-0.490
1,12:32,2,6,CIN 11,0,0,Andy Dalton pass complete short right to Tyler Eifert for 29 yards (tackle by Malik Hooker),-0.490,1.600
1,11:55,1,10,CIN 40,0,0,Joe Mixon left end for 7 yards (tackle by Darius Leonard),1.600,2.000
1,11:17,2,3,CIN 47,0,0,Andy Dalton pass complete short left to Joe Mixon for 21 yards (tackle by Clayton Geathers),2.000,3.450
1,10:37,1,10,IND 32,0,0,Joe Mixon left end for 5 yards (tackle by Skai Moore),3.450,3.580
1,9:58,2,5,IND 27,0,0,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by Nate Hairston),3.580,4.110
1,9:20,1,10,IND 22,0,0,Giovani Bernard right end for -2 yards (tackle by Al-Quadin Muhammad and Al Woods),4.110,3.290
1,8:35,2,12,IND 24,0,0,Andy Dalton pass incomplete deep right intended for John Ross,3.290,2.610
1,8:30,3,12,IND 24,0,0,Andy Dalton pass incomplete short middle intended for Tyler Boyd (defended by Jabaal Sheard),2.610,1.870
1,8:25,4,12,IND 24,3,0,Randy Bullock 42 yard field goal good,1.870,3.000
1,8:20,,,CIN 35,3,0,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,8:20,1,10,IND 25,3,0,Andrew Luck pass complete short right to Ryan Grant for 3 yards (tackle by Dre Kirkpatrick),0.610,0.470
1,7:45,2,7,IND 28,3,0,Jordan Wilkins left guard for 12 yards (tackle by Jessie Bates),0.470,1.600
1,7:09,1,10,IND 40,3,0,Andrew Luck pass complete short right to Ryan Grant for 6 yards (tackle by Preston Brown),1.600,1.860
1,6:40,2,4,IND 46,3,0,Jordan Wilkins up the middle for 2 yards (tackle by Shawn Williams),1.860,1.420
1,6:03,3,2,IND 48,3,0,Andrew Luck pass complete short middle to Chester Rogers for 8 yards (tackle by Preston Brown),1.420,2.650
1,5:27,1,10,CIN 44,3,0,Andrew Luck pass complete short right to Chester Rogers for 3 yards (tackle by Jessie Bates),2.650,2.520
1,4:51,2,7,CIN 41,3,0,Andrew Luck pass complete short middle to Ryan Grant for 13 yards (tackle by Shawn Williams),2.520,3.710
1,4:17,1,10,CIN 28,3,0,Jordan Wilkins left tackle for 3 yards (tackle by Ryan Glasgow),3.710,3.570
1,3:45,2,7,CIN 25,3,0,Jordan Wilkins left guard for no gain (tackle by Jordan Evans and Andrew Billings),3.570,2.870
1,3:10,3,7,CIN 25,3,0,"Andrew Luck left end for 7 yards (tackle by Michael Johnson). Penalty on Shawn Williams: Disqualification, 9 yards",2.870,5.140
1,2:49,1,9,CIN 9,3,0,Andrew Luck pass incomplete short middle intended for Eric Ebron,5.140,4.380
1,2:44,2,9,CIN 9,3,0,Andrew Luck pass complete short left to Jordan Wilkins for 8 yards (tackle by William Jackson),4.380,5.170
1,2:06,3,1,CIN 1,3,0,Jordan Wilkins up the middle for -2 yards (tackle by Geno Atkins and Jordan Evans),5.170,3.040
1,1:27,,,,,,Timeout #1 by Cincinnati Bengals,,
1,1:27,4,3,CIN 3,3,3,Adam Vinatieri 21 yard field goal good,3.040,3.000
1,1:23,,,IND 35,3,3,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,1:23,1,10,CIN 25,3,3,Andy Dalton pass complete short right to Joe Mixon for 8 yards (tackle by Nate Hairston),0.610,1.140
1,0:58,2,2,CIN 33,3,3,Andy Dalton pass complete short right to Tyler Kroft for 9 yards (tackle by Anthony Walker and Darius Leonard),1.140,1.730
1,0:11,1,10,CIN 42,3,3,"Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Matthias Farley). A.J. Green fumbles (forced by Matthias Farley), recovered by Darius Leonard at IND-42 (tackle by Tyler Boyd)",1.730,-1.730
1,0:04,1,10,IND 42,3,3,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards,1.730,2.130
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,IND 49,3,3,Nyheim Hines right end for 4 yards (tackle by Jessie Bates),2.130,2.460
2,14:27,1,10,CIN 47,3,3,"Jordan Wilkins right end for no gain (tackle by Jordan Evans). Penalty on Eric Ebron: Offensive Holding, 10 yards (no play)",2.460,1.800
2,14:04,1,20,IND 43,3,3,Andrew Luck pass incomplete short middle intended for T.Y. Hilton (defended by Darqueze Dennard),1.800,0.560
2,13:59,2,20,IND 43,3,3,Andrew Luck pass complete short left to Eric Ebron for 12 yards (tackle by Preston Brown),0.560,1.490
2,13:31,3,8,CIN 45,3,3,Andrew Luck pass complete short right to T.Y. Hilton for 13 yards (tackle by Jessie Bates),1.490,3.450
2,12:47,1,10,CIN 32,3,3,Nyheim Hines up the middle for 6 yards (tackle by Clayton Fejedelem),3.450,3.710
2,12:09,2,4,CIN 26,3,9,"Andrew Luck pass complete deep right to Eric Ebron for 26 yards, touchdown",3.710,7.000
2,12:02,,,CIN 15,3,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,12:02,,,IND 35,3,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,12:02,1,10,CIN 25,3,10,"Giovani Bernard right end for no gain (tackle by Darius Leonard). Penalty on Bobby Hart: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,11:33,1,20,CIN 15,3,10,Andy Dalton pass complete short right to Tyler Boyd for 5 yards (tackle by Anthony Walker),-0.410,-0.610
2,10:50,2,15,CIN 20,3,10,Andy Dalton pass complete short right to Giovani Bernard for 11 yards (tackle by Clayton Geathers),-0.610,0.170
2,10:08,3,4,CIN 31,3,10,Andy Dalton left end for 1 yard (tackle by Darius Leonard),0.170,-1.240
2,9:34,4,3,CIN 32,3,10,"Kevin Huber punts 46 yards, returned by Chester Rogers for no gain (tackle by Tony McRae)",-1.240,-0.410
2,9:24,1,10,IND 22,3,10,Jordan Wilkins left end for 5 yards (tackle by William Jackson),0.410,0.540
2,8:56,2,5,IND 27,3,10,Andrew Luck pass incomplete short right,0.540,-0.160
2,8:48,3,5,IND 27,3,10,Andrew Luck pass complete short left to T.Y. Hilton for 13 yards (tackle by Clayton Fejedelem),-0.160,1.600
2,8:07,1,10,IND 40,3,10,"Andrew Luck pass complete deep right to T.Y. Hilton for 24 yards (tackle by Dre Kirkpatrick). Penalty on T.Y. Hilton: Offensive Pass Interference, 10 yards (no play)",1.600,0.940
2,7:44,1,20,IND 30,3,10,Christine Michael up the middle for 8 yards (tackle by Clayton Fejedelem),0.940,0.780
2,7:05,2,12,IND 38,3,10,Andrew Luck pass complete short middle to Nyheim Hines for 17 yards (tackle by Clayton Fejedelem),0.780,2.590
2,6:27,1,10,CIN 45,3,10,Nyheim Hines right tackle for 1 yard (tackle by Geno Atkins and Ryan Glasgow),2.590,2.180
2,5:49,2,9,CIN 44,3,10,Jordan Wilkins right tackle for 6 yards (tackle by Jessie Bates),2.180,2.280
2,5:10,3,3,CIN 38,3,10,Andrew Luck pass complete short right to Erik Swoope for 13 yards (tackle by Clayton Fejedelem),2.280,3.910
2,4:30,1,10,CIN 25,3,10,Christine Michael up the middle for 1 yard (tackle by Jordan Evans),3.910,3.500
2,3:50,2,9,CIN 24,3,10,Andrew Luck pass complete short right to Ryan Grant for 4 yards (tackle by Preston Brown),3.500,3.340
2,3:11,3,5,CIN 20,3,10,Andrew Luck pass incomplete short right intended for T.Y. Hilton. Penalty on Eric Ebron: Offensive Pass Interference (Declined),3.340,2.170
2,3:06,4,5,CIN 20,3,13,Adam Vinatieri 38 yard field goal good,2.170,3.000
2,3:01,,,IND 35,3,13,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,3:01,1,10,CIN 25,3,13,Andy Dalton pass complete short right to C.J. Uzomah for 4 yards (tackle by Clayton Geathers),0.610,0.600
2,2:40,2,6,CIN 29,3,13,Joe Mixon left tackle for 5 yards (tackle by Kenny Moore and Al Woods),0.600,0.560
2,2:19,3,1,CIN 34,3,13,Joe Mixon left end for 27 yards (tackle by Malik Hooker),0.560,2.980
2,2:00,1,10,IND 39,3,13,"Andy Dalton pass incomplete deep left intended for A.J. Green. Penalty on Quincy Wilson: Defensive Pass Interference, 36 yards (no play)",2.980,6.510
2,1:54,1,3,IND 3,3,13,Andy Dalton pass incomplete short right intended for A.J. Green,6.510,5.530
2,1:48,2,3,IND 3,9,13,"Andy Dalton pass complete short left to John Ross for 3 yards, touchdown",5.530,7.000
2,1:44,,,IND 15,10,13,Randy Bullock kicks extra point good,0.000,0.000
2,1:44,,,CIN 35,10,13,"Randy Bullock kicks off 69 yards, returned by Zach Pascal for no gain (tackle by Tra Carson and Tony McRae)",0.000,0.540
2,1:38,1,10,IND 24,10,13,Andrew Luck pass complete short left to Jack Doyle for 5 yards (tackle by Darqueze Dennard),0.540,0.670
2,1:20,2,5,IND 29,10,13,Andrew Luck pass complete short right to Nyheim Hines for 7 yards (tackle by Ryan Glasgow),0.670,1.330
2,1:00,1,10,IND 36,10,13,Andrew Luck pass complete short middle to Nyheim Hines for 8 yards (tackle by Nick Vigil),1.330,1.870
2,0:53,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:53,2,2,IND 44,10,13,Andrew Luck pass complete short left to Eric Ebron for 1 yard (tackle by Nick Vigil),1.870,1.290
2,0:41,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:41,3,1,IND 45,10,13,Nyheim Hines left guard for 4 yards (tackle by Clayton Fejedelem),1.290,2.190
2,0:27,1,10,IND 49,10,13,"Andrew Luck pass incomplete deep middle intended for T.Y. Hilton (defended by Dre Kirkpatrick). Penalty on Carlos Dunlap: Roughing the Passer, 15 yards (no play)",2.190,3.180
