Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
3,1:10,1,10,NWE 43,21,10,Bailey Zappe pass short middle (defended by Elandon Roberts) intended for JuJu Smith-Schuster is intercepted by Mykal Walker at NE-46 and returned for 30 yards (tackle by Ezekiel Elliott),1.800,-4.510
3,0:58,1,10,NWE 16,21,10,Najee Harris right guard for 1 yard (tackle by Davon Godchaux),4.510,4.050
3,0:21,2,9,NWE 15,21,10,Mitchell Trubisky pass incomplete short right,4.050,3.220
3,0:14,3,9,NWE 15,21,10,Mitchell Trubisky scrambles up the middle for 7 yards (tackle by Ja'Whaun Bentley),3.220,2.990
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,NWE 8,21,10,Mitchell Trubisky pass complete short right to Jaylen Warren for 1 yard (tackle by Mack Wilson and Ja'Whaun Bentley),2.990,0.380
4,14:54,1,10,NWE 7,21,10,Bailey Zappe pass complete short left to Tyquan Thornton for 3 yards (tackle by Patrick Peterson),-0.380,-0.560
4,14:23,2,7,NWE 10,21,10,Ezekiel Elliott right guard for 5 yards (tackle by T.J. Watt and Minkah Fitzpatrick),-0.560,-0.480
4,13:42,3,2,NWE 15,21,10,Bailey Zappe pass incomplete short right intended for Tyquan Thornton,-0.480,-2.440
4,13:31,4,2,NWE 15,21,10,Bryce Baringer punts 11 yards downed by Marte Mapu,-2.440,-3.840
4,13:23,1,10,NWE 26,21,10,Najee Harris left guard for 6 yards (tackle by Lawrence Guy and Jahlani Tavai),3.840,4.110
4,12:40,2,4,NWE 20,21,10,Mitchell Trubisky pass complete short right to Darnell Washington for 12 yards (tackle by Jahlani Tavai),4.110,5.370
4,11:55,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,11:55,1,8,NWE 8,21,10,"Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth. Penalty on J.C. Jackson: Defensive Pass Interference, 7 yards (accepted) (no play)",5.370,6.970
4,11:51,1,1,NWE 1,21,10,Connor Heyward pass incomplete short right intended for Darnell Washington (defended by Mack Wilson),6.970,5.910
4,11:47,2,1,NWE 1,21,16,"Mitchell Trubisky for 1 yard, touchdown",5.910,7.000
4,11:44,,,NWE 2,21,18,Two Point Attempt: Mitchell Trubisky pass complete to to Pat Freiermuth for no gain,1.000,1.000
4,11:44,,,PIT 35,21,18,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,11:44,1,10,NWE 25,21,18,Bailey Zappe pass complete short left to Ezekiel Elliott for 9 yards (tackle by Nick Herbig),0.610,1.280
4,11:12,2,1,NWE 34,21,18,Ezekiel Elliott up the middle for 2 yards (tackle by T.J. Watt),1.280,1.330
4,10:32,1,10,NWE 36,21,18,Ezekiel Elliott up the middle for -1 yards (tackle by T.J. Watt),1.330,0.660
4,9:58,2,11,NWE 35,21,18,Bailey Zappe scrambles up the middle for 2 yards (tackle by Elandon Roberts),0.660,0.230
4,9:18,3,9,NWE 37,21,18,Bailey Zappe pass complete short left to JuJu Smith-Schuster for 8 yards (tackle by Patrick Peterson),0.230,-0.390
4,8:36,4,1,NWE 45,21,18,"Bryce Baringer punts 55 yards, touchback.",-0.390,-0.280
4,8:24,1,10,PIT 20,21,18,Mitchell Trubisky pass complete short right to Najee Harris for 5 yards (tackle by Jahlani Tavai),0.280,0.410
4,7:48,2,5,PIT 25,21,18,Mitchell Trubisky pass incomplete short middle intended for Jaylen Warren,0.410,-0.300
4,7:41,3,5,PIT 25,21,18,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 4 yards (tackle by Jalen Mills),-0.300,-1.440
4,7:13,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,7:13,4,1,PIT 29,21,18,Mitchell Trubisky up the middle for 2 yards (tackle by Ja'Whaun Bentley and Jahlani Tavai),-1.440,1.000
4,6:37,1,10,PIT 31,21,18,Mitchell Trubisky pass complete short right to George Pickens for 7 yards (tackle by Jonathan Jones),1.000,1.410
4,5:56,2,3,PIT 38,21,18,Mitchell Trubisky pass complete short left to George Pickens for no gain (tackle by Jonathan Jones),1.410,0.700
4,5:16,3,3,PIT 38,21,18,Mitchell Trubisky pass incomplete short right intended for Pat Freiermuth,0.700,-0.850
4,5:06,4,3,PIT 38,21,18,"Penalty on Christian Kuntz: False Start, 5 yards (accepted) (no play)",-0.850,-1.180
4,5:06,4,8,PIT 33,21,18,"Pressley Harvin punts 53 yards, fair catch by Myles Bryant at NE-14",-1.180,0.280
4,4:58,1,10,NWE 14,21,18,Ezekiel Elliott left guard for 4 yards (tackle by Cameron Heyward and Larry Ogunjobi),-0.280,-0.210
4,4:18,2,6,NWE 18,21,18,Ezekiel Elliott right guard for 4 yards (tackle by Larry Ogunjobi and Blake Martinez),-0.210,-0.440
4,3:34,3,2,NWE 22,21,18,Ezekiel Elliott up the middle for 1 yard (tackle by Cameron Heyward),-0.440,-1.830
4,2:54,4,1,NWE 23,21,18,"Bryce Baringer punts 50 yards, fair catch by Calvin Austin at PIT-27",-1.830,-0.740
4,2:44,1,10,PIT 27,21,18,Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth,0.740,0.200
4,2:39,2,10,PIT 27,21,18,Mitchell Trubisky pass complete short middle to Najee Harris for 14 yards (tackle by Ja'Whaun Bentley and Jahlani Tavai),0.200,1.660
4,2:14,1,10,PIT 41,21,18,Mitchell Trubisky pass incomplete short right intended for Diontae Johnson,1.660,1.120
4,2:09,2,10,PIT 41,21,18,Mitchell Trubisky pass complete short right to Diontae Johnson for 8 yards (tackle by J.C. Jackson),1.120,1.490
4,2:05,3,2,PIT 49,21,18,Mitchell Trubisky pass incomplete deep right intended for George Pickens,1.490,-0.130
4,2:01,4,2,PIT 49,21,18,Mitchell Trubisky pass incomplete deep left intended for Diontae Johnson,-0.130,-2.390
4,1:55,1,10,PIT 48,21,18,"Penalty on Hunter Henry: False Start, 5 yards (accepted) (no play)",2.390,2.060
4,1:55,1,15,NWE 47,21,18,Ezekiel Elliott up the middle for 2 yards (tackle by Montravius Adams),2.060,1.440
4,1:51,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,1:51,2,13,NWE 49,21,18,"Ezekiel Elliott right guard for 13 yards (tackle by Joey Porter) Replay Assistant challenged the first down ruling, and the original play was overturned. Ezekiel Elliott for 12 yards (tackle by Joey Porter)",1.440,2.340
4,1:07,,,,,,Timeout #1 by New England Patriots,,
4,1:07,3,1,PIT 39,21,18,Bailey Zappe up the middle for no gain (tackle by Blake Martinez),2.340,0.660
4,0:22,,,,,,Timeout #2 by New England Patriots,,
4,0:22,4,1,PIT 39,21,18,Bryce Baringer punts 26 yards out of bounds,0.660,0.320
4,0:15,1,10,PIT 13,21,18,Mitchell Trubisky pass complete deep right to Diontae Johnson for 24 yards (tackle by Jalen Mills),-0.320,1.400
4,0:07,1,10,PIT 37,21,18,Mitchell Trubisky pass complete deep middle to Allen Robinson for 21 yards (tackle by Myles Bryant),1.400,2.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
