Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Broderick Jones,T,70,100%,0,0%,2,7%
Dan Moore,T,70,100%,0,0%,2,7%
Mitchell Trubisky,QB,70,100%,0,0%,0,0%
Isaac Seumalo,G,70,100%,0,0%,0,0%
Mason Cole,C,70,100%,0,0%,0,0%
James Daniels,G,70,100%,0,0%,0,0%
George Pickens,WR,60,86%,0,0%,0,0%
Pat Freiermuth,TE,48,69%,0,0%,2,7%
Diontae Johnson,WR,48,69%,0,0%,0,0%
Allen Robinson,WR,41,59%,0,0%,0,0%
Najee Harris,RB,40,57%,0,0%,0,0%
Jaylen Warren,RB,37,53%,0,0%,4,14%
Darnell Washington,TE,30,43%,0,0%,6,21%
Calvin Austin,WR,20,29%,0,0%,8,29%
Connor Heyward,TE,11,16%,0,0%,17,61%
Miles Boykin,WR,8,11%,0,0%,21,75%
Rodney Williams,TE,4,6%,0,0%,14,50%
Chukwuma Okorafor,T,3,4%,0,0%,0,0%
Joey Porter Jr.,CB,0,0%,57,100%,9,32%
Minkah Fitzpatrick,FS,0,0%,57,100%,1,4%
Patrick Peterson,CB,0,0%,54,95%,5,18%
T.J. Watt,LB,0,0%,52,91%,4,14%
Damontae Kazee,SS,0,0%,51,89%,11,39%
Elandon Roberts,LB,0,0%,46,81%,5,18%
Nick Herbig,LB,0,0%,45,79%,25,90%
Cameron Heyward,DT,0,0%,43,75%,5,18%
Larry Ogunjobi,DT,0,0%,38,67%,2,7%
Trenton Thompson,SS,0,0%,30,53%,14,50%
Mykal Walker,LB,0,0%,25,44%,0,0%
Blake Martinez,LB,0,0%,21,37%,5,18%
Levi Wallace,CB,0,0%,18,32%,0,0%
Keeanu Benton,DT,0,0%,17,30%,2,7%
Montravius Adams,NT,0,0%,17,30%,1,4%
Alex Highsmith,LB,0,0%,17,30%,1,4%
Armon Watts,NT,0,0%,15,26%,3,11%
Isaiahh Loudermilk,DE,0,0%,10,18%,5,18%
Chandon Sullivan,CB,0,0%,8,14%,15,54%
Mark Robinson,LB,0,0%,6,11%,19,68%
Miles Killebrew,SS,0,0%,0,0%,21,75%
Kyron Johnson,LB,0,0%,0,0%,20,72%
Darius Rush,CB,0,0%,0,0%,17,61%
Godwin Igwebuike,RB,0,0%,0,0%,15,54%
Christian Kuntz,LS,0,0%,0,0%,8,29%
Pressley Harvin III,P,0,0%,0,0%,8,29%
Chris Boswell,K,0,0%,0,0%,6,21%
Nate Herbig,G,0,0%,0,0%,2,7%
Spencer Anderson,T,0,0%,0,0%,2,7%
