Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
2,14:47,1,10,CHI 49,0,0,"Anthony Thomas left end for 5 yards (tackle by Brian Dawkins). Penalty on Ike Reese: Unsportsmanlike Conduct, 15 yards",2.190,3.510
2,12:00,1,10,PHI 31,0,0,Anthony Thomas left end for no gain (tackle by Blaine Bishop and Levon Kirkland),3.510,2.970
2,11:22,2,10,PHI 31,0,0,"Jim Miller pass complete to Anthony Thomas for 19 yards (tackle by Blaine Bishop). Penalty on Marty Booker: Offensive Holding, 10 yards",2.970,4.180
2,11:22,2,1,PHI 22,0,0,Anthony Thomas right guard for 2 yards (tackle by Hugh Douglas),4.180,4.240
2,10:19,1,10,PHI 20,0,0,Jim Miller pass complete to Stanley Pritchett for 5 yards (tackle by Bobby Taylor),4.240,4.450
2,10:19,2,5,PHI 15,0,0,Anthony Thomas left end for 3 yards (tackle by Hugh Douglas),4.450,4.340
2,9:36,3,2,PHI 12,0,0,Jim Miller pass incomplete intended for Ahmad Merritt,4.340,2.760
2,9:30,4,2,PHI 12,0,3,Paul Edinger 30 yard field goal good,2.760,3.000
2,9:30,,,CHI 30,0,3,"Paul Edinger kicks off 60 yards, returned by Brian Mitchell for 17 yards (tackle by Bryan Knight)",0.000,0.740
2,9:23,1,10,PHI 27,0,3,"Duce Staley right guard for 2 yards (tackle by Brian Urlacher and Christian Peter). Penalty on Rosevelt Colvin: Unnecessary Roughness, 15 yards",0.740,1.860
2,8:24,1,10,PHI 44,0,3,Duce Staley left guard for 3 yards (tackle by Phillip Daniels and Christian Peter),1.860,1.720
2,7:55,2,7,PHI 47,0,3,Donovan McNabb for 9 yards (tackle by Michael Green),1.720,2.650
2,7:55,1,10,CHI 44,0,3,Duce Staley right guard for 9 yards (tackle by Brian Urlacher and Keith Traylor),2.650,3.330
2,7:15,2,1,CHI 35,0,3,Duce Staley left guard for 3 yards (tackle by Christian Peter),3.330,3.450
2,6:39,1,10,CHI 32,0,3,Duce Staley left end for 5 yards (tackle by Brian Urlacher),3.450,3.580
2,6:01,2,5,CHI 27,0,3,"Donovan McNabb for 8 yards (tackle by Michael Green). Penalty on Michael Green: Illegal Contact, 5 yards",3.580,4.650
2,5:35,1,10,CHI 14,0,3,Duce Staley left tackle for -1 yards (tackle by Keith Traylor),4.650,3.850
2,4:58,2,11,CHI 15,0,3,"Donovan McNabb pass incomplete intended for James Thrash. Penalty on R.W. McQuarters: Defensive Pass Interference, 10 yards (no play)",3.850,6.060
2,4:53,1,5,CHI 5,0,3,Donovan McNabb pass incomplete intended for Todd Pinkston,6.060,5.150
2,4:47,2,5,CHI 5,6,3,"Donovan McNabb left guard for 5 yards, touchdown",5.150,7.000
2,4:47,,,CHI 5,7,3,David Akers kicks extra point good,0.000,0.000
2,4:47,,,PHI 30,7,3,"David Akers kicks off 56 yards, returned by Ahmad Merritt for 17 yards (tackle by Barry Gardner)",0.000,1.000
2,4:37,1,10,CHI 31,7,3,Anthony Thomas right tackle for 6 yards (tackle by Levon Kirkland),1.000,1.270
2,4:04,2,4,CHI 37,7,3,Anthony Thomas right tackle for 3 yards (tackle by Levon Kirkland),1.270,0.960
2,3:24,3,1,CHI 40,7,3,Anthony Thomas left tackle for 4 yards (tackle by Levon Kirkland),0.960,1.860
2,2:43,3,1,CHI 40,,,Timeout #1 by Chicago Bears,0.960,1.860
2,2:43,1,10,CHI 44,7,3,Jim Miller pass complete to Marty Booker for 19 yards (tackle by Troy Vincent),1.860,3.120
2,2:32,1,10,PHI 37,7,3,Jim Miller pass complete to Dez White for 24 yards (tackle by Ike Reese),3.120,4.710
2,2:00,1,10,PHI 13,7,3,Anthony Thomas right guard for 7 yards (tackle by Brandon Whiting and Brian Dawkins),4.710,5.340
2,2:00,2,3,PHI 6,7,9,"Anthony Thomas left end for 6 yards, touchdown",5.340,7.000
2,2:00,,,PHI 6,7,10,Paul Edinger kicks extra point good,0.000,0.000
2,2:00,,,CHI 30,7,10,"Paul Edinger kicks off 64 yards, returned by Brian Mitchell for 22 yards (tackle by Bryan Knight). Penalty on Freddie Mitchell: Offensive Holding, 10 yards",0.000,0.040
2,1:12,1,10,PHI 18,7,10,Donovan McNabb pass complete to Duce Staley for 15 yards (tackle by R.W. McQuarters),0.040,1.140
2,1:02,1,10,PHI 18,,,Timeout #1 by Philadelphia Eagles,0.040,1.140
2,1:02,1,10,PHI 33,7,10,Donovan McNabb pass incomplete intended for Duce Staley,1.140,0.590
2,0:56,2,10,PHI 33,7,10,Donovan McNabb pass complete to Antonio Freeman for 23 yards (tackle by Michael Green and Larry Whigham),0.590,2.650
2,0:46,2,10,PHI 33,,,Timeout #2 by Philadelphia Eagles,0.590,2.650
2,0:46,1,10,CHI 44,7,10,"Donovan McNabb pass incomplete is intercepted by Mike Brown at CHI-37. Penalty on Bryan Robinson: Unnecessary Roughness, 15 yards",2.650,-0.480
2,0:38,1,10,CHI 23,7,10,Jim Miller pass complete to Ahmad Merritt for 5 yards (tackle by Al Harris),0.480,0.610
2,0:28,1,10,CHI 23,,,Timeout #2 by Chicago Bears,0.480,0.610
2,0:27,2,5,CHI 28,7,10,Jim Miller pass complete to Ahmad Merritt for 25 yards (tackle by Brian Dawkins),0.610,2.460
2,0:19,2,5,CHI 28,,,Timeout #3 by Chicago Bears,0.610,2.460
2,0:19,1,10,PHI 47,7,10,Jim Miller pass complete to Marcus Robinson for 12 yards (tackle by Al Harris),2.460,3.250
2,0:05,1,10,PHI 35,7,10,Jim Miller pass incomplete,3.250,2.700
2,0:04,2,10,PHI 35,7,13,Paul Edinger 53 yard field goal good,2.700,3.000
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,7,13,"Paul Edinger kicks off 58 yards, returned by Brian Mitchell for 29 yards (tackle by Damon Moore)",0.000,1.660
3,14:55,1,10,PHI 41,7,13,Duce Staley left guard for 2 yards (tackle by Christian Peter and Michael Green),1.660,1.390
3,14:19,2,8,PHI 43,7,13,Duce Staley left tackle for 2 yards (tackle by Brian Urlacher),1.390,0.960
3,13:39,3,6,PHI 45,7,13,Donovan McNabb pass complete to Antonio Freeman for 28 yards (tackle by Michael Green),0.960,3.780
3,13:02,1,10,CHI 27,7,13,Duce Staley right end for 1 yard (tackle by Michael Green and Brian Urlacher),3.780,3.370
3,12:23,2,9,CHI 26,7,13,Donovan McNabb pass complete to James Thrash for 6 yards (tackle by R.W. McQuarters),3.370,3.470
3,11:41,3,3,CHI 20,7,13,Donovan McNabb for 14 yards (tackle by Alex Brown),3.470,5.830
3,11:10,1,6,CHI 6,7,13,Donovan McNabb pass incomplete intended for James Thrash,5.830,4.950
3,11:06,2,6,CHI 6,7,13,Donovan McNabb pass complete to Dorsey Levens for 1 yard (tackle by Bryan Robinson and Rosevelt Colvin),4.950,4.260
3,10:30,3,5,CHI 5,7,13,Donovan McNabb pass incomplete intended for Antonio Freeman (defended by Michael Green),4.260,3.010
3,10:25,4,5,CHI 5,10,13,David Akers 23 yard field goal good,3.010,3.000
3,10:25,,,PHI 30,10,13,"David Akers kicks off 68 yards, returned by Ahmad Merritt for 16 yards (tackle by Michael Lewis)",0.000,0.040
3,10:16,1,10,CHI 18,10,13,Jim Miller pass incomplete intended for John Davis,0.040,-0.490
3,10:13,2,10,CHI 18,10,13,Anthony Thomas right guard for 1 yard (tackle by Ike Reese),-0.490,-1.040
3,9:32,3,9,CHI 19,10,13,Jim Miller sacked by Blaine Bishop for -5 yards,-1.040,-2.470
3,9:14,4,14,CHI 14,10,13,"Brad Maynard punts 37 yards, returned by Brian Mitchell for 14 yards (tackle by Mike Brown)",-2.470,-3.120
3,9:04,1,10,CHI 37,10,13,Donovan McNabb sacked by Brian Urlacher for -6 yards,3.120,1.760
3,8:33,2,16,CHI 43,10,13,Donovan McNabb pass complete to Dorsey Levens for 11 yards (tackle by Michael Green),1.760,2.540
3,7:45,2,16,CHI 43,,,Timeout #1 by Philadelphia Eagles,1.760,2.540
3,7:45,3,5,CHI 32,10,13,Donovan McNabb pass complete to Antonio Freeman for 6 yards (tackle by Mike Brown),2.540,3.840
3,7:07,1,10,CHI 26,10,13,Duce Staley left guard for 2 yards (tackle by Christian Peter and Bobbie Howard),3.840,3.570
3,6:29,2,8,CHI 24,10,13,Donovan McNabb pass incomplete intended for Antonio Freeman (defended by Brian Urlacher),3.570,2.870
3,6:25,3,8,CHI 24,10,13,Donovan McNabb right tackle for 6 yards (tackle by Mike Caldwell),2.870,2.370
3,6:25,4,2,CHI 18,13,13,David Akers 36 yard field goal good,2.370,3.000
3,6:25,,,PHI 30,13,13,"David Akers kicks off 67 yards, returned by Ahmad Merritt for 20 yards (tackle by Jeff Thomason)",0.000,0.480
3,5:35,1,10,CHI 23,13,13,Leon Johnson left guard for 2 yards (tackle by Hugh Douglas),0.480,0.200
3,4:57,2,8,CHI 25,13,13,Jim Miller pass incomplete intended for Ahmad Merritt (defended by Ike Reese),0.200,-0.490
3,4:54,3,8,CHI 25,13,13,"Penalty on James Williams: False Start, 5 yards (no play)",-0.490,-1.150
3,4:54,3,13,CHI 20,13,13,"Jim Miller pass incomplete intended for Marcus Robinson is intercepted by Brian Dawkins at CHI-48 and returned for 9 yards. Penalty on Shawn Barber: Unnecessary Roughness, 15 yards (no play)",-1.150,1.270
3,4:43,1,10,CHI 35,13,13,Anthony Thomas right end for -3 yards (tackle by Levon Kirkland),1.270,0.320
3,4:43,2,13,CHI 32,13,13,Jim Miller pass complete to Marty Booker for 3 yards (tackle by Brian Dawkins),0.320,0.040
3,4:43,3,10,CHI 35,13,13,Jim Miller pass incomplete intended for Marcus Robinson,0.040,-1.040
3,3:04,4,10,CHI 35,13,13,"Brad Maynard punts 35 yards, returned by Brian Mitchell for 10 yards (tackle by Mike Brown)",-1.040,-1.600
3,2:54,1,10,PHI 40,13,13,Donovan McNabb pass incomplete intended for James Thrash,1.600,1.050
3,2:49,2,10,PHI 40,13,13,Donovan McNabb pass incomplete intended for James Thrash,1.050,0.370
3,2:45,3,10,PHI 40,13,13,Donovan McNabb pass complete to Chad Lewis for 9 yards (tackle by Mike Brown),0.370,-0.130
3,2:13,4,1,PHI 49,13,13,Donovan McNabb right guard for 2 yards (tackle by Rosevelt Colvin),-0.130,2.320
3,1:46,1,10,CHI 49,13,13,Duce Staley right guard for 4 yards (tackle by Alex Brown),2.320,2.320
3,1:11,2,6,CHI 45,13,13,Duce Staley left guard for 2 yards (tackle by Alex Brown),2.320,1.880
3,0:31,3,4,CHI 43,13,13,Donovan McNabb right tackle for 3 yards (tackle by Mike Caldwell and Phillip Daniels),1.880,0.590
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CHI 40,13,13,"Sean Landeta punts 40 yards, touchback",0.590,-0.280
4,14:52,1,10,CHI 20,13,13,Jim Miller pass incomplete intended for John Davis (defended by Levon Kirkland),0.280,-0.270
4,14:48,2,10,CHI 20,13,13,"Jim Miller for no gain. Jim Miller fumbles, recovered by Brandon Whiting at CHI-18",-0.270,-4.370
4,14:42,1,10,CHI 18,13,13,Donovan McNabb pass complete to Cecil Martin for 4 yards (tackle by Michael Green),4.370,4.430
4,14:05,2,6,CHI 14,13,13,James Thrash left end for 5 yards (tackle by Alex Brown),4.430,4.740
4,13:36,2,6,CHI 14,,,Timeout #2 by Philadelphia Eagles,4.430,4.740
4,13:36,3,1,CHI 9,13,13,Donovan McNabb pass incomplete intended for Cecil Martin,4.740,2.980
4,13:36,4,1,CHI 9,16,13,David Akers 27 yard field goal good,2.980,3.000
4,13:36,,,PHI 30,16,13,"David Akers kicks off 59 yards, returned by Ahmad Merritt for 18 yards (tackle by Lito Sheppard)",0.000,0.870
4,13:22,1,10,CHI 29,16,13,--,0.870,0.870
4,13:22,1,10,CHI 29,16,13,Anthony Thomas right tackle for 1 yard (tackle by Corey Simon),0.870,0.460
4,12:45,2,9,CHI 30,16,13,Jim Miller pass complete to Anthony Thomas for 6 yards (tackle by Levon Kirkland),0.460,0.560
4,11:56,3,3,CHI 36,16,13,Jim Miller sacked by Hugh Douglas for -5 yards,0.560,-1.310
4,11:39,4,8,CHI 31,16,13,"Brad Maynard punts 41 yards, returned by Brian Mitchell for 21 yards (tackle by Mike Brown)",-1.310,-2.190
4,11:28,1,10,PHI 49,16,13,Donovan McNabb pass complete to Chad Lewis for 9 yards (tackle by Alex Brown),2.190,2.860
4,11:10,2,1,CHI 42,16,13,Duce Staley right tackle for 4 yards (tackle by Alfonso Boone),2.860,3.050
4,10:37,1,10,CHI 38,16,13,"Donovan McNabb pass complete to Chad Lewis for 7 yards (tackle by R.W. McQuarters). Penalty on Christian Peter: Illegal Use of Hands, 5 yards (no play)",3.050,3.380
4,10:37,1,10,CHI 33,16,13,Duce Staley right tackle for -3 yards (tackle by Brian Urlacher),3.380,2.430
4,10:37,2,13,CHI 36,16,13,Donovan McNabb pass complete to Chad Lewis for 5 yards (tackle by Rosevelt Colvin),2.430,2.410
4,9:06,3,8,CHI 31,16,13,Donovan McNabb pass complete to James Thrash for 7 yards (tackle by R.W. McQuarters),2.410,2.020
4,8:14,4,1,CHI 24,16,13,Duce Staley right end for no gain (tackle by Phillip Daniels),2.020,-0.540
4,8:08,1,10,CHI 24,16,13,Anthony Thomas left end for -3 yards (tackle by Levon Kirkland),0.540,-0.410
4,7:27,2,13,CHI 21,16,13,Jim Miller pass complete to Anthony Thomas for 14 yards (tackle by Darwin Walker),-0.410,1.270
4,6:47,1,10,CHI 35,16,13,Jim Miller pass incomplete intended for Marty Booker,1.270,0.720
4,6:42,2,10,CHI 35,16,13,Jim Miller pass incomplete intended for John Davis,0.720,0.040
4,6:37,3,10,CHI 35,16,13,Jim Miller pass incomplete intended for Dez White,0.040,-1.040
4,6:33,4,10,CHI 35,16,13,Brad Maynard punts 34 yards,-1.040,-1.000
4,6:22,1,10,PHI 31,16,13,"Donovan McNabb pass incomplete intended for James Thrash. Penalty on R.W. McQuarters: Defensive Pass Interference, 16 yards (no play)",1.000,2.060
4,6:17,1,10,PHI 47,16,13,Donovan McNabb pass complete to Todd Pinkston for 39 yards (tackle by Mike Brown). Penalty on Jerry Azumah: Defensive Pass Interference (Declined),2.060,4.650
4,5:55,1,10,CHI 14,16,13,Duce Staley left guard for 1 yard (tackle by Michael Green and Alex Brown),4.650,4.160
4,5:15,2,9,CHI 13,16,13,Donovan McNabb pass complete to James Thrash for 6 yards (tackle by Reggie Austin),4.160,4.500
4,4:33,3,3,CHI 7,16,13,Donovan McNabb pass complete to Freddie Mitchell for 2 yards (tackle by Michael Green),4.500,3.030
4,3:45,4,1,CHI 5,19,13,David Akers 22 yard field goal good,3.030,3.000
4,3:45,,,PHI 30,19,13,"David Akers kicks off 59 yards, returned by Ahmad Merritt for 14 yards (tackle by Michael Lewis)",0.000,0.610
4,3:37,1,10,CHI 25,19,13,Jim Miller pass complete to John Davis for 8 yards (tackle by Troy Vincent),0.610,1.140
4,3:00,2,2,CHI 33,19,13,Anthony Thomas left tackle for 5 yards (tackle by Shawn Barber),1.140,1.470
4,2:22,1,10,CHI 38,19,13,Jim Miller pass complete to Stanley Pritchett for 14 yards (tackle by Shawn Barber),1.470,2.390
4,2:00,1,10,PHI 48,19,13,Jim Miller pass complete to Anthony Thomas for 13 yards (tackle by Brandon Whiting),2.390,3.250
4,1:23,1,10,PHI 35,19,13,Jim Miller pass complete to Marty Booker for 6 yards (tackle by Al Harris),3.250,3.510
4,1:15,1,10,PHI 35,,,Timeout #1 by Chicago Bears,3.250,3.510
4,1:15,2,4,PHI 29,19,13,Jim Miller pass complete to Dez White for 3 yards (tackle by Brian Dawkins),3.510,3.200
4,1:03,2,4,PHI 29,,,Timeout #2 by Chicago Bears,3.510,3.200
4,1:03,3,1,PHI 26,19,13,Jim Miller pass incomplete intended for Marty Booker,3.200,1.890
4,0:59,4,1,PHI 26,19,13,Leon Johnson right tackle for 2 yards (tackle by Ike Reese),1.890,3.970
4,0:35,1,10,PHI 24,19,13,Jim Miller pass incomplete intended for Dez White,3.970,3.430
4,0:29,2,10,PHI 24,19,13,Jim Miller pass incomplete intended for John Davis (defended by Ike Reese),3.430,2.740
4,0:25,3,10,PHI 24,19,13,Jim Miller sacked by Hugh Douglas for -9 yards,2.740,1.150
4,0:17,3,10,PHI 24,,,Timeout #3 by Chicago Bears,2.740,1.150
4,0:17,4,19,PHI 33,19,13,Jim Miller pass incomplete intended for Marcus Robinson,1.150,-1.140
4,0:11,1,10,PHI 33,19,13,Donovan McNabb for -2 yards,1.140,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
