Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
2,4:58,1,10,GNB 39,14,14,Aaron Rodgers pass incomplete short middle,1.530,0.990
2,4:55,2,10,GNB 39,14,14,Aaron Jones right end for 7 yards (tackle by Mike Pennel),0.990,1.220
2,4:11,3,3,GNB 46,14,14,Aaron Rodgers pass incomplete deep right intended for Jake Kumerow,1.220,-0.320
2,4:06,4,3,GNB 46,14,14,JK Scott punts 38 yards out of bounds,-0.320,0.140
2,3:59,1,10,KAN 16,14,14,LeSean McCoy right end for 6 yards (tackle by Jaire Alexander),-0.140,0.280
2,3:25,2,4,KAN 22,14,14,Matt Moore pass complete short left to Travis Kelce for 7 yards (tackle by Preston Smith),0.280,0.870
2,2:56,1,10,KAN 29,14,14,Matt Moore pass incomplete short left intended for Blake Bell,0.870,0.330
2,2:53,2,10,KAN 29,14,14,Matt Moore pass complete deep left to Tyreek Hill for 21 yards (tackle by Darnell Savage). Penalty on Darnell Savage: Illegal Contact (Declined),0.330,2.260
2,2:31,1,10,KAN 50,14,14,Matt Moore pass complete short right to Mecole Hardman for 25 yards (tackle by Jaire Alexander),2.260,3.910
2,2:00,1,10,GNB 25,14,14,Matt Moore pass incomplete short left,3.910,3.360
2,1:55,2,10,GNB 25,14,14,Matt Moore pass complete short left to LeSean McCoy for 10 yards (tackle by Darnell Savage),3.360,4.580
2,1:15,1,10,GNB 15,14,14,Matt Moore pass complete short right to LeSean McCoy for 5 yards (tackle by Blake Martinez),4.580,4.840
2,1:08,,,,,,Timeout #1 by Green Bay Packers,,
2,1:08,2,5,GNB 10,14,14,Matt Moore pass incomplete short right intended for Travis Kelce (defended by Montravius Adams),4.840,4.000
2,1:04,3,5,GNB 10,14,14,Matt Moore pass incomplete short right intended for Travis Kelce,4.000,2.810
2,1:00,4,5,GNB 10,14,17,Harrison Butker 28 yard field goal good,2.810,3.000
2,0:56,,,KAN 35,14,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,0:56,1,10,GNB 25,14,17,Aaron Rodgers pass incomplete short right,0.610,0.060
2,0:51,2,10,GNB 25,14,17,Aaron Rodgers pass complete short right to Jimmy Graham for 7 yards (tackle by Ben Niemann),0.060,0.300
2,0:19,3,3,GNB 32,14,17,Aaron Rodgers pass complete short left to Allen Lazard for 4 yards (tackle by Tyrann Mathieu),0.300,1.330
2,0:15,1,10,GNB 36,14,17,Aaron Rodgers right end for 8 yards (tackle by Emmanuel Ogbah),1.330,1.870
2,0:03,,,,,,Timeout #2 by Green Bay Packers,,
2,0:03,2,2,GNB 44,14,17,Aaron Rodgers sacked by Tanoh Kpassagnon for -13 yards,1.870,-0.560
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,17,"Mason Crosby kicks off 66 yards, returned by Mecole Hardman for 26 yards (tackle by Danny Vitale)",0.000,0.610
3,14:55,1,10,KAN 25,14,17,LeSean McCoy right guard for 9 yards (tackle by Darnell Savage),0.610,1.280
3,14:22,2,1,KAN 34,14,17,LeSean McCoy right guard for 2 yards (tackle by Za'Darius Smith),1.280,1.330
3,13:40,1,10,KAN 36,14,17,Matt Moore pass incomplete short middle intended for Sammy Watkins,1.330,0.790
3,13:36,2,10,KAN 36,14,17,Matt Moore pass complete short right to LeSean McCoy for 4 yards (tackle by Adrian Amos),0.790,0.630
3,12:52,3,6,KAN 40,14,17,Matt Moore pass complete short left to Tyreek Hill for 10 yards (tackle by Kevin King),0.630,2.260
3,12:16,1,10,KAN 50,14,17,Matt Moore pass complete short right to Darwin Thompson for -1 yards (tackle by Jaire Alexander),2.260,1.580
3,11:34,2,11,KAN 49,14,17,LeSean McCoy right end for 4 yards (tackle by Kenny Clark),1.580,1.420
3,10:56,3,7,GNB 47,14,17,Matt Moore sacked by Za'Darius Smith for -12 yards,1.420,-0.650
3,10:12,4,19,KAN 41,14,17,"Dustin Colquitt punts 48 yards, fair catch by Darrius Shepherd at GB-11",-0.650,0.370
3,10:04,1,10,GNB 11,14,17,Aaron Rodgers pass complete short left to Jimmy Graham for 2 yards (tackle by Charvarius Ward),-0.370,-0.630
3,9:20,2,8,GNB 13,14,17,Aaron Rodgers pass complete short right to Allen Lazard for 14 yards (tackle by Tyrann Mathieu),-0.630,0.740
3,8:36,1,10,GNB 27,14,17,Aaron Rodgers pass complete short left to Marcedes Lewis for 11 yards,0.740,1.470
3,8:16,1,10,GNB 38,14,17,Jamaal Williams right tackle for no gain (tackle by Reggie Ragland),1.470,0.920
3,7:31,2,10,GNB 38,14,17,Aaron Rodgers pass incomplete deep left intended for Marquez Valdes-Scantling (defended by Charvarius Ward),0.920,0.230
3,7:25,3,10,GNB 38,14,17,Aaron Rodgers pass complete short left to Jimmy Graham for 11 yards (tackle by Ben Niemann),0.230,2.190
3,6:38,1,10,GNB 49,14,17,Jamaal Williams up the middle for 14 yards (tackle by Juan Thornhill),2.190,3.120
3,6:03,1,10,KAN 37,14,17,Aaron Jones right guard for 5 yards (tackle by Anthony Hitchens and Bashaud Breeland),3.120,3.250
3,5:18,2,5,KAN 32,14,17,Aaron Rodgers pass complete short left to Geronimo Allison for 7 yards (tackle by Charvarius Ward and Damien Wilson),3.250,3.910
3,4:41,1,10,KAN 25,14,17,Aaron Rodgers pass complete short right to Allen Lazard for 8 yards (tackle by Juan Thornhill),3.910,4.550
3,3:57,2,2,KAN 17,14,17,Aaron Rodgers pass complete short right to Aaron Jones for 11 yards (tackle by Bashaud Breeland),4.550,5.830
3,3:18,1,6,KAN 6,14,17,"Penalty on GNB: Delay of Game, 5 yards (no play)",5.830,4.770
3,2:55,1,11,KAN 11,14,17,Aaron Jones right end for 4 yards (tackle by Daniel Sorensen),4.770,4.760
3,2:19,2,7,KAN 7,14,17,Aaron Rodgers pass incomplete short left intended for Jake Kumerow,4.760,3.810
3,2:15,,,,,,Timeout #1 by Green Bay Packers,,
3,2:15,3,7,KAN 7,14,17,Aaron Rodgers sacked by Emmanuel Ogbah for -10 yards,3.810,2.310
3,1:35,4,17,KAN 17,17,17,Mason Crosby 35 yard field goal good,2.310,3.000
3,1:31,,,GNB 35,17,17,"Mason Crosby kicks off 67 yards, returned by Darwin Thompson for 27 yards (tackle by Danny Vitale and Kyler Fackrell)",0.000,0.610
3,1:24,1,10,KAN 25,17,17,"LeSean McCoy up the middle for 1 yard (tackle by Tyler Lancaster). LeSean McCoy fumbles (forced by Tyler Lancaster), recovered by Tyler Lancaster at KC-27",0.610,-3.780
3,1:19,1,10,KAN 27,17,17,Aaron Rodgers sacked by Khalen Saunders for no gain,3.780,3.230
3,0:32,2,10,KAN 27,17,17,Aaron Rodgers right end for 15 yards (tackle by Tyrann Mathieu),3.230,4.780
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 12,17,17,Aaron Rodgers pass incomplete short right intended for Geronimo Allison,4.780,4.100
4,14:55,2,10,KAN 12,17,17,Aaron Rodgers right tackle for 9 yards (tackle by Mike Pennel),4.100,5.060
4,14:05,3,1,KAN 3,23,17,"Aaron Rodgers pass complete short right to Jamaal Williams for 3 yards, touchdown, touchdown",5.060,7.000
4,13:57,,,KAN 15,24,17,Mason Crosby kicks extra point good,0.000,0.000
4,13:57,,,GNB 35,24,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,13:57,1,10,KAN 25,24,17,Damien Williams right guard for 8 yards (tackle by Blake Martinez and Dean Lowry),0.610,1.140
4,13:15,2,2,KAN 33,24,17,Matt Moore pass complete short left to Demarcus Robinson for 4 yards (tackle by Kevin King),1.140,1.400
4,12:42,1,10,KAN 37,24,17,Damien Williams up the middle for 9 yards (tackle by Darnell Savage),1.400,2.070
4,12:03,2,1,KAN 46,24,17,Matt Moore pass complete short left to Tyreek Hill for 8 yards (tackle by Kevin King),2.070,2.520
4,11:30,1,10,GNB 46,24,17,Matt Moore pass complete deep middle to Sammy Watkins for 25 yards (tackle by Blake Martinez),2.520,4.170
4,10:54,1,10,GNB 21,24,17,Damien Williams right tackle for 3 yards (tackle by Za'Darius Smith),4.170,4.040
4,10:30,2,7,GNB 18,24,17,Matt Moore pass complete short right to Sammy Watkins for 10 yards (tackle by Adrian Amos),4.040,5.370
4,9:51,1,8,GNB 8,24,17,Damien Williams up the middle for no gain (tackle by Preston Smith),5.370,4.570
4,9:14,2,8,GNB 8,24,17,Matt Moore pass incomplete short right intended for Tyreek Hill,4.570,3.580
4,9:09,3,8,GNB 8,24,17,"Matt Moore pass incomplete short middle intended for Travis Kelce. Penalty on Tramon Williams: Illegal Use of Hands, 5 yards (no play)",3.580,6.510
4,9:03,1,3,GNB 3,24,23,"Damien Williams left tackle for 3 yards, touchdown",6.510,7.000
4,9:01,,,GNB 15,24,24,Harrison Butker kicks extra point good,0.000,0.000
4,9:01,,,KAN 35,24,24,"Harrison Butker kicks off 59 yards, returned by Chandon Sullivan for 19 yards (tackle by Anthony Sherman)",0.000,0.610
4,8:55,1,10,GNB 25,24,24,Aaron Jones up the middle for 8 yards (tackle by Juan Thornhill and Anthony Hitchens),0.610,1.140
4,8:14,2,2,GNB 33,30,24,"Aaron Rodgers pass complete short left to Aaron Jones for 67 yards, touchdown",1.140,7.000
4,8:02,,,KAN 15,31,24,Mason Crosby kicks extra point good,0.000,0.000
4,8:02,,,GNB 35,31,24,"Mason Crosby kicks off 65 yards, returned by Mecole Hardman for 22 yards (tackle by Evan Baylis)",0.000,0.410
4,7:57,1,10,KAN 22,31,24,Matt Moore pass complete short right to Demarcus Robinson for 2 yards (tackle by Tramon Williams),0.410,0.140
4,7:22,2,8,KAN 24,31,24,Matt Moore pass incomplete short right intended for Travis Kelce (defended by Jaire Alexander),0.140,-0.560
4,7:16,3,8,KAN 24,31,24,Matt Moore pass complete short left to Travis Kelce for 9 yards (tackle by Kevin King),-0.560,1.140
4,6:38,1,10,KAN 33,31,24,Damien Williams left end for 4 yards (tackle by Blake Martinez),1.140,1.130
4,5:59,2,6,KAN 37,31,24,Damien Williams up the middle for 3 yards (tackle by Blake Martinez and Darnell Savage),1.130,0.830
4,5:18,3,3,KAN 40,31,24,Matt Moore pass incomplete short middle intended for Travis Kelce (defended by Chandon Sullivan),0.830,-0.720
4,5:13,4,3,KAN 40,31,24,Dustin Colquitt punts 58 yards downed by Rashad Fenton,-0.720,0.380
4,5:04,1,10,GNB 2,31,24,Aaron Jones up the middle for 6 yards (tackle by Anthony Hitchens),-0.380,-0.340
4,4:25,2,4,GNB 8,31,24,Aaron Jones right guard for 2 yards (tackle by Emmanuel Ogbah),-0.340,-0.480
4,3:40,3,2,GNB 10,31,24,Aaron Jones right tackle for 4 yards (tackle by Ben Niemann),-0.480,-0.280
4,2:57,1,10,GNB 14,31,24,Aaron Jones right end for 9 yards (tackle by Bashaud Breeland),-0.280,0.550
4,2:52,,,,,,Timeout #1 by Kansas City Chiefs,,
4,2:52,2,1,GNB 23,31,24,Aaron Jones up the middle for 5 yards (tackle by Anthony Hitchens and Reggie Ragland),0.550,0.810
4,2:46,,,,,,Timeout #2 by Kansas City Chiefs,,
4,2:46,1,10,GNB 28,31,24,Jamaal Williams left end for 2 yards (tackle by Reggie Ragland),0.810,0.530
4,2:41,,,,,,Timeout #3 by Kansas City Chiefs,,
4,2:41,2,8,GNB 30,31,24,Aaron Jones right tackle for 3 yards (tackle by Emmanuel Ogbah and Reggie Ragland),0.530,0.230
4,2:00,3,5,GNB 33,31,24,Aaron Rodgers pass complete short right to Aaron Jones for 8 yards (tackle by Ben Niemann),0.230,1.660
4,1:56,1,10,GNB 41,31,24,Aaron Rodgers kneels for -1 yards,1.660,0.990
4,1:16,2,11,GNB 40,31,24,Aaron Rodgers kneels for -1 yards,0.990,0.170
4,0:36,3,12,GNB 39,31,24,Aaron Rodgers kneels for -1 yards,0.170,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
