Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
1,7:50,1,10,CLE 36,0,7,"Chad Henne pass incomplete deep right intended for Clay Harbor. Penalty on T.J. Ward: Illegal Contact, 5 yards (no play)",3.180,3.510
1,7:45,1,10,CLE 31,0,7,Jordan Todman left guard for 13 yards (tackle by Darius Eubanks),3.510,4.370
1,7:10,1,10,CLE 18,6,7,"Chad Henne pass complete short left to Clay Harbor for 18 yards, touchdown",4.370,7.000
1,7:10,,,CLE 2,7,7,Josh Scobee kicks extra point good,0.000,0.000
1,7:10,,,JAX 35,7,7,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
1,7:04,1,10,CLE 20,7,7,Brandon Weeden pass complete short right to Josh Gordon for 23 yards (tackle by Jonathan Cyprien),0.280,1.800
1,6:42,1,10,CLE 43,7,7,Fozzy Whittaker left tackle for 4 yards (tackle by Russell Allen),1.800,1.790
1,6:15,2,6,CLE 47,7,7,Chris Ogbonnaya right guard for -1 yards (tackle by Tyson Alualu),1.790,0.960
1,5:35,3,7,CLE 46,7,7,Brandon Weeden pass incomplete deep right intended for Josh Gordon,0.960,-0.320
1,5:29,4,7,CLE 46,7,7,"Spencer Lanning punts 32 yards, fair catch by Ace Sanders. Penalty on CLE: Illegal Formation, 5 yards",-0.320,-0.740
1,5:22,1,10,JAX 27,7,7,Chad Henne sacked by Ahtyba Rubin for 0 yards,0.740,0.200
1,4:52,2,10,JAX 27,7,7,Maurice Jones-Drew right guard for 13 yards (tackle by T.J. Ward),0.200,1.600
1,4:27,1,10,JAX 40,7,7,Maurice Jones-Drew right tackle for 4 yards (tackle by Phil Taylor),1.600,1.590
1,3:52,2,6,JAX 44,7,7,Chad Henne pass complete short left to Ace Sanders for 7 yards (tackle by Buster Skrine),1.590,2.320
1,3:38,1,10,CLE 49,7,7,"Chad Henne pass complete short right to Ace Sanders for 12 yards (tackle by Chris Owens). Penalty on Ace Sanders: Illegal Substitution (Offsetting), Penalty on CLE: Defensive 12 On-field (Offsetting) (no play)",2.320,2.320
1,3:22,1,10,CLE 49,7,7,Jordan Todman right tackle for 7 yards (tackle by Barkevious Mingo),2.320,2.730
1,3:07,2,3,CLE 42,7,7,Chad Henne pass incomplete short right intended for Maurice Jones-Drew,2.730,2.020
1,3:00,3,3,CLE 42,7,7,Chad Henne sacked by Jabaal Sheard for -1 yards,2.020,0.400
1,2:26,4,4,CLE 43,7,7,"Bryan Anger punts 35 yards, fair catch by Davone Bess",0.400,0.380
1,2:20,1,10,CLE 8,7,7,Willis McGahee left guard for 8 yards (tackle by Josh Evans),-0.380,-0.090
1,1:45,2,2,CLE 16,7,7,Willis McGahee right guard for 1 yard (tackle by Andre Branch and Roy Miller),-0.090,-0.370
1,1:07,3,1,CLE 17,7,7,Willis McGahee right guard for 6 yards (tackle by Geno Hayes),-0.370,0.480
1,0:31,1,10,CLE 23,7,7,Brandon Weeden pass complete short right to Willis McGahee for 5 yards (tackle by Russell Allen and Paul Posluszny),0.480,0.610
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CLE 28,7,7,Brandon Weeden pass incomplete deep middle intended for Josh Gordon,0.610,-0.100
2,14:57,3,5,CLE 28,7,7,Brandon Weeden pass complete deep left to Josh Gordon for 21 yards (tackle by Jonathan Cyprien and Paul Posluszny),-0.100,2.190
2,14:16,1,10,CLE 49,7,7,Brandon Weeden pass complete short right to Josh Gordon for 4 yards (tackle by Dwayne Gratz),2.190,2.190
2,13:46,2,6,JAX 47,7,7,Brandon Weeden pass complete deep right to Jordan Cameron for 26 yards (tackle by Jonathan Cyprien),2.190,4.170
2,13:03,1,10,JAX 21,7,7,"Penalty on Jordan Cameron: False Start, 5 yards (no play)",4.170,3.840
2,12:53,1,15,JAX 26,7,7,Brandon Weeden pass incomplete short right intended for Greg Little (defended by Dwayne Gratz),3.840,2.950
2,12:48,2,15,JAX 26,7,7,Fozzy Whittaker right guard for 5 yards (tackle by Andre Branch),2.950,2.940
2,12:09,3,10,JAX 21,7,13,"Brandon Weeden pass complete deep right to Josh Gordon for 21 yards, touchdown",2.940,7.000
2,12:09,,,JAX 2,7,14,Billy Cundiff kicks extra point good,0.000,0.000
2,12:09,,,CLE 35,7,14,"Billy Cundiff kicks off 70 yards, returned by Jordan Todman for 28 yards (tackle by Brandon Magee)",0.000,-0.480
2,11:59,1,10,JAX 23,7,14,Chad Henne pass incomplete deep left intended for Cecil Shorts is intercepted by Joe Haden at CLE-40 and returned for 13 yards (tackle by Will Rackley),0.480,-2.460
2,11:45,1,10,JAX 47,7,14,Fozzy Whittaker right tackle for no gain (tackle by Jonathan Cyprien),2.460,1.910
2,11:07,2,10,JAX 47,7,14,"Brandon Weeden sacked by Sen'Derrick Marks for -8 yards. Brandon Weeden fumbles (forced by Sen'Derrick Marks), recovered by Fozzy Whittaker at CLE-45",1.910,0.170
2,10:27,3,18,CLE 45,7,14,Brandon Weeden pass incomplete short right intended for Davone Bess,0.170,-0.390
2,10:23,4,18,CLE 45,7,14,"Spencer Lanning punts 55 yards, touchback",-0.390,-0.280
2,10:15,1,10,JAX 20,7,14,Maurice Jones-Drew left tackle for 3 yards (tackle by D'Qwell Jackson),0.280,0.140
2,9:51,2,7,JAX 23,7,14,Maurice Jones-Drew left tackle for -3 yards (tackle by John Hughes),0.140,-0.960
2,9:09,3,10,JAX 20,7,14,Chad Henne pass complete short middle to Ace Sanders for 11 yards (tackle by Chris Owens),-0.960,1.000
2,8:40,1,10,JAX 31,7,14,Chad Henne pass incomplete short right intended for Cecil Shorts,1.000,0.460
2,8:40,2,10,JAX 31,7,14,Chad Henne pass complete short right to Cecil Shorts for 8 yards (tackle by Barkevious Mingo),0.460,0.460
2,8:06,2,10,JAX 31,7,14,Timeout #1 by Jacksonville Jaguars,0.460,0.830
2,8:06,3,2,JAX 39,7,14,Chad Henne pass complete short left to Ace Sanders for 3 yards (tackle by T.J. Ward),0.830,1.730
2,8:06,1,10,JAX 42,7,14,Maurice Jones-Drew left guard for 1 yard (tackle by Chris Owens),1.730,1.320
2,7:05,2,9,JAX 43,7,14,Jordan Todman left tackle for 10 yards (tackle by T.J. Ward),1.320,2.460
2,6:36,1,10,CLE 47,7,14,Jordan Todman left guard for -3 yards (tackle by Billy Winn),2.460,1.510
2,6:02,2,13,,7,14,Chad Henne pass incomplete deep left intended for Ace Sanders,1.510,1.510
2,5:57,2,13,,7,14,Timeout #2 by Jacksonville Jaguars,1.510,0.830
2,5:56,3,13,,7,14,Chad Henne pass incomplete short left intended for Jordan Todman,0.830,-0.060
2,5:52,4,13,,7,14,"Bryan Anger punts 35 yards, fair catch by Davone Bess",-0.060,0.220
2,5:44,1,10,CLE 15,7,14,Chris Ogbonnaya left guard for 3 yards (tackle by Brandon Deaderick),-0.220,-0.280
2,5:24,2,7,CLE 18,7,14,Brandon Weeden pass complete short middle to Chris Ogbonnaya for 9 yards (tackle by Mike Harris),-0.280,0.740
2,5:01,1,10,CLE 27,7,14,Brandon Weeden pass incomplete short middle intended for Jordan Cameron (defended by Paul Posluszny),0.740,0.200
2,4:58,2,10,CLE 27,7,14,Brandon Weeden pass incomplete short left intended for Chris Ogbonnaya,0.200,-0.490
2,4:53,3,10,CLE 27,7,14,Brandon Weeden pass complete short right to Jordan Cameron for 5 yards (tackle by Paul Posluszny),-0.490,-1.240
2,4:17,4,5,CLE 32,7,14,"Spencer Lanning punts 36 yards, fair catch by Ace Sanders",-1.240,-1.070
2,4:10,1,10,JAX 32,7,14,Chad Henne pass incomplete short left intended for Cecil Shorts (defended by Barkevious Mingo),1.070,0.530
2,4:06,2,10,JAX 32,7,14,Maurice Jones-Drew left guard for 2 yards (tackle by Barkevious Mingo),0.530,0.100
2,3:24,3,8,JAX 34,7,14,Chad Henne pass complete short left to Maurice Jones-Drew for no gain,0.100,0.100
2,2:58,3,8,JAX 34,7,14,Timeout #1 by Cleveland Browns,0.100,-1.110
2,2:58,4,8,JAX 34,7,14,"Bryan Anger punts 47 yards, returned by Jordan Poyer for no gain",-1.110,-0.150
2,2:47,1,10,CLE 19,7,14,Brandon Weeden pass incomplete deep right intended for Jordan Cameron is intercepted by Jonathan Cyprien at CLE-44 and returned for 27 yards (tackle by Joe Thomas),0.150,-4.440
2,2:35,1,10,CLE 17,7,14,Maurice Jones-Drew right guard for 6 yards (tackle by D'Qwell Jackson),4.440,4.890
2,2:00,2,4,CLE 11,7,14,Maurice Jones-Drew right tackle for 3 yards (tackle by Darius Eubanks),4.890,4.800
2,1:24,3,1,CLE 8,13,14,"Maurice Jones-Drew pass complete short right to Marcedes Lewis for 8 yards, touchdown",4.800,7.000
2,1:24,,,CLE 2,14,14,Josh Scobee kicks extra point good,0.000,0.000
2,1:24,,,JAX 35,14,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,1:19,1,10,CLE 20,14,14,Brandon Weeden pass incomplete short right intended for Greg Little is intercepted by Dwayne Gratz at CLE-31 and returned for 3 yards (tackle by Greg Little),0.280,-3.710
2,1:14,1,10,CLE 28,14,14,Chad Henne pass incomplete deep left intended for Maurice Jones-Drew,3.710,3.170
2,1:09,2,10,CLE 28,14,14,Chad Henne pass incomplete deep right intended for Mike Brown,3.170,2.480
2,1:04,3,10,CLE 28,14,14,Maurice Jones-Drew up the middle for 2 yards (tackle by Barkevious Mingo and Desmond Bryant),2.480,2.480
2,0:52,3,10,CLE 28,14,14,Timeout #2 by Cleveland Browns,2.480,1.740
2,0:52,4,8,CLE 26,17,14,Josh Scobee 44 yard field goal good,1.740,3.000
2,0:52,,,JAX 35,17,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,0:48,1,10,CLE 20,17,14,Fozzy Whittaker up the middle for 5 yards (tackle by Paul Posluszny),0.280,0.410
2,0:30,2,5,CLE 25,17,14,Brandon Weeden pass complete short left to Josh Gordon for 14 yards (tackle by Mike Harris),0.410,0.410
2,0:24,2,5,CLE 25,17,14,Timeout #3 by Cleveland Browns,0.410,1.530
2,0:24,1,10,CLE 39,17,14,Brandon Weeden pass complete short left to Fozzy Whittaker for 1 yard (tackle by Alan Ball),1.530,1.120
2,0:18,2,9,CLE 40,17,14,Brandon Weeden pass complete short right to Davone Bess for 5 yards,1.120,1.090
2,0:14,3,4,CLE 45,17,14,"Brandon Weeden sacked by Jason Babin for -9 yards. Brandon Weeden fumbles (forced by Jason Babin), recovered by Sen'Derrick Marks at CLE-33 and returned for 15 yards (tackle by John Greco)",1.090,-4.370
2,0:05,1,10,CLE 18,20,14,Josh Scobee 36 yard field goal good,4.370,3.000
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,20,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CLE 20,20,14,Willis McGahee up the middle for 4 yards (tackle by Russell Allen),0.280,0.270
3,14:34,2,6,CLE 24,20,14,Willis McGahee right tackle for 11 yards (tackle by Jonathan Cyprien),0.270,1.270
3,13:59,1,10,CLE 35,20,14,Willis McGahee left guard for no gain (tackle by Roy Miller),1.270,0.720
3,13:20,2,10,CLE 35,20,14,Brandon Weeden pass complete deep middle to Josh Gordon for 24 yards (tackle by Jonathan Cyprien),0.720,2.850
3,12:46,1,10,JAX 41,20,14,Chris Ogbonnaya right guard for 1 yard (tackle by Paul Posluszny),2.850,2.440
3,12:15,2,9,JAX 40,20,14,Brandon Weeden pass incomplete deep middle intended for Josh Gordon (defended by Alan Ball),2.440,1.750
3,12:07,3,9,JAX 40,20,14,"Brandon Weeden pass incomplete short right intended for Greg Little. Penalty on Geno Hayes: Defensive Holding, 5 yards (no play)",1.750,3.250
3,12:02,1,10,JAX 35,20,14,"Brandon Weeden pass incomplete deep left intended for Josh Gordon. Penalty on Winston Guy: Personal Foul, 15 yards (no play)",3.250,4.240
3,11:49,1,10,JAX 20,20,14,Fozzy Whittaker left tackle for 2 yards (tackle by Sen'Derrick Marks),4.240,3.960
3,11:09,2,8,JAX 18,20,14,Brandon Weeden pass complete short middle to Jordan Cameron for 9 yards (tackle by Winston Guy),3.960,5.140
3,10:28,1,9,JAX 9,20,14,Chris Ogbonnaya right guard for 5 yards (tackle by Paul Posluszny),5.140,5.340
3,9:49,2,4,JAX 4,20,20,"Brandon Weeden pass complete short right to Greg Little for 4 yards, touchdown",5.340,7.000
3,9:49,2,4,JAX 4,20,20,"Penalty on Brandon Deaderick: Neutral Zone Infraction, 5 yards",5.340,0.000
3,9:49,,,JAX 2,20,21,Billy Cundiff kicks extra point good,0.000,0.000
3,9:49,,,CLE 40,20,21,"Billy Cundiff kicks off 60 yards, touchback",0.000,-0.280
3,9:44,1,10,JAX 20,20,21,Chad Henne pass incomplete short middle intended for Marcedes Lewis,0.280,-0.270
3,9:40,2,10,JAX 20,20,21,Maurice Jones-Drew up the middle for -3 yards (tackle by T.J. Ward and Tashaun Gipson),-0.270,-1.510
3,9:04,3,13,JAX 17,20,21,Chad Henne pass incomplete deep left intended for Cecil Shorts,-1.510,-2.320
3,8:58,4,13,JAX 17,20,21,"Bryan Anger punts 58 yards, returned by Jordan Poyer for 11 yards (tackle by Demetrius McCray)",-2.320,-1.330
3,8:48,1,10,CLE 36,20,21,Willis McGahee left guard for 7 yards (tackle by Jonathan Cyprien),1.330,1.740
3,8:15,2,3,CLE 43,20,21,Willis McGahee right guard for 4 yards (tackle by Roy Miller),1.740,2.060
3,7:38,1,10,CLE 47,20,21,Willis McGahee right tackle for 8 yards (tackle by Geno Hayes),2.060,2.600
3,7:09,2,2,JAX 45,20,21,Willis McGahee right guard for 4 yards (tackle by Winston Guy),2.600,2.850
3,6:31,1,10,JAX 41,20,21,Brandon Weeden pass complete short middle to Chris Ogbonnaya for 5 yards (tackle by Geno Hayes),2.850,2.980
3,5:49,2,5,JAX 36,20,21,Brandon Weeden pass complete short middle to Jordan Cameron for 3 yards (tackle by Geno Hayes),2.980,2.680
3,5:24,3,2,JAX 33,20,21,Chris Ogbonnaya up the middle for 2 yards (tackle by Sen'Derrick Marks),2.680,3.510
3,4:45,1,10,JAX 31,20,21,Brandon Weeden right end for 5 yards (tackle by Jason Babin),3.510,3.640
3,4:09,2,5,JAX 26,20,21,Willis McGahee right guard for -1 yards (tackle by Paul Posluszny),3.640,2.810
3,3:29,3,6,JAX 27,20,21,Brandon Weeden sacked by Jason Babin and Paul Posluszny for -8 yards,2.810,0.970
3,2:52,4,14,JAX 35,20,21,Billy Cundiff 53 yard field goal no good,0.970,-1.800
3,2:47,1,10,JAX 43,20,21,Maurice Jones-Drew right guard for 6 yards (tackle by Darius Eubanks),1.800,2.060
3,2:21,2,4,JAX 49,20,21,Maurice Jones-Drew right guard for 2 yards (tackle by John Hughes),2.060,1.620
3,1:39,3,2,CLE 49,20,21,Chad Henne pass incomplete short left intended for Maurice Jones-Drew (defended by T.J. Ward),1.620,0.000
3,1:33,4,2,CLE 49,20,21,"Bryan Anger punts 49 yards, touchback",0.000,-0.280
3,1:27,1,10,CLE 20,20,21,Fozzy Whittaker right tackle for -1 yards (tackle by Paul Posluszny),0.280,-0.460
3,0:50,2,11,CLE 19,20,21,Brandon Weeden pass complete short right to Josh Gordon for 10 yards (tackle by Dwayne Gratz),-0.460,0.230
3,0:20,3,1,CLE 29,20,21,Willis McGahee right guard for 2 yards (tackle by Paul Posluszny),0.230,1.000
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 31,20,21,Fozzy Whittaker right tackle for no gain (tackle by Jonathan Cyprien),1.000,0.460
4,14:23,2,10,CLE 31,20,21,Brandon Weeden pass complete short right to Josh Gordon for 7 yards (tackle by Russell Allen),0.460,0.700
4,13:47,3,3,CLE 38,20,21,Chris Ogbonnaya left guard for 6 yards (tackle by Andre Branch),0.700,1.860
4,13:12,1,10,CLE 44,20,21,Brandon Weeden pass complete short right to Willis McGahee for 9 yards (tackle by Paul Posluszny and Russell Allen),1.860,2.530
4,12:40,2,1,JAX 47,20,21,Willis McGahee up the middle for 2 yards (tackle by Jonathan Cyprien),2.530,2.590
4,11:57,1,10,JAX 45,20,21,Brandon Weeden pass incomplete,2.590,2.040
4,11:57,2,10,JAX 45,20,21,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",2.040,1.370
4,11:50,2,15,,20,21,Brandon Weeden pass incomplete short middle intended for Chris Ogbonnaya (defended by Sen'Derrick Marks),1.370,0.700
4,11:47,3,15,,20,21,Brandon Weeden pass incomplete deep left intended for Jordan Cameron,0.700,-0.060
4,11:41,4,15,,20,21,"Spencer Lanning punts 35 yards, fair catch by Ace Sanders",-0.060,0.220
4,11:34,1,10,JAX 15,20,21,Chad Henne pass incomplete short right intended for Maurice Jones-Drew (defended by D'Qwell Jackson),-0.220,-0.710
4,11:29,2,10,JAX 15,20,21,Chad Henne pass incomplete deep right intended for Clay Harbor,-0.710,-1.370
4,11:22,3,10,JAX 15,20,21,Chad Henne pass complete short middle to Jordan Todman for 12 yards (tackle by D'Qwell Jackson),-1.370,0.740
4,10:51,1,10,JAX 27,20,21,Chad Henne pass complete short right to Cecil Shorts for 7 yards (tackle by Paul Kruger),0.740,1.140
4,10:18,2,3,JAX 34,20,21,Chad Henne pass complete short left to Cecil Shorts for 6 yards (tackle by Buster Skrine),1.140,1.600
4,9:59,1,10,JAX 40,20,21,Maurice Jones-Drew right tackle for 3 yards (tackle by D'Qwell Jackson),1.600,1.460
4,9:25,2,7,JAX 43,20,21,Chad Henne pass complete short middle to Ace Sanders for 8 yards (tackle by Barkevious Mingo and Darius Eubanks),1.460,2.320
4,9:25,1,10,CLE 49,20,21,"Penalty on Austin Pasztor: False Start, 5 yards (no play)",2.320,1.990
4,8:38,1,15,JAX 46,20,21,Maurice Jones-Drew right guard for 5 yards (tackle by Desmond Bryant),1.990,1.780
4,8:05,2,10,CLE 49,20,21,Chad Henne pass incomplete short left intended for Cecil Shorts,1.780,1.090
4,8:00,3,10,CLE 49,20,21,Chad Henne pass incomplete short right intended for Maurice Jones-Drew,1.090,0.000
4,7:54,4,10,CLE 49,20,21,"Bryan Anger punts 35 yards, fair catch by Davone Bess",0.000,0.280
4,7:47,1,10,CLE 14,22,21,"Brandon Weeden for no gain. Alex Mack fumbles, safety. Penalty on Brandon Weeden: Illegal Kick",-0.280,-2.000
4,7:47,,,CLE 20,22,21,"Spencer Lanning kicks off 54 yards, returned by Ace Sanders for 31 yards (tackle by Spencer Lanning)",0.000,-2.720
4,7:42,1,10,CLE 43,22,21,Maurice Jones-Drew right tackle for 3 yards (tackle by John Hughes and Ahtyba Rubin),2.720,2.580
4,7:04,2,7,CLE 40,22,21,"Maurice Jones-Drew up the middle for -1 yards (tackle by Phil Taylor). Penalty on Phil Taylor: Face Mask (15 Yards), 15 yards",2.580,3.840
4,6:44,1,10,CLE 26,22,21,Chad Henne pass complete short right to Marcedes Lewis for 14 yards (tackle by Joe Haden),3.840,4.780
4,6:13,1,10,CLE 12,22,21,Maurice Jones-Drew up the middle for 3 yards (tackle by T.J. Ward),4.780,4.640
4,5:38,2,7,CLE 9,22,21,Maurice Jones-Drew up the middle for -1 yards (tackle by Jabaal Sheard and Ahtyba Rubin),4.640,3.480
4,4:59,3,8,CLE 10,22,21,Chad Henne pass complete short left to Ace Sanders for 3 yards (tackle by Darius Eubanks and Chris Owens),3.480,2.980
4,4:17,4,5,CLE 7,25,21,Josh Scobee 25 yard field goal good,2.980,3.000
4,4:17,,,JAX 35,25,21,"Josh Scobee kicks off 65 yards, returned by Fozzy Whittaker for 29 yards (tackle by Jonathan Cyprien). Penalty on Leon McFadden: Illegal Block Above the Waist, 5 yards",0.000,0.380
4,4:09,1,10,CLE 5,25,27,"Brandon Weeden pass complete deep right to Josh Gordon for 95 yards, touchdown",-0.380,7.000
4,4:09,,,JAX 2,25,28,Billy Cundiff kicks extra point good,0.000,0.000
4,4:09,,,CLE 35,25,28,"Spencer Lanning kicks off 65 yards, touchback",0.000,-0.280
4,3:54,1,10,JAX 20,25,28,Chad Henne pass incomplete short right intended for Ace Sanders (defended by Buster Skrine),0.280,-0.270
4,3:48,2,10,JAX 20,25,28,"Chad Henne pass incomplete intended for Danny Noble. Penalty on Paul Kruger: Defensive Offside, 5 yards (no play)",-0.270,0.410
4,3:44,2,5,JAX 25,25,28,Chad Henne pass complete deep left to Ace Sanders for 25 yards (tackle by Tashaun Gipson),0.410,2.260
4,3:38,1,10,,25,28,Chad Henne pass complete short left to Cecil Shorts for 16 yards (tackle by Joe Haden),2.260,3.310
4,2:57,1,10,CLE 34,25,28,Chad Henne pass complete short left to Maurice Jones-Drew for 4 yards (tackle by Tashaun Gipson),3.310,3.310
4,2:19,2,6,CLE 30,25,28,Maurice Jones-Drew left tackle for 5 yards (tackle by Chris Owens and Ahtyba Rubin),3.310,3.270
4,2:00,3,1,CLE 25,25,28,Maurice Jones-Drew right guard for 4 yards (tackle by Darius Eubanks),3.270,4.170
4,1:28,1,10,CLE 21,25,28,Chad Henne pass complete short left to Ace Sanders for 1 yard (tackle by Joe Haden),4.170,3.760
4,0:50,2,9,CLE 20,25,28,Chad Henne pass incomplete short right intended for Ace Sanders,3.760,3.070
4,0:45,3,9,CLE 20,31,28,"Chad Henne pass complete short left to Cecil Shorts for 20 yards, touchdown",3.070,7.000
4,0:45,,,CLE 2,32,28,Josh Scobee kicks extra point good,0.000,0.000
4,0:45,,,JAX 35,32,28,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,0:40,1,10,CLE 20,32,28,Brandon Weeden pass incomplete short left intended for Davone Bess,0.280,-0.270
4,0:36,2,10,CLE 20,32,28,Brandon Weeden pass incomplete deep left intended for Josh Gordon,-0.270,-0.960
4,0:30,3,10,CLE 20,32,28,Brandon Weeden pass complete short left to Greg Little for 5 yards (tackle by Alan Ball),-0.960,-1.700
4,0:22,4,5,CLE 25,32,28,Brandon Weeden pass complete short left to Davone Bess for 13 yards (tackle by Mike Harris),-1.700,-1.700
4,0:17,4,5,CLE 25,32,28,Timeout #1 by Cleveland Browns,-1.700,1.470
4,0:17,1,10,CLE 38,32,28,Brandon Weeden pass incomplete short left intended for Chris Ogbonnaya,1.470,0.920
4,0:17,2,10,CLE 38,32,28,"Penalty on Sen'Derrick Marks: Encroachment, 5 yards (no play)",0.920,1.600
4,0:12,2,5,CLE 43,32,28,Brandon Weeden pass complete short right to Davone Bess for 10 yards,1.600,1.600
4,0:06,2,5,CLE 43,32,28,Timeout #2 by Cleveland Browns,1.600,2.460
4,0:06,1,10,JAX 47,32,28,"Penalty on Davone Bess: False Start, 5 yards (no play)",2.460,2.130
4,0:03,1,15,CLE 48,32,28,Brandon Weeden pass incomplete deep right intended for Josh Gordon (defended by Chris Prosinski),2.130,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
