Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
1,6:44,1,10,CAR 47,0,0,DeShaun Foster right end for 5 yards (tackle by Patrick Willis),2.060,2.190
1,6:04,2,5,SFO 48,0,0,Vinny Testaverde sacked by Tully Banta-Cain for -5 yards,2.190,0.830
1,5:31,3,10,CAR 47,0,0,Vinny Testaverde pass complete short middle to DeShaun Foster for 23 yards (tackle by Mark Roman),0.830,3.580
1,4:42,1,10,SFO 30,0,0,"Vinny Testaverde pass complete short right to Steve Smith for -6 yards, lateral to DeAngelo Williams for 16 yards (tackle by Patrick Willis)",3.580,4.650
1,3:57,1,10,SFO 14,0,0,Vinny Testaverde pass incomplete short left intended for Steve Smith (defended by Nate Clements),4.650,4.000
1,3:52,2,10,SFO 14,0,0,DeAngelo Williams left end for 6 yards (tackle by Michael Lewis),4.000,4.280
1,3:23,3,4,SFO 8,0,0,Steve Smith right end for 5 yards (tackle by Walt Harris),4.280,6.510
1,2:53,1,3,SFO 3,0,0,DeShaun Foster right guard for 1 yard (tackle by Tully Banta-Cain),6.510,5.720
1,2:13,2,2,SFO 2,0,0,DeShaun Foster right tackle for no gain (tackle by Patrick Willis),5.720,4.950
1,1:37,3,2,SFO 2,0,0,Vinny Testaverde pass incomplete short right intended for Jeff King (defended by Michael Lewis),4.950,3.250
1,1:32,4,2,SFO 2,0,3,John Kasay 19 yard field goal good,3.250,3.000
1,,,,CAR 30,0,3,"John Kasay kicks off 56 yards, returned by Maurice Hicks for 18 yards (tackle by Patrick Dendy)",0.000,1.070
1,1:26,1,10,SFO 32,0,3,Frank Gore right guard for 2 yards (tackle by Ma'ake Kemoeatu),1.070,0.800
1,0:51,2,8,SFO 34,0,3,Trent Dilfer pass complete short right to Frank Gore for 3 yards (tackle by Jon Beason),0.800,0.500
1,0:11,3,5,SFO 37,0,3,Trent Dilfer pass incomplete deep left intended for Arnaz Battle (defended by Richard Marshall),0.500,-0.910
1,0:06,4,5,SFO 37,0,3,"Andy Lee punts 53 yards, returned by Ryne Robinson for 10 yards (tackle by Michael Robinson)",-0.910,-0.280
Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 20,0,3,DeShaun Foster up the middle for 2 yards (tackle by Mark Roman),0.280,0.000
2,14:24,2,8,CAR 22,0,3,Vinny Testaverde pass incomplete short right intended for Keary Colbert,0.000,-0.690
2,14:24,,,,0,3,Timeout #1 by Carolina Panthers,0.000,-0.690
2,14:20,3,8,CAR 22,0,3,"Penalty on Roderick Green: Defensive Offside, 5 yards (no play)",-0.690,-0.030
2,14:20,3,3,CAR 27,0,3,Vinny Testaverde pass complete deep left to Steve Smith for 29 yards (tackle by Nate Clements),-0.030,2.650
2,14:20,,,,0,3,Timeout #2 by Carolina Panthers,0.000,2.650
2,13:44,1,10,SFO 44,0,3,DeShaun Foster left tackle for 4 yards (tackle by Patrick Willis),2.650,2.650
2,13:04,2,6,SFO 40,0,3,DeShaun Foster right guard for 7 yards (tackle by Michael Lewis and Derek Smith),2.650,3.380
2,12:27,1,10,SFO 33,0,3,Vinny Testaverde pass complete short left to Steve Smith for 5 yards (tackle by Nate Clements),3.380,3.510
2,11:59,2,5,SFO 28,0,3,Steve Smith right end for 16 yards (tackle by Mark Roman),3.510,4.780
2,11:32,1,10,SFO 12,0,3,Vinny Testaverde pass complete short left to Jeff King for 3 yards (tackle by Nate Clements),4.780,4.640
2,10:51,2,7,SFO 9,0,3,DeShaun Foster up the middle for 4 yards (tackle by Patrick Willis),4.640,4.610
2,10:07,,,,0,3,Timeout #3 by Carolina Panthers,0.000,4.610
2,10:07,3,3,SFO 5,0,9,"Vinny Testaverde pass complete short middle to Dante Rosario for 5 yards, touchdown",4.610,7.000
2,,,,SFO 2,0,10,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,0,10,"John Kasay kicks off 65 yards, returned by Maurice Hicks for 41 yards (tackle by Tim Shaw)",0.000,1.990
2,9:55,1,10,SFO 46,0,10,Trent Dilfer pass complete short right to Darrell Jackson for 12 yards (tackle by Chris Gamble),1.990,2.790
2,9:18,1,10,CAR 42,0,10,Frank Gore right tackle for 2 yards (tackle by Mike Rucker),2.790,2.510
2,8:41,2,8,CAR 40,0,10,Trent Dilfer pass complete short left to Frank Gore for 10 yards (tackle by Jon Beason),2.510,3.580
2,7:56,1,10,CAR 30,0,10,Trent Dilfer sacked by Thomas Davis for -4 yards,3.580,2.490
2,7:23,2,14,CAR 34,0,10,Frank Gore up the middle for 1 yard (tackle by Jon Beason),2.490,1.950
2,6:44,3,13,CAR 33,0,16,"Trent Dilfer pass incomplete short right intended for Darrell Jackson is intercepted by Richard Marshall at CAR-33 and returned for 67 yards, touchdown",1.950,-7.000
2,,,,SFO 2,0,17,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,0,17,"John Kasay kicks off 60 yards, returned by Maurice Hicks for 16 yards (tackle by Brandon Jamison)",0.000,0.670
2,6:25,1,10,SFO 26,0,17,Frank Gore up the middle for no gain (tackle by Jon Beason),0.670,0.130
2,5:45,2,10,SFO 26,0,17,Trent Dilfer sacked by Kris Jenkins and Na'il Diggs for -5 yards,0.130,-1.220
2,5:09,3,15,SFO 21,0,17,Trent Dilfer pass incomplete (defended by Richard Marshall),-1.220,-1.960
2,4:59,4,15,SFO 21,0,17,"Andy Lee punts 46 yards, returned by Ryne Robinson for 1 yard (tackle by Zak Keasey)",-1.960,-1.200
2,4:48,1,10,CAR 34,0,17,Vinny Testaverde pass complete short left to DeShaun Foster for 5 yards (tackle by Tully Banta-Cain),1.200,1.330
2,4:19,2,5,CAR 39,0,17,DeShaun Foster right guard for 1 yard (tackle by Michael Lewis),1.330,0.760
2,3:38,3,4,CAR 40,0,17,Vinny Testaverde pass complete short left to Steve Smith for 3 yards (tackle by Nate Clements),0.760,-0.520
2,3:38,4,1,CAR 43,0,17,"Penalty on Vinny Testaverde: Delay of Game, 5 yards (no play)",-0.520,-0.850
2,2:52,4,6,CAR 38,0,17,Jason Baker punts 43 yards (tackle by Quinton Teal),-0.850,-0.340
2,2:40,1,10,SFO 21,0,17,Frank Gore right end for 10 yards (tackle by Chris Harris),0.340,1.000
2,2:07,1,10,SFO 31,0,17,Trent Dilfer pass complete deep left to Arnaz Battle for 17 yards (tackle by Richard Marshall),1.000,2.130
2,1:59,1,10,SFO 48,0,17,Trent Dilfer sacked by Mike Rucker for -9 yards,2.130,0.370
2,1:35,2,19,SFO 39,0,17,Trent Dilfer pass incomplete is intercepted by Jon Beason at tm_-50,0.370,-2.260
2,1:26,1,10,,0,17,DeAngelo Williams up the middle for 1 yard (tackle by Marques Douglas),2.260,1.850
2,1:26,2,9,SFO 49,0,17,"Penalty on Jeremy Bridges: False Start, 5 yards (no play)",1.850,1.170
2,1:04,2,14,CAR 46,0,17,Vinny Testaverde pass complete short middle to Drew Carter for 10 yards (tackle by Patrick Willis),1.170,1.820
2,0:41,3,4,SFO 44,0,17,Vinny Testaverde pass complete to Steve Smith for 6 yards (tackle by Dashon Goldson),1.820,3.050
2,0:22,1,10,SFO 38,0,17,Vinny Testaverde pass incomplete deep left intended for Drew Carter is intercepted by Nate Clements at SFO-2,3.050,0.380
2,0:19,1,10,SFO 2,0,17,Trent Dilfer kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,0,17,"Joe Nedney kicks off 64 yards, returned by Ryne Robinson for 23 yards",0.000,0.870
3,14:55,1,10,CAR 29,0,17,DeShaun Foster left tackle for -1 yards (tackle by Patrick Willis and Mark Roman),0.870,0.190
3,14:18,2,11,CAR 28,0,17,DeShaun Foster right end for 3 yards (tackle by Patrick Willis),0.190,-0.100
3,13:39,3,8,CAR 31,0,17,Vinny Testaverde pass incomplete short left intended for Keary Colbert is intercepted by Michael Lewis at CAR-38,-0.100,-3.050
3,13:30,1,10,CAR 38,0,17,Frank Gore left tackle for 1 yard (tackle by Julius Peppers and Jon Beason),3.050,2.640
3,12:54,2,9,CAR 37,0,17,Trent Dilfer pass incomplete short left intended for Arnaz Battle,2.640,1.950
3,12:50,3,9,CAR 37,0,17,Trent Dilfer pass complete short middle to Vernon Davis for 19 yards (tackle by Chris Harris),1.950,4.370
3,12:03,1,10,CAR 18,0,17,Trent Dilfer sacked by Julius Peppers and Mike Rucker for -2 yards,4.370,3.560
3,11:29,2,12,CAR 20,0,17,Trent Dilfer pass incomplete short right intended for Moran Norris (defended by Na'il Diggs),3.560,2.870
3,11:24,,,,0,17,Timeout #1 by San Francisco 49ers,0.000,2.870
3,11:19,3,12,CAR 20,6,17,"Trent Dilfer pass complete deep middle to Arnaz Battle for 20 yards, touchdown. Penalty on Thomas Davis: Personal Foul, 15 yards",2.870,7.000
3,,,,CAR 2,7,17,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 45,7,17,"Joe Nedney kicks off 55 yards, touchback",0.000,0.280
3,11:19,1,10,CAR 20,7,17,Vinny Testaverde pass incomplete short middle intended for DeShaun Foster,0.280,-0.270
3,11:14,2,10,CAR 20,7,17,DeShaun Foster for -5 yards (tackle by Bryant Young),-0.270,-1.860
3,10:27,3,15,CAR 15,7,17,Vinny Testaverde pass complete short left to DeShaun Foster for 7 yards (tackle by Michael Lewis),-1.860,-1.900
3,10:03,4,8,CAR 22,7,17,"Jason Baker punts 54 yards, returned by Nate Clements for 41 yards (tackle by Quinton Teal)",-1.900,-3.250
3,9:46,1,10,CAR 35,7,17,Trent Dilfer pass incomplete deep middle intended for Darrell Jackson,3.250,2.700
3,9:40,2,10,CAR 35,7,17,Frank Gore up the middle for 9 yards (tackle by Jon Beason),2.700,3.200
3,8:57,3,1,CAR 26,7,17,"Penalty on Kris Jenkins: Defensive Offside, 5 yards (no play)",3.200,4.170
3,8:36,1,10,CAR 21,13,17,"Trent Dilfer pass complete deep middle to Delanie Walker for 21 yards, touchdown",4.170,7.000
3,,,,CAR 2,14,17,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,14,17,"Joe Nedney kicks off 65 yards, returned by Ryne Robinson for 18 yards (tackle by Zak Keasey)",0.000,0.480
3,8:23,1,10,CAR 23,14,17,Vinny Testaverde pass complete short left to Steve Smith for 6 yards (tackle by Nate Clements),0.480,0.740
3,7:58,2,4,CAR 29,14,17,DeShaun Foster right guard for 1 yard (tackle by Bryant Young),0.740,0.170
3,7:15,3,3,CAR 30,14,17,Vinny Testaverde pass incomplete intended for Jeff King (defended by Dashon Goldson),0.170,-1.370
3,7:09,4,3,CAR 30,14,17,Jason Baker punts 51 yards,-1.370,4.840
3,6:56,1,10,SFO 11,14,17,DeShaun Foster right guard for 6 yards (tackle by Derek Smith),4.840,5.280
3,6:12,2,4,SFO 5,14,17,DeShaun Foster up the middle for 2 yards (tackle by Bryant Young),5.280,4.890
3,5:34,3,2,SFO 3,14,17,DeShaun Foster right tackle for 2 yards (tackle by Nate Clements),4.890,6.970
3,4:55,1,1,SFO 1,14,23,"DeShaun Foster right guard for 1 yard, touchdown",6.970,7.000
3,,,,SFO 2,14,24,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,14,24,"John Kasay kicks off 61 yards, returned by Maurice Hicks for 26 yards (tackle by Donte Curry). Penalty on Ken Lucas: Personal Foul, 15 yards",0.000,2.260
3,4:52,1,10,,14,24,Trent Dilfer pass incomplete short middle intended for Delanie Walker (defended by Jon Beason),2.260,1.710
3,4:38,2,10,,14,24,Frank Gore left guard for 3 yards (tackle by Kris Jenkins). Penalty on Frank Gore: Illegal Motion (Declined),1.710,1.420
3,4:14,3,7,CAR 47,14,24,Trent Dilfer pass incomplete short left intended for Darrell Jackson,1.420,0.130
3,4:10,4,7,CAR 47,14,24,"Andy Lee punts 30 yards, fair catch by Ryne Robinson. Penalty on Stanley McClover: Running Into the Kicker (Declined)",0.130,0.060
3,4:10,1,10,CAR 17,14,24,DeAngelo Williams left tackle for no gain (tackle by Derek Smith),-0.060,-0.580
3,3:32,2,10,CAR 17,14,24,DeAngelo Williams right guard for 8 yards (tackle by Patrick Willis),-0.580,-0.240
3,2:51,3,2,CAR 25,14,24,DeAngelo Williams right tackle for 5 yards (tackle by Brandon T. Moore and Patrick Willis),-0.240,0.940
3,2:07,1,10,CAR 30,14,24,Vinny Testaverde pass complete short middle to DeAngelo Williams for 30 yards (tackle by Tully Banta-Cain),0.940,2.920
3,1:19,1,10,SFO 40,14,24,Brad Hoover left guard for 5 yards (tackle by Ronald Fields),2.920,3.050
3,0:39,2,5,SFO 35,14,24,Brad Hoover up the middle for 2 yards (tackle by Marques Douglas),3.050,2.610
Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,SFO 33,14,24,Vinny Testaverde pass complete short right to Drew Carter for 5 yards (tackle by Patrick Willis),2.610,3.710
4,14:16,1,10,SFO 28,14,24,DeAngelo Williams left guard for 6 yards (tackle by Michael Lewis),3.710,3.980
4,13:34,2,4,SFO 22,14,24,DeShaun Foster right guard for 2 yards (tackle by Walt Harris),3.980,3.530
4,12:48,,,,14,24,Timeout #1 by Carolina Panthers,0.000,3.530
4,12:48,3,2,SFO 20,14,24,"Penalty on Tully Banta-Cain: Neutral Zone Infraction, 5 yards (no play)",3.530,4.580
4,12:48,1,10,SFO 15,14,24,Vinny Testaverde pass incomplete short right intended for Steve Smith,4.580,3.950
4,12:43,2,10,SFO 15,14,24,DeAngelo Williams up the middle for 5 yards (tackle by Derek Smith),3.950,4.000
4,11:57,3,5,SFO 10,14,24,DeAngelo Williams left tackle for 8 yards (tackle by Patrick Willis),4.000,6.740
4,11:12,1,2,SFO 2,14,24,DeAngelo Williams up the middle for 1 yard (tackle by Patrick Willis),6.740,5.910
4,10:32,2,1,SFO 1,14,30,"Vinny Testaverde pass complete short right to Jeff King for 1 yard, touchdown",5.910,7.000
4,,,,SFO 2,14,31,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,14,31,"John Kasay kicks off 66 yards, returned by Maurice Hicks for 13 yards (tackle by Donte Curry)",0.000,-0.060
4,10:19,1,10,SFO 17,14,31,Trent Dilfer pass complete short right to Frank Gore for 9 yards (tackle by Thomas Davis),-0.060,0.750
4,9:53,2,1,SFO 26,14,31,Frank Gore right tackle for 10 yards (tackle by Chris Harris),0.750,1.330
4,9:28,1,10,SFO 36,14,31,Trent Dilfer pass complete short right to Ashley Lelie for 8 yards,1.330,1.870
4,9:08,2,2,SFO 44,14,31,Frank Gore right guard for 11 yards (tackle by Jon Beason and Kindal Moorehead),1.870,2.590
4,8:42,,,,14,31,Timeout #2 by Carolina Panthers,0.000,2.590
4,8:42,1,10,CAR 45,14,31,Trent Dilfer pass incomplete deep left intended for Ashley Lelie is intercepted by Marquand Manuel at CAR-12 and returned for 4 yards,2.590,0.140
4,8:31,1,10,CAR 16,14,31,DeAngelo Williams right end for 23 yards (tackle by Mark Roman and Michael Lewis),-0.140,1.530
4,7:44,1,10,CAR 39,14,31,DeAngelo Williams right guard for 2 yards (tackle by Isaac Sopoaga),1.530,1.260
4,7:05,2,8,CAR 41,14,31,DeShaun Foster left tackle for 5 yards (tackle by Tully Banta-Cain),1.260,1.220
4,6:20,3,3,CAR 46,14,31,Vinny Testaverde sacked by Isaac Sopoaga for -7 yards. Penalty on Justin Hartwig: Personal Foul (Declined),1.220,-0.780
4,6:06,4,10,CAR 39,14,31,Jason Baker punts 35 yards (tackle by Richard Marshall),-0.780,-0.810
4,5:57,1,10,SFO 28,14,31,Trent Dilfer sacked by Damione Lewis for -4 yards,0.810,-0.280
4,5:39,2,14,SFO 24,14,31,Trent Dilfer pass complete short middle to Frank Gore for 9 yards (tackle by Thomas Davis),-0.280,0.230
4,5:09,3,5,SFO 33,14,31,Trent Dilfer sacked by Marquand Manuel for -11 yards,0.230,-1.900
4,4:49,4,16,SFO 22,14,31,Andy Lee punts 60 yards,-1.900,-0.040
4,4:38,1,10,CAR 18,14,31,Vinny Testaverde pass complete short left to Steve Smith for 3 yards (tackle by Walt Harris),0.040,0.010
4,4:32,,,,14,31,Timeout #2 by San Francisco 49ers,0.000,0.010
4,4:32,2,7,CAR 21,14,31,DeAngelo Williams right tackle for 3 yards (tackle by Patrick Willis),0.010,-0.400
4,4:27,,,,14,31,Timeout #3 by San Francisco 49ers,0.000,-0.400
4,4:27,3,4,CAR 24,14,31,DeAngelo Williams right guard for 1 yard (tackle by Aubrayo Franklin),-0.400,-1.700
4,3:45,4,3,CAR 25,14,31,Jason Baker punts 35 yards,-1.700,-1.600
4,3:35,1,10,SFO 40,14,31,"Penalty on Vernon Davis: False Start, 5 yards (no play)",1.600,1.270
4,3:35,1,15,SFO 35,14,31,Trent Dilfer pass incomplete short middle intended for Vernon Davis is intercepted by Chris Gamble at SFO-47 and returned for 2 yards (tackle by Vernon Davis),1.270,-2.590
4,3:27,1,10,SFO 45,14,31,DeAngelo Williams right tackle for 2 yards (tackle by Patrick Willis),2.590,2.310
4,2:47,2,8,SFO 43,14,31,DeAngelo Williams up the middle for 2 yards (tackle by Marques Douglas),2.310,1.880
4,2:05,3,6,SFO 41,14,31,DeAngelo Williams right guard for 3 yards (tackle by Derek Smith),1.880,0.720
4,2:00,,,,14,31,Timeout #3 by Carolina Panthers,0.000,0.720
4,2:00,4,3,SFO 38,14,31,"Jason Baker punts 38 yards, touchback",0.720,-0.280
4,1:48,1,10,SFO 20,14,31,"Trent Dilfer pass incomplete short left intended for Vernon Davis. Penalty on Thomas Davis: Illegal Contact, 5 yards (no play)",0.280,0.610
4,1:44,1,10,SFO 25,14,31,Trent Dilfer pass incomplete deep left intended for Darrell Jackson,0.610,0.060
4,1:38,2,10,SFO 25,14,31,Trent Dilfer pass incomplete short left intended for Darrell Jackson,0.060,-0.620
4,1:34,3,10,SFO 25,14,31,"Trent Dilfer pass complete short left to Maurice Hicks for 7 yards (tackle by Thomas Davis). Penalty on Vernon Davis: Illegal Block Above the Waist, 10 yards",-0.620,-1.020
4,1:25,3,13,SFO 22,14,31,Trent Dilfer pass incomplete deep middle intended for Vernon Davis,-1.020,-1.900
4,1:21,4,13,SFO 22,14,31,"Trent Dilfer for no gain. Trent Dilfer fumbles, recovered by Trent Dilfer at SFO-SF",-1.900,-4.440
4,1:13,1,10,SFO 17,14,31,Vinny Testaverde kneels for -1 yards,4.440,3.720
4,0:37,2,11,SFO 18,14,31,Vinny Testaverde kneels for -1 yards,3.720,2.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
