Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 45 yards, returned by Matt Asiata for 8 yards (tackle by Jerry Franklin)",0.000,-0.810
1,14:55,1,10,MIN 28,0,0,Christian Ponder pass complete short left to John Carlson for 6 yards (tackle by James Anderson),0.810,1.070
1,14:26,2,4,MIN 34,0,0,Adrian Peterson left tackle for 5 yards (tackle by Shea McClellin and Khaseem Greene),1.070,1.530
1,13:49,1,10,MIN 39,0,0,Christian Ponder pass incomplete short left intended for Jerome Simpson,1.530,0.990
1,13:45,2,10,MIN 39,0,0,Adrian Peterson up the middle for 2 yards (tackle by Craig Steltz),0.990,0.560
1,13:09,3,8,MIN 41,0,0,Christian Ponder sacked by Julius Peppers for -9 yards,0.560,-1.240
1,12:44,4,17,MIN 32,0,0,"Jeff Locke punts 41 yards, returned by Devin Hester for no gain. Penalty on Cheta Ozougwu: Illegal Block Above the Waist, 10 yards",-1.240,0.060
1,12:35,1,10,CHI 17,0,0,Matt Forte right end for 3 yards (tackle by Andrew Sendejo),-0.060,-0.060
1,11:57,2,7,CHI 20,0,0,Josh McCown pass complete short left to Alshon Jeffery for 6 yards (tackle by Chris Cook),-0.060,-0.120
1,11:13,3,1,CHI 26,0,0,Josh McCown pass incomplete short right intended for Alshon Jeffery (defended by Audie Cole),-0.120,-1.630
1,11:09,4,1,CHI 26,0,0,"Adam Podlesh punts 48 yards, returned by Marcus Sherels for 13 yards",-1.630,-1.530
1,10:57,1,10,MIN 39,0,0,Christian Ponder pass incomplete deep middle intended for Jerome Simpson,1.530,0.990
1,10:49,2,10,MIN 39,0,0,Adrian Peterson up the middle for 2 yards (tackle by Craig Steltz),0.990,0.560
1,10:15,3,8,MIN 41,0,0,Christian Ponder sacked by Stephen Paea and Isaiah Frey for -9 yards,0.560,-1.240
1,9:44,4,17,MIN 32,0,0,"Jeff Locke punts 55 yards, returned by Devin Hester for 8 yards (tackle by Cullen Loeffler)",-1.240,-0.340
1,9:32,1,10,CHI 21,0,0,Josh McCown pass complete short middle to Brandon Marshall for 10 yards (tackle by Jamarca Sanford),0.340,1.000
1,8:48,1,10,CHI 31,0,0,Josh McCown pass incomplete short right intended for Brandon Marshall,1.000,0.460
1,8:41,2,10,CHI 31,0,0,Matt Forte left guard for 1 yard (tackle by Robert Blanton),0.460,-0.100
1,7:58,3,9,CHI 32,0,0,Josh McCown pass incomplete short left intended for Martellus Bennett,-0.100,-1.240
1,7:53,4,9,CHI 32,0,0,"Adam Podlesh punts 43 yards, returned by Marcus Sherels for 18 yards (tackle by Michael Ford). Penalty on Gerald Hodges: Offensive Holding, 10 yards",-1.240,0.220
1,7:41,1,10,MIN 15,0,0,Adrian Peterson left end for 5 yards (tackle by Craig Steltz),-0.220,0.080
1,7:03,2,5,MIN 20,0,0,Christian Ponder pass incomplete short middle intended for Jerome Simpson,0.080,-0.760
,,,,,,,"CHI challenged the pass completion ruling, and the original play was overturned.",,
1,7:00,3,5,MIN 20,0,0,Christian Ponder sacked by Julius Peppers for -6 yards,-0.760,-2.470
1,6:25,4,11,MIN 14,0,0,"Jeff Locke punts 52 yards, fair catch by Devin Hester",-2.470,-1.200
1,6:16,1,10,CHI 34,0,0,Josh McCown pass complete short right to Alshon Jeffery for 9 yards (tackle by Chad Greenway),1.200,1.870
1,5:54,2,1,CHI 43,0,0,Josh McCown pass complete short middle to Alshon Jeffery for 11 yards (tackle by Xavier Rhodes),1.870,2.520
1,5:21,1,10,MIN 46,0,0,Matt Forte left end for 16 yards (tackle by Chris Cook),2.520,3.580
1,4:42,1,10,MIN 30,0,0,Matt Forte left guard for no gain (tackle by Audie Cole),3.580,3.030
1,4:03,2,10,MIN 30,0,0,"Josh McCown pass incomplete short right intended for Martellus Bennett is intercepted by Chad Greenway at MIN-17 and returned for 10 yards (tackle by Alshon Jeffery). Penalty on Robert Blanton: Defensive Offside, 5 yards (no play)",3.030,3.710
1,3:52,2,5,MIN 25,0,0,Josh McCown pass complete short left to Brandon Marshall for 6 yards (tackle by Audie Cole),3.710,3.710
1,3:06,2,5,MIN 25,0,0,Timeout #1 by Chicago Bears,3.710,4.310
1,3:06,1,10,MIN 19,0,0,Josh McCown pass incomplete deep right intended for Brandon Marshall (defended by Xavier Rhodes),4.310,3.750
1,3:00,2,10,MIN 19,0,0,Matt Forte up the middle for 2 yards (tackle by Robert Blanton and Audie Cole),3.750,3.260
1,2:22,3,8,MIN 17,0,0,"Josh McCown pass complete short right to Martellus Bennett for 8 yards (tackle by Chad Greenway and Jamarca Sanford). Penalty on Martellus Bennett: Offensive Pass Interference, 10 yards, Penalty on Brandon Marshall: Unnecessary Roughness (Declined) (no play)",3.260,2.020
1,1:51,3,18,MIN 27,0,0,Josh McCown pass complete short middle to Earl Bennett for 15 yards (tackle by Robert Blanton),2.020,2.730
1,1:10,4,3,MIN 12,3,0,Robbie Gould 30 yard field goal good,2.730,3.000
1,1:10,,,CHI 35,3,0,"Robbie Gould kicks off 38 yards, returned by Rhett Ellison for 7 yards (tackle by Sherrick McManis)",0.000,-1.200
1,1:00,1,10,MIN 34,3,0,Adrian Peterson left tackle for 23 yards (tackle by Chris Conte),1.200,2.720
1,0:35,1,10,CHI 43,3,0,Cordarrelle Patterson right end for -6 yards (tackle by David Bass and James Anderson),2.720,1.370
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
