Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
1,2:14,3,8,ATL 49,7,0,Matt Ryan pass complete short right to Austin Hooper for 11 yards (tackle by Benson Mayowa),1.090,2.920
1,1:31,1,10,DAL 40,7,0,Matt Ryan pass incomplete deep left intended for Marvin Hall,2.920,2.370
1,1:25,2,10,DAL 40,7,0,Terron Ward left tackle for -1 yards (tackle by Byron Jones),2.370,1.550
1,0:42,3,11,DAL 41,7,0,Matt Ryan pass complete short left to Austin Hooper for 9 yards (tackle by Byron Jones),1.550,1.300
1,0:02,4,2,DAL 32,7,3,Matt Bryant 50 yard field goal good,1.300,3.000
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,ATL 35,7,3,"Matthew Bosher kicks off 67 yards, returned by Ryan Switzer for 33 yards (tackle by Justin Hardy)",0.000,-1.000
2,14:53,1,10,DAL 31,7,3,Dak Prescott pass complete short middle to Dez Bryant for no gain,1.000,0.460
2,14:24,2,10,DAL 31,7,3,Dak Prescott pass incomplete short right intended for Terrance Williams,0.460,-0.230
2,14:19,3,10,DAL 31,7,3,Dak Prescott pass complete deep left to Brice Butler for 30 yards (tackle by Ricardo Allen),-0.230,2.980
2,13:39,1,10,ATL 39,7,3,Dak Prescott pass complete short right to Rod Smith for 2 yards (tackle by Brian Poole),2.980,2.710
2,13:03,2,8,ATL 37,7,3,Rod Smith left guard for no gain (tackle by Takkarist McKinley and Grady Jarrett),2.710,2.020
2,12:20,3,8,ATL 37,7,3,Dak Prescott sacked by Adrian Clayborn for 0 yards,2.020,0.790
2,11:33,4,8,ATL 37,7,3,"Chris Jones pass complete short left to Brice Butler for 16 yards (tackle by Robert Alford). Penalty on Brice Butler: Offensive Pass Interference, 10 yards (no play)",0.790,0.130
2,11:29,4,18,ATL 47,7,3,"Penalty on Eric Saubert: Neutral Zone Infraction, 5 yards (no play)",0.130,0.460
2,11:06,4,13,ATL 42,7,3,Chris Jones punts 40 yards,0.460,0.380
2,10:57,1,10,ATL 2,7,3,Matt Ryan pass complete short right to Julio Jones for 11 yards (tackle by Anthony Brown and Damien Wilson),-0.380,-0.320
2,10:17,1,10,ATL 13,7,3,Tevin Coleman right end for 5 yards (tackle by Anthony Brown),-0.320,-0.140
2,9:39,2,5,ATL 18,7,3,Matt Ryan pass complete short left to Mohamed Sanu for 3 yards (tackle by Orlando Scandrick),-0.140,-0.470
2,8:58,3,2,ATL 21,7,3,Matt Ryan pass complete short middle to Levine Toilolo for 10 yards (tackle by Byron Jones). Penalty on Damien Wilson: Defensive Holding (Declined),-0.470,1.000
2,8:34,1,10,ATL 31,7,3,Tevin Coleman right end for 2 yards (tackle by Demarcus Lawrence and Benson Mayowa),1.000,0.730
2,7:54,2,8,ATL 33,7,3,Matt Ryan pass incomplete short right intended for Mohamed Sanu (defended by Anthony Brown),0.730,0.000
2,7:45,,,,,,Timeout #2 by Atlanta Falcons,0.000,-0.040
2,7:45,3,8,ATL 33,7,3,Matt Ryan sacked by Demarcus Lawrence for -11 yards,0.040,-1.900
2,7:07,4,19,ATL 22,7,3,"Matthew Bosher punts 41 yards, returned by Ryan Switzer for 11 yards (tackle by LaRoy Reynolds)",-1.900,-2.130
2,6:55,1,10,DAL 48,7,3,"Rod Smith left end for 5 yards (tackle by Brooks Reed). Penalty on Jonathan Cooper: Offensive Holding, 10 yards (no play)",2.130,1.470
2,6:31,1,20,DAL 38,7,3,Dak Prescott pass incomplete short left intended for Dez Bryant (defended by Robert Alford),1.470,0.230
2,6:27,2,20,DAL 38,7,3,Dak Prescott pass complete short left to Dez Bryant for 11 yards (tackle by De'Vondre Campbell),0.230,1.020
2,5:45,3,9,DAL 49,7,3,Dak Prescott sacked by Dontari Poe for -7 yards,1.020,-0.590
2,5:05,4,16,DAL 42,7,3,"Chris Jones punts 58 yards, touchback",-0.590,-0.280
2,4:56,1,10,ATL 20,7,3,Taylor Gabriel left end for 15 yards (tackle by Jeff Heath),0.280,1.270
2,4:21,1,10,ATL 35,7,3,Matt Ryan pass incomplete deep right intended for Marvin Hall. Penalty on ATL: Illegal Formation (Declined),1.270,0.720
2,4:15,2,10,ATL 35,7,3,"Tevin Coleman right end for 19 yards (tackle by Jeff Heath). Penalty on Jeff Heath: Face Mask (15 Yards), 15 yards",0.720,3.510
2,3:47,1,10,DAL 31,7,3,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Jeff Heath),3.510,3.640
2,3:09,2,5,DAL 26,7,3,Tevin Coleman left end for -1 yards (tackle by David Irving),3.640,2.810
2,2:29,3,6,DAL 27,7,3,Matt Ryan pass complete short middle to Mohamed Sanu for 14 yards (tackle by Jeff Heath),2.810,4.710
2,2:00,1,10,DAL 13,7,3,Terron Ward right guard for 2 yards (tackle by Anthony Hitchens),4.710,4.390
2,1:39,2,8,DAL 11,7,3,"Matt Ryan pass incomplete short right intended for Taylor Gabriel. Penalty on Anthony Brown: Defensive Pass Interference, 9 yards (no play)",4.390,6.740
2,1:37,1,2,DAL 2,7,3,Tevin Coleman left guard for 1 yard (tackle by Anthony Brown and Damien Wilson),6.740,0.000
2,1:34,,,,,,Timeout #2 by Dallas Cowboys,0.000,-5.910
2,1:34,2,1,DAL 1,7,9,"Tevin Coleman right guard for 1 yard, touchdown",5.910,7.000
2,1:31,,,DAL 15,7,10,Matt Bryant kicks extra point good,0.000,0.000
2,1:31,,,ATL 35,7,10,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,1:31,1,10,DAL 25,7,10,Dak Prescott pass incomplete short right intended for Terrance Williams (defended by Desmond Trufant),0.610,0.060
2,1:25,2,10,DAL 25,7,10,Dak Prescott for 12 yards (tackle by Robert Alford),0.060,1.400
2,1:17,1,10,DAL 37,7,10,Dak Prescott left end for 2 yards (tackle by Vic Beasley),1.400,1.130
2,0:53,2,8,DAL 39,7,10,Dak Prescott right end for 10 yards (tackle by Deion Jones),1.130,2.190
2,0:44,1,10,DAL 49,7,10,Dak Prescott pass complete short right to Jason Witten for 6 yards (tackle by De'Vondre Campbell),2.190,2.460
2,0:40,2,4,ATL 45,7,10,"Dak Prescott pass complete short left to Cole Beasley for 10 yards (tackle by Brian Poole). Penalty on Chaz Green: Offensive Holding, 10 yards (no play)",2.460,1.110
2,0:32,2,14,DAL 45,7,10,Dak Prescott pass complete short middle to Terrance Williams for 9 yards (tackle by Keanu Neal),1.110,1.620
2,0:15,3,5,ATL 46,7,10,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by De'Vondre Campbell),1.620,2.980
2,0:15,1,10,ATL 39,7,10,"Dak Prescott sacked by Adrian Clayborn for -5 yards. Dak Prescott fumbles (forced by Adrian Clayborn), recovered by Adrian Clayborn at ATL-44 (tackle by Zack Martin)",2.980,-1.860
2,0:08,1,10,ATL 44,7,10,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Jourdan Lewis),1.860,1.320
2,0:02,2,10,ATL 44,7,10,Matt Ryan pass incomplete,1.320,0.630
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,7,10,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ATL 25,7,10,Tevin Coleman right tackle for 17 yards (tackle by Jeff Heath),0.610,1.730
3,14:22,1,10,ATL 42,7,10,Matt Ryan pass complete deep left to Julio Jones for 24 yards (tackle by Anthony Brown),1.730,3.310
3,13:49,1,10,DAL 34,7,10,Tevin Coleman left guard for 2 yards (tackle by Tyrone Crawford),3.310,3.040
3,13:13,2,8,DAL 32,7,10,"Matt Ryan pass complete short middle to Austin Hooper for 8 yards (tackle by Byron Jones). Penalty on Levine Toilolo: Illegal Block Above the Waist, 10 yards",3.040,2.770
3,12:41,2,10,DAL 34,7,10,Matt Ryan pass complete short right to Taylor Gabriel for 10 yards (tackle by Orlando Scandrick),2.770,3.970
3,11:55,1,10,DAL 24,7,10,Matt Ryan pass complete short left to Justin Hardy for 4 yards (tackle by Benson Mayowa),3.970,3.970
3,11:12,2,6,DAL 20,7,10,Tevin Coleman left guard for no gain (tackle by Richard Ash),3.970,3.270
3,10:36,3,6,DAL 20,7,10,Matt Ryan pass complete short middle to Taylor Gabriel for 14 yards (tackle by Jourdan Lewis),3.270,5.830
3,9:51,1,6,DAL 6,7,10,Tevin Coleman left guard for -1 yards (tackle by Jaylon Smith),5.830,4.760
3,9:13,2,7,DAL 7,7,10,Matt Ryan pass complete short left to Julio Jones for 4 yards (tackle by Jourdan Lewis),4.760,4.720
3,8:31,3,3,DAL 3,7,16,"Matt Ryan pass complete short middle to Justin Hardy for 3 yards, touchdown",4.720,7.000
3,8:26,,,DAL 15,7,17,Matt Bryant kicks extra point good,0.000,0.000
3,8:26,,,ATL 35,7,17,"Matthew Bosher kicks off 65 yards, touchback. Penalty on LaRoy Reynolds: Offside on Free Kick, 5 yards",0.000,-0.940
3,8:26,1,10,DAL 30,7,17,Alfred Morris right tackle for 14 yards (tackle by Sean Weatherspoon),0.940,1.860
3,7:43,1,10,DAL 44,7,17,Alfred Morris right end for 20 yards (tackle by Ricardo Allen),1.860,3.180
3,7:11,1,10,ATL 36,7,17,Alfred Morris left guard for 2 yards (tackle by Dontari Poe),3.180,2.910
3,6:29,2,8,ATL 34,7,17,Dak Prescott pass complete short left to Cole Beasley for 6 yards (tackle by Brian Poole),2.910,3.010
3,5:48,3,2,ATL 28,7,17,Dak Prescott right end for 5 yards (tackle by De'Vondre Campbell),3.010,4.040
3,5:13,1,10,ATL 23,7,17,Alfred Morris right end for 11 yards (tackle by Keanu Neal and Kemal Ishmael),4.040,4.780
3,4:39,1,10,ATL 12,7,17,Dak Prescott sacked by Adrian Clayborn for -7 yards,4.780,3.220
3,3:54,2,17,ATL 19,7,17,Alfred Morris right tackle for -2 yards (tackle by De'Vondre Campbell),3.220,2.350
3,3:14,3,19,ATL 21,7,17,Dak Prescott pass complete short left to Keith Smith for 1 yard (tackle by De'Vondre Campbell),2.350,2.120
3,2:34,4,18,ATL 20,7,17,Mike Nugent 38 yard field goal no good,2.120,-0.810
3,2:29,1,10,ATL 28,7,17,Matt Ryan pass complete short middle to Tevin Coleman for 5 yards (tackle by Anthony Hitchens),0.810,0.940
3,1:56,2,5,ATL 33,7,17,Tevin Coleman right tackle for no gain (tackle by Demarcus Lawrence and Anthony Hitchens),0.940,0.230
3,1:19,3,5,ATL 33,7,17,Matt Ryan pass complete short middle to Taylor Gabriel for 34 yards (tackle by Xavier Woods),0.230,3.380
3,0:32,1,10,DAL 33,7,17,Tevin Coleman left end for 18 yards (tackle by Byron Jones),3.380,4.580
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 15,7,17,Terron Ward right end for no gain (tackle by Anthony Brown and Anthony Hitchens),4.580,3.950
4,14:39,2,10,DAL 15,7,17,Matt Ryan pass complete short right to Austin Hooper for 14 yards (tackle by Xavier Woods),3.950,6.970
4,13:53,1,1,DAL 1,7,23,"Matt Ryan pass complete short right to Austin Hooper for 1 yard, touchdown. Penalty on Kavon Frazier: Defensive Holding (Declined)",6.970,7.000
4,13:48,,,DAL 15,7,24,Matt Bryant kicks extra point good,0.000,0.000
4,13:48,,,ATL 35,7,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,13:48,1,10,DAL 25,7,24,Darren McFadden right end for -2 yards (tackle by Deion Jones),0.610,-0.210
4,13:16,2,12,DAL 23,7,24,Dak Prescott pass incomplete deep right intended for Terrance Williams,-0.210,-0.890
4,13:11,3,12,DAL 23,7,24,Dak Prescott sacked by Adrian Clayborn for -7 yards,-0.890,-2.390
4,12:33,4,19,DAL 16,7,24,Chris Jones punts 41 yards,-2.390,-1.800
4,12:23,1,10,ATL 43,7,24,Tevin Coleman left guard for 4 yards (tackle by Anthony Hitchens),1.800,1.790
4,11:40,2,6,ATL 47,7,24,Tevin Coleman left tackle for 13 yards (tackle by Byron Jones and Xavier Woods),1.790,2.920
4,11:03,1,10,DAL 40,7,24,Tevin Coleman left tackle for 8 yards (tackle by Xavier Woods and Anthony Hitchens),2.920,3.450
4,10:31,2,2,DAL 32,7,24,Terron Ward for 17 yards (tackle by Byron Jones),3.450,4.580
4,9:59,1,10,DAL 15,7,24,Terron Ward right guard for 3 yards (tackle by Damien Wilson and Richard Ash),4.580,0.000
4,9:13,,,,,,Timeout #1 by Atlanta Falcons,0.000,-4.450
4,9:13,2,7,DAL 12,7,24,Terron Ward left guard for 1 yard (tackle by Demarcus Lawrence),4.450,3.780
4,8:36,3,6,DAL 11,7,24,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Orlando Scandrick),3.780,2.720
4,8:32,4,6,DAL 11,7,27,Matt Bryant 29 yard field goal good,2.720,3.000
4,8:28,,,ATL 35,7,27,"Matthew Bosher kicks off 66 yards, returned by Ryan Switzer for 18 yards (tackle by Desmond Trufant)",0.000,0.060
4,8:18,1,10,DAL 17,7,27,Dak Prescott pass complete short right to Rod Smith for -2 yards (tackle by Deion Jones),-0.060,-0.850
4,7:49,2,12,DAL 15,7,27,Dak Prescott pass complete deep middle to Jason Witten for 21 yards (tackle by De'Vondre Campbell),-0.850,1.330
4,7:14,1,10,DAL 36,7,27,Dak Prescott pass incomplete short right intended for Cole Beasley,1.330,0.790
4,7:10,2,10,DAL 36,7,27,Dak Prescott pass incomplete deep left intended for Dez Bryant,0.790,0.100
4,7:05,3,10,DAL 36,7,27,Dak Prescott pass complete deep right to Cole Beasley for 17 yards (tackle by Keanu Neal),0.100,2.460
4,6:31,1,10,ATL 47,7,27,Dak Prescott for 2 yards (tackle by Keanu Neal),2.460,2.180
4,6:11,2,8,ATL 45,7,27,Dak Prescott pass complete short middle to Rod Smith for 8 yards (tackle by Derrick Shelby),2.180,3.120
4,5:47,1,10,ATL 37,7,27,Dak Prescott pass complete short middle to Jason Witten for 8 yards (tackle by De'Vondre Campbell),3.120,3.650
4,5:21,2,2,ATL 29,7,27,Dak Prescott pass complete short right to Jason Witten for 5 yards (tackle by Keanu Neal),3.650,3.970
4,4:56,1,10,ATL 24,7,27,Dak Prescott pass complete short left to Jason Witten for 4 yards (tackle by De'Vondre Campbell),3.970,3.970
4,4:29,2,6,ATL 20,7,27,Dak Prescott pass incomplete short left intended for Rod Smith,3.970,3.270
4,4:22,3,6,ATL 20,7,27,Dak Prescott pass incomplete short right intended for Rod Smith,3.270,2.150
4,4:17,4,6,ATL 20,7,27,Dak Prescott sacked by Brooks Reed for -11 yards. Penalty on Byron Bell: Offensive Holding (Declined),2.150,-1.000
4,4:11,1,10,ATL 31,7,27,Tevin Coleman left end for -5 yards (tackle by Benson Mayowa and Lewis Neal),1.000,0.000
4,4:07,,,,,,Timeout #1 by Dallas Cowboys,0.000,0.220
4,4:07,2,15,ATL 26,7,27,Tevin Coleman right guard for 4 yards (tackle by Kavon Frazier),-0.220,0.000
4,4:03,,,,,,Timeout #2 by Dallas Cowboys,0.000,0.360
4,4:03,3,11,ATL 30,7,27,Terron Ward left tackle for -1 yards (tackle by Byron Jones),-0.360,0.000
4,4:00,,,,,,Timeout #3 by Dallas Cowboys,0.000,1.440
4,4:00,4,12,ATL 29,7,27,Matthew Bosher punts 44 yards,-1.440,-0.740
4,3:48,1,10,DAL 27,7,27,Dak Prescott pass complete short left to Jason Witten for 8 yards (tackle by Keanu Neal),0.740,1.280
4,3:27,2,2,DAL 35,7,27,"Dak Prescott sacked by Adrian Clayborn for -8 yards. Dak Prescott fumbles (forced by Adrian Clayborn), recovered by Takkarist McKinley at DAL-27 (tackle by Byron Bell)",1.280,-3.780
4,3:20,1,10,DAL 27,7,27,Terron Ward left tackle for -1 yards (tackle by Anthony Hitchens),3.780,3.100
4,2:35,2,11,DAL 28,7,27,Terron Ward right tackle for 3 yards (tackle by Jaylon Smith),3.100,2.810
4,2:00,3,8,DAL 25,7,27,"Tevin Coleman left end for 1 yard. Penalty on Mohamed Sanu: Offensive Holding, 10 yards",2.810,1.620
4,1:52,3,17,DAL 34,7,27,Derrick Coleman right tackle for 3 yards (tackle by Richard Ash and Taco Charlton),1.620,0.000
4,1:07,,,,,,Timeout #2 by Atlanta Falcons,0.000,-1.320
4,1:07,4,14,DAL 31,7,27,Derrick Coleman right guard for 5 yards (tackle by Jaylon Smith),1.320,-0.670
4,1:01,1,10,DAL 26,7,27,Rod Smith left guard for 8 yards (tackle by De'Vondre Campbell),0.670,1.210
4,0:27,2,2,DAL 34,7,27,Rod Smith right tackle for 6 yards (tackle by Brooks Reed),1.210,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
