#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:09,ATL 10,3,1:20,3,Interception
2,1,6:19,ATL 23,11,6:19,45,Field Goal
3,2,10:57,ATL 2,7,4:02,20,Punt
4,2,4:56,ATL 20,9,3:25,80,Touchdown
5,2,0:08,ATL 44,2,0:08,0,End of Half
6,3,15:00,ATL 25,11,6:34,75,Touchdown
7,3,2:29,ATL 28,7,3:41,72,Touchdown
8,4,12:23,ATL 43,8,3:55,46,Field Goal
9,4,4:11,ATL 31,3,0:23,-2,Punt
10,4,3:20,DAL 27,5,2:19,1,Downs
