Quarter,Time,Down,ToGo,Location,CAR,MIA,Detail,EPB,EPA
1,5:27,1,10,CAR 26,7,0,Bryce Young pass complete short right to Tommy Tremble for 21 yards (tackle by David Long),0.670,2.060
1,4:46,1,10,CAR 47,7,0,Bryce Young pass complete short right to Adam Thielen for 11 yards (tackle by Xavien Howard),2.060,2.790
1,4:14,1,10,MIA 42,7,0,Laviska Shenault up the middle for 2 yards (tackle by Jerome Baker and David Long),2.790,2.510
1,3:37,2,8,MIA 40,7,0,Raheem Blackshear up the middle for 9 yards (tackle by DeShon Elliott),2.510,3.510
1,2:57,1,10,MIA 31,7,0,Chuba Hubbard right tackle for 4 yards (tackle by David Long and Xavien Howard),3.510,3.510
1,2:15,2,6,MIA 27,7,0,Chuba Hubbard left guard for 7 yards (tackle by Jevon Holland and DeShon Elliott),3.510,4.240
1,1:48,1,10,MIA 20,7,0,Chuba Hubbard up the middle for 4 yards (tackle by Raekwon Davis and David Long),4.240,4.370
1,1:09,2,5,MIA 16,7,0,Raheem Blackshear left guard for 3 yards (tackle by Kader Kohou),4.370,4.100
1,0:38,3,3,MIA 13,7,0,"Penalty on MIA: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.100,5.370
1,0:13,1,8,MIA 8,7,0,Bryce Young pass incomplete short middle intended for Hayden Hurst (defended by Kader Kohou),5.370,4.570
1,0:09,2,8,MIA 8,13,0,"Bryce Young pass complete short right to Adam Thielen for 8 yards, touchdown",4.570,7.000
1,0:06,,,MIA 15,14,0,Eddy Pineiro kicks extra point good,0.000,0.000
1,0:06,,,CAR 35,14,0,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
1,0:06,1,10,MIA 25,14,0,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 27 yards (tackle by Donte Jackson),0.610,2.390
Quarter,Time,Down,ToGo,Location,CAR,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 48,14,0,Tua Tagovailoa pass incomplete deep middle intended for Jaylen Waddle (defended by Sam Franklin),2.390,1.850
2,14:54,2,10,CAR 48,14,0,Raheem Mostert right end for 7 yards (tackle by Troy Hill and Frankie Luvu),1.850,2.080
2,14:25,3,3,CAR 41,14,0,Tua Tagovailoa pass complete short left to Braxton Berrios for 10 yards (tackle by Frankie Luvu),2.080,3.510
2,13:48,1,10,CAR 31,14,0,Tua Tagovailoa pass complete short middle to Tyreek Hill for 11 yards (tackle by C.J. Henderson),3.510,4.240
2,13:14,1,10,CAR 20,14,0,Salvon Ahmed right end for 3 yards (tackle by Frankie Luvu and Yetur Gross-Matos),4.240,4.120
2,12:37,2,7,CAR 17,14,0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 14 yards (tackle by Kamu Grugier-Hill),4.120,6.510
2,11:59,1,3,CAR 3,14,0,Salvon Ahmed up the middle for no gain (tackle by DeShawn Williams and Frankie Luvu),6.510,5.530
2,11:19,2,3,CAR 3,14,6,"Tua Tagovailoa pass complete short right to Raheem Mostert for 3 yards, touchdown",5.530,7.000
2,11:13,,,CAR 15,14,7,Jason Sanders kicks extra point good,0.000,0.000
2,11:13,,,MIA 35,14,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,11:13,1,10,CAR 25,14,7,Chuba Hubbard left tackle for 4 yards (tackle by Jerome Baker and Andrew Van Ginkel),0.610,0.600
2,10:35,2,6,CAR 29,14,7,Bryce Young pass complete short right to Adam Thielen for 8 yards (tackle by Andrew Van Ginkel),0.600,1.400
2,9:57,1,10,CAR 37,14,7,Bryce Young pass complete short left to Jonathan Mingo for 10 yards (tackle by Eli Apple),1.400,2.060
2,9:13,1,10,CAR 47,14,7,Chuba Hubbard up the middle for 2 yards (tackle by Bradley Chubb),2.060,1.790
2,8:36,2,8,CAR 49,14,7,Bryce Young pass incomplete short right intended for Jonathan Mingo,1.790,1.090
2,8:32,3,8,CAR 49,14,7,Bryce Young pass incomplete deep left intended for DJ Chark,1.090,-0.130
2,8:27,4,8,CAR 49,14,7,"Johnny Hekker pass complete short right to Laviska Shenault for 7 yards (tackle by Duke Riley and Elijah Campbell) Replay Assistant challenged the short of the line to gain ruling, and the play was upheld.",-0.130,-1.800
2,8:20,1,10,MIA 43,14,7,Raheem Mostert left tackle for 49 yards (tackle by C.J. Henderson),1.800,5.370
2,7:45,1,8,CAR 8,14,7,Raheem Mostert up the middle for 4 yards (tackle by Shy Tuttle),5.370,5.340
2,7:07,2,4,CAR 4,14,13,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 4 yards, touchdown",5.340,7.000
2,7:00,,,CAR 15,14,14,Jason Sanders kicks extra point good,0.000,0.000
2,7:00,,,MIA 35,14,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,7:00,1,10,CAR 25,14,14,Bryce Young pass complete short right to Laviska Shenault for no gain (tackle by Jerome Baker),0.610,0.060
2,6:25,2,10,CAR 25,14,14,Chuba Hubbard right guard for 3 yards (tackle by Zach Sieler and Christian Wilkins),0.060,-0.230
2,5:47,3,7,CAR 28,14,14,Bryce Young pass complete short left to DJ Chark for 1 yard (tackle by Xavien Howard),-0.230,-1.440
2,5:09,4,6,CAR 29,14,14,"Johnny Hekker punts 43 yards, fair catch by Braxton Berrios at MIA-28",-1.440,-0.810
2,5:01,1,10,MIA 28,14,14,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill (defended by Shy Tuttle),0.810,0.260
2,4:58,2,10,MIA 28,14,14,Tua Tagovailoa pass incomplete short left,0.260,-0.430
2,4:51,3,10,MIA 28,14,14,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 17 yards (tackle by C.J. Henderson and Matthias Farley),-0.430,1.930
2,4:15,1,10,MIA 45,14,14,Salvon Ahmed right end for 2 yards (tackle by Shy Tuttle),1.930,1.650
2,3:33,2,8,MIA 47,14,14,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,1.650,0.960
2,3:30,3,8,MIA 47,14,14,Tua Tagovailoa pass complete short left to Raheem Mostert for 8 yards (tackle by Donte Jackson),0.960,2.590
2,2:49,1,10,CAR 45,14,14,Raheem Mostert left tackle for 2 yards (tackle by Brian Burns and Frankie Luvu),2.590,2.310
2,2:10,2,8,CAR 43,14,14,Tua Tagovailoa pass complete short right to Salvon Ahmed for 2 yards (tackle by Troy Hill),2.310,1.880
2,2:00,3,6,CAR 41,14,20,"Tua Tagovailoa pass complete deep right to Tyreek Hill for 41 yards, touchdown",1.880,7.000
2,1:54,,,CAR 15,14,21,Jason Sanders kicks extra point good,0.000,0.000
2,1:54,,,MIA 35,14,21,"Penalty on Tyreek Hill: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.000,0.000
2,1:54,,,MIA 20,14,21,"Jason Sanders kicks off 76 yards, returned by Raheem Blackshear for 31 yards (tackle by Brandon Jones)",0.000,1.270
2,1:48,1,10,CAR 35,14,21,Bryce Young pass incomplete short right,1.270,0.720
2,1:43,2,10,CAR 35,14,21,Bryce Young pass incomplete short right,0.720,0.040
2,1:39,3,10,CAR 35,14,21,Bryce Young pass complete short right to Adam Thielen for 16 yards (tackle by Parry Nickerson),0.040,2.320
2,1:16,1,10,MIA 49,14,21,Bryce Young pass complete short middle to Adam Thielen for 16 yards (tackle by Eli Apple),2.320,3.380
2,0:53,1,10,MIA 33,14,21,Bryce Young pass complete short right to Adam Thielen for 7 yards (tackle by Kader Kohou),3.380,3.780
2,0:36,,,,,,Timeout #1 by Miami Dolphins,,
2,0:36,2,3,MIA 26,14,21,Bryce Young pass incomplete deep left,3.780,3.070
2,0:29,3,3,MIA 26,14,21,Bryce Young pass complete short left to DJ Chark for 1 yard (tackle by Bradley Chubb),3.070,1.930
2,0:02,,,,,,Timeout #1 by Carolina Panthers,,
2,0:02,4,2,MIA 25,14,21,Eddy Pineiro 43 yard field goal no good,1.930,1.070
Quarter,Time,Down,ToGo,Location,CAR,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,14,21,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,14,21,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill (defended by Shy Tuttle),0.610,0.060
3,14:57,2,10,MIA 25,14,21,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill,0.060,-0.620
3,14:52,3,10,MIA 25,14,21,Tua Tagovailoa pass incomplete short left,-0.620,-1.700
3,14:47,4,10,MIA 25,14,21,"Jake Bailey punts 45 yards, fair catch by Ihmir Smith-Marsette at CAR-30",-1.700,-0.940
3,14:40,1,10,CAR 30,14,21,Bryce Young pass complete short middle to Adam Thielen for 5 yards (tackle by Xavien Howard),0.940,1.070
3,14:12,2,5,CAR 35,14,21,Chuba Hubbard up the middle for 4 yards (tackle by David Long and Eli Apple),1.070,0.890
3,13:50,3,1,CAR 39,14,21,Chuba Hubbard up the middle for 2 yards (tackle by Bradley Chubb),0.890,1.660
3,13:07,1,10,CAR 41,14,21,Bryce Young pass incomplete short left intended for Terrace Marshall (defended by Kader Kohou),1.660,1.120
3,13:00,2,10,CAR 41,14,21,Bryce Young pass complete short left to Adam Thielen for 4 yards (tackle by Jerome Baker),1.120,0.960
3,12:18,3,6,CAR 45,14,21,Bryce Young sacked by Christian Wilkins for -9 yards,0.960,-0.980
3,11:40,4,16,CAR 36,14,21,"Johnny Hekker punts 55 yards, fair catch by Braxton Berrios at MIA-9",-0.980,0.380
3,11:32,1,10,MIA 9,14,21,Raheem Mostert right end for 9 yards (tackle by Shy Tuttle),-0.380,0.140
3,10:53,2,1,MIA 18,14,21,Raheem Mostert up the middle for 4 yards (tackle by Derrick Brown and Yetur Gross-Matos),0.140,0.410
3,10:13,1,10,MIA 22,14,21,"Raheem Mostert right tackle for no gain (tackle by Derrick Brown). Penalty on Derrick Brown: Defensive Offside, 5 yards (accepted) (no play)",0.410,1.140
3,9:54,1,5,MIA 27,14,21,Raheem Mostert right tackle for no gain (tackle by DJ Johnson and Frankie Luvu),1.140,0.540
3,9:14,2,5,MIA 27,14,21,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 47 yards (tackle by C.J. Henderson),0.540,3.840
3,8:27,1,10,CAR 26,14,21,Tua Tagovailoa pass complete short left to Jaylen Waddle for 9 yards (tackle by Matthias Farley),3.840,4.640
3,7:45,2,1,CAR 17,14,21,Tua Tagovailoa pass complete short right to Salvon Ahmed for 9 yards (tackle by Matthias Farley),4.640,5.370
3,7:08,1,8,CAR 8,14,21,Raheem Mostert right end for 4 yards (tackle by C.J. Henderson and Kamu Grugier-Hill),5.370,5.340
3,6:25,2,4,CAR 4,14,27,"Raheem Mostert left guard for 4 yards, touchdown",5.340,7.000
3,6:21,,,CAR 15,14,28,Jason Sanders kicks extra point good,0.000,0.000
3,6:21,,,MIA 35,14,28,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,6:21,1,10,CAR 25,14,28,Chuba Hubbard left end for 6 yards (tackle by David Long and DeShon Elliott),0.610,0.870
3,5:56,2,4,CAR 31,14,28,Chuba Hubbard right guard for 2 yards (tackle by Raekwon Davis),0.870,0.430
3,5:33,3,2,CAR 33,14,28,Bryce Young pass complete deep right to DJ Chark for 24 yards (tackle by Eli Apple),0.430,2.720
3,4:55,1,10,MIA 43,14,28,Bryce Young pass complete short right to Tommy Tremble for 4 yards (tackle by DeShon Elliott and Duke Riley),2.720,2.720
3,4:28,2,6,MIA 39,14,28,Chuba Hubbard right end for 5 yards (tackle by Xavien Howard),2.720,2.680
3,4:02,3,1,MIA 34,14,28,Chuba Hubbard up the middle for 2 yards (tackle by David Long and Jaelan Phillips),2.680,3.450
3,3:33,1,10,MIA 32,14,28,Chuba Hubbard right guard for 4 yards (tackle by DeShon Elliott),3.450,3.440
3,3:01,2,6,MIA 28,14,28,Raheem Blackshear up the middle for 4 yards (tackle by Christian Wilkins and Duke Riley),3.440,3.270
3,2:34,3,2,MIA 24,14,28,Bryce Young pass incomplete short left intended for DJ Chark,3.270,1.990
3,2:31,4,2,MIA 24,14,28,Bryce Young pass incomplete deep right intended for Hayden Hurst,1.990,-0.540
3,2:28,1,10,MIA 24,14,28,Salvon Ahmed left end for 7 yards (tackle by Donte Jackson),0.540,0.940
3,2:03,2,3,MIA 31,14,28,Tua Tagovailoa pass complete deep right to Tyreek Hill for 24 yards (tackle by C.J. Henderson),0.940,2.590
3,1:27,1,10,CAR 45,14,28,Salvon Ahmed up the middle for 2 yards (tackle by Deion Jones and Sam Franklin),2.590,2.310
3,0:48,2,8,CAR 43,14,28,Tua Tagovailoa pass incomplete deep middle intended for Jaylen Waddle,2.310,1.620
3,0:43,3,8,CAR 43,14,28,Tua Tagovailoa pass complete short right to Braxton Berrios for 10 yards (tackle by Matthias Farley),1.620,3.380
3,0:08,1,10,CAR 33,14,28,Raheem Mostert right end for 11 yards (tackle by C.J. Henderson),3.380,4.110
Quarter,Time,Down,ToGo,Location,CAR,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 22,14,28,Raheem Mostert right end for -1 yards (tackle by Frankie Luvu and Yetur Gross-Matos),4.110,3.430
4,14:24,2,11,CAR 23,14,28,Tua Tagovailoa pass complete short middle to Tyreek Hill for 13 yards (tackle by Sam Franklin),3.430,4.910
4,13:38,1,10,CAR 10,14,28,Raheem Mostert right end for 8 yards (tackle by Frankie Luvu),4.910,5.720
4,12:57,2,2,CAR 2,14,28,"Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle. Penalty on Jeremy Chinn: Defensive Pass Interference, 1 yard (accepted) (no play)",5.720,6.970
4,12:52,1,1,CAR 1,14,28,Raheem Mostert right guard for no gain (tackle by Sam Franklin),6.970,5.910
4,12:30,2,1,CAR 1,14,28,Tua Tagovailoa pass incomplete short left intended for Durham Smythe (defended by Shy Tuttle),5.910,5.170
4,12:27,3,1,CAR 1,14,34,"Raheem Mostert up the middle for 1 yard, touchdown",5.170,7.000
4,12:23,,,CAR 15,14,35,Jason Sanders kicks extra point good,0.000,0.000
4,12:23,,,MIA 35,14,35,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,12:23,1,10,CAR 25,14,35,Bryce Young pass complete short left to Jonathan Mingo for 11 yards (tackle by Kader Kohou),0.610,1.330
4,11:50,1,10,CAR 36,14,35,Bryce Young sacked by Christian Wilkins for -10 yards,1.330,-0.560
4,11:18,2,20,CAR 26,14,35,Bryce Young pass complete short left to Chuba Hubbard for 2 yards (tackle by Jerome Baker),-0.560,-0.960
4,10:30,3,18,CAR 28,14,35,Bryce Young sacked by Zach Sieler for -11 yards,-0.960,-2.320
4,9:55,4,29,CAR 17,14,35,"Johnny Hekker punts 48 yards, returned by Braxton Berrios for no gain (tackle by Matthias Farley). Penalty on Channing Tindall: Defensive Holding, 5 yards (offset) . Penalty on Johnny Hekker: Unnecessary Roughness / Offense, 15 yards (offset)",-2.320,-1.270
4,9:43,1,10,MIA 35,14,35,Raheem Mostert up the middle for 13 yards (tackle by Matthias Farley),1.270,2.130
4,9:08,1,10,MIA 48,14,35,Tua Tagovailoa pass complete short right to Jaylen Waddle for -2 yards (tackle by C.J. Henderson),2.130,1.310
4,8:27,2,12,MIA 46,14,35,Tua Tagovailoa pass complete short left to Salvon Ahmed for no gain (tackle by Justin Houston),1.310,0.630
4,7:44,3,12,MIA 46,14,35,Tua Tagovailoa pass incomplete deep right intended for Salvon Ahmed (defended by C.J. Henderson),0.630,-0.320
4,7:38,4,12,MIA 46,14,35,Jake Bailey punts 46 yards downed by Justin Bethel,-0.320,0.380
4,7:27,1,10,CAR 8,14,35,Chuba Hubbard up the middle for 5 yards (tackle by Emmanuel Ogbah and David Long),-0.380,-0.410
4,6:53,2,5,CAR 13,14,35,Bryce Young pass complete short right to Adam Thielen for 6 yards (tackle by Parry Nickerson),-0.410,0.150
4,6:04,1,10,CAR 19,14,35,"Bryce Young sacked by Bradley Chubb for no gain. Penalty on Parry Nickerson: Defensive Holding, 5 yards (accepted) (no play)",0.150,0.540
4,5:42,1,10,CAR 24,14,35,Bryce Young pass complete short left to Hayden Hurst for 16 yards (tackle by Parry Nickerson),0.540,1.600
4,5:12,1,10,CAR 40,14,35,Bryce Young pass incomplete deep right intended for Adam Thielen,1.600,1.050
4,5:07,2,10,CAR 40,14,35,Bryce Young pass incomplete short right intended for Adam Thielen,1.050,0.370
4,5:03,3,10,CAR 40,14,35,Bryce Young pass incomplete short left intended for Terrace Marshall,0.370,-0.720
4,4:57,4,10,CAR 40,14,35,Bryce Young pass incomplete short right intended for Terrace Marshall,-0.720,-2.980
4,4:49,1,10,CAR 39,14,35,Chris Brooks up the middle for 4 yards (tackle by DJ Johnson and LaBryan Ray),2.980,3.050
4,4:43,,,,,,Timeout #1 by Carolina Panthers,,
4,4:43,2,5,CAR 35,14,35,Chris Brooks left tackle for -4 yards (tackle by Deion Jones and Sam Franklin),3.050,1.820
4,4:37,,,,,,Timeout #2 by Carolina Panthers,,
4,4:37,3,9,CAR 39,20,35,"Mike White pass short right intended for Salvon Ahmed is intercepted by Troy Hill at CAR-39 and returned for 61 yards, touchdown",1.820,-7.000
4,4:26,,,MIA 15,21,35,Eddy Pineiro kicks extra point good,0.000,0.000
4,4:26,,,CAR 35,21,35,"Eddy Pineiro kicks onside 7 yards, returned by Duke Riley for no gain",0.000,3.120
4,4:25,1,10,CAR 37,21,35,Chris Brooks up the middle for no gain (tackle by Deion Jones),3.120,2.570
4,4:21,,,,,,Timeout #3 by Carolina Panthers,,
4,4:21,2,10,CAR 37,21,35,Chris Brooks right end for 28 yards (tackle by Kamu Grugier-Hill),2.570,5.140
4,3:34,1,9,CAR 9,21,35,Chris Brooks left guard for 1 yard (tackle by Amare Barno and LaBryan Ray),5.140,4.570
4,2:53,2,8,CAR 8,21,35,Chris Brooks left guard for -1 yards (tackle by Nick Thurman),4.570,3.360
4,2:38,3,9,CAR 9,21,41,"Salvon Ahmed right end for 9 yards, touchdown",3.360,7.000
4,2:31,,,CAR 15,21,42,Jason Sanders kicks extra point good,0.000,0.000
4,2:31,,,MIA 35,21,42,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,2:31,1,10,CAR 25,21,42,Bryce Young pass complete short right to Raheem Blackshear for 4 yards (tackle by Cam Smith),0.610,0.600
4,2:24,2,6,CAR 29,21,42,Raheem Blackshear left guard for 2 yards (tackle by Da'Shawn Hand and David Long),0.600,0.170
4,2:00,3,4,CAR 31,21,42,Bryce Young pass incomplete short left intended for DJ Chark (defended by Eli Apple),0.170,-1.310
4,1:56,4,4,CAR 31,21,42,Bryce Young pass incomplete short middle,-1.310,-3.510
4,1:53,1,10,CAR 31,21,42,Mike White kneels for -1 yards,3.510,2.830
4,1:13,2,11,CAR 32,21,42,Mike White kneels for -2 yards,2.830,1.880
4,0:36,3,13,CAR 34,21,42,Mike White kneels for -1 yards,1.880,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
