Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bijan Robinson,ATL,22,95,1,6,52,2.4,43,2.0,1,22.0
Tyler Allgeier,ATL,9,31,0,1,14,1.6,17,1.9,1,9.0
Taylor Heinicke,ATL,4,34,0,1,32,8.0,2,0.5,0,
Cordarrelle Patterson,ATL,3,13,0,1,6,2.0,7,2.3,0,
Desmond Ridder,ATL,3,11,1,2,11,3.7,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,16,73,0,5,30,1.9,43,2.7,5,3.2
Kyler Murray,ARI,6,33,1,2,31,5.2,2,0.3,0,
Keaontay Ingram,ARI,2,2,0,,1,0.5,1,0.5,0,
Tony Jones,ARI,1,13,0,,5,5.0,8,8.0,1,1.0
Clayton Tune,ARI,1,1,1,1,0,0.0,1,1.0,0,
