Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,6:34,4,10,MIA 12,0,3,Doug Brien 30 yard field goal good,2.630,3.000
1,,,,NYJ 30,0,3,"Doug Brien kicks off 62 yards, returned by Charlie Rogers for 21 yards (tackle by Kenyatta Wright)",0.000,0.870
1,5:45,1,10,MIA 29,0,3,Jay Fiedler pass complete to Ricky Williams for 7 yards (tackle by Sam Garnes),0.870,1.270
1,5:25,2,3,MIA 36,0,3,Ricky Williams up the middle for 5 yards (tackle by Jason Ferguson),1.270,1.660
1,4:45,1,10,MIA 41,0,3,"Penalty on Jason Ferguson: Encroachment, 5 yards (no play)",1.660,2.390
1,4:19,1,5,MIA 46,0,3,Ricky Williams right guard for no gain (tackle by John Abraham),2.390,1.800
1,3:41,2,5,MIA 46,0,3,Jay Fiedler pass complete to Rob Konrad for 9 yards (tackle by Marvin Jones),1.800,2.590
1,3:00,1,10,NYJ 45,0,3,Jay Fiedler pass complete to Chris Chambers for 22 yards (tackle by Aaron Beasley),2.590,4.040
1,2:15,1,10,NYJ 23,0,3,Ricky Williams right guard for 4 yards (tackle by Sam Garnes),4.040,4.050
1,1:31,2,6,NYJ 19,0,3,Jay Fiedler pass complete to Randy McMichael for 10 yards (tackle by Donnie Abraham),4.050,5.140
1,0:47,1,9,NYJ 9,6,3,"Jay Fiedler right end for 9 yards, touchdown",5.140,7.000
1,,,,NYJ 2,7,3,Olindo Mare kicks extra point good,0.000,0.000
1,,,,MIA 30,7,3,"Olindo Mare kicks off 64 yards, returned by Michael Bates for 32 yards (tackle by Obafemi Ayanbadejo)",0.000,1.470
1,0:30,1,10,NYJ 38,7,3,Vinny Testaverde pass complete to Wayne Chrebet for 6 yards (tackle by Sam Madison),1.470,1.730
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,NYJ 44,7,3,Curtis Martin right end for 1 yard (tackle by Patrick Surtain and Brock Marion),1.730,1.160
2,14:22,3,3,NYJ 45,7,3,Curtis Martin for no gain (tackle by Junior Seau and Zach Thomas),1.160,-0.390
2,13:42,4,3,NYJ 45,7,3,"Dan Stryzinski punts 34 yards, fair catch by Charlie Rogers",-0.390,-0.340
2,13:33,1,10,MIA 21,7,3,Ricky Williams left end for 3 yards (tackle by Jon McGraw and Aaron Beasley),0.340,0.210
2,12:53,2,7,MIA 24,7,3,Jay Fiedler pass complete to Chris Chambers for 39 yards (tackle by Jon McGraw),0.210,3.120
2,12:10,1,10,NYJ 37,7,3,Ricky Williams up the middle for 1 yard (tackle by Shaun Ellis),3.120,2.710
2,11:32,2,9,NYJ 36,7,3,Jay Fiedler for 14 yards (tackle by Sam Cowart),2.710,4.110
2,11:02,1,10,NYJ 22,7,3,Ricky Williams left guard for 6 yards (tackle by Sam Cowart and Marvin Jones),4.110,4.460
2,10:23,2,4,NYJ 16,7,3,Ricky Williams right tackle for 3 yards (tackle by Ray Mickens and John Abraham),4.460,4.390
2,9:40,3,1,NYJ 13,7,3,"Ricky Williams up the middle for 3 yards (tackle by Sam Garnes). Penalty on Todd Wade: Offensive Holding, 10 yards (no play)",4.390,2.740
2,9:04,,,,7,3,Timeout #1 by Miami Dolphins,0.000,2.740
2,9:04,3,11,NYJ 23,7,3,"Penalty on Todd Wade: False Start, 5 yards (no play)",2.740,2.080
2,9:04,3,16,NYJ 28,7,3,Ricky Williams right end for 18 yards (tackle by Sam Garnes),2.080,4.910
2,8:35,1,10,NYJ 10,7,3,Ricky Williams right guard for 2 yards (tackle by Chester McGlockton and Jason Ferguson),4.910,4.570
2,7:50,2,8,NYJ 8,13,3,"Jay Fiedler pass complete to Randy McMichael for 8 yards, touchdown",4.570,7.000
2,,,,NYJ 2,14,3,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,14,3,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,7:40,1,10,NYJ 20,14,3,Vinny Testaverde pass complete to Wayne Chrebet for 12 yards (tackle by Terrell Buckley),0.280,1.070
2,7:14,1,10,NYJ 32,14,3,Vinny Testaverde pass complete to Anthony Becht for 4 yards (tackle by Morlon Greenwood),1.070,1.070
2,6:35,2,6,NYJ 36,14,3,Curtis Martin left guard for 3 yards (tackle by Zach Thomas and Junior Seau),1.070,0.760
2,5:55,3,3,NYJ 39,14,3,Vinny Testaverde pass incomplete intended for Wayne Chrebet,0.760,-0.780
2,5:49,4,3,NYJ 39,14,3,"Dan Stryzinski punts 45 yards, fair catch by Charlie Rogers",-0.780,0.140
2,5:42,1,10,MIA 16,14,3,Ricky Williams right tackle for 1 yard (tackle by John Abraham),-0.140,-0.510
2,5:04,2,9,MIA 17,14,3,Ricky Williams left tackle for 22 yards (tackle by Sam Cowart and John Abraham),-0.510,1.530
2,4:23,1,10,MIA 39,14,3,Travis Minor right tackle for 11 yards (tackle by Jason Ferguson and Ray Mickens),1.530,2.260
2,3:38,1,10,NYJ 50,14,3,Travis Minor left guard for 3 yards (tackle by Mo Lewis and Marvin Jones),2.260,2.120
2,2:59,2,7,NYJ 47,14,3,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Ray Mickens),2.120,1.420
2,2:51,3,7,NYJ 47,14,3,Jay Fiedler up the middle for 5 yards (tackle by James Reed and Jason Glenn),1.420,0.460
2,2:13,4,2,NYJ 42,14,3,"Mark Royals punts 26 yards, fair catch by Santana Moss. Penalty on Michael Bates: Defensive Offside, 5 yards (no play)",0.460,3.120
2,2:10,1,10,NYJ 37,14,3,Ricky Williams left guard for 2 yards (tackle by Sam Cowart),3.120,2.840
2,2:00,2,8,NYJ 35,14,3,Jay Fiedler pass complete to Ricky Williams for 21 yards (tackle by Marvin Jones),2.840,4.650
2,1:51,1,10,NYJ 14,14,3,Travis Minor right end for 7 yards (tackle by John Abraham and Jon McGraw),4.650,5.280
2,1:08,2,3,NYJ 7,14,3,Travis Minor up the middle for 2 yards (tackle by Sam Cowart and Mo Lewis),5.280,4.960
2,0:29,3,1,NYJ 5,14,3,Jay Fiedler up the middle for 3 yards (tackle by Sam Cowart),4.960,6.740
2,0:22,,,,14,3,Timeout #2 by Miami Dolphins,0.000,6.740
2,0:22,1,2,NYJ 2,20,3,"Ricky Williams right end for 2 yards, touchdown",6.740,7.000
2,,,,NYJ 2,21,3,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,21,3,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,0:14,1,10,NYJ 20,21,3,Curtis Martin left end for 9 yards (tackle by Jay Williams and Zach Thomas),0.280,0.950
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,21,3,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NYJ 20,21,3,Vinny Testaverde pass complete to Curtis Conway for 15 yards (tackle by Patrick Surtain). Penalty on Junior Seau: Illegal Contact (Declined),0.280,1.270
3,14:36,1,10,NYJ 35,21,3,Curtis Martin right end for -2 yards (tackle by Tim Bowens),1.270,0.450
3,14:02,2,12,NYJ 33,21,3,Vinny Testaverde pass complete to Wayne Chrebet for 5 yards (tackle by Terrell Buckley),0.450,0.430
3,13:22,3,7,NYJ 38,21,3,Vinny Testaverde pass incomplete intended for Anthony Becht (defended by Sammy Knight),0.430,-0.850
3,13:18,4,7,NYJ 38,21,3,"Dan Stryzinski punts 38 yards, fair catch by Charlie Rogers",-0.850,-0.540
3,13:09,1,10,MIA 24,21,3,Ricky Williams left guard for 2 yards (tackle by Sam Cowart and Jason Ferguson),0.540,0.270
3,12:34,2,8,MIA 26,21,3,Jay Fiedler pass complete to Chris Chambers for 19 yards (tackle by Ray Mickens),0.270,1.930
3,12:07,1,10,MIA 45,21,3,Ricky Williams left end for 5 yards (tackle by Jon McGraw and Aaron Beasley),1.930,2.060
3,11:37,2,5,MIA 50,21,3,Ricky Williams left guard for 2 yards (tackle by Mo Lewis and Marvin Jones),2.060,1.620
3,10:54,3,3,NYJ 48,21,3,Jay Fiedler pass incomplete intended for Derrius Thompson,1.620,0.070
3,10:50,4,3,NYJ 48,21,3,"Mark Royals punts 40 yards, fair catch by Santana Moss. Penalty on Brendon Ayanbadejo: Offensive Holding, 10 yards (no play)",0.070,-0.590
3,10:41,4,13,MIA 42,21,3,"Mark Royals punts 42 yards, returned by Santana Moss for 7 yards (tackle by Brendon Ayanbadejo)",-0.590,-0.480
3,10:32,1,10,NYJ 23,21,3,Vinny Testaverde pass complete to Anthony Becht for 3 yards (tackle by Junior Seau),0.480,0.340
3,10:10,2,7,NYJ 26,21,3,Curtis Martin right guard for 4 yards (tackle by Terrell Buckley and Sammy Knight),0.340,0.170
3,9:51,3,3,NYJ 30,21,3,Vinny Testaverde pass complete to Anthony Becht for 5 yards (tackle by Arturo Freeman),0.170,1.270
3,9:08,1,10,NYJ 35,21,3,Vinny Testaverde pass incomplete intended for Wayne Chrebet (defended by Sammy Knight),1.270,0.720
3,9:01,2,10,NYJ 35,21,3,Vinny Testaverde pass complete to Curtis Martin for -5 yards (tackle by Terrell Buckley),0.720,-0.630
3,8:20,3,15,NYJ 30,21,3,Vinny Testaverde pass complete to Santana Moss for 61 yards (tackle by Sammy Knight),-0.630,5.140
3,7:27,1,9,MIA 9,21,3,Vinny Testaverde pass incomplete intended for Kevin Swayne,5.140,4.380
3,7:19,2,9,MIA 9,21,3,Curtis Martin right tackle for 3 yards (tackle by Sammy Knight),4.380,4.040
3,6:38,3,6,MIA 6,21,3,Vinny Testaverde pass complete to Curtis Martin for 3 yards (tackle by Arturo Freeman),4.040,3.040
3,6:14,4,3,MIA 3,21,3,Vinny Testaverde pass incomplete intended for Anthony Becht,3.040,0.380
3,6:09,1,10,MIA 4,21,3,--,-0.380,-0.710
3,5:34,2,9,MIA 5,21,3,Jay Fiedler pass complete to Chris Chambers for 11 yards (tackle by Ray Mickens),-0.710,-0.140
3,4:52,1,10,MIA 16,21,3,Jay Fiedler pass incomplete intended for Randy McMichael,-0.140,-0.660
3,4:44,2,10,MIA 16,21,3,Ricky Williams left tackle for 3 yards (tackle by Chester McGlockton and James Reed),-0.660,-0.950
3,3:59,3,7,MIA 19,21,3,Jay Fiedler pass complete to Ricky Williams for 7 yards (tackle by Sam Cowart),-0.950,0.670
3,3:21,1,10,MIA 26,21,3,Ricky Williams right end for 7 yards (tackle by Jamie Henderson),0.670,1.070
3,2:50,2,3,MIA 33,21,3,Ricky Williams right guard for 4 yards (tackle by Bryan Thomas),1.070,1.400
3,2:06,1,10,MIA 37,21,3,Jay Fiedler pass complete to Rob Konrad for 8 yards (tackle by Sam Garnes),1.400,1.940
3,1:24,2,2,MIA 45,21,3,Travis Minor right tackle for 4 yards (tackle by Sam Garnes and Sam Cowart),1.940,2.190
3,0:41,1,10,MIA 49,21,3,Ricky Williams left tackle for 1 yard (tackle by Mo Lewis),2.190,1.780
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NYJ 50,21,3,"Jay Fiedler sacked by Shaun Ellis for -1 yards. Jay Fiedler fumbles (forced by Shaun Ellis), recovered by Chester McGlockton at MIA-48",1.780,-2.390
4,14:48,1,10,MIA 48,21,3,Vinny Testaverde pass incomplete intended for Wayne Chrebet (defended by Brock Marion),2.390,1.850
4,14:43,2,10,MIA 48,21,3,Vinny Testaverde pass complete to LaMont Jordan for 3 yards (tackle by Adewale Ogunleye),1.850,1.550
4,14:06,3,7,MIA 45,21,3,Vinny Testaverde pass complete to Curtis Conway for 11 yards (tackle by Brock Marion),1.550,3.310
4,13:36,1,10,MIA 34,21,3,Vinny Testaverde pass incomplete intended for Santana Moss,3.310,2.770
4,13:31,2,10,MIA 34,21,3,Vinny Testaverde pass complete to Jerald Sowell for 2 yards (tackle by Patrick Surtain),2.770,2.350
4,12:50,3,8,MIA 32,21,9,"Vinny Testaverde pass complete to Santana Moss for 32 yards, touchdown",2.350,7.000
4,,,,MIA 2,21,10,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,21,10,"Doug Brien kicks off 70 yards, touchback",0.000,0.280
4,12:42,1,10,MIA 20,21,10,Ricky Williams left guard for 5 yards (tackle by Chester McGlockton and John Abraham),0.280,0.410
4,12:05,2,5,MIA 25,21,10,Jay Fiedler pass complete to Ricky Williams for 2 yards (tackle by John Abraham),0.410,-0.030
4,11:21,3,3,MIA 27,21,10,"Jay Fiedler pass incomplete. Penalty on Jamie Henderson: Defensive Pass Interference, 5 yards (no play)",-0.030,1.070
4,11:21,1,10,MIA 32,21,10,Ricky Williams up the middle for 3 yards (tackle by Dewayne Robertson and John Abraham),1.070,0.930
4,10:37,2,7,MIA 35,21,10,Ricky Williams left end for -6 yards (tackle by Sam Cowart),0.930,-0.560
4,9:51,3,13,MIA 29,21,10,Jay Fiedler pass incomplete intended for James McKnight (defended by Ray Mickens),-0.560,-1.440
4,9:40,4,13,MIA 29,21,10,"Mark Royals punts 39 yards, returned by Santana Moss for 4 yards (tackle by Brendon Ayanbadejo)",-1.440,-1.330
4,9:28,1,10,NYJ 36,21,10,Curtis Martin right tackle for 7 yards (tackle by Zach Thomas),1.330,1.740
4,8:55,2,3,NYJ 43,21,10,Vinny Testaverde pass complete to Jerald Sowell for 8 yards (tackle by Junior Seau),1.740,2.320
4,8:19,1,10,MIA 49,21,10,Vinny Testaverde pass incomplete intended for Santana Moss (defended by Adewale Ogunleye),2.320,1.780
4,8:14,2,10,MIA 49,21,10,Vinny Testaverde pass incomplete intended for Curtis Martin (defended by Zach Thomas),1.780,1.090
4,8:10,3,10,MIA 49,21,10,Vinny Testaverde sacked by Jason Taylor and Jay Williams for -7 yards,1.090,-0.460
4,7:33,4,17,NYJ 44,21,10,Dan Stryzinski punts 51 yards,-0.460,0.380
4,7:23,1,10,MIA 5,21,10,Ricky Williams right tackle for 3 yards (tackle by Marvin Jones),-0.380,-0.560
4,6:48,2,7,MIA 8,21,10,Ricky Williams up the middle for 7 yards (tackle by Sam Cowart),-0.560,-0.220
4,6:04,1,10,MIA 15,21,10,Ricky Williams left guard for 1 yard (tackle by Chester McGlockton and Marvin Jones),-0.220,-0.580
4,5:22,2,9,MIA 16,21,10,Ricky Williams left end for no gain (tackle by Sam Cowart),-0.580,-1.250
4,5:10,,,,21,10,Timeout #1 by New York Jets,0.000,-1.250
4,5:10,3,9,MIA 16,21,10,Jay Fiedler pass complete to Randy McMichael for 3 yards (tackle by Sam Garnes),-1.250,-2.140
4,4:29,4,6,MIA 19,21,10,"Mark Royals punts 44 yards, returned by Santana Moss for 1 yard. Penalty on Jacoby Shepherd: Illegal Block Above the Waist, 10 yards",-2.140,-0.810
4,4:19,1,10,NYJ 28,21,10,Vinny Testaverde pass complete to Wayne Chrebet for 15 yards (tackle by Sam Madison),0.810,1.800
4,3:53,1,10,NYJ 43,21,10,Vinny Testaverde pass complete to Wayne Chrebet for 5 yards (tackle by Sam Madison),1.800,1.930
4,3:28,2,5,NYJ 48,21,10,Vinny Testaverde pass complete to Santana Moss for 19 yards (tackle by Zach Thomas),1.930,3.380
4,3:01,1,10,MIA 33,21,10,Vinny Testaverde pass incomplete intended for Santana Moss,3.380,2.840
4,2:57,2,10,MIA 33,21,10,Vinny Testaverde pass incomplete intended for Santana Moss (defended by Patrick Surtain),2.840,2.150
4,2:51,3,10,MIA 33,21,10,"Vinny Testaverde pass incomplete intended for Curtis Conway. Penalty on Jason Fabini: Offensive Holding, 10 yards (no play)",2.150,0.830
4,2:46,3,20,MIA 43,21,10,Vinny Testaverde pass incomplete is intercepted by Patrick Surtain at MIA-20 and returned for 14 yards (tackle by LaMont Jordan),0.830,-1.200
4,2:37,1,10,MIA 34,21,10,Ricky Williams right guard for 2 yards (tackle by Jamie Henderson and Shaun Ellis),1.200,0.930
4,2:30,,,,21,10,Timeout #2 by New York Jets,0.000,0.930
4,2:30,2,8,MIA 36,21,10,Ricky Williams left guard for 4 yards (tackle by Bryan Thomas and Jamie Henderson),0.930,0.760
4,2:23,,,,21,10,Timeout #3 by New York Jets,0.000,0.760
4,2:23,3,4,MIA 40,21,10,Ricky Williams right tackle for 3 yards (tackle by Marvin Jones and Bryan Thomas),0.760,-0.520
4,2:00,4,1,MIA 43,21,10,"Mark Royals punts 43 yards, fair catch by Santana Moss",-0.520,0.280
4,1:53,1,10,NYJ 14,21,10,"Vinny Testaverde pass complete to Jerald Sowell for 8 yards. Penalty on Jason Fabini: Illegal Use of Hands, 7 yards (no play)",-0.280,-0.650
4,1:42,1,17,NYJ 7,21,10,Vinny Testaverde pass complete to Curtis Conway for 23 yards (tackle by Zach Thomas),-0.650,0.940
4,1:19,1,10,NYJ 30,21,10,Vinny Testaverde pass complete to LaMont Jordan for 17 yards (tackle by Zach Thomas),0.940,2.060
4,0:55,1,10,NYJ 47,21,10,Vinny Testaverde pass incomplete intended for Kevin Swayne,2.060,1.520
4,0:50,2,10,NYJ 47,21,10,Vinny Testaverde pass complete to LaMont Jordan for 21 yards (tackle by Sammy Knight),1.520,3.450
4,0:26,1,10,MIA 32,21,10,Vinny Testaverde pass complete to Wayne Chrebet for 1 yard (tackle by Terrell Buckley),3.450,3.040
4,0:08,2,9,MIA 31,21,10,Vinny Testaverde spiked the ball,3.040,2.340
4,0:08,3,9,MIA 31,21,10,"Vinny Testaverde pass incomplete intended for Curtis Conway. Penalty on Jason Fabini: Offensive Holding, 10 yards (no play)",2.340,1.030
4,0:02,3,19,MIA 41,21,10,Vinny Testaverde pass complete to LaMont Jordan for 25 yards (tackle by Zach Thomas),1.030,1.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
