Quarter,Time,Tm,Detail,TEN,IND
1.0,5:05,Titans,Joe Nedney 28 yard field goal,3,0
,0:00,Titans,Mike Green 3 yard pass from Steve McNair (Joe Nedney kick),10,0
2.0,10:17,Titans,Keith Bulluck 61 yard defensive fumble return (Joe Nedney kick),17,0
,2:55,Titans,Joe Nedney 34 yard field goal,20,0
3.0,9:14,Titans,Joe Nedney 39 yard field goal,23,0
4.0,12:17,Colts,Mike Roberg 2 yard pass from Peyton Manning (Marvin Harrison pass from Peyton Manning),23,8
,1:57,Colts,Marvin Harrison 19 yard pass from Peyton Manning (Mike Vanderjagt kick),23,15
