#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:05,CAR 22,4,0:40,1,Field Goal
2,1,13:10,CAR 43,5,1:45,43,Touchdown
3,1,6:00,PHI 20,3,0:37,6,Punt
4,1,0:08,PHI 9,10,3:35,91,Touchdown
5,2,9:54,CAR 49,4,0:57,8,Downs
6,2,4:20,PHI 27,6,1:32,35,Punt
7,2,0:13,PHI 8,1,0:13,-1,End of Half
8,3,15:00,PHI 20,5,2:04,35,Punt
9,3,7:57,CAR 30,2,0:17,30,Touchdown
10,3,5:29,PHI 45,4,1:43,1,Punt
11,3,2:38,PHI 43,3,1:02,8,Punt
12,4,14:24,PHI 33,7,2:41,67,Touchdown
13,4,9:05,PHI 20,3,1:13,-1,Punt
14,4,5:30,PHI 20,3,1:43,6,Punt
15,4,1:53,PHI 24,3,1:53,0,End of Game
