Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
1,11:31,,,PHI 35,0,10,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
1,11:25,1,10,CAR 20,0,10,Jonathan Stewart right tackle for 4 yards (tackle by Casey Matthews),0.280,0.270
1,10:48,2,6,CAR 24,0,10,Cam Newton pass complete short middle to Ed Dickson for 7 yards (tackle by Casey Matthews),0.270,1.000
1,10:08,1,10,CAR 31,0,10,Jonathan Stewart up the middle for 4 yards (tackle by Connor Barwin and Fletcher Cox),1.000,1.000
1,9:33,2,6,CAR 35,0,10,Jonathan Stewart up the middle for 3 yards (tackle by Bennie Logan),1.000,0.700
1,8:56,3,3,CAR 38,0,10,Cam Newton pass complete short right to Jason Avant for 8 yards (tackle by Bradley Fletcher),0.700,1.990
1,8:16,1,10,CAR 46,0,10,Cam Newton pass complete deep right to Greg Olsen for 38 yards (tackle by Casey Matthews),1.990,4.510
1,7:35,1,10,PHI 16,0,10,DeAngelo Williams up the middle for 4 yards (tackle by Vinny Curry),4.510,4.570
1,6:52,2,6,PHI 12,0,10,Cam Newton pass incomplete short right intended for Brandon Williams,4.570,3.730
1,6:47,3,6,PHI 12,0,10,Cam Newton pass complete short left to Jerricho Cotchery for 9 yards (tackle by Brandon Boykin),3.730,6.510
1,6:07,1,3,PHI 3,0,10,Jonathan Stewart up the middle for 2 yards (tackle by Casey Matthews),6.510,5.910
1,6:06,2,1,PHI 1,6,10,"Jonathan Stewart up the middle for 1 yard, touchdown",5.910,7.000
1,6:06,,,PHI 2,7,10,Graham Gano kicks extra point good,0.000,0.000
1,6:06,,,CAR 35,7,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
1,6:00,1,10,PHI 20,7,10,LeSean McCoy right tackle for 6 yards (tackle by Colin Cole),0.280,0.540
1,5:41,2,4,PHI 26,7,10,Mark Sanchez pass incomplete short right intended for Jordan Matthews,0.540,-0.160
1,5:36,3,4,PHI 26,7,10,Mark Sanchez pass incomplete short middle intended for Darren Sproles,-0.160,-1.630
1,5:33,4,4,PHI 26,7,10,"Donnie Jones punts 58 yards, returned by Brenton Bersin for 11 yards (tackle by Chris Maragos). Penalty on James Dockery: Offensive Holding, 10 yards",-1.630,0.350
1,5:23,1,10,CAR 12,7,10,DeAngelo Williams left tackle for -2 yards (tackle by Brandon Graham),-0.350,-0.930
1,4:42,2,12,CAR 10,7,10,"Penalty on Amini Silatolu: False Start, 5 yards (no play)",-0.930,-1.290
1,4:27,2,17,CAR 5,7,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin,-1.290,-2.240
1,4:23,3,17,CAR 5,7,10,Cam Newton pass complete short right to Greg Olsen for 5 yards (tackle by Connor Barwin),-2.240,-2.490
1,3:46,4,12,CAR 10,7,16,"Brad Nortman punts 55 yards, returned by Darren Sproles for 65 yards, touchdown",-2.490,-7.000
1,3:29,,,CAR 2,7,17,Cody Parkey kicks extra point good,0.000,0.000
1,3:29,,,PHI 35,7,17,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
1,3:29,1,10,CAR 20,7,17,Cam Newton pass complete short right to Jonathan Stewart for 9 yards (tackle by Mychal Kendricks),0.280,0.950
1,2:50,2,1,CAR 29,7,17,Jonathan Stewart up the middle for 6 yards (tackle by Cedric Thornton and Trent Cole),0.950,1.270
1,2:11,1,10,CAR 35,7,17,Cam Newton for 2 yards,1.270,0.990
1,1:43,2,8,CAR 37,7,17,Cam Newton pass complete short right to Jonathan Stewart for 1 yard (tackle by Malcolm Jenkins),0.990,0.430
1,0:59,3,7,CAR 38,7,17,Cam Newton sacked by Connor Barwin for -6 yards,0.430,-1.240
1,0:21,4,13,CAR 32,7,17,Brad Nortman punts 59 yards,-1.240,0.380
1,0:08,1,10,PHI 9,7,17,LeSean McCoy right end for -4 yards (tackle by Colin Jones),-0.380,-1.070
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,PHI 5,7,17,LeSean McCoy up the middle for no gain (tackle by Thomas DeCoud),-1.070,-1.890
2,14:30,3,14,PHI 5,7,17,Mark Sanchez pass complete deep right to Jordan Matthews for 23 yards (tackle by Thomas DeCoud),-1.890,0.810
2,14:04,1,10,PHI 28,7,17,Mark Sanchez pass complete short left to Jordan Matthews for 17 yards (tackle by Thomas Davis),0.810,1.930
2,13:43,1,10,PHI 45,7,17,LeSean McCoy left end for 2 yards (tackle by Luke Kuechly),1.930,1.650
2,13:18,2,8,PHI 47,7,17,Mark Sanchez pass complete deep middle to Brent Celek for 20 yards (tackle by Thomas DeCoud),1.650,3.380
2,12:33,1,10,CAR 33,7,17,Mark Sanchez pass incomplete short right intended for Jeremy Maclin,3.380,2.840
2,12:29,2,10,CAR 33,7,17,"Penalty on Jason Kelce: False Start, 5 yards (no play)",2.840,2.160
2,12:29,2,15,CAR 38,7,17,LeSean McCoy up the middle for 5 yards (tackle by Thomas Davis and Mario Addison),2.160,2.150
2,12:00,3,10,CAR 33,7,17,Mark Sanchez pass complete short left to Jordan Matthews for 20 yards (tackle by Thomas DeCoud),2.150,4.710
2,11:37,1,10,CAR 13,7,23,"Mark Sanchez pass complete short left to Jordan Matthews for 13 yards, touchdown",4.710,7.000
2,11:37,,,CAR 2,7,24,Cody Parkey kicks extra point good,0.000,0.000
2,11:37,,,PHI 35,7,24,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
2,11:33,1,10,CAR 20,7,24,"Cam Newton pass incomplete deep right intended for Kelvin Benjamin. Penalty on Jonathan Stewart: Face Mask (15 Yards), 10 yards (no play)",0.280,-0.760
2,11:28,1,20,CAR 10,7,24,Cam Newton pass incomplete short middle intended for Kelvin Benjamin (defended by Bradley Fletcher),-0.760,-1.510
2,11:22,2,20,CAR 10,7,24,Cam Newton pass complete short left to Kelvin Benjamin for 9 yards (tackle by Cary Williams),-1.510,-1.140
2,10:42,3,11,CAR 19,7,24,Cam Newton sacked by Trent Cole for -14 yards,-1.140,-2.490
2,10:03,4,25,CAR 5,7,24,"Brad Nortman punts 44 yards, out of bounds",-2.490,-2.320
2,9:54,1,10,CAR 49,7,24,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Mark Sanchez at PHI-45",2.320,0.970
2,9:32,2,16,PHI 45,7,24,Mark Sanchez pass complete short right to Jeremy Maclin for 14 yards (tackle by Thomas DeCoud),0.970,2.150
2,9:05,3,2,CAR 41,7,24,Mark Sanchez pass incomplete short left intended for Brent Celek,2.150,0.530
2,9:04,4,2,CAR 41,7,24,Mark Sanchez pass incomplete short left intended for Jeremy Maclin (defended by Josh Norman),0.530,-1.660
2,8:57,1,10,CAR 41,7,24,Jonathan Stewart right tackle for 10 yards (tackle by Connor Barwin),1.660,2.320
2,8:24,1,10,PHI 49,7,24,DeAngelo Williams right end for 4 yards (tackle by Bradley Fletcher),2.320,2.320
2,7:52,2,6,PHI 45,7,24,Cam Newton sacked by Mychal Kendricks for -10 yards,2.320,0.300
2,7:08,3,16,CAR 45,7,24,Cam Newton pass complete deep left to Greg Olsen for 20 yards (tackle by Nate Allen),0.300,3.250
2,6:29,1,10,PHI 35,7,24,DeAngelo Williams right end for 7 yards (tackle by Cedric Thornton and Casey Matthews),3.250,3.650
2,5:52,2,3,PHI 28,7,24,DeAngelo Williams up the middle for 1 yard (tackle by Mychal Kendricks),3.650,3.070
2,5:11,3,2,PHI 27,7,24,DeAngelo Williams up the middle for 1 yard (tackle by Bennie Logan),3.070,1.890
2,4:25,4,1,PHI 26,7,24,Cam Newton pass incomplete deep right intended for Jerricho Cotchery,1.890,-0.740
2,4:20,1,10,PHI 27,7,24,Mark Sanchez sacked by Thomas Davis for -4 yards,0.740,-0.340
2,3:55,2,14,PHI 23,7,24,Mark Sanchez pass complete short left to Josh Huff for 6 yards (tackle by Thomas Davis),-0.340,-0.230
2,3:32,3,8,PHI 29,7,24,Mark Sanchez pass complete short middle to Jordan Matthews for 33 yards (tackle by Colin Jones),-0.230,3.050
2,3:07,1,10,CAR 38,7,24,Mark Sanchez pass incomplete deep right intended for Jeremy Maclin,3.050,2.510
2,3:02,2,10,CAR 38,7,24,Mark Sanchez pass incomplete short left intended for Riley Cooper,2.510,1.820
2,2:58,3,10,CAR 38,7,24,Mark Sanchez pass incomplete short right intended for LeSean McCoy,1.820,0.720
2,2:55,4,10,CAR 38,7,24,"Donnie Jones punts 38 yards, touchback",0.720,-0.280
2,2:48,1,10,CAR 20,7,24,Cam Newton pass complete short left to DeAngelo Williams for 6 yards,0.280,0.540
2,2:21,2,4,CAR 26,7,30,"Cam Newton pass incomplete short right intended for Jason Avant is intercepted by Bradley Fletcher at CAR-34 and returned for 34 yards, touchdown",0.540,-7.000
2,2:13,,,CAR 2,7,31,Cody Parkey kicks extra point good,0.000,0.000
2,2:13,,,PHI 35,7,31,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
2,2:13,1,10,CAR 20,7,31,Cam Newton pass complete short middle to Greg Olsen for 9 yards (tackle by Malcolm Jenkins and Emmanuel Acho),0.280,0.950
2,2:00,2,1,CAR 29,7,31,Cam Newton for 4 yards,0.950,1.140
2,1:54,1,10,CAR 33,7,31,Cam Newton pass incomplete deep left intended for Jerricho Cotchery (defended by Brandon Boykin),1.140,0.590
2,1:50,2,10,CAR 33,7,31,Cam Newton pass incomplete short right intended for Brenton Bersin,0.590,-0.100
2,1:46,3,10,CAR 33,7,31,Cam Newton pass complete short left to Brenton Bersin for 14 yards,-0.100,2.060
2,1:41,1,10,CAR 47,7,31,Cam Newton pass complete short right to Jonathan Stewart for 7 yards (tackle by Mychal Kendricks),2.060,2.060
2,1:29,1,10,CAR 47,7,31,Timeout #1 by Carolina Panthers,2.060,2.460
2,1:29,2,3,PHI 46,7,31,DeAngelo Williams right tackle for 1 yard (tackle by Mychal Kendricks),2.460,1.880
2,1:05,3,2,PHI 45,7,31,Cam Newton pass complete short left to DeAngelo Williams for 4 yards (tackle by Brandon Boykin),1.880,2.850
2,0:40,1,10,PHI 41,7,31,Cam Newton sacked by Connor Barwin for -7 yards,2.850,2.850
2,0:34,1,10,PHI 41,7,31,Timeout #2 by Carolina Panthers,2.850,1.360
2,0:34,2,17,PHI 48,7,31,Cam Newton sacked by Connor Barwin for -6 yards,1.360,1.360
2,0:23,2,17,PHI 48,7,31,Timeout #3 by Carolina Panthers,1.360,-0.100
2,0:23,3,23,CAR 46,7,31,"Penalty on Vinny Curry: Neutral Zone Infraction, 5 yards (no play)",-0.100,0.560
2,0:23,3,18,PHI 49,7,31,Cam Newton pass incomplete deep right intended for Jerricho Cotchery is intercepted by Nate Allen at PHI-5 and returned for 3 yards,0.560,0.380
2,0:13,1,10,PHI 8,7,31,Mark Sanchez kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,31,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,7,31,Mark Sanchez pass complete short right to Darren Sproles for 13 yards (tackle by Wes Horton),0.280,1.140
3,14:33,1,10,PHI 33,7,31,Mark Sanchez pass complete short left to Jordan Matthews for 14 yards (tackle by Thomas DeCoud),1.140,2.060
3,14:03,1,10,PHI 47,7,31,LeSean McCoy left end for -1 yards (tackle by Luke Kuechly and Thomas Davis),2.060,1.380
3,13:34,2,11,PHI 46,7,31,Mark Sanchez pass complete short middle to Brent Celek for 9 yards (tackle by Luke Kuechly),1.380,1.880
3,13:08,3,2,CAR 45,7,31,Mark Sanchez pass incomplete short right intended for Jordan Matthews,1.880,0.270
3,13:03,4,2,CAR 45,7,31,"Donnie Jones punts 29 yards, fair catch by Brenton Bersin",0.270,0.140
3,12:56,1,10,CAR 16,7,31,DeAngelo Williams right end for 8 yards (tackle by Mychal Kendricks),-0.140,0.550
3,12:20,2,2,CAR 24,7,31,DeAngelo Williams right end for 1 yard (tackle by Trent Cole),0.550,-0.200
3,11:42,3,1,CAR 25,7,31,Jonathan Stewart up the middle for 4 yards (tackle by Trent Cole),-0.200,0.870
3,11:02,1,10,CAR 29,7,31,Jonathan Stewart right end for 3 yards (tackle by Bennie Logan),0.870,0.730
3,10:24,2,7,CAR 32,7,31,Cam Newton pass complete short middle to Jerricho Cotchery for 6 yards (tackle by Nate Allen),0.730,0.830
3,9:43,3,1,CAR 38,7,31,Jonathan Stewart up the middle for 1 yard (tackle by Connor Barwin),0.830,1.530
3,9:06,1,10,CAR 39,7,31,Cam Newton pass incomplete deep right intended for Jerricho Cotchery (defended by Bradley Fletcher),1.530,0.990
3,8:59,2,10,CAR 39,7,31,Cam Newton pass complete short right to DeAngelo Williams for 7 yards (tackle by Mychal Kendricks),0.990,1.220
3,8:12,3,3,CAR 46,7,31,"Cam Newton sacked by Brandon Graham and Connor Barwin for -13 yards. Cam Newton fumbles (forced by Brandon Graham), recovered by Vinny Curry at CAR-30 (tackle by Jonathan Stewart)",1.220,-3.580
3,7:57,1,10,CAR 30,7,31,Mark Sanchez pass complete deep left to Brent Celek for 29 yards (tackle by Roman Harper),3.580,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
3,7:42,1,1,CAR 1,7,37,"LeSean McCoy up the middle for 1 yard, touchdown",6.970,7.000
3,7:42,,,CAR 2,7,38,Cody Parkey kicks extra point good,0.000,0.000
3,7:42,,,PHI 35,7,38,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,7:40,1,10,CAR 20,7,38,Cam Newton sacked by Fletcher Cox for -9 yards,0.280,-1.440
3,6:53,2,19,CAR 11,7,38,DeAngelo Williams left end for no gain (tackle by Trent Cole),-1.440,-2.470
3,6:15,3,19,CAR 11,7,38,Cam Newton pass complete short right to Jonathan Stewart for 6 yards (tackle by Brandon Boykin),-2.470,-2.320
3,5:41,4,13,CAR 17,7,38,"Brad Nortman punts 42 yards, returned by Darren Sproles for 4 yards (tackle by James Dockery)",-2.320,-1.930
3,5:29,1,10,PHI 45,7,38,Mark Sanchez pass complete short middle to Zach Ertz for 17 yards (tackle by Luke Kuechly),1.930,3.050
3,5:03,1,10,CAR 38,7,38,"Mark Sanchez pass incomplete. Penalty on Mark Sanchez: Intentional Grounding, 20 yards",3.050,-0.190
3,4:54,2,30,PHI 42,7,38,Mark Sanchez pass complete short right to LeSean McCoy for -2 yards (tackle by Colin Cole),-0.190,-1.090
3,4:19,3,32,PHI 40,7,38,Chris Polk right end for 6 yards (tackle by Thomas DeCoud),-1.090,-0.320
3,3:50,4,26,PHI 46,7,38,"Donnie Jones punts 37 yards, fair catch by Brenton Bersin",-0.320,0.060
3,3:46,1,10,CAR 17,7,38,Cam Newton pass incomplete deep right intended for Jerricho Cotchery (defended by Bradley Fletcher),-0.060,-0.580
3,3:38,2,10,CAR 17,7,38,Jonathan Stewart left tackle for -2 yards (tackle by Fletcher Cox and Cedric Thornton),-0.580,-1.570
3,2:56,3,12,CAR 15,7,38,Cam Newton pass incomplete short right intended for Kelvin Benjamin,-1.570,-2.440
3,2:50,4,12,CAR 15,7,38,"Brad Nortman punts 58 yards, returned by Darren Sproles for 16 yards (tackle by Jason Williams)",-2.440,-1.800
3,2:38,1,10,PHI 43,7,38,LeSean McCoy left end for 2 yards (tackle by Luke Kuechly and Mario Addison),1.800,1.520
3,2:20,2,8,PHI 45,7,38,Mark Sanchez pass incomplete (defended by Roman Harper),1.520,0.830
3,2:17,3,8,PHI 45,7,38,"Mark Sanchez pass complete short left to Riley Cooper for 6 yards (tackle by Antoine Cason). Mark Sanchez fumbles, recovered by Mark Sanchez at PHI-40",0.830,0.000
3,1:44,4,2,CAR 49,7,38,"Donnie Jones punts 37 yards, fair catch by Brenton Bersin",0.000,0.350
3,1:36,1,10,CAR 12,7,38,Cam Newton pass complete deep right to Greg Olsen for 30 yards (tackle by Malcolm Jenkins),-0.350,1.730
3,1:02,1,10,CAR 42,7,38,Fozzy Whittaker left tackle for 3 yards (tackle by Mychal Kendricks),1.730,1.590
3,0:36,2,7,CAR 45,7,38,Fozzy Whittaker left end for 2 yards (tackle by Fletcher Cox and Trent Cole),1.590,1.160
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,CAR 47,7,38,"Cam Newton sacked by Vinny Curry for -8 yards. Cam Newton fumbles (forced by Vinny Curry), recovered by Greg Olsen at CAR-34",1.160,-1.370
4,14:25,4,22,CAR 30,7,38,"Brad Nortman punts 37 yards, fair catch by Darren Sproles",-1.370,-1.140
4,14:24,1,10,PHI 33,7,38,LeSean McCoy right end for no gain (tackle by Thomas Davis),1.140,0.590
4,13:51,2,10,PHI 33,7,38,Mark Sanchez pass complete short left to Jeremy Maclin for 9 yards (tackle by Antoine Cason),0.590,1.090
4,13:19,3,1,PHI 42,7,38,LeSean McCoy up the middle for 3 yards (tackle by James Dockery),1.090,1.930
4,12:48,1,10,PHI 45,7,38,Mark Sanchez pass complete short left to Brent Celek for 37 yards (tackle by Thomas Davis),1.930,4.370
4,12:02,1,10,CAR 18,7,38,Mark Sanchez pass incomplete short left intended for Riley Cooper,4.370,3.800
4,11:56,2,10,CAR 18,7,38,Mark Sanchez pass incomplete short left intended for LeSean McCoy,3.800,3.050
4,11:50,3,10,CAR 18,7,44,"Mark Sanchez pass complete short right to Jordan Matthews for 18 yards, touchdown",3.050,7.000
4,11:50,,,CAR 2,7,45,Cody Parkey kicks extra point good,0.000,0.000
4,11:50,,,PHI 35,7,45,"Cody Parkey kicks off 68 yards, returned by Fozzy Whittaker for 39 yards (tackle by Brandon Graham)",0.000,-1.330
4,11:35,1,10,CAR 36,7,45,Fozzy Whittaker right end for 17 yards (tackle by Bradley Fletcher),1.330,2.460
4,10:51,1,10,PHI 47,7,45,DeAngelo Williams right end for 3 yards (tackle by Brandon Graham),2.460,2.320
4,10:13,2,7,PHI 44,7,45,Cam Newton pass incomplete short middle intended for Joe Webb (defended by Nate Allen),2.320,1.620
4,10:08,3,7,PHI 44,7,45,Cam Newton pass complete short left to Greg Olsen for 17 yards (tackle by Nate Allen),1.620,3.780
4,9:50,1,10,PHI 27,7,45,Cam Newton pass complete short left to Fozzy Whittaker for 6 yards (tackle by Brandon Bair),3.780,4.040
4,9:11,2,4,PHI 21,13,45,"Cam Newton pass complete short left to Kelvin Benjamin for 21 yards, touchdown",4.040,7.000
4,9:11,,,PHI 2,14,45,Graham Gano kicks extra point good,0.000,0.000
4,9:11,,,CAR 35,14,45,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,9:04,1,10,PHI 20,14,45,Chris Polk up the middle for no gain (tackle by Roman Harper),0.280,-0.270
4,8:36,2,10,PHI 20,14,45,Chris Polk left end for -1 yards (tackle by Luke Kuechly),-0.270,-1.140
4,8:09,3,11,PHI 19,14,45,Mark Sanchez pass incomplete short left intended for Josh Huff (defended by Antoine Cason),-1.140,-2.140
4,8:05,4,11,PHI 19,14,45,"Donnie Jones punts 52 yards, returned by Brenton Bersin for 6 yards (tackle by Jon Dorenbos)",-2.140,-2.140
4,7:52,4,11,PHI 19,14,45,Timeout #1 by Carolina Panthers,-2.140,-1.270
4,7:52,1,10,CAR 35,14,45,Cam Newton pass incomplete deep right intended for Greg Olsen,1.270,0.720
4,7:44,2,10,CAR 35,14,45,Fozzy Whittaker right end for 3 yards (tackle by Beau Allen),0.720,0.430
4,7:01,3,7,CAR 38,14,45,"Cam Newton pass complete deep left to Joe Webb for 16 yards (tackle by Malcolm Jenkins). Penalty on Nate Allen: Unnecessary Roughness, 15 yards",0.430,3.510
4,6:38,1,10,PHI 31,14,45,"Penalty on Amini Silatolu: False Start, 5 yards (no play)",3.510,3.180
4,6:26,1,15,PHI 36,14,45,Cam Newton pass incomplete deep right intended for Joe Webb (defended by Bradley Fletcher),3.180,2.290
4,6:19,2,15,PHI 36,14,45,Fozzy Whittaker up the middle for -4 yards (tackle by Brandon Bair),2.290,1.090
4,5:37,3,19,PHI 40,20,45,"Cam Newton pass complete deep left to Kelvin Benjamin for 40 yards, touchdown",1.090,7.000
4,5:37,,,PHI 2,21,45,Graham Gano kicks extra point good,0.000,0.000
4,5:37,,,CAR 35,21,45,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,5:30,1,10,PHI 20,21,45,Chris Polk right tackle for 3 yards (tackle by Colin Cole and Dwan Edwards),0.280,0.140
4,4:46,2,7,PHI 23,21,45,Chris Polk right end for 3 yards (tackle by Dwan Edwards),0.140,-0.160
4,4:02,3,4,PHI 26,21,45,Matt Barkley pass incomplete short middle intended for Zach Ertz,-0.160,-1.630
4,3:57,4,4,PHI 26,21,45,"Donnie Jones punts 52 yards, returned by Brenton Bersin for 7 yards (tackle by Emmanuel Acho)",-1.630,-0.870
4,3:47,1,10,CAR 29,21,45,Cam Newton pass complete short right to Brenton Bersin for 10 yards (tackle by Bradley Fletcher),0.870,1.530
4,3:29,1,10,CAR 39,21,45,Cam Newton pass complete short right to Fozzy Whittaker for 1 yard (tackle by Nolan Carroll),1.530,1.120
4,3:24,2,9,CAR 40,21,45,Cam Newton sacked by Brandon Graham for -10 yards,1.120,-0.890
4,2:40,3,19,CAR 30,21,45,Fozzy Whittaker right end for 8 yards (tackle by Chris Maragos),-0.890,-0.850
4,2:00,4,11,CAR 38,21,45,"Brad Nortman punts 38 yards, fair catch by Darren Sproles",-0.850,-0.540
4,1:53,1,10,PHI 24,21,45,Matt Barkley kneels for no gain,0.540,0.000
4,1:12,2,10,PHI 24,21,45,Matt Barkley kneels for no gain,0.000,-0.690
4,0:35,3,10,PHI 24,21,45,Matt Barkley kneels for no gain,-0.690,-1.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
