0,1
Game Info,Game Info
Won Toss,Falcons (deferred)
Roof,outdoors
Surface,fieldturf
Duration,2:55
Attendance,65878
Weather,"56 degrees, wind 2 mph"
Vegas Line,New England Patriots -3.0
Over/Under,56.5 (under)
