Quarter,Time,Tm,Detail,HOU,JAX
2.0,10:18,Texans,Corey Bradford 31 yard pass from David Carr (Kris Brown kick),7,0
3.0,8:46,Jaguars,Ernest Wilford 12 yard pass from Byron Leftwich (Josh Scobee kick),7,7
,1:19,Texans,Jonathan Wells 7 yard rush (Kris Brown kick),14,7
4.0,10:48,Jaguars,Byron Leftwich 8 yard rush (Josh Scobee kick),14,14
,2:53,Jaguars,Greg Jones 12 yard rush (Josh Scobee kick),14,21
