Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
1,8:49,2,5,MIA 40,0,7,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 25 yards (tackle by Levi Wallace),1.400,3.250
1,8:06,1,10,PIT 35,0,7,Raheem Mostert left tackle for 12 yards (tackle by James Pierre),3.250,4.040
1,7:22,1,10,PIT 23,0,7,Raheem Mostert right end for 11 yards (tackle by Minkah Fitzpatrick and Robert Spillane),4.040,4.780
1,6:47,1,10,PIT 12,0,7,Chase Edmonds left tackle for 1 yard (tackle by Larry Ogunjobi),4.780,4.270
1,6:24,2,9,PIT 11,0,7,Tua Tagovailoa scrambles right end for 5 yards (tackle by Devin Bush),4.270,4.380
1,5:42,3,4,PIT 6,0,7,Tua Tagovailoa pass incomplete short middle intended for Raheem Mostert (defended by Minkah Fitzpatrick),4.380,3.000
1,5:34,4,4,PIT 6,0,10,Jason Sanders 24 yard field goal good,3.000,3.000
1,5:32,,,MIA 35,0,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,5:32,1,10,PIT 25,0,10,Kenny Pickett pass complete short right to Pat Freiermuth for 6 yards (tackle by Jaelan Phillips and Andrew Van Ginkel),0.610,0.870
1,4:49,2,4,PIT 31,0,10,Kenny Pickett pass deep left intended for Chase Claypool is intercepted by Justin Bethel at MIA-36 and returned for 11 yards (tackle by Chase Claypool),0.870,-2.060
1,4:39,1,10,MIA 47,0,10,Chase Edmonds left end for 9 yards (tackle by Devin Bush),2.060,2.730
1,4:08,2,1,PIT 44,0,10,Chase Edmonds left tackle for 3 yards (tackle by Devin Bush),2.730,2.850
1,3:27,1,10,PIT 41,0,10,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 18 yards (tackle by Myles Jack),2.850,4.040
1,2:45,1,10,PIT 23,0,10,Tua Tagovailoa pass incomplete short left intended for Mike Gesicki,4.040,3.500
1,2:42,2,10,PIT 23,0,10,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill,3.500,2.810
1,2:38,3,10,PIT 23,0,10,Tua Tagovailoa pass incomplete short middle intended for Mike Gesicki,2.810,1.930
1,2:32,4,10,PIT 23,0,13,Jason Sanders 42 yard field goal good,1.930,3.000
1,2:27,,,MIA 35,0,13,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,2:27,1,10,PIT 25,0,13,Najee Harris up the middle for 4 yards (tackle by Andrew Van Ginkel and Brandon Jones),0.610,0.600
1,1:51,2,6,PIT 29,0,13,Kenny Pickett pass complete short right to Diontae Johnson for 4 yards (tackle by Justin Bethel),0.600,0.430
1,1:24,3,2,PIT 33,0,13,Kenny Pickett pass complete short right to Pat Freiermuth for 8 yards (tackle by Justin Bethel),0.430,1.660
1,0:46,1,10,PIT 41,0,13,Diontae Johnson right end for 3 yards (tackle by Andrew Van Ginkel),1.660,1.530
1,0:08,2,7,PIT 44,0,13,Jaylen Warren right guard for 3 yards (tackle by Brandon Jones and Jaelan Phillips),1.530,1.220
Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,PIT 47,0,13,Kenny Pickett scrambles up the middle for 3 yards (tackle by Jaelan Phillips),1.220,-0.060
2,14:39,4,1,PIT 50,0,13,Jaylen Warren right guard for 4 yards (tackle by Elandon Roberts),-0.060,2.520
2,13:58,1,10,MIA 46,0,13,Kenny Pickett pass complete short right to Najee Harris for 12 yards (tackle by Zach Sieler),2.520,3.310
2,13:14,1,10,MIA 34,0,13,Najee Harris for 3 yards (tackle by Christian Wilkins and Andrew Van Ginkel),3.310,3.180
2,12:31,2,7,MIA 31,0,13,Kenny Pickett pass complete short left to Chase Claypool for 4 yards (tackle by Andrew Van Ginkel),3.180,3.010
2,11:52,3,3,MIA 27,0,13,Kenny Pickett pass incomplete short left intended for Diontae Johnson,3.010,1.770
2,11:49,4,3,MIA 27,3,13,Chris Boswell 45 yard field goal good,1.770,3.000
2,11:44,,,PIT 35,3,13,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,11:44,1,10,MIA 25,3,13,Tua Tagovailoa pass incomplete deep middle intended for Tyreek Hill (defended by Devin Bush),0.610,0.060
2,11:40,2,10,MIA 25,3,13,Tua Tagovailoa pass complete short left to Trent Sherfield for 7 yards (tackle by Myles Jack),0.060,0.300
2,10:57,3,3,MIA 32,3,13,Tua Tagovailoa pass complete short right to Trent Sherfield for 5 yards (tackle by Myles Jack),0.300,1.400
2,10:14,1,10,MIA 37,3,13,Raheem Mostert up the middle for 3 yards (tackle by Devin Bush),1.400,1.260
2,9:39,2,7,MIA 40,3,13,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill,1.260,0.560
2,9:34,3,7,MIA 40,3,13,Tua Tagovailoa pass incomplete short left intended for Chase Edmonds,0.560,-0.720
2,9:30,4,7,MIA 40,3,13,"Thomas Morstead punts 48 yards, returned by Gunner Olszewski for 2 yards (tackle by Justin Bethel and Elijah Campbell)",-0.720,0.280
2,9:19,1,10,PIT 14,3,13,Kenny Pickett pass complete short left to Zach Gentry for -4 yards (tackle by Duke Riley),-0.280,-1.070
2,8:37,2,14,PIT 10,3,13,Kenny Pickett pass complete deep left to George Pickens for 30 yards (tackle by Noah Igbinoghene),-1.070,1.600
2,7:59,1,10,PIT 40,3,13,Kenny Pickett pass complete short middle to Pat Freiermuth for 4 yards (tackle by Duke Riley and Brandon Jones),1.600,1.590
2,7:16,2,6,PIT 44,3,13,Najee Harris left guard for 4 yards (tackle by Zach Sieler and Noah Igbinoghene),1.590,1.420
2,6:39,3,2,PIT 48,3,13,Kenny Pickett pass complete short left to Diontae Johnson for 6 yards (tackle by Noah Igbinoghene),1.420,2.520
2,6:11,1,10,MIA 46,3,13,Kenny Pickett pass complete short right to George Pickens for 6 yards (tackle by Justin Bethel and Duke Riley),2.520,2.790
2,5:44,2,4,MIA 40,3,13,Kenny Pickett pass complete short right to George Pickens for 4 yards,2.790,3.180
2,5:07,1,10,MIA 36,3,13,"Chase Claypool right end for 1 yard (tackle by Jevon Holland). Penalty on Najee Harris: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",3.180,2.520
2,4:37,1,21,MIA 46,3,13,Kenny Pickett pass complete short right to Chase Claypool for 11 yards (tackle by Justin Bethel),2.520,2.770
2,3:58,2,9,MIA 35,3,13,Najee Harris right end for -3 yards (tackle by Melvin Ingram and Ben Stille),2.770,1.690
2,3:14,3,12,MIA 38,3,13,Kenny Pickett scrambles up the middle for 16 yards (tackle by Jevon Holland),1.690,4.110
2,2:27,1,10,MIA 22,3,13,Najee Harris left tackle for 12 yards (tackle by Jevon Holland),4.110,4.910
2,2:01,1,10,MIA 10,3,13,Najee Harris for 3 yards (tackle by Elandon Roberts and Brandon Jones),4.910,4.760
2,1:55,2,7,MIA 7,9,13,"Kenny Pickett pass complete to George Pickens for 7 yards, touchdown",4.760,7.000
2,1:50,,,MIA 15,10,13,Chris Boswell kicks extra point good,0.000,0.000
2,1:50,,,PIT 35,10,13,"Chris Boswell kicks off 60 yards, recovered by Raheem Mostert at MIA-15",0.000,-0.220
2,1:46,1,10,MIA 15,10,13,Tua Tagovailoa pass complete deep middle to Trent Sherfield for 32 yards (tackle by Terrell Edmunds and Arthur Maulet),-0.220,2.060
2,1:07,1,10,MIA 47,10,13,Raheem Mostert left guard for 5 yards (tackle by Alex Highsmith and Myles Jack),2.060,2.190
2,0:46,2,5,PIT 48,10,13,Tua Tagovailoa scrambles up the middle for 4 yards (tackle by Minkah Fitzpatrick),2.190,2.020
2,0:26,3,1,PIT 44,10,13,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",2.020,1.360
2,0:26,,,,,,Timeout #2 by Miami Dolphins,,
2,0:26,3,6,PIT 49,10,13,Tua Tagovailoa pass complete deep right to Tyreek Hill for 21 yards (tackle by Arthur Maulet),1.360,3.710
2,0:21,,,,,,Timeout #3 by Miami Dolphins,,
2,0:21,1,10,PIT 28,10,13,Tua Tagovailoa pass incomplete intended for Tyreek Hill (defended by Cameron Sutton),3.710,3.100
2,0:15,2,10,PIT 29,10,13,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",3.100,2.490
2,0:15,2,15,PIT 33,10,13,Tua Tagovailoa pass complete short right to Raheem Mostert for 2 yards,2.490,2.150
2,0:11,3,12,PIT 31,10,13,Tua Tagovailoa pass complete short right to Raheem Mostert for 2 yards,2.150,1.500
2,0:07,4,11,PIT 29,10,16,Jason Sanders 47 yard field goal good,1.500,3.000
2,0:02,,,MIA 35,10,16,"Jason Sanders kicks off 35 yards, returned by Benny Snell for 8 yards (tackle by Justin Bethel)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,16,"Jason Sanders kicks off 65 yards, returned by Gunner Olszewski for 27 yards (tackle by Duke Riley and Andrew Van Ginkel)",0.000,0.740
3,14:53,1,10,PIT 27,10,16,Najee Harris up the middle for -1 yards (tackle by Jaelan Phillips),0.740,0.060
3,14:19,2,11,PIT 26,10,16,Kenny Pickett sacked by Jaelan Phillips for -11 yards,0.060,-2.540
3,13:35,3,22,PIT 15,10,16,Kenny Pickett pass complete short left to Jaylen Warren for 10 yards (tackle by Andrew Van Ginkel and Christian Wilkins),-2.540,-1.700
3,12:58,4,12,PIT 25,10,16,"Pressley Harvin punts 47 yards, fair catch by Cedrick Wilson at MIA-28",-1.700,-0.810
3,12:48,1,10,MIA 28,10,16,Raheem Mostert left tackle for 1 yard (tackle by Cameron Heyward),0.810,0.400
3,12:18,2,9,MIA 29,10,16,Raheem Mostert left tackle for 7 yards (tackle by Cameron Heyward),0.400,0.630
3,11:53,3,2,MIA 36,10,16,Tua Tagovailoa pass complete short left to Jaylen Waddle for 25 yards (tackle by Myles Jack),0.630,2.980
3,11:15,1,10,PIT 39,10,16,Tua Tagovailoa pass complete to Raheem Mostert for 18 yards (tackle by Cameron Sutton and Terrell Edmunds),2.980,4.170
3,10:29,1,10,PIT 21,10,16,Chase Edmonds left guard for 3 yards (tackle by Chris Wormley),4.170,4.040
3,9:49,2,7,PIT 18,10,16,Tua Tagovailoa pass complete to Mike Gesicki for 5 yards (tackle by Myles Jack),4.040,4.240
3,9:13,,,,,,Timeout #1 by Miami Dolphins,,
3,9:13,3,2,PIT 13,10,16,Chase Edmonds right guard for -1 yards (tackle by Cameron Heyward),4.240,2.610
3,8:43,4,3,PIT 14,10,16,Chase Edmonds left guard for no gain (tackle by Myles Jack),2.610,0.220
3,8:37,1,10,PIT 15,10,16,Kenny Pickett pass incomplete short right intended for Diontae Johnson,-0.220,-0.710
3,8:32,2,10,PIT 15,10,16,Kenny Pickett pass complete short left to Diontae Johnson for 12 yards (tackle by Noah Igbinoghene),-0.710,0.740
3,8:07,1,10,PIT 27,10,16,Kenny Pickett pass complete short middle to Diontae Johnson for 6 yards (tackle by Brandon Jones),0.740,1.010
3,7:32,2,4,PIT 33,10,16,Kenny Pickett pass complete short left to Najee Harris for 1 yard (tackle by Jerome Baker),1.010,0.430
3,7:08,3,3,PIT 34,10,16,Kenny Pickett pass complete to Najee Harris for 2 yards (tackle by Jerome Baker and Brandon Jones),0.430,-0.980
3,6:27,4,1,PIT 36,10,16,"Pressley Harvin punts 43 yards, fair catch by Cedrick Wilson at MIA-21",-0.980,-0.340
3,6:18,1,10,MIA 21,10,16,Raheem Mostert right tackle for -1 yards (tackle by Devin Bush and Myles Jack),0.340,-0.340
3,5:40,2,11,MIA 20,10,16,Tua Tagovailoa pass incomplete deep middle intended for Mike Gesicki,-0.340,-1.020
3,5:35,3,11,MIA 20,10,16,Tua Tagovailoa pass complete short middle to Tyreek Hill for 4 yards (tackle by Tre Norwood),-1.020,-1.770
3,5:00,4,7,MIA 24,10,16,"Thomas Morstead punts 44 yards, returned by Gunner Olszewski for 7 yards (tackle by Clayton Fejedelem and Andrew Van Ginkel)",-1.770,-1.530
3,4:48,1,10,PIT 39,10,16,Najee Harris right guard for 2 yards (tackle by Christian Wilkins and Zach Sieler),1.530,1.260
3,4:12,2,8,PIT 41,10,16,"Kenny Pickett pass complete to Pat Freiermuth for no gain (tackle by Jerome Baker). Penalty on James Daniels: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.260,0.580
3,3:42,2,13,PIT 36,10,16,"Kenny Pickett pass complete to Diontae Johnson for no gain (tackle by Noah Igbinoghene). Penalty on Diontae Johnson: Offensive Pass Interference, 10 yards (accepted) (no play)",0.580,-0.770
3,3:17,2,23,PIT 26,10,16,Kenny Pickett pass complete short middle to Jaylen Warren for 7 yards (tackle by Duke Riley and Brandon Jones),-0.770,-0.490
3,2:43,3,16,PIT 33,10,16,Kenny Pickett scrambles right end for 1 yard (tackle by Andrew Van Ginkel),-0.490,-1.110
3,2:04,4,15,PIT 34,10,16,"Pressley Harvin punts 36 yards, fair catch by Cedrick Wilson at MIA-30",-1.110,-0.940
3,1:57,1,10,MIA 30,10,16,Raheem Mostert right guard for 2 yards (tackle by Terrell Edmunds and Tyson Alualu),0.940,0.660
3,1:32,2,8,MIA 32,10,16,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,0.660,-0.030
3,1:29,3,8,MIA 32,10,16,Tua Tagovailoa scrambles right tackle for 7 yards (tackle by Tre Norwood),-0.030,-0.780
3,0:44,4,1,MIA 39,10,16,"Thomas Morstead punts 43 yards, fair catch by Gunner Olszewski at PIT-18",-0.780,-0.040
3,0:37,1,10,PIT 18,10,16,Najee Harris right end for 16 yards (tackle by Xavien Howard),0.040,1.200
3,0:01,1,10,PIT 34,10,16,Najee Harris for 3 yards (tackle by Jerome Baker and Ben Stille),1.200,1.060
Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PIT 37,10,16,Kenny Pickett pass complete short right to Connor Heyward for 6 yards (tackle by Xavien Howard),1.060,1.160
4,14:40,3,1,PIT 43,10,16,Najee Harris left tackle for no gain (tackle by Clayton Fejedelem),1.160,-0.520
4,14:02,4,1,PIT 43,10,16,"Pressley Harvin punts 45 yards, fair catch by Cedrick Wilson at MIA-12",-0.520,0.350
4,13:54,1,10,MIA 12,10,16,Tua Tagovailoa pass complete short middle to Tyreek Hill for 16 yards (tackle by Levi Wallace),-0.350,0.810
4,13:27,1,10,MIA 28,10,16,Chase Edmonds up the middle for 2 yards (tackle by Cameron Heyward),0.810,0.530
4,12:46,2,8,MIA 30,10,16,Tua Tagovailoa pass incomplete short right intended for Chase Edmonds,0.530,-0.160
4,12:41,3,8,MIA 30,10,16,Tua Tagovailoa pass complete short right to Mike Gesicki for 4 yards (tackle by Minkah Fitzpatrick and Levi Wallace),-0.160,-1.110
4,12:03,4,4,MIA 34,10,16,"Thomas Morstead punts 53 yards, returned by Gunner Olszewski for 10 yards (tackle by Andrew Van Ginkel)",-1.110,-0.480
4,11:53,1,10,PIT 23,10,16,Najee Harris right end for 2 yards (tackle by John Jenkins),0.480,0.200
4,11:16,2,8,PIT 25,10,16,Kenny Pickett pass complete short middle to Zach Gentry for 4 yards (tackle by Jaelan Phillips and Zach Sieler),0.200,0.040
4,10:33,3,4,PIT 29,10,16,Kenny Pickett pass incomplete deep right intended for Chase Claypool,0.040,-1.440
4,10:28,4,4,PIT 29,10,16,"Pressley Harvin punts 57 yards, returned by Cedrick Wilson for 1 yard (tackle by Derek Watt)",-1.440,0.220
4,10:15,1,10,MIA 15,10,16,Tua Tagovailoa pass complete short middle to Tyreek Hill for 9 yards (tackle by Minkah Fitzpatrick),-0.220,0.620
4,9:50,2,1,MIA 24,10,16,Raheem Mostert left tackle for 12 yards (tackle by James Pierre),0.620,1.330
4,9:25,1,10,MIA 36,10,16,Raheem Mostert left tackle for 8 yards (tackle by James Pierre and Robert Spillane),1.330,1.870
4,8:55,2,2,MIA 44,10,16,Raheem Mostert for -1 yards (tackle by Ryan Anderson),1.870,1.090
4,8:10,3,2,MIA 43,10,16,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill (defended by Terrell Edmunds),1.090,-0.520
4,8:03,4,2,MIA 43,10,16,"Thomas Morstead punts 39 yards, fair catch by Gunner Olszewski at PIT-18",-0.520,-0.040
4,7:56,1,10,PIT 18,10,16,Najee Harris right guard for 4 yards (tackle by Jaelan Phillips and Clayton Fejedelem),0.040,0.140
4,7:17,2,6,PIT 22,10,16,"Kenny Pickett pass complete to Diontae Johnson for no gain (tackle by Duke Riley). Penalty on Noah Igbinoghene: Illegal Contact, 5 yards (accepted) (no play)",0.140,0.740
4,6:47,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,6:47,1,10,PIT 27,10,16,Kenny Pickett pass complete short right to Pat Freiermuth for 13 yards (tackle by Clayton Fejedelem),0.740,1.600
4,6:20,1,10,PIT 40,10,16,Kenny Pickett pass incomplete short middle intended for Najee Harris,1.600,1.050
4,6:14,2,10,PIT 40,10,16,Kenny Pickett pass incomplete short left intended for Chase Claypool,1.050,0.370
4,6:10,3,10,PIT 40,10,16,Kenny Pickett pass complete short left to Chase Claypool for 12 yards (tackle by Jevon Holland),0.370,2.390
4,5:43,1,10,MIA 48,10,16,Kenny Pickett pass complete short left to George Pickens for 9 yards,2.390,3.060
4,5:19,2,1,MIA 39,10,16,Kenny Pickett pass complete short left to George Pickens for 5 yards (tackle by Clayton Fejedelem),3.060,3.310
4,4:51,1,10,MIA 34,10,16,Kenny Pickett pass incomplete deep left intended for Pat Freiermuth (defended by Clayton Fejedelem),3.310,2.770
4,4:46,2,10,MIA 34,10,16,Kenny Pickett pass complete short left to Chase Claypool for 10 yards (tackle by Duke Riley),2.770,3.970
4,4:03,1,10,MIA 24,10,16,Najee Harris right end for 7 yards (tackle by Justin Bethel),3.970,4.460
4,3:57,2,3,MIA 17,10,16,Najee Harris up the middle for 2 yards (tackle by Christian Wilkins and Jerome Baker),4.460,4.170
4,3:17,3,1,MIA 15,10,16,"Penalty on PIT: Illegal Shift, 5 yards (accepted) (no play)",4.170,3.270
4,3:14,3,6,MIA 20,10,16,"Kenny Pickett scrambles for no gain (tackle by Jaelan Phillips). Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",3.270,1.950
4,3:06,3,16,MIA 30,10,16,Kenny Pickett pass intended for Diontae Johnson is intercepted by Jevon Holland at MIA-18 and returned for 33 yards (tackle by Kenny Pickett),1.950,-2.320
4,2:57,1,10,PIT 49,10,16,Raheem Mostert up the middle for 4 yards (tackle by Larry Ogunjobi),2.320,2.320
4,2:45,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,2:45,2,6,PIT 45,10,16,Raheem Mostert up the middle for 3 yards (tackle by Montravius Adams and Larry Ogunjobi),2.320,2.020
4,2:41,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,2:41,3,3,PIT 42,10,16,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill,2.020,0.460
4,2:37,4,3,PIT 42,10,16,"Thomas Morstead punts 29 yards, fair catch by Gunner Olszewski at PIT-13",0.460,0.320
4,2:31,1,10,PIT 13,10,16,Kenny Pickett pass complete short right to Pat Freiermuth for 7 yards (tackle by Verone McKinley),-0.320,0.220
4,2:11,2,3,PIT 20,10,16,Kenny Pickett pass complete short middle to Pat Freiermuth for 8 yards (tackle by Eric Rowe and Jevon Holland),0.220,0.810
4,2:00,1,10,PIT 28,10,16,Kenny Pickett pass incomplete short right,0.810,0.260
4,1:55,2,10,PIT 28,10,16,Kenny Pickett sacked by and Christian Wilkins for no gain and Jaelan Phillips for no gain,0.260,-0.430
4,1:31,3,10,PIT 28,10,16,Kenny Pickett pass complete short right to Chase Claypool for 4 yards (tackle by Justin Bethel and Xavien Howard),-0.430,-1.240
4,1:06,4,6,PIT 32,10,16,Kenny Pickett pass complete deep middle to Pat Freiermuth for 21 yards (tackle by Eric Rowe),-1.240,2.460
4,0:49,1,10,MIA 47,10,16,Kenny Pickett spiked the ball,2.460,1.910
4,0:48,2,10,MIA 47,10,16,Kenny Pickett pass complete short middle to Diontae Johnson for 14 yards (tackle by Jevon Holland),1.910,3.380
4,0:42,1,10,MIA 33,10,16,Kenny Pickett pass complete to Pat Freiermuth for 8 yards (tackle by Justin Bethel),3.380,3.920
4,0:25,2,2,MIA 25,10,16,Kenny Pickett pass intended for Diontae Johnson is intercepted by Noah Igbinoghene in end zone and returned for no gain,3.920,-0.280
4,0:18,1,10,MIA 20,10,16,Tua Tagovailoa kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
