Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
1,7:41,3,1,GNB 29,7,0,Ryan Grant left tackle for 2 yards (tackle by Barrett Ruud and Gaines Adams),0.230,1.000
1,7:00,1,10,GNB 31,7,0,Aaron Rodgers pass incomplete short right intended for Ryan Grant,1.000,0.460
1,6:53,2,10,GNB 31,7,0,Ryan Grant left tackle for 5 yards (tackle by Barrett Ruud and Aqib Talib),0.460,0.430
1,6:10,3,5,GNB 36,7,0,Aaron Rodgers pass incomplete deep right intended for Tory Humphrey,0.430,-0.980
1,6:00,4,5,GNB 36,7,0,Derrick Frost punts 41 yards,-0.980,-0.480
1,5:51,1,10,TAM 23,7,0,Brian Griese pass incomplete short middle intended for Warrick Dunn,0.480,-0.070
1,5:45,2,10,TAM 23,7,0,Warrick Dunn left guard for 4 yards (tackle by Aaron Rouse),-0.070,-0.230
1,5:08,3,6,TAM 27,7,0,"Brian Griese pass incomplete short left intended for Ike Hilliard. Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",-0.230,1.070
1,5:01,1,10,TAM 32,7,0,Brian Griese pass complete short right to Antonio Bryant for 6 yards (tackle by Nick Collins),1.070,1.340
1,4:25,2,4,TAM 38,7,0,Brian Griese pass complete short right to Earnest Graham for 3 yards (tackle by Brady Poppinga),1.340,1.030
1,3:53,3,1,TAM 41,7,0,Earnest Graham right guard for 1 yard (tackle by Brady Poppinga and Nick Barnett),1.030,1.730
1,3:35,1,10,TAM 42,7,0,Brian Griese pass incomplete deep middle intended for Antonio Bryant,1.730,1.190
1,3:25,2,10,TAM 42,7,0,Warrick Dunn right guard for 6 yards (tackle by Aaron Kampman),1.190,1.290
1,2:48,3,4,TAM 48,7,0,Brian Griese pass incomplete short middle intended for Maurice Stovall (defended by Charles Woodson),1.290,-0.190
1,2:42,4,4,TAM 48,7,0,"Josh Bidwell punts 33 yards, returned by Will Blackmon for 4 yards (tackle by Adam Hayward)",-0.190,-0.480
1,2:32,1,10,GNB 23,7,0,Aaron Rodgers pass complete short left to Greg Jennings for 6 yards (tackle by Ronde Barber),0.480,0.740
1,1:47,2,4,GNB 29,7,0,Aaron Rodgers pass complete short middle to Donald Lee for 6 yards (tackle by Barrett Ruud),0.740,1.270
1,1:10,1,10,GNB 35,7,0,"Ryan Grant left end for 3 yards (tackle by Cato June). Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",1.270,0.610
1,0:38,1,20,GNB 25,7,0,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,0.610,-0.630
1,0:31,2,20,GNB 25,7,0,Ryan Grant right guard for 2 yards (tackle by Gaines Adams),-0.630,-1.020
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,18,GNB 27,7,0,Aaron Rodgers pass incomplete short right intended for Brandon Jackson is intercepted by Derrick Brooks at GNB-31 and returned for -2 yards,-1.020,-3.450
2,14:50,1,10,GNB 32,7,0,Earnest Graham up the middle for no gain (tackle by Johnny Jolly and Aaron Rouse),3.450,2.900
2,14:10,2,10,GNB 32,7,0,Brian Griese pass incomplete short right intended for John Gilmore,2.900,2.210
2,14:04,3,10,GNB 32,7,0,"Brian Griese pass incomplete short middle intended for Michael Clayton. Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",2.210,3.780
2,13:58,1,10,GNB 27,7,0,Michael Clayton left end for 4 yards (tackle by Aaron Rouse),3.780,3.770
2,13:34,2,6,GNB 23,7,0,Warrick Dunn right guard for 1 yard (tackle by Brady Poppinga and Charles Woodson),3.770,3.200
2,12:54,3,5,GNB 22,7,0,Brian Griese pass complete short middle to Antonio Bryant for 13 yards (tackle by Will Blackmon),3.200,5.140
2,12:17,1,9,GNB 9,7,6,"Brian Griese pass complete short left to Alex Smith for 9 yards, touchdown",5.140,7.000
2,,,,GNB 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,,,"Matt Bryant kicks off 53 yards, returned by Jordy Nelson for 18 yards (tackle by Byron Storer). Penalty on Will Blackmon: Low Block, 11 yards",,
2,12:03,1,10,GNB 11,7,7,Ryan Grant right end for -6 yards (tackle by Derrick Brooks),-0.370,-1.220
2,11:21,2,16,GNB 5,7,7,Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Derrick Brooks),-1.220,-2.120
2,11:13,3,16,GNB 5,7,7,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,-2.120,-2.490
2,11:07,4,16,GNB 5,7,7,Derrick Frost punts 36 yards,-2.490,-2.850
2,10:55,1,10,GNB 41,7,7,Brian Griese pass complete short middle to Warrick Dunn for 6 yards (tackle by Nick Barnett),2.850,3.120
2,10:19,2,4,GNB 35,7,7,Warrick Dunn up the middle for 3 yards (tackle by A.J. Hawk and Aaron Rouse),3.120,2.810
2,9:41,3,1,GNB 32,7,7,Earnest Graham left guard for 4 yards (tackle by Brady Poppinga),2.810,3.710
2,8:59,1,10,GNB 28,7,7,Brian Griese pass complete short right to Warrick Dunn for 17 yards (tackle by Nick Collins),3.710,4.840
2,8:17,1,10,GNB 11,7,7,Warrick Dunn left end for 1 yard (tackle by Mike Montgomery),4.840,4.320
2,7:35,2,9,GNB 10,7,7,Brian Griese pass complete short middle to Michael Clayton for 5 yards (tackle by Nick Barnett),4.320,4.440
2,6:54,3,4,GNB 5,7,7,Brian Griese pass incomplete short middle intended for Jerramy Stevens (defended by A.J. Hawk),4.440,3.010
2,6:47,4,4,GNB 5,7,10,Matt Bryant 23 yard field goal good,3.010,3.000
2,,,,TAM 30,7,10,"Matt Bryant kicks off 63 yards, returned by Will Blackmon for 15 yards (tackle by Will Allen)",0.000,0.410
2,6:36,1,10,GNB 22,7,10,Ryan Grant right guard for -1 yards (tackle by Chris Hovan),0.410,-0.270
2,5:57,2,11,GNB 21,7,10,Aaron Rodgers pass complete deep left to Greg Jennings for 21 yards (tackle by Ronde Barber),-0.270,1.730
2,5:27,1,10,GNB 42,7,10,Aaron Rodgers sacked by Jimmy Wilkerson for -8 yards,1.730,0.110
2,4:48,2,18,GNB 34,7,10,Aaron Rodgers pass incomplete deep middle intended for Donald Driver is intercepted by Barrett Ruud at TAM-45 and returned for 10 yards (tackle by Mark Tauscher),0.110,-2.590
2,4:33,1,10,GNB 45,7,10,Brian Griese pass incomplete short middle intended for Michael Clayton,2.590,2.040
2,4:27,2,10,GNB 45,7,10,Brian Griese pass complete short left to Ike Hilliard for 13 yards (tackle by Charles Woodson),2.040,3.450
2,3:51,1,10,GNB 32,7,10,Earnest Graham left tackle for -3 yards (tackle by Cullen Jenkins),3.450,2.500
2,3:08,,,,7,10,Timeout #1 by Tampa Bay Buccaneers,0.000,2.500
2,3:08,2,13,GNB 35,7,10,Brian Griese pass incomplete short middle intended for Jerramy Stevens,2.500,1.820
2,3:01,3,13,GNB 35,7,10,Brian Griese pass complete short right to Michael Clayton for 12 yards (tackle by Cullen Jenkins),1.820,2.080
2,2:23,4,1,GNB 23,7,10,Earnest Graham right guard for 2 yards (tackle by Nick Barnett and Ryan Pickett),2.080,4.170
2,2:00,1,10,GNB 21,7,10,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",4.170,3.840
2,2:00,1,15,GNB 26,7,10,Warrick Dunn left guard for 8 yards (tackle by Aaron Kampman and Nick Collins),3.840,4.040
2,1:20,2,7,GNB 18,7,10,Brian Griese pass incomplete short middle intended for Michael Clayton (defended by Charles Woodson),4.040,3.310
2,1:16,3,7,GNB 18,7,10,Brian Griese pass incomplete short middle intended for Antonio Bryant (defended by Cullen Jenkins),3.310,2.250
2,1:12,4,7,GNB 18,7,13,Matt Bryant 36 yard field goal good,2.250,3.000
2,,,,TAM 30,7,13,"Matt Bryant kicks off 62 yards, returned by Will Blackmon for 20 yards (tackle by Byron Storer)",0.000,0.810
2,0:59,1,10,GNB 28,7,13,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Ronde Barber),0.810,1.340
2,0:39,2,2,GNB 36,7,13,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Phillip Buchanon),1.340,1.930
2,0:29,,,,7,13,Timeout #1 by Green Bay Packers,0.000,1.930
2,0:29,1,10,GNB 45,7,13,Aaron Rodgers sacked by Barrett Ruud for -9 yards,1.930,0.170
2,0:24,,,,7,13,Timeout #2 by Green Bay Packers,0.000,0.170
2,0:24,2,19,GNB 36,7,13,Aaron Rodgers pass complete short right to Brandon Jackson for 18 yards (tackle by Barrett Ruud),0.170,1.880
2,0:15,,,,7,13,Timeout #3 by Green Bay Packers,0.000,0.000
2,0:15,,,,7,13,Timeout #2 by Tampa Bay Buccaneers,0.000,1.880
2,0:15,3,1,TAM 46,7,13,Aaron Rodgers pass incomplete deep middle intended for Greg Jennings,1.880,0.200
2,0:10,4,1,TAM 46,7,13,Aaron Rodgers pass incomplete short left intended for Greg Jennings,0.200,-1.990
2,0:04,1,10,TAM 46,7,13,Brian Griese kneels for -1 yards,1.990,1.320
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,7,13,"Mason Crosby kicks off 70 yards, returned by Dexter Jackson for 45 yards (tackle by Will Blackmon)",0.000,1.930
3,14:51,1,10,TAM 45,7,13,Earnest Graham right tackle for 5 yards (tackle by Will Blackmon),1.930,2.060
3,14:13,2,5,,7,13,Earnest Graham right guard for 19 yards (tackle by Aaron Rouse),2.060,3.510
3,13:31,1,10,GNB 31,7,13,Warrick Dunn left end for 6 yards (tackle by Johnny Jolly),3.510,3.780
3,13:09,2,4,GNB 25,7,13,Warrick Dunn left tackle for 7 yards (tackle by Tramon Williams and Mike Montgomery),3.780,4.370
3,12:22,1,10,GNB 18,7,13,Earnest Graham up the middle for 1 yard (tackle by Brady Poppinga and Colin Cole),4.370,3.940
3,11:47,2,9,GNB 17,7,13,Brian Griese pass incomplete short middle intended for Michael Clayton is intercepted by Tramon Williams at GNB-5 and returned for 39 yards (tackle by Donald Penn),3.940,-1.860
3,11:32,1,10,GNB 44,7,13,Aaron Rodgers pass complete short left to Greg Jennings for 1 yard (tackle by Ronde Barber),1.860,1.450
3,11:00,2,9,GNB 45,7,13,Aaron Rodgers pass complete short right to Greg Jennings for 8 yards (tackle by Phillip Buchanon),1.450,1.820
3,10:16,3,1,TAM 47,7,13,Ryan Grant left tackle for no gain (tackle by Gaines Adams),1.820,0.130
3,9:38,4,1,TAM 47,7,13,"Derrick Frost punts 47 yards, touchback",0.130,-0.280
3,9:26,1,10,TAM 20,7,13,"Earnest Graham left tackle for 5 yards (tackle by Ryan Pickett and Aaron Kampman). Penalty on Alex Smith: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,9:04,1,20,TAM 10,7,13,Brian Griese pass incomplete short left intended for Earnest Graham,-0.760,-1.510
3,8:57,2,20,TAM 10,7,13,Warrick Dunn right guard for 10 yards (tackle by Nick Barnett),-1.510,-0.960
3,8:27,3,10,TAM 20,7,13,"Brian Griese pass incomplete short right intended for Warrick Dunn. Penalty on Aaron Kampman: Defensive Holding, 5 yards (no play)",-0.960,0.610
3,8:20,,,,7,13,Timeout #1 by Green Bay Packers,0.000,0.610
3,8:20,1,10,TAM 25,7,13,Earnest Graham left guard for 5 yards (tackle by Mike Montgomery),0.610,0.740
3,7:44,2,5,TAM 30,7,13,Warrick Dunn left tackle for -2 yards (tackle by Brady Poppinga),0.740,-0.230
3,7:02,3,7,TAM 28,7,13,Brian Griese pass complete short right to Antonio Bryant for 3 yards (tackle by Nick Collins),-0.230,-1.310
3,6:26,4,4,TAM 31,7,13,"Josh Bidwell punts 46 yards, returned by Will Blackmon for 17 yards (tackle by Sabby Piscitelli)",-1.310,-1.600
3,6:14,1,10,GNB 40,7,19,"Ryan Grant right tackle for -2 yards (tackle by Derrick Brooks). Ryan Grant fumbles (forced by Derrick Brooks), recovered by Jermaine Phillips at GNB-38 and returned for 38 yards, touchdown",1.600,-7.000
3,,,,GNB 2,7,20,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,7,20,"Matt Bryant kicks off 56 yards, returned by Will Blackmon for 11 yards (tackle by Will Allen). Penalty on Adam Hayward: Unnecessary Roughness, 15 yards",0.000,1.600
3,5:48,1,10,GNB 40,7,20,Aaron Rodgers pass incomplete short middle intended for Donald Lee,1.600,1.050
3,5:42,2,10,GNB 40,7,20,Aaron Rodgers pass complete short right to Ryan Grant for 2 yards (tackle by Aqib Talib),1.050,0.630
3,4:57,3,8,GNB 42,7,20,Aaron Rodgers left end for 7 yards (tackle by Elbert Mack),0.630,-0.130
3,4:13,4,1,GNB 49,7,20,"Derrick Frost punts 28 yards, fair catch by Ike Hilliard",-0.130,-0.480
3,4:02,1,10,TAM 23,7,20,Brian Griese pass complete short left to Antonio Bryant for 17 yards (tackle by Tramon Williams),0.480,1.600
3,3:29,1,10,TAM 40,7,20,Brian Griese pass incomplete short left intended for Antonio Bryant is intercepted by Nick Collins at TAM-48 and returned for 6 yards (tackle by Antonio Bryant),1.600,-2.790
3,3:18,1,10,TAM 42,7,20,Ryan Grant up the middle for no gain (tackle by Jovan Haye),2.790,2.240
3,2:41,2,10,TAM 42,7,20,Aaron Rodgers pass complete short left to Ryan Grant for -6 yards (tackle by Elbert Mack),2.240,0.760
3,1:55,3,16,TAM 48,13,20,"Aaron Rodgers pass complete deep middle to Greg Jennings for 48 yards, touchdown",0.760,7.000
3,,,,TAM 2,14,20,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,14,20,"Mason Crosby kicks off 68 yards, returned by Dexter Jackson for 20 yards (tackle by Jermichael Finley)",0.000,0.410
3,1:40,1,10,TAM 22,14,20,Warrick Dunn right tackle for 2 yards (tackle by Nick Barnett),0.410,0.140
3,0:58,2,8,TAM 24,14,20,"Penalty on Donald Penn: False Start, 5 yards (no play)",0.140,-0.600
3,0:40,2,13,TAM 19,14,20,"Brian Griese pass incomplete deep left intended for Antonio Bryant. Penalty on Aaron Rouse: Defensive Pass Interference, 33 yards (no play)",-0.600,2.390
3,0:30,1,10,GNB 48,14,20,"Earnest Graham right tackle for 11 yards (tackle by Charles Woodson). Penalty on John Gilmore: Offensive Holding, 10 yards (no play)",2.390,1.730
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,TAM 42,14,20,Brian Griese pass complete short right to Michael Clayton for 11 yards (tackle by A.J. Hawk),1.730,1.980
4,14:33,2,9,GNB 47,14,20,Earnest Graham right guard for 6 yards (tackle by Brady Poppinga),1.980,2.080
4,13:58,3,3,GNB 41,20,20,"Brian Griese pass incomplete short right intended for Warrick Dunn is intercepted by Charles Woodson at GNB-38 and returned for 62 yards, touchdown",2.080,-7.000
4,,,,TAM 2,21,20,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,21,20,"Mason Crosby kicks off 63 yards, returned by Maurice Stovall for 20 yards (tackle by Will Blackmon). Penalty on Will Allen: Illegal Block Above the Waist, 10 yards",0.000,-0.350
4,13:35,1,10,TAM 12,21,20,Earnest Graham up the middle for 3 yards (tackle by Aaron Rouse),-0.350,-0.500
4,12:59,2,7,TAM 15,21,20,Brian Griese pass complete short left to John Gilmore for 9 yards (tackle by Kabeer Gbaja-Biamila),-0.500,0.540
4,12:32,1,10,TAM 24,21,20,Earnest Graham right tackle for 5 yards (tackle by Nick Collins),0.540,0.670
4,11:45,2,5,TAM 29,21,20,Brian Griese pass complete short right to Alex Smith for 17 yards (tackle by Desmond Bishop),0.670,1.990
4,11:22,1,10,TAM 46,21,20,Warrick Dunn up the middle for 1 yard (tackle by Johnny Jolly and Brady Poppinga),1.990,1.590
4,10:43,2,9,TAM 47,21,20,"Brian Griese pass incomplete deep left intended for Michael Clayton. Penalty on Michael Clayton: Offensive Pass Interference, 10 yards (no play)",1.590,0.240
4,10:36,2,19,TAM 37,21,20,Brian Griese pass incomplete short right intended for Warrick Dunn,0.240,-0.430
4,10:27,3,19,TAM 37,21,20,Brian Griese pass complete short right to Ike Hilliard for 8 yards (tackle by Brandon Chillar),-0.430,-0.390
4,9:51,4,11,TAM 45,21,20,"Josh Bidwell punts 55 yards, touchback",-0.390,-0.280
4,9:40,1,10,GNB 20,21,20,"Penalty on Allen Barbre: False Start, 5 yards (no play)",0.280,-0.310
4,9:40,1,15,GNB 15,21,20,Ryan Grant up the middle for 2 yards (tackle by Gaines Adams),-0.310,-0.790
4,9:04,2,13,GNB 17,21,20,Matt Flynn pass incomplete short left intended for Greg Jennings,-0.790,-1.510
4,9:00,3,13,GNB 17,21,20,Brandon Jackson right tackle for no gain (tackle by Ronde Barber). Penalty on Jason Spitz: Offensive Holding (Declined),-1.510,-2.320
4,8:45,4,13,GNB 17,21,20,"Derrick Frost punts 38 yards, returned by Dexter Jackson for 19 yards (tackle by Tracy White)",-2.320,-3.180
4,8:30,1,10,GNB 36,21,20,Warrick Dunn up the middle for 7 yards (tackle by Aaron Rouse and Brandon Chillar),3.180,3.580
4,7:53,2,3,GNB 29,21,20,Warrick Dunn up the middle for 2 yards (tackle by Mike Montgomery and Brady Poppinga),3.580,3.140
4,7:18,3,1,GNB 27,21,20,Earnest Graham right guard for 4 yards (tackle by Brady Poppinga),3.140,4.040
4,6:47,1,10,GNB 23,21,20,Earnest Graham right tackle for 3 yards (tackle by Charles Woodson and Nick Barnett),4.040,3.900
4,6:10,2,7,GNB 20,21,20,Earnest Graham left guard for 5 yards (tackle by Nick Collins),3.900,4.050
4,5:27,3,2,GNB 15,21,20,Brian Griese up the middle for 3 yards (tackle by Colin Cole),4.050,4.780
4,4:43,1,10,GNB 12,21,20,Earnest Graham left end for -1 yards (tackle by Johnny Jolly),4.780,3.940
4,3:58,2,11,GNB 13,21,20,Warrick Dunn up the middle for 6 yards (tackle by Aaron Kampman),3.940,4.160
4,3:13,3,5,GNB 7,21,20,Warrick Dunn up the middle for 1 yard (tackle by Desmond Bishop),4.160,3.000
4,2:28,4,4,GNB 6,21,23,Matt Bryant 24 yard field goal good,3.000,3.000
4,,,,TAM 30,21,23,Matt Bryant kicks off 50 yards,0.000,1.600
4,2:26,1,10,GNB 40,21,23,Aaron Rodgers pass incomplete,1.600,1.050
4,2:19,2,10,GNB 40,21,23,Aaron Rodgers pass incomplete short right intended for Donald Driver is intercepted by Gaines Adams at TAM-47 and returned for 5 yards (tackle by Jordy Nelson),1.050,-2.390
4,2:11,1,10,GNB 48,21,23,Earnest Graham left guard for 47 yards (tackle by Nick Collins),2.390,6.970
,,,,,,,"TAM challenged the runner broke the plane ruling, and the play was upheld.",,
4,2:00,1,1,GNB 1,21,29,"Earnest Graham up the middle for 1 yard, touchdown",6.970,7.000
4,,,,GNB 2,21,30,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,21,30,"Matt Bryant kicks off 55 yards, returned by Will Blackmon for 13 yards (tackle by Geno Hayes)",0.000,0.810
4,1:44,1,10,GNB 28,21,30,Matt Flynn pass complete short right to Brandon Jackson for 3 yards (tackle by Cato June),0.810,0.670
4,1:21,2,7,GNB 31,21,30,Matt Flynn pass incomplete short right intended for Greg Jennings,0.670,-0.030
4,1:15,3,7,GNB 31,21,30,Matt Flynn pass complete short left to Jordy Nelson for 3 yards (tackle by Elbert Mack),-0.030,-1.110
4,0:53,4,4,GNB 34,21,30,Matt Flynn pass incomplete short middle intended for Donald Driver,-1.110,-3.310
4,0:43,1,10,GNB 34,21,30,Brian Griese kneels for -1 yards,3.310,2.640
4,0:16,2,11,GNB 35,21,30,Brian Griese kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
