Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,NYJ 43,3,14,J.P. Losman sacked by Calvin Pace for -8 yards,1.620,-0.130
2,14:36,4,16,BUF 49,3,14,"Brian Moorman punts 51 yards, touchback",-0.130,-0.280
2,14:26,1,10,NYJ 20,3,14,Brett Favre pass complete short left to Jerricho Cotchery for 10 yards (tackle by Ko Simpson),0.280,0.940
2,14:00,1,10,NYJ 30,3,14,Thomas Jones right end for no gain (tackle by Ryan Denney and Bryan Scott),0.940,0.390
2,13:21,2,10,NYJ 30,3,14,Brett Favre pass complete short right to Dustin Keller for 7 yards (tackle by Paul Posluszny),0.390,0.630
2,12:37,3,3,NYJ 37,3,14,Brett Favre pass complete short left to Laveranues Coles for 13 yards (tackle by Leodis McKelvin),0.630,2.260
2,12:05,1,10,,3,14,Brett Favre pass incomplete short left intended for Laveranues Coles is intercepted by Paul Posluszny at BUF-41 and returned for 9 yards (tackle by Thomas Jones),2.260,-2.260
2,11:56,1,10,,3,14,Marshawn Lynch right tackle for 13 yards (tackle by Kerry Rhodes and Abram Elam),2.260,3.120
2,11:22,1,10,NYJ 37,3,14,Marshawn Lynch left end for 5 yards (tackle by Calvin Pace and Eric Barton),3.120,3.250
2,10:56,2,5,NYJ 32,3,14,Fred Jackson left guard for 2 yards (tackle by Eric Barton and Mike DeVito),3.250,2.810
2,10:13,3,3,NYJ 30,3,14,J.P. Losman pass complete short middle to Josh Reed for 9 yards (tackle by Eric Barton),2.810,4.170
2,9:36,1,10,NYJ 21,3,14,Fred Jackson right end for 7 yards (tackle by David Harris),4.170,4.740
2,9:10,2,3,NYJ 14,3,14,Marshawn Lynch left guard for 1 yard (tackle by Darrelle Revis),4.740,4.240
2,8:27,3,2,NYJ 13,3,14,J.P. Losman pass complete short left to Lee Evans for 4 yards (tackle by Hank Poteat),4.240,5.140
2,7:39,1,9,NYJ 9,3,14,Fred Jackson left tackle for 1 yard (tackle by C.J. Mosley and Shaun Ellis),5.140,4.570
2,6:52,2,8,NYJ 8,9,14,"J.P. Losman up the middle for 8 yards, touchdown",4.570,7.000
2,,,,NYJ 2,10,14,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,10,14,"Rian Lindell kicks off 70 yards, returned by Leon Washington for 36 yards (tackle by Justin Jenkins). Penalty on James Ihedigbo: Illegal Block Above the Waist, 10 yards",0.000,-0.280
2,6:37,1,10,NYJ 14,10,14,Thomas Jones left end for 16 yards (tackle by Leodis McKelvin),-0.280,0.940
2,6:20,1,10,NYJ 30,10,14,"Penalty on Damien Woody: False Start, 5 yards (no play)",0.940,0.610
2,5:55,1,15,NYJ 25,10,14,Thomas Jones right tackle for 4 yards (tackle by Keith Ellison),0.610,0.260
2,5:12,2,11,NYJ 29,10,14,Thomas Jones right guard for 3 yards (tackle by Kyle Williams),0.260,-0.030
2,4:32,3,8,NYJ 32,10,14,Brett Favre pass incomplete short middle intended for Chansi Stuckey (defended by Paul Posluszny),-0.030,-1.240
2,4:27,4,8,NYJ 32,10,14,"Reggie Hodges punts 48 yards, returned by Roscoe Parrish for 56 yards",-1.240,-3.970
2,4:10,1,10,NYJ 24,10,14,Steve Johnson left end for 6 yards (tackle by Abram Elam),3.970,4.290
2,3:30,2,4,NYJ 18,10,14,Marshawn Lynch left tackle for 14 yards (tackle by Calvin Pace),4.290,6.280
2,2:51,1,4,NYJ 4,10,14,Marshawn Lynch up the middle for 2 yards (tackle by Shaun Ellis and Kris Jenkins),6.280,5.720
2,2:10,2,2,NYJ 2,16,14,"J.P. Losman pass complete short right to Steve Johnson for 2 yards, touchdown",5.720,7.000
2,,,,NYJ 2,17,14,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,17,14,"Rian Lindell kicks off 63 yards, returned by Leon Washington for 10 yards (tackle by Jon Corto)",0.000,-0.060
2,1:59,1,10,NYJ 17,17,14,Brett Favre pass complete short right to Dustin Keller for 8 yards (tackle by Donte Whitner),-0.060,0.620
2,1:39,2,2,NYJ 25,17,14,Brett Favre pass incomplete short right intended for Laveranues Coles,0.620,-0.240
2,1:33,3,2,NYJ 25,17,14,Brett Favre pass complete short middle to Leon Washington for 7 yards (tackle by Kawika Mitchell),-0.240,1.070
2,1:10,1,10,NYJ 32,17,14,Brett Favre pass complete deep middle to Laveranues Coles for 21 yards (tackle by Bryan Scott),1.070,2.460
2,1:05,,,,17,14,Timeout #1 by New York Jets,0.000,2.460
2,1:05,1,10,BUF 47,17,20,"Leon Washington right guard for 47 yards, touchdown",2.460,7.000
2,,,,BUF 2,17,21,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,17,21,"Jay Feely kicks off 71 yards, returned by Leodis McKelvin for 22 yards (tackle by David Clowney)",0.000,0.340
2,0:47,1,10,BUF 21,17,21,J.P. Losman pass complete short left to Fred Jackson for 8 yards (tackle by Hank Poteat),0.340,0.880
2,0:29,,,,17,21,Timeout #1 by Buffalo Bills,0.000,0.880
2,0:29,2,2,BUF 29,17,21,J.P. Losman pass complete short right to Robert Royal for 5 yards (tackle by Hank Poteat),0.880,1.200
2,0:23,1,10,BUF 34,17,21,J.P. Losman pass incomplete short left intended for Robert Royal (defended by Hank Poteat),1.200,0.660
2,0:17,2,10,BUF 34,17,21,J.P. Losman pass complete short right to Fred Jackson for 5 yards (tackle by David Harris),0.660,0.630
2,0:09,,,,17,21,Timeout #2 by Buffalo Bills,0.000,0.630
2,0:09,3,5,BUF 39,17,21,"J.P. Losman pass complete short right to Fred Jackson for no gain. Fred Jackson fumbles, recovered by Roscoe Parrish at BUF-39",0.630,-0.780
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,17,21,"Jay Feely kicks off 50 yards, returned by Spencer Johnson for 12 yards (tackle by Ahmad Carroll)",0.000,1.070
3,14:56,1,10,BUF 32,17,21,Marshawn Lynch right guard for 4 yards (tackle by Shaun Ellis),1.070,1.070
3,14:20,2,6,BUF 36,17,21,J.P. Losman pass incomplete short left intended for Marshawn Lynch,1.070,0.370
3,14:15,3,6,BUF 36,17,21,J.P. Losman pass complete short right to Josh Reed for 9 yards (tackle by Dwight Lowery),0.370,1.930
3,13:42,1,10,BUF 45,17,21,J.P. Losman pass incomplete short right intended for Lee Evans,1.930,1.380
3,13:32,2,10,BUF 45,17,21,"J.P. Losman pass incomplete short right intended for Josh Reed. J.P. Losman fumbles, recovered by J.P. Losman at BUF-45",1.380,0.700
3,13:32,3,10,BUF 45,17,21,"J.P. Losman sacked by Calvin Pace for -10 yards. J.P. Losman fumbles (forced by Calvin Pace), recovered by Langston Walker at BUF-35",0.700,-1.040
3,12:48,4,20,BUF 35,17,21,Brian Moorman punts 63 yards,-1.040,0.380
3,12:43,1,10,NYJ 2,17,21,Brett Favre pass complete short right to Jerricho Cotchery for 8 yards (tackle by Terrence McGee),-0.380,-0.200
3,12:07,2,2,NYJ 10,17,21,Thomas Jones up the middle for 3 yards (tackle by Donte Whitner),-0.200,-0.320
3,11:27,1,10,NYJ 13,17,21,Thomas Jones up the middle for 10 yards (tackle by Marcus Stroud and Ko Simpson),-0.320,0.480
3,10:43,1,10,NYJ 23,17,21,Brett Favre pass complete deep right to David Clowney for 26 yards (tackle by Donte Whitner),0.480,2.190
3,10:14,1,10,NYJ 49,17,21,Thomas Jones left end for 4 yards (tackle by Ryan Denney),2.190,2.190
3,9:35,2,6,BUF 47,17,21,Brett Favre pass complete short left to Thomas Jones for -1 yards (tackle by Kawika Mitchell),2.190,1.360
3,8:51,3,7,BUF 48,17,21,"Brett Favre left end for 10 yards. Penalty on D'Brickashaw Ferguson: Offensive Holding, 10 yards (no play)",1.360,0.040
3,8:18,3,17,NYJ 42,17,21,Brett Favre pass incomplete deep right intended for Jerricho Cotchery is intercepted by Terrence McGee at BUF-19 and returned for 36 yards (tackle by Dustin Keller),0.040,-2.590
3,8:05,1,10,NYJ 45,17,21,Marshawn Lynch right guard for 6 yards (tackle by Mike DeVito and Abram Elam),2.590,2.850
3,7:31,2,4,NYJ 39,17,21,Marshawn Lynch right tackle for 1 yard (tackle by Mike DeVito),2.850,2.280
3,6:50,3,3,NYJ 38,17,21,J.P. Losman pass complete short left to Fred Jackson for 6 yards (tackle by Kerry Rhodes),2.280,3.450
3,6:14,1,10,NYJ 32,17,21,Fred Jackson left end for 6 yards (tackle by Kerry Rhodes and Ty Law),3.450,3.710
3,5:33,2,4,NYJ 26,17,21,"Penalty on Lee Evans: False Start, 5 yards (no play)",3.710,3.040
3,5:12,2,9,NYJ 31,17,21,J.P. Losman pass complete short right to Marshawn Lynch for 1 yard (tackle by Bryan Thomas),3.040,2.480
3,4:27,3,8,NYJ 30,17,21,J.P. Losman pass complete short right to Fred Jackson for no gain,2.480,1.410
3,3:42,4,8,NYJ 30,20,21,Rian Lindell 48 yard field goal good,1.410,3.000
3,,,,BUF 30,20,21,"Rian Lindell kicks off 63 yards, returned by Leon Washington for 22 yards (tackle by George Wilson)",0.000,0.870
3,3:29,1,10,NYJ 29,20,21,Thomas Jones up the middle for 1 yard (tackle by Ryan Denney and Bryan Scott),0.870,0.460
3,2:51,2,9,NYJ 30,20,21,Brett Favre pass complete short middle to Dustin Keller for 20 yards (tackle by Donte Whitner),0.460,2.260
3,2:10,1,10,,20,21,Brett Favre pass incomplete deep left intended for Chris Baker,2.260,1.710
3,2:04,2,10,,20,21,Thomas Jones left tackle for 7 yards (tackle by Paul Posluszny),1.710,1.950
3,1:22,3,3,BUF 43,20,21,Thomas Jones right guard for -2 yards (tackle by Spencer Johnson),1.950,0.270
3,0:49,4,5,BUF 45,20,21,"Reggie Hodges punts 45 yards, touchback",0.270,-0.280
3,0:40,1,10,BUF 20,20,21,Marshawn Lynch left guard for 2 yards (tackle by Shaun Ellis and David Harris),0.280,0.000
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,BUF 22,20,21,J.P. Losman pass incomplete short right intended for Josh Reed is intercepted by Hank Poteat at BUF-26 and returned for 6 yards,0.000,-4.240
4,14:51,1,10,BUF 20,20,21,Thomas Jones right guard for 3 yards (tackle by Donte Whitner and Chris Kelsay),4.240,4.120
4,14:10,2,7,BUF 17,20,21,Brett Favre pass complete short middle to Thomas Jones for 5 yards (tackle by Keith Ellison),4.120,4.340
4,13:29,3,2,BUF 12,20,21,Brett Favre pass incomplete short left intended for Dustin Keller (defended by Bryan Scott),4.340,2.760
4,13:21,4,2,BUF 12,20,24,Jay Feely 31 yard field goal good,2.760,3.000
4,,,,NYJ 30,20,24,"Jay Feely kicks off 70 yards, returned by Leodis McKelvin for 100 yards. Penalty on George Wilson: Offensive Holding, 10 yards",0.000,0.940
4,13:03,1,10,BUF 30,20,24,J.P. Losman pass complete short left to Lee Evans for 3 yards (tackle by Ty Law),0.940,0.800
4,12:24,2,7,BUF 33,20,24,Marshawn Lynch left tackle for 8 yards (tackle by David Harris and Shaun Ellis),0.800,1.660
4,11:43,1,10,BUF 41,20,24,Marshawn Lynch right end for -1 yards (tackle by Mike DeVito),1.660,0.990
4,11:04,2,11,BUF 40,20,24,J.P. Losman pass incomplete short middle intended for Josh Reed (defended by Eric Smith),0.990,0.300
4,10:58,3,11,BUF 40,20,24,J.P. Losman pass complete short left to Steve Johnson for 11 yards (tackle by Hank Poteat),0.300,2.320
4,10:23,1,10,NYJ 49,20,24,Marshawn Lynch left guard for 2 yards (tackle by Eric Barton and Kenyon Coleman),2.320,2.050
4,9:43,2,8,NYJ 47,20,24,"J.P. Losman pass incomplete (defended by Kenyon Coleman). Penalty on J.P. Losman: Intentional Grounding, 8 yards",2.050,0.300
4,9:36,3,16,BUF 45,20,24,J.P. Losman pass incomplete short right intended for Marshawn Lynch,0.300,-0.390
4,9:28,4,16,BUF 45,20,24,Brian Moorman punts 52 yards,-0.390,0.380
4,9:16,1,10,NYJ 3,20,24,Brett Favre pass incomplete short right intended for Bubba Franks,-0.380,-0.780
4,9:09,2,10,NYJ 3,20,24,Brett Favre pass incomplete short right intended for Jerricho Cotchery,-0.780,-1.420
4,9:05,3,10,NYJ 3,20,24,Brett Favre pass incomplete short right intended for Leon Washington,-1.420,-2.490
4,9:01,4,10,NYJ 3,20,24,Reggie Hodges punts 61 yards,-2.490,-1.330
4,8:45,1,10,BUF 36,20,24,J.P. Losman pass complete short right to Derek Fine for 11 yards (tackle by Bryan Thomas),1.330,2.060
4,8:20,1,10,BUF 47,20,24,J.P. Losman pass complete short left to Josh Reed for 14 yards (tackle by Eric Barton),2.060,2.980
4,7:43,1,10,NYJ 39,20,24,J.P. Losman pass complete short right to Josh Reed for 11 yards (tackle by Darrelle Revis),2.980,3.710
4,6:59,1,10,NYJ 28,20,24,J.P. Losman pass complete short left to Lee Evans for 8 yards (tackle by Ty Law),3.710,4.250
4,6:27,2,2,NYJ 20,20,24,Marshawn Lynch left tackle for 9 yards (tackle by Calvin Pace and Abram Elam),4.250,4.840
4,5:39,1,10,NYJ 11,26,24,"Fred Jackson left tackle for 11 yards, touchdown",4.840,7.000
4,,,,NYJ 2,27,24,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,27,24,"Rian Lindell kicks off 63 yards, returned by Leon Washington for 43 yards (tackle by Rian Lindell)",0.000,2.260
4,5:22,1,10,,27,24,Thomas Jones left tackle for 2 yards (tackle by Kyle Williams and Chris Kelsay),2.260,1.980
4,4:42,2,8,BUF 48,27,24,Brett Favre pass incomplete deep left intended for Laveranues Coles,1.980,1.290
4,4:34,3,8,BUF 48,27,24,Brett Favre pass incomplete short middle intended for Dustin Keller,1.290,0.070
4,4:29,4,8,BUF 48,27,24,"Reggie Hodges punts 48 yards, touchback. Penalty on Fred Jackson: Offensive Holding, 10 yards",0.070,0.380
4,4:20,1,10,BUF 10,27,24,Marshawn Lynch left tackle for 4 yards (tackle by Kris Jenkins and David Harris),-0.380,-0.460
4,3:35,2,6,BUF 14,27,24,Marshawn Lynch left tackle for 5 yards (tackle by C.J. Mosley and Kerry Rhodes),-0.460,-0.370
4,2:53,3,1,BUF 19,27,24,Marshawn Lynch right guard for 3 yards (tackle by Shaun Ellis and Kerry Rhodes),-0.370,0.410
4,2:11,1,10,BUF 22,27,24,Marshawn Lynch left guard for 5 yards (tackle by Shaun Ellis),0.410,0.540
4,2:06,,,,27,24,Timeout #1 by New York Jets,0.000,0.540
4,2:06,2,5,BUF 27,27,30,"J.P. Losman sacked by Abram Elam for -11 yards. J.P. Losman fumbles (forced by Abram Elam), recovered by Shaun Ellis at BUF-11 and returned for 11 yards, touchdown",0.540,-7.000
4,,,,BUF 2,27,31,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYJ 30,27,31,"Jay Feely kicks off 69 yards, returned by Leodis McKelvin for 25 yards (tackle by Marques Murrell)",0.000,0.670
4,1:47,1,10,BUF 26,27,31,J.P. Losman pass incomplete short right intended for Robert Royal is intercepted by Darrelle Revis at BUF-39 and returned for 6 yards (tackle by Roscoe Parrish),0.670,-3.380
4,1:37,1,10,BUF 33,27,31,Thomas Jones left guard for 2 yards (tackle by Keith Ellison),3.380,3.110
4,1:32,,,,27,31,Timeout #1 by Buffalo Bills,0.000,3.110
4,1:32,2,8,BUF 31,27,31,Tony Richardson up the middle for 1 yard (tackle by Bryan Scott),3.110,2.540
4,1:28,,,,27,31,Timeout #2 by Buffalo Bills,0.000,2.540
4,1:28,3,7,BUF 30,27,31,Thomas Jones right end for 5 yards (tackle by Keith Ellison and Bryan Scott),2.540,1.930
4,1:21,,,,27,31,Timeout #3 by Buffalo Bills,0.000,1.930
4,1:21,4,2,BUF 25,27,31,Thomas Jones right guard for no gain (tackle by Kyle Williams and Bryan Scott),1.930,-0.670
4,1:17,1,10,BUF 26,27,31,J.P. Losman pass complete short right to Marshawn Lynch for 6 yards (tackle by David Harris),0.670,0.940
4,0:57,2,4,BUF 32,27,31,J.P. Losman pass complete short middle to Roscoe Parrish for 5 yards (tackle by David Harris),0.940,1.400
4,0:41,1,10,BUF 37,27,31,J.P. Losman spiked the ball,1.400,0.860
4,0:41,2,10,BUF 37,27,31,J.P. Losman pass incomplete short right intended for Marshawn Lynch (defended by David Harris),0.860,0.170
4,0:33,3,10,BUF 37,27,31,J.P. Losman pass complete short right to Fred Jackson for 5 yards (tackle by Dwight Lowery),0.170,-0.590
4,0:26,4,5,BUF 42,27,31,J.P. Losman pass complete short left to Lee Evans for 7 yards (tackle by Eric Smith),-0.590,2.190
4,0:11,1,10,BUF 49,27,31,J.P. Losman spiked the ball,2.190,1.650
4,0:10,,,,27,31,Timeout #2 by New York Jets,0.000,1.650
4,0:10,2,10,BUF 49,27,31,J.P. Losman pass incomplete deep right intended for Josh Reed is intercepted by Kerry Rhodes at NYJ-2,1.650,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
