Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
1,8:52,2,10,DEN 25,3,0,Drew Lock pass complete short middle to Phillip Lindsay for 3 yards (tackle by Tavon Wilson and Devon Kennard),0.060,-0.230
1,8:12,3,7,DEN 28,3,0,Drew Lock pass incomplete deep left intended for Devontae Booker,-0.230,-1.500
1,8:06,4,7,DEN 28,3,0,"Colby Wadman punts 53 yards, returned by Jamal Agnew for 8 yards (tackle by Andrew Beck)",-1.500,-0.740
1,7:55,1,10,DET 27,3,0,David Blough sacked by and Jeremiah Attaochu for -9 yards and Dre'Mont Jones for -9 yards,0.740,-1.120
1,7:20,2,19,DET 18,3,0,David Blough pass complete short left to Kerryon Johnson for 1 yard (tackle by Todd Davis),-1.120,-1.650
1,6:42,3,18,DET 19,3,0,David Blough pass complete short right to Logan Thomas for 8 yards (tackle by Justin Simmons),-1.650,-1.570
1,6:05,4,10,DET 27,3,0,Sam Martin punts 50 yards out of bounds,-1.570,-0.480
1,5:57,1,10,DEN 23,3,0,Phillip Lindsay right tackle for 1 yard (tackle by Damon Harrison),0.480,0.070
1,5:20,2,9,DEN 24,3,0,Drew Lock pass complete short left to DaeSean Hamilton for 20 yards (tackle by Darius Slay),0.070,1.860
1,4:38,1,10,DEN 44,3,0,"Drew Lock pass complete short left to Diontae Spencer for 4 yards (tackle by Darius Slay). Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",1.860,1.200
1,4:14,1,20,DEN 34,3,0,Drew Lock pass complete short left to Noah Fant for 9 yards (tackle by Rashaan Melvin),1.200,1.180
1,3:38,2,11,DEN 43,3,0,"Phillip Lindsay right guard for 1 yard (tackle by Jahlani Tavai). Penalty on Elijah Wilkinson: Offensive Holding, 10 yards",1.180,-0.030
1,3:15,2,20,DEN 34,3,0,Drew Lock pass complete short right to Royce Freeman for 7 yards (tackle by Jahlani Tavai and Rashaan Melvin),-0.030,0.230
1,2:33,3,13,DEN 41,3,0,Drew Lock left end for 10 yards (tackle by Justin Coleman),0.230,0.000
1,1:57,4,3,DET 49,3,0,"Colby Wadman punts 37 yards, fair catch by Danny Amendola at DET-12",0.000,0.350
1,1:49,1,10,DET 12,3,0,Kerryon Johnson left guard for 4 yards (tackle by Jonathan Harris and Isaac Yiadom),-0.350,-0.370
1,1:17,2,6,DET 16,3,0,"Kerryon Johnson up the middle for 2 yards (tackle by Jonathan Harris). Penalty on Mike Purcell: Defensive Holding, 5 yards",-0.370,0.480
1,0:52,1,10,DET 23,3,0,Kerryon Johnson up the middle for 7 yards (tackle by Alexander Johnson),0.480,0.880
1,0:15,2,3,DET 30,3,0,Kerryon Johnson up the middle for 4 yards (tackle by Dre'Mont Jones),0.880,1.200
Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 34,3,0,David Blough pass complete short left to Danny Amendola for 9 yards (tackle by Isaac Yiadom),1.200,1.870
2,14:28,2,1,DET 43,3,0,Bo Scarbrough up the middle for no gain (tackle by Mike Purcell),1.870,1.160
2,13:48,3,1,DET 43,3,0,David Blough pass incomplete short right intended for Kenny Golladay (defended by Chris Harris),1.160,-0.520
2,13:40,4,1,DET 43,3,0,"Sam Martin punts 57 yards, touchback.",-0.520,-0.280
2,13:32,1,10,DEN 20,3,0,"Drew Lock pass complete short right to DaeSean Hamilton for 9 yards (tackle by Justin Coleman). Penalty on Elijah Wilkinson: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,13:07,1,20,DEN 10,3,0,Royce Freeman right guard for 2 yards (tackle by Tracy Walker and Damon Harrison),-0.760,-1.360
2,12:32,2,18,DEN 12,3,0,Drew Lock pass complete short left to Courtland Sutton for 2 yards (tackle by Darius Slay),-1.360,-2.030
2,11:49,3,16,DEN 14,3,0,Drew Lock pass complete short left to Noah Fant for 1 yard (tackle by Tracy Walker),-2.030,-2.440
2,11:10,4,15,DEN 15,9,0,"Colby Wadman punts 49 yards, returned by Jamal Agnew for 64 yards, touchdown",-2.440,-7.000
2,10:52,,,DEN 15,10,0,Matt Prater kicks extra point good,0.000,0.000
2,10:52,,,DET 35,10,0,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,10:52,1,10,DEN 25,10,0,"Phillip Lindsay right end for 6 yards (tackle by Jahlani Tavai). Penalty on John Atkins: Defensive Holding, 5 yards",0.610,1.330
2,10:30,1,10,DEN 36,10,0,Phillip Lindsay left end for 3 yards (tackle by Steve Longa),1.330,1.200
2,9:53,2,7,DEN 39,10,0,Phillip Lindsay up the middle for 14 yards (tackle by Rashaan Melvin),1.200,2.460
2,9:22,1,10,DET 47,10,0,Drew Lock pass incomplete deep left intended for Courtland Sutton (defended by Darius Slay),2.460,1.910
2,9:14,2,10,DET 47,10,0,Drew Lock pass complete short middle to DaeSean Hamilton for 13 yards (tackle by Rashaan Melvin),1.910,3.310
2,8:30,1,10,DET 34,10,0,Drew Lock pass complete short middle to Courtland Sutton for 15 yards (tackle by Darius Slay),3.310,4.310
2,7:51,1,10,DET 19,10,0,Royce Freeman right guard for 3 yards (tackle by Devon Kennard),4.310,4.180
2,7:15,,,,,,Timeout #1 by Detroit Lions,,
2,7:15,2,7,DET 16,10,0,"Drew Lock pass complete short right to Tim Patrick for 1 yard (tackle by Amani Oruwariye). Penalty on Tracy Walker: Illegal Use of Hands, 5 yards (no play)",4.180,4.840
2,6:47,1,10,DET 11,10,0,Drew Lock pass complete short left to Tim Patrick for 10 yards (tackle by Rashaan Melvin),4.840,6.970
2,6:08,1,1,DET 1,10,6,"Royce Freeman right guard for 1 yard, touchdown",6.970,7.000
2,6:04,,,DET 15,10,7,Brandon McManus kicks extra point good,0.000,0.000
2,6:04,,,DEN 35,10,7,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,6:04,1,10,DET 25,10,7,David Blough pass incomplete deep left intended for Logan Thomas,0.610,0.060
2,5:59,2,10,DET 25,10,7,Bo Scarbrough up the middle for 1 yard (tackle by Von Miller),0.060,-0.490
2,5:17,3,9,DET 26,10,7,David Blough pass incomplete short right intended for Travis Fulgham (defended by Isaac Yiadom),-0.490,-1.630
2,5:12,4,9,DET 26,10,7,"Sam Martin punts 47 yards, fair catch by Diontae Spencer at DEN-27. Penalty on Fred Brown: Defensive Offside (Declined)",-1.630,-0.740
2,5:05,1,10,DEN 27,10,7,Phillip Lindsay left guard for 4 yards (tackle by Jalen Reeves-Maybin),0.740,0.740
2,4:30,2,6,DEN 31,10,7,"Drew Lock pass complete short right to Jeff Heuerman for 7 yards (tackle by Jalen Reeves-Maybin). Penalty on Jalen Reeves-Maybin: Unnecessary Roughness, 15 yards",0.740,2.460
2,4:02,1,10,DET 47,10,7,Drew Lock left end for 3 yards (tackle by Steve Longa),2.460,2.320
2,3:24,2,7,DET 44,10,7,Royce Freeman up the middle for 4 yards (tackle by Jalen Reeves-Maybin and Steve Longa),2.320,2.150
2,2:45,3,3,DET 40,10,7,Drew Lock pass complete short right to DaeSean Hamilton for 7 yards (tackle by Tavon Wilson and Steve Longa),2.150,3.380
2,2:03,1,10,DET 33,10,7,Phillip Lindsay right guard for 2 yards (tackle by Steve Longa),3.380,3.110
2,1:57,2,8,DET 31,10,7,Phillip Lindsay left tackle for 11 yards (tackle by Tavon Wilson and Tracy Walker),3.110,4.240
2,1:20,1,10,DET 20,10,7,Phillip Lindsay right tackle for 3 yards (tackle by Steve Longa and Tracy Walker),4.240,4.120
2,0:40,2,7,DET 17,10,7,Drew Lock pass complete short middle to Andrew Beck for 1 yard (tackle by Tavon Wilson and Damon Harrison),4.120,3.520
2,0:33,,,,,,Timeout #1 by Denver Broncos,,
2,0:33,3,6,DET 16,10,7,Drew Lock pass incomplete short right intended for Courtland Sutton,3.520,2.400
2,0:29,4,6,DET 16,10,10,Brandon McManus 34 yard field goal good,2.400,3.000
2,0:25,,,DEN 35,10,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:25,1,10,DET 25,10,10,David Blough sacked by Dre'Mont Jones for -3 yards,0.610,-0.340
Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,10,10,"Sam Martin kicks off 65 yards, returned by Diontae Spencer for 47 yards (tackle by Tracy Walker)",0.000,2.060
3,14:49,1,10,DEN 47,10,10,Phillip Lindsay up the middle for 2 yards (tackle by Rashaan Melvin and Trey Flowers),2.060,1.790
3,14:19,2,8,DEN 49,10,10,Drew Lock pass complete short middle to DaeSean Hamilton for 16 yards (tackle by Tracy Walker),1.790,3.250
3,13:50,1,10,DET 35,10,10,Phillip Lindsay left guard for 4 yards (tackle by Frank Herron),3.250,3.240
3,13:15,2,6,DET 31,10,10,Drew Lock pass complete short left to Courtland Sutton for 5 yards (tackle by Tracy Walker),3.240,3.200
3,12:42,3,1,DET 26,10,10,Andrew Beck up the middle for 3 yards (tackle by Devon Kennard and Jalen Reeves-Maybin),3.200,4.040
3,12:05,1,10,DET 23,10,10,Drew Lock pass complete short left to Courtland Sutton for 6 yards (tackle by Trey Flowers and Darius Slay),4.040,4.380
3,11:26,2,4,DET 17,10,10,Royce Freeman left guard for 9 yards (tackle by Tavon Wilson),4.380,5.370
3,10:42,1,8,DET 8,10,10,Drew Lock pass incomplete short right intended for Phillip Lindsay,5.370,4.570
3,10:38,2,8,DET 8,10,10,Drew Lock pass incomplete short right intended for Courtland Sutton (defended by Darius Slay),4.570,3.580
3,10:33,3,8,DET 8,10,10,Drew Lock pass incomplete short left intended for Courtland Sutton (defended by Tavon Wilson),3.580,2.950
3,10:27,4,8,DET 8,10,13,Brandon McManus 26 yard field goal good,2.950,3.000
3,10:23,,,DEN 35,10,13,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,10:23,1,10,DET 25,10,13,Kerryon Johnson right guard for 8 yards (tackle by Justin Simmons and Todd Davis),0.610,1.140
3,9:47,2,2,DET 33,10,13,Bo Scarbrough left tackle for 18 yards (tackle by Trey Marshall),1.140,2.320
3,9:06,1,10,DEN 49,10,13,Bo Scarbrough right guard for 1 yard (tackle by Todd Davis and Mike Purcell),2.320,1.920
3,8:28,2,9,DEN 48,10,13,Kerryon Johnson up the middle for no gain (tackle by Alexander Johnson),1.920,1.220
3,7:47,3,9,DEN 48,10,13,David Blough pass complete short middle to Danny Amendola for 12 yards (tackle by Justin Simmons),1.220,3.180
3,7:08,1,10,DEN 36,10,13,Ty Johnson up the middle for 6 yards (tackle by Trey Marshall and Justin Hollins),3.180,3.450
3,6:30,2,4,DEN 30,10,13,Kerryon Johnson left tackle for 8 yards (tackle by Jonathan Harris and Trey Marshall),3.450,4.110
3,5:46,1,10,DEN 22,10,13,David Blough pass complete short left to Kenny Golladay for 11 yards (tackle by Trey Marshall and Isaac Yiadom),4.110,4.840
3,5:08,1,10,DEN 11,10,13,Kerryon Johnson left guard for 7 yards (tackle by Von Miller),4.840,5.470
3,4:32,2,3,DEN 4,10,13,Kerryon Johnson up the middle for 1 yard (tackle by Trey Marshall and Mike Purcell),5.470,4.890
3,3:56,3,2,DEN 3,16,13,"David Blough pass complete short left to Kenny Golladay for 3 yards, touchdown",4.890,7.000
3,3:51,,,DEN 15,17,13,Matt Prater kicks extra point good,0.000,0.000
3,3:51,,,DET 35,17,13,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
3,3:51,1,10,DEN 25,17,13,Royce Freeman up the middle for 2 yards (tackle by Tavon Wilson and Jonathan Wynn),0.610,0.330
3,3:12,2,8,DEN 27,17,13,Drew Lock pass incomplete deep left intended for Tim Patrick,0.330,-0.360
3,3:06,3,8,DEN 27,17,13,"Drew Lock pass incomplete short right intended for Courtland Sutton. Penalty on Darius Slay: Defensive Pass Interference, 13 yards (no play)",-0.360,1.600
3,3:02,1,10,DEN 40,17,13,Phillip Lindsay up the middle for 5 yards (tackle by Devon Kennard),1.600,1.730
3,2:27,2,5,DEN 45,17,13,Phillip Lindsay left tackle for -2 yards (tackle by Jalen Reeves-Maybin),1.730,0.760
3,1:47,3,7,DEN 43,17,13,Drew Lock pass complete short middle to DaeSean Hamilton for 6 yards (tackle by Justin Coleman),0.760,-0.130
3,1:01,4,1,DEN 49,17,13,Andrew Beck pass complete short right to Phillip Lindsay for 6 yards (tackle by Trey Flowers),-0.130,2.590
3,0:17,1,10,DET 45,17,13,Drew Lock pass complete short left to Courtland Sutton for 13 yards (tackle by Austin Bryant and Justin Coleman),2.590,3.450
Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 32,17,13,Phillip Lindsay up the middle for 4 yards (tackle by Trey Flowers),3.450,3.440
4,14:30,2,6,DET 28,17,13,Drew Lock pass complete short right to Tim Patrick for 12 yards (tackle by Rashaan Melvin),3.440,4.510
4,13:54,1,10,DET 16,17,13,Phillip Lindsay up the middle for 13 yards (tackle by Darius Slay),4.510,6.510
4,13:12,1,3,DET 3,17,19,"Drew Lock pass complete short middle to DaeSean Hamilton for 3 yards, touchdown",6.510,7.000
4,13:08,,,DET 15,17,20,Brandon McManus kicks extra point good,0.000,0.000
4,13:08,,,DEN 35,17,20,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,13:08,1,10,DET 25,17,20,Bo Scarbrough up the middle for 5 yards (tackle by Dre'Mont Jones and Shelby Harris),0.610,0.740
4,12:30,2,5,DET 30,17,20,David Blough pass complete short left to Kenny Golladay for 8 yards (tackle by Chris Harris),0.740,1.470
4,12:01,1,10,DET 38,17,20,Kerryon Johnson right tackle for 1 yard (tackle by Mike Purcell and Todd Davis),1.470,1.060
4,11:19,2,9,DET 39,17,20,David Blough pass incomplete short right intended for Kenny Golladay,1.060,0.370
4,11:15,3,9,DET 39,17,20,David Blough pass incomplete deep right intended for Kenny Golladay,0.370,-0.780
4,11:07,4,9,DET 39,17,20,"Sam Martin punts 51 yards, returned by Diontae Spencer for 14 yards (tackle by Dee Virgin). Penalty on Steve Longa: Unnecessary Roughness, 15 yards",-0.780,-1.530
4,10:56,1,10,DEN 39,17,20,Drew Lock pass complete short right to Royce Freeman for 2 yards (tackle by Justin Coleman),1.530,1.260
4,10:08,2,8,DEN 41,17,20,Drew Lock pass complete short right to Tim Patrick for 5 yards (tackle by Tavon Wilson),1.260,1.220
4,9:25,,,,,,Timeout #1 by Denver Broncos,,
4,9:25,3,3,DEN 46,17,20,Drew Lock pass complete short left to Tim Patrick for 5 yards (tackle by Tavon Wilson and Austin Bryant),1.220,2.320
4,8:55,1,10,DET 49,17,20,Royce Freeman right guard for no gain (tackle by Damon Harrison and Will Harris),2.320,1.780
4,8:18,2,10,DET 49,17,20,Drew Lock pass complete short right to Jeff Heuerman for 6 yards (tackle by Damon Harrison and Tracy Walker),1.780,1.880
4,7:30,3,4,DET 43,17,20,Drew Lock pass complete short left to Tim Patrick for 16 yards (tackle by Rashaan Melvin),1.880,3.780
4,6:47,1,10,DET 27,17,26,"Phillip Lindsay up the middle for 27 yards, touchdown",3.780,7.000
4,6:39,,,DET 15,17,27,Brandon McManus kicks extra point good,0.000,0.000
4,6:39,,,DEN 35,17,27,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,6:39,1,10,DET 25,17,27,"David Blough pass complete short left to Danny Amendola for 8 yards (tackle by Will Parks). Penalty on Von Miller: Illegal Use of Hands, 5 yards (no play)",0.610,0.940
4,6:11,1,10,DET 30,17,27,David Blough pass incomplete short middle intended for Kenny Golladay (defended by Shelby Harris),0.940,0.390
4,6:06,2,10,DET 30,17,27,David Blough pass incomplete deep right intended for Travis Fulgham,0.390,-0.300
4,6:00,,,,,,Timeout #1 by Detroit Lions,,
4,6:00,3,10,DET 30,17,27,David Blough sacked by Dre'Mont Jones for -6 yards,-0.300,-1.770
4,5:30,4,16,DET 24,17,27,"Sam Martin punts 56 yards, muffed catch by Diontae Spencer, recovered by Diontae Spencer at DEN-20, returned by Diontae Spencer for 8 yards (tackle by Miles Killebrew and C.J. Moore). Penalty on Malik Reed: Illegal Block Above the Waist, 10 yards",-1.770,-0.040
4,5:19,1,10,DEN 18,17,27,Royce Freeman left guard for 5 yards (tackle by Devon Kennard),0.040,0.280
4,4:35,2,5,DEN 23,17,27,Royce Freeman up the middle for 2 yards (tackle by Jalen Reeves-Maybin and Austin Bryant),0.280,-0.270
4,3:52,3,3,DEN 25,17,27,Drew Lock pass complete short right to Devontae Booker for 2 yards (tackle by Tavon Wilson and Jalen Reeves-Maybin),-0.270,-1.570
4,3:06,,,,,,Timeout #2 by Denver Broncos,,
4,3:06,4,1,DEN 27,17,27,"Colby Wadman punts 50 yards, returned by Jamal Agnew for 3 yards (tackle by Joseph Jones). Penalty on Dee Virgin: Illegal Block Above the Waist, 10 yards",-1.570,0.140
4,2:55,1,10,DET 16,17,27,David Blough pass complete short middle to Kenny Golladay for 3 yards (tackle by Todd Davis),-0.140,-0.180
4,2:32,2,7,DET 19,17,27,Ty Johnson up the middle for 8 yards (tackle by Todd Davis),-0.180,0.740
4,2:09,1,10,DET 27,17,27,David Blough pass incomplete short left intended for Chris Lacy,0.740,0.200
4,2:05,2,10,DET 27,17,27,David Blough pass incomplete deep left intended for Kenny Golladay,0.200,-0.490
4,2:00,3,10,DET 27,17,27,David Blough pass incomplete short middle intended for Danny Amendola (defended by Von Miller),-0.490,-1.570
4,1:55,4,10,DET 27,17,27,David Blough pass incomplete short right intended for Kenny Golladay,-1.570,-3.780
4,1:47,1,10,DET 27,17,27,Phillip Lindsay left tackle for 7 yards (tackle by Jalen Reeves-Maybin),3.780,4.180
4,1:41,,,,,,Timeout #2 by Detroit Lions,,
4,1:41,2,3,DET 20,17,27,Phillip Lindsay up the middle for 2 yards (tackle by Trey Flowers),4.180,3.840
4,1:35,,,,,,Timeout #3 by Detroit Lions,,
4,1:35,3,1,DET 18,17,27,Phillip Lindsay right end for 2 yards (tackle by Jalen Reeves-Maybin),3.840,4.510
4,0:47,1,10,DET 16,17,27,Drew Lock kneels for -2 yards,4.510,3.640
4,0:23,2,12,DET 18,17,27,Drew Lock kneels for -1 yards,3.640,2.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
