Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,CLE 20,0,0,Jamal Lewis right guard for 2 yards (tackle by James Harrison),0.280,0.000
1,14:25,2,8,CLE 22,0,0,Charlie Frye pass incomplete short left intended for Joe Jurevicius,0.000,-0.690
1,14:22,3,8,CLE 22,0,0,Charlie Frye sacked by Aaron Smith for -5 yards,-0.690,-4.110
1,13:50,1,10,CLE 22,0,0,Ben Roethlisberger pass complete short right to Santonio Holmes for 15 yards (tackle by Eric Wright),4.110,5.600
1,13:24,1,7,CLE 7,0,0,Willie Parker left guard for -2 yards (tackle by D'Qwell Jackson),5.600,4.380
1,12:38,2,9,CLE 9,0,0,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Robaire Smith),4.380,4.260
1,11:55,3,5,CLE 5,6,0,"Ben Roethlisberger pass complete short right to Hines Ward for 5 yards, touchdown",4.260,7.000
1,,,,CLE 2,7,0,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,0,"Jeff Reed kicks off 70 yards, returned by Josh Cribbs for 32 yards (tackle by Lawrence Timmons)",0.000,1.070
1,11:43,1,10,CLE 32,7,0,Charlie Frye right end for 1 yard (tackle by Ike Taylor),1.070,0.660
1,10:59,2,9,CLE 33,7,0,Charlie Frye pass incomplete short left intended for Tim Carter is intercepted by Deshea Townsend at CLE-38 and returned for 21 yards (tackle by Braylon Edwards),0.660,-4.440
1,10:47,1,10,CLE 17,7,0,Willie Parker right guard for 2 yards (tackle by Orpheus Roye),4.440,4.150
1,10:10,2,8,CLE 15,7,0,Willie Parker left guard for 2 yards (tackle by Ted Washington),4.150,3.680
1,9:27,3,6,CLE 13,7,0,"Ben Roethlisberger sacked by Kamerion Wimbley for -4 yards. Penalty on Antwan Peek: Defensive Offside, 5 yards (no play)",3.680,4.800
1,9:02,3,1,CLE 8,7,0,"Ben Roethlisberger pass incomplete short right intended for Jerame Tuman (defended by Sean Jones). Penalty on Sean Jones: Personal Foul (Offsetting), Penalty on Willie Colon: Personal Foul (Offsetting)",4.800,2.990
1,8:56,4,1,CLE 8,10,0,Jeff Reed 26 yard field goal good,2.990,3.000
1,,,,PIT 30,10,0,"Jeff Reed kicks off 64 yards, returned by Josh Cribbs for 21 yards (tackle by Tyrone Carter)",0.000,0.740
1,8:47,1,10,CLE 27,10,0,Jamal Lewis right tackle for 1 yard (tackle by James Harrison),0.740,0.330
1,8:16,2,9,CLE 28,10,0,Jamal Lewis left guard for 3 yards (tackle by Aaron Smith),0.330,0.040
1,7:35,3,6,CLE 31,10,0,Charlie Frye pass complete short middle to Kellen Winslow Jr. for 15 yards (tackle by Aaron Smith),0.040,1.990
1,6:59,1,10,CLE 46,10,0,Jamal Lewis left tackle for 7 yards (tackle by Chris Hoke and Larry Foote),1.990,2.400
1,6:19,2,3,PIT 47,10,0,Charlie Frye pass complete short right to Lawrence Vickers for 6 yards (tackle by Ike Taylor),2.400,2.850
1,5:48,1,10,PIT 41,10,0,Charlie Frye pass incomplete short right intended for Kellen Winslow Jr.,2.850,2.310
1,5:41,2,10,PIT 41,10,0,Charlie Frye pass complete short middle to Darnell Dinkins for 8 yards (tackle by James Farrior),2.310,2.680
1,4:56,3,2,PIT 33,10,0,"Charlie Frye pass complete short right to Joe Jurevicius for 3 yards (tackle by Deshea Townsend). Penalty on Kellen Winslow Jr.: Offensive Pass Interference, 10 yards (no play)",2.680,1.350
1,4:31,3,12,PIT 43,10,0,Charlie Frye sacked by James Farrior for -8 yards,1.350,-0.130
1,4:22,4,20,CLE 49,10,0,"Paul Ernster punts 42 yards, returned by Allen Rossum for 10 yards (tackle by David McMillan)",-0.130,-0.150
1,4:12,1,10,PIT 19,10,0,Willie Parker left guard for 5 yards (tackle by Andra Davis),0.150,0.340
1,3:31,2,5,PIT 24,10,0,Ben Roethlisberger pass complete short left to Willie Parker for -2 yards (tackle by Leon Williams),0.340,-0.680
1,2:44,,,,10,0,Timeout #1 by Pittsburgh Steelers,0.000,-0.680
1,2:44,3,7,PIT 22,10,0,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Eric Wright),-0.680,-1.700
1,2:01,4,4,PIT 25,10,0,Daniel Sepulveda punts 45 yards,-1.700,-0.940
1,1:49,1,10,CLE 30,10,0,Jamal Lewis right guard for 4 yards (tackle by James Harrison),0.940,0.930
1,1:12,2,6,CLE 34,10,0,"Jamal Lewis left tackle for 2 yards (tackle by James Farrior). Jamal Lewis fumbles (forced by James Farrior), recovered by Bryant McFadden at CLE-40",0.930,-2.920
1,1:05,1,10,CLE 40,16,0,"Ben Roethlisberger pass complete short middle to Santonio Holmes for 40 yards, touchdown",2.920,7.000
1,,,,CLE 2,17,0,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,17,0,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
1,0:58,1,10,CLE 20,17,0,Jamal Lewis right guard for 3 yards (tackle by Larry Foote),0.280,0.140
1,0:16,2,7,CLE 23,17,0,Charlie Frye pass complete short right to Jamal Lewis for 5 yards (tackle by Clark Haggans),0.140,0.100
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,CLE 28,17,0,Charlie Frye sacked by Clark Haggans for -3 yards,0.100,-1.700
2,14:36,4,5,CLE 25,17,0,Paul Ernster punts 36 yards,-1.700,-1.530
2,14:24,1,10,PIT 39,17,0,Willie Parker right tackle for 7 yards (tackle by Leigh Bodden),1.530,1.930
2,13:46,2,3,PIT 46,17,0,Willie Parker left guard for 1 yard (tackle by Antwan Peek),1.930,1.360
2,13:03,3,2,PIT 47,17,0,Najeh Davenport right guard for 1 yard (tackle by D'Qwell Jackson),1.360,-0.190
2,12:42,4,1,PIT 48,17,0,Ben Roethlisberger up the middle for 2 yards (tackle by Shaun Smith),-0.190,2.260
2,12:09,1,10,,17,0,"Santonio Holmes right end for 11 yards (tackle by Ethan Kelley). Santonio Holmes fumbles (forced by Ethan Kelley), ball out of bounds at CLE-39",2.260,2.980
2,11:42,1,10,CLE 39,17,0,Willie Parker left guard for no gain (tackle by Andra Davis),2.980,2.440
2,10:57,2,10,CLE 39,17,0,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,2.440,1.750
2,10:53,3,10,CLE 39,17,0,"Penalty on Willie Colon: False Start, 5 yards (no play)",1.750,1.090
2,10:53,3,15,CLE 44,17,0,Ben Roethlisberger pass incomplete short left intended for Najeh Davenport,1.090,0.330
2,10:49,4,15,CLE 44,17,0,"Daniel Sepulveda punts 42 yards, touchback",0.330,0.380
,,,,,,,"CLE challenged the touchback ruling, and the play was upheld.",,
2,10:38,1,10,CLE 2,17,0,Lawrence Vickers left guard for 4 yards (tackle by James Harrison),-0.380,-0.490
2,10:03,2,6,CLE 6,17,0,Charlie Frye pass incomplete short right intended for Braylon Edwards,-0.490,-0.950
2,9:59,3,6,CLE 6,17,0,Charlie Frye pass incomplete short right intended for Joe Jurevicius,-0.950,-2.490
2,9:54,4,6,CLE 6,17,0,Paul Ernster punts 43 yards,-2.490,-2.320
2,9:43,1,10,CLE 49,17,0,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,2.320,1.780
2,9:38,2,10,CLE 49,17,0,Willie Parker left guard for 25 yards (tackle by Eric Wright),1.780,3.970
2,9:00,1,10,CLE 24,17,0,"Willie Parker right guard for -2 yards. Willie Parker fumbles, recovered by Antwan Peek at CLE-26 (tackle by Sean Mahan)",3.970,-0.670
2,8:53,1,10,CLE 26,17,0,Charlie Frye pass incomplete short middle intended for Tim Carter,0.670,0.130
2,8:48,2,10,CLE 26,17,0,Charlie Frye sacked by James Harrison and Chris Hoke for -5 yards,0.130,-1.220
2,8:14,3,15,CLE 21,17,0,Charlie Frye sacked by Ike Taylor for -10 yards,-1.220,-2.490
2,7:52,4,25,CLE 11,17,0,"Paul Ernster punts 43 yards, returned by Allen Rossum for -3 yards (tackle by Mike Adams)",-2.490,-1.800
2,7:42,1,10,PIT 43,17,0,Willie Parker left guard for 3 yards (tackle by Orpheus Roye and D'Qwell Jackson),1.800,1.660
2,6:58,2,7,PIT 46,17,0,Ben Roethlisberger pass incomplete,1.660,0.960
2,6:51,3,7,PIT 46,17,0,Ben Roethlisberger pass incomplete short middle intended for Najeh Davenport,0.960,-0.320
2,6:45,4,7,PIT 46,17,0,Daniel Sepulveda punts 41 yards,-0.320,0.320
2,6:34,1,10,CLE 13,17,0,Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr. (defended by Troy Polamalu),-0.320,-0.770
2,6:28,2,10,CLE 13,17,0,Derek Anderson pass complete short left to Braylon Edwards for 9 yards (tackle by Troy Polamalu),-0.770,-0.350
2,5:58,3,1,CLE 22,17,0,Lawrence Vickers left guard for 4 yards (tackle by Nick Eason),-0.350,0.670
2,5:19,1,10,CLE 26,17,0,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,0.670,0.130
2,5:12,2,10,CLE 26,17,0,Jamal Lewis right guard for 4 yards (tackle by James Harrison),0.130,-0.030
2,4:31,3,6,CLE 30,17,0,"Derek Anderson pass complete short right to Josh Cribbs for 7 yards. Josh Cribbs fumbles, ball out of bounds at CLE-37",-0.030,1.400
2,4:09,1,10,CLE 37,17,0,Derek Anderson pass incomplete short right intended for Braylon Edwards,1.400,0.860
2,4:06,2,10,CLE 37,17,0,"Derek Anderson pass incomplete short left intended for Tim Carter (defended by Troy Polamalu). Penalty on Bryant McFadden: Defensive Holding, 5 yards (no play)",0.860,1.730
2,3:58,1,10,CLE 42,17,0,Derek Anderson pass complete deep middle to Kellen Winslow Jr. for 18 yards (tackle by Ryan Clark),1.730,2.920
2,3:14,1,10,PIT 40,17,0,Jason Wright right guard for 3 yards (tackle by Nick Eason),2.920,2.780
2,2:35,2,7,PIT 37,17,0,Derek Anderson pass incomplete short right intended for Steve Heiden,2.780,2.080
2,2:31,3,7,PIT 37,17,0,"Derek Anderson sacked by Ryan Clark for -12 yards. Derek Anderson fumbles (forced by Ryan Clark), recovered by Aaron Smith at PIT-49 (tackle by Kevin Shaffer)",2.080,-2.190
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
2,2:17,1,10,PIT 49,17,0,Willie Parker left guard for 2 yards (tackle by Antwan Peek),2.190,1.920
2,2:00,2,8,CLE 49,17,0,Ben Roethlisberger pass incomplete short right intended for Willie Parker,1.920,1.220
2,1:56,3,8,CLE 49,17,0,Ben Roethlisberger sacked by Antwan Peek and Chaun Thompson for -2 yards,1.220,-0.130
2,1:08,4,10,PIT 49,17,0,"Daniel Sepulveda punts 29 yards, fair catch by Josh Cribbs",-0.130,-0.410
2,1:01,1,10,CLE 22,17,0,"Penalty on Kellen Winslow Jr.: False Start, 5 yards (no play)",0.410,-0.120
2,1:01,1,15,CLE 17,17,0,Derek Anderson pass incomplete short left intended for Steve Heiden,-0.120,-0.940
2,0:59,2,15,CLE 17,17,0,Derek Anderson pass incomplete deep right intended for Braylon Edwards,-0.940,-1.680
2,0:54,3,15,CLE 17,17,0,Derek Anderson pass incomplete short middle intended for Braylon Edwards,-1.680,-2.320
2,0:49,4,15,CLE 17,17,0,"Paul Ernster punts 38 yards, fair catch by Allen Rossum. Penalty on Josh Cribbs: Unnecessary Roughness, 15 yards",-2.320,-2.920
2,0:43,1,10,CLE 40,17,0,Ben Roethlisberger pass incomplete short left intended for Najeh Davenport,2.920,2.370
2,0:38,2,10,CLE 40,17,0,Ben Roethlisberger pass incomplete short middle intended for Santonio Holmes,2.370,1.680
2,0:33,3,10,CLE 40,17,0,Ben Roethlisberger pass incomplete short right intended for Nate Washington,1.680,0.590
2,0:27,4,10,CLE 40,17,0,Daniel Sepulveda punts 31 yards,0.590,0.380
2,0:16,1,10,CLE 9,17,0,Derek Anderson kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,17,0,"Phil Dawson kicks off 62 yards, returned by Allen Rossum for 21 yards (tackle by Darnell Dinkins)",0.000,0.870
3,14:53,1,10,PIT 29,17,0,Willie Parker left tackle for 1 yard (tackle by D'Qwell Jackson),0.870,0.460
3,14:13,2,9,PIT 30,17,0,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by Andra Davis),0.460,0.560
3,13:26,3,3,PIT 36,17,0,Ben Roethlisberger pass complete short left to Hines Ward for 24 yards (tackle by Leigh Bodden). Penalty on Kamerion Wimbley: Defensive Offside (Declined),0.560,2.920
3,13:01,1,10,CLE 40,17,0,Willie Parker left tackle for 22 yards (tackle by Leigh Bodden),2.920,4.370
3,12:21,1,10,CLE 18,17,0,Willie Parker right tackle for 7 yards (tackle by D'Qwell Jackson),4.370,5.010
3,11:52,2,3,CLE 11,17,0,Willie Parker right tackle for 4 yards (tackle by Sean Jones),5.010,5.600
3,11:15,1,7,CLE 7,17,0,Willie Parker left guard for 2 yards (tackle by Ted Washington),5.600,5.150
3,10:38,2,5,CLE 5,23,0,"Ben Roethlisberger pass complete short middle to Matt Spaeth for 5 yards, touchdown",5.150,7.000
3,,,,CLE 2,24,0,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,24,0,"Jeff Reed kicks off 72 yards, returned by Josh Cribbs for 26 yards (tackle by Carey Davis)",0.000,0.540
3,10:16,1,10,CLE 24,24,0,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr. (defended by James Farrior),0.540,0.000
3,10:12,2,10,CLE 24,24,0,Derek Anderson pass complete deep right to Kellen Winslow Jr. for 30 yards (tackle by Ryan Clark),0.000,2.520
3,9:27,1,10,PIT 46,24,0,Derek Anderson pass complete deep right to Tim Carter for 22 yards (tackle by Bryant McFadden),2.520,3.970
3,8:41,1,10,PIT 24,24,0,Derek Anderson pass complete deep left to Kellen Winslow Jr. for 20 yards (tackle by Bryant McFadden),3.970,6.280
3,8:10,1,4,PIT 4,24,0,Jamal Lewis left guard for 2 yards (tackle by Aaron Smith),6.280,5.720
3,7:35,2,2,PIT 2,24,0,Jamal Lewis left guard for 1 yard (tackle by Aaron Smith),5.720,5.170
3,6:56,3,1,PIT 1,24,6,"Derek Anderson pass complete short right to Lawrence Vickers for 1 yard, touchdown",5.170,7.000
3,,,,PIT 2,24,7,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,24,7,"Phil Dawson kicks off 57 yards, returned by Allen Rossum for 23 yards (tackle by Eric Wright)",0.000,1.330
3,6:47,1,10,PIT 36,24,7,Ben Roethlisberger pass complete deep middle to Hines Ward for 22 yards (tackle by Eric Wright),1.330,2.790
3,6:01,1,10,CLE 42,24,7,Willie Parker left guard for 3 yards (tackle by Orpheus Roye),2.790,2.650
3,5:23,2,7,CLE 39,24,7,Willie Parker right tackle for 6 yards (tackle by Leon Williams),2.650,2.740
3,4:45,3,1,CLE 33,24,7,Najeh Davenport right guard for 7 yards (tackle by Leon Williams),2.740,3.840
3,4:07,1,10,CLE 26,24,7,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Antwan Peek),3.840,3.300
3,4:02,2,10,CLE 26,24,7,Willie Parker right guard for 2 yards (tackle by Robaire Smith),3.300,2.870
3,3:18,3,8,CLE 24,24,7,"Ben Roethlisberger pass complete short left to Najeh Davenport for 17 yards (tackle by Leigh Bodden). Penalty on Hines Ward: Personal Foul, 15 yards",2.870,4.110
3,2:23,1,10,CLE 22,30,7,"Ben Roethlisberger pass complete short right to Heath Miller for 22 yards, touchdown",4.110,7.000
3,,,,CLE 2,31,7,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,31,7,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
3,2:23,1,10,CLE 20,31,7,Derek Anderson pass incomplete short middle intended for Braylon Edwards (defended by James Farrior),0.280,-0.270
3,2:18,2,10,CLE 20,31,7,Derek Anderson pass complete short left to Jamal Lewis for 6 yards (tackle by James Harrison),-0.270,-0.160
3,1:35,3,4,CLE 26,31,7,Derek Anderson pass complete short right to Joe Jurevicius for 17 yards (tackle by Ike Taylor),-0.160,1.800
3,1:03,1,10,CLE 43,31,7,Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr.,1.800,1.250
3,0:57,2,10,CLE 43,31,7,Derek Anderson pass complete short right to Steve Heiden for 3 yards (tackle by Ike Taylor),1.250,0.960
3,0:26,3,7,CLE 46,31,7,Derek Anderson pass incomplete short right intended for Joe Jurevicius (defended by Troy Polamalu). Penalty on Hank Fraley: Offensive Holding (Declined),0.960,-0.320
3,0:21,4,7,CLE 46,31,7,"Paul Ernster punts 39 yards, fair catch by Allen Rossum",-0.320,0.220
3,0:12,1,10,PIT 15,31,7,Willie Parker right guard for no gain (tackle by Andra Davis),-0.220,-0.710
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PIT 15,31,7,Willie Parker left tackle for 4 yards (tackle by Sean Jones),-0.710,-0.880
4,14:19,3,6,PIT 19,31,7,Najeh Davenport left guard for 13 yards (tackle by Sean Jones),-0.880,1.070
4,13:34,1,10,PIT 32,31,7,Willie Parker right guard for 4 yards (tackle by Orpheus Roye),1.070,1.070
4,12:49,2,6,PIT 36,31,7,Willie Parker right tackle for 4 yards (tackle by Orpheus Roye),1.070,0.890
4,12:07,3,2,PIT 40,31,7,Najeh Davenport right tackle for 7 yards (tackle by Leon Williams and Eric Wright),0.890,2.060
4,11:24,1,10,PIT 47,31,7,Willie Parker left guard for 1 yard (tackle by Shaun Smith),2.060,1.650
4,10:40,2,9,PIT 48,31,7,Willie Parker left tackle for 3 yards (tackle by Kamerion Wimbley),1.650,1.360
4,9:54,3,6,CLE 49,31,7,"Cedrick Wilson right end for 37 yards (tackle by Sean Jones). Penalty on Nate Washington: Offensive Holding, 10 yards",1.360,4.110
4,9:54,1,10,CLE 22,31,7,Willie Parker for 3 yards (tackle by Orpheus Roye),4.110,3.970
4,8:33,2,7,CLE 19,31,7,Willie Parker right tackle for no gain (tackle by D'Qwell Jackson),3.970,3.260
4,7:50,3,7,CLE 19,31,7,Najeh Davenport right end for 6 yards (tackle by Andra Davis),3.260,2.720
4,7:16,4,1,CLE 13,34,7,Jeff Reed 31 yard field goal good,2.720,3.000
4,,,,PIT 30,34,7,"Jeff Reed kicks off 62 yards, returned by Josh Cribbs for 19 yards (tackle by Carey Davis)",0.000,0.740
4,7:07,1,10,CLE 27,34,7,Derek Anderson pass incomplete short left intended for Tim Carter,0.740,0.200
4,7:04,2,10,CLE 27,34,7,"Derek Anderson pass complete short right to Braylon Edwards for 21 yards (tackle by Aaron Smith). Braylon Edwards fumbles (forced by Aaron Smith), recovered by William Gay at CLE-49 (tackle by Braylon Edwards)",0.200,-2.320
4,6:55,1,10,CLE 49,34,7,Najeh Davenport left tackle for 2 yards (tackle by Leigh Bodden),2.320,2.050
4,6:11,2,8,CLE 47,34,7,Najeh Davenport left tackle for 5 yards (tackle by Andra Davis),2.050,2.020
4,5:25,3,3,CLE 42,34,7,Najeh Davenport right tackle for 2 yards (tackle by Sean Jones),2.020,0.590
4,4:24,4,1,CLE 40,34,7,Daniel Sepulveda punts 35 yards,0.590,0.380
4,4:11,1,10,CLE 5,34,7,Jamal Lewis right guard for 6 yards (tackle by LaMarr Woodley),-0.380,-0.340
4,3:35,2,4,CLE 11,34,7,"Derek Anderson pass incomplete. Penalty on Derek Anderson: Intentional Grounding, 6 yards",-0.340,-1.420
4,3:26,3,10,CLE 5,34,7,Derek Anderson pass complete short left to Joe Jurevicius for 11 yards (tackle by William Gay),-1.420,-0.140
4,3:25,1,10,CLE 16,34,7,Derek Anderson pass complete short left to Braylon Edwards for 19 yards (tackle by Bryant McFadden),-0.140,1.270
4,2:56,1,10,CLE 35,34,7,Derek Anderson pass incomplete short right intended for Joe Jurevicius (defended by William Gay),1.270,0.720
4,2:50,2,10,CLE 35,34,7,"Derek Anderson pass incomplete deep right intended for Braylon Edwards is intercepted by Ike Taylor at PIT-49 and returned for 2 yards (tackle by Braylon Edwards). Penalty on Ike Taylor: Delay of Game, 5 yards",0.720,-1.990
4,2:44,1,10,PIT 46,34,7,Carey Davis right guard for 3 yards (tackle by Shaun Smith and D'Qwell Jackson),1.990,1.860
4,2:00,2,7,PIT 49,34,7,Carey Davis right tackle for no gain (tackle by Kamerion Wimbley),1.860,1.160
4,1:14,3,7,PIT 49,34,7,Carey Davis left guard for 2 yards (tackle by Simon Fraser and Sean Jones),1.160,0.000
4,1:14,4,5,CLE 49,34,7,"Penalty on Daniel Sepulveda: Delay of Game, 5 yards (no play)",0.000,-0.320
4,1:14,4,10,PIT 46,34,7,Charlie Batch kneels for -1 yards,-0.320,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
