Quarter,Time,Tm,Detail,PIT,CLE
1.0,11:49,Steelers,Hines Ward 5 yard pass from Ben Roethlisberger (Jeff Reed kick),7,0
,8:53,Steelers,Jeff Reed 26 yard field goal,10,0
,0:58,Steelers,Santonio Holmes 40 yard pass from Ben Roethlisberger (Jeff Reed kick),17,0
3.0,10:33,Steelers,Matt Spaeth 5 yard pass from Ben Roethlisberger (Jeff Reed kick),24,0
,6:52,Browns,Lawrence Vickers 1 yard pass from Derek Anderson (Phil Dawson kick),24,7
,2:23,Steelers,Heath Miller 22 yard pass from Ben Roethlisberger (Jeff Reed kick),31,7
4.0,7:12,Steelers,Jeff Reed 31 yard field goal,34,7
