#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:04,KAN 7,7,4:06,33,Punt
2,1,9:19,CLE 22,4,0:36,6,Field Goal
3,1,4:57,KAN 5,6,2:20,31,Punt
4,2,12:31,KAN 23,3,1:46,9,Punt
5,2,8:43,KAN 17,2,0:51,2,Interception
6,2,6:23,KAN 15,6,2:19,20,Punt
7,2,1:10,KAN 7,2,0:30,20,Interception
8,2,0:14,KAN 33,1,0:14,9,End of Half
9,3,15:00,KAN 29,11,6:15,63,Field Goal
10,3,5:37,KAN 20,4,2:33,36,Punt
11,4,14:12,KAN 27,14,6:31,68,Field Goal
12,4,6:12,KAN 31,5,2:31,27,Punt
13,4,2:41,CLE 45,6,2:41,8,End of Game
