Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,KAN 30,,,"Ryan Succop kicks off 43 yards, returned by Jerome Harrison for 7 yards (tackle by Javier Arenas)",,
1,14:57,1,10,CLE 34,0,0,Jerome Harrison right guard for 4 yards (tackle by Glenn Dorsey),1.200,1.200
1,14:25,2,6,CLE 38,0,0,Seneca Wallace pass incomplete short middle intended for Evan Moore,1.200,0.500
1,14:20,3,6,CLE 38,0,0,Seneca Wallace pass incomplete deep middle intended for Chansi Stuckey (defended by Javier Arenas),0.500,-0.850
1,14:14,4,6,CLE 38,0,0,"Reggie Hodges punts 47 yards, returned by Javier Arenas for 2 yards (tackle by Kaluka Maiava). Penalty on Demorrio Williams: Offensive Holding, 8 yards",-0.850,0.380
1,14:04,1,10,KAN 7,0,0,Matt Cassel pass complete short right to Tony Moeaki for 2 yards,-0.380,-0.630
1,13:38,2,8,KAN 9,0,0,"Penalty on Marcus Benard: Neutral Zone Infraction, 5 yards (no play)",-0.630,-0.250
1,13:18,2,3,KAN 14,0,0,Matt Cassel pass complete short left to Dwayne Bowe for 4 yards (tackle by Scott Fujita),-0.250,0.040
1,12:37,1,10,KAN 18,0,0,Matt Cassel pass complete short middle to Tony Moeaki for 8 yards (tackle by Matt Roth),0.040,0.680
1,12:08,2,2,KAN 26,0,0,Thomas Jones right tackle for 10 yards (tackle by Eric Barton),0.680,1.330
1,11:33,1,10,KAN 36,0,0,Thomas Jones right guard for 3 yards (tackle by Ahtyba Rubin),1.330,1.200
1,10:56,2,7,KAN 39,0,0,Thomas Jones left tackle for 1 yard (tackle by T.J. Ward and Scott Fujita),1.200,0.630
1,10:14,3,6,KAN 40,0,0,Matt Cassel pass incomplete short right intended for Dexter McCluster,0.630,-0.720
1,10:09,4,6,KAN 40,0,0,"Dustin Colquitt punts 43 yards, returned by Josh Cribbs for 5 yards (tackle by Cory Greenwood)",-0.720,-0.410
1,9:58,1,10,CLE 22,0,0,Peyton Hillis right tackle for 4 yards (tackle by Ron Edwards),0.410,0.410
1,9:28,2,6,CLE 26,0,0,"Jerome Harrison right guard for -3 yards (tackle by Mike Vrabel). Jerome Harrison fumbles (forced by Mike Vrabel), recovered by Glenn Dorsey at CLE-23 (tackle by Jerome Harrison)",0.410,-4.110
,,,,,,,"CLE challenged the fumble ruling, and the play was upheld.",,
1,9:19,1,10,CLE 22,0,0,Matt Cassel for 6 yards (tackle by Scott Fujita),4.110,4.460
1,8:55,2,4,CLE 16,0,0,Matt Cassel pass incomplete short right intended for Dexter McCluster,4.460,3.740
1,8:52,3,4,CLE 16,0,0,Matt Cassel pass incomplete short right intended for Tony Moeaki,3.740,2.450
1,8:47,4,4,CLE 16,3,0,Ryan Succop 35 yard field goal good,2.450,3.000
1,,,,KAN 30,,,"Ryan Succop kicks off 48 yards, returned by Lawrence Vickers for 3 yards",,
1,8:40,1,10,CLE 25,3,0,Seneca Wallace pass complete short left to Ben Watson for no gain,0.610,0.060
1,7:55,2,10,CLE 25,3,0,Seneca Wallace pass incomplete deep left intended for Josh Cribbs,0.060,-0.620
1,7:51,,,,3,0,Timeout #2 by Cleveland Browns,0.000,-0.620
1,7:51,3,10,CLE 25,3,0,Seneca Wallace pass complete short right to Peyton Hillis for 11 yards (tackle by Javier Arenas),-0.620,1.330
1,7:17,1,10,CLE 36,3,0,Peyton Hillis right guard for 4 yards (tackle by Ron Edwards and Shaun Smith),1.330,1.330
1,6:42,2,6,CLE 40,3,0,Seneca Wallace pass incomplete deep right intended for Brian Robiskie,1.330,0.630
1,6:38,3,6,CLE 40,3,0,Seneca Wallace pass complete short right to Ben Watson for 10 yards (tackle by Brandon Flowers),0.630,2.260
1,6:06,1,10,,3,0,Seneca Wallace pass incomplete deep right intended for Brian Robiskie,2.260,1.710
1,6:00,2,10,,3,0,Jerome Harrison right tackle for 3 yards (tackle by Shaun Smith),1.710,1.420
1,6:00,3,7,KAN 47,3,0,"Penalty on Ben Watson: False Start, 5 yards (no play)",1.420,0.760
1,5:23,3,12,CLE 48,3,0,Seneca Wallace pass incomplete deep right intended for Evan Moore,0.760,-0.190
1,5:17,4,12,CLE 48,3,0,"Reggie Hodges punts 33 yards, returned by Javier Arenas for 1 yard (tackle by Joe Haden). Penalty on Reshard Langford: Defensive Offside, 5 yards (no play)",-0.190,0.130
1,5:09,4,7,KAN 47,3,0,Reggie Hodges punts 42 yards,0.130,0.380
1,4:57,1,10,KAN 5,3,0,Matt Cassel pass incomplete short left intended for Tony Moeaki,-0.380,-0.780
1,4:52,2,10,KAN 5,3,0,Matt Cassel pass complete short left to Chris Chambers for 15 yards (tackle by Eric Wright),-0.780,0.280
1,4:27,1,10,KAN 20,3,0,Matt Cassel pass complete short middle to Tony Moeaki for 16 yards (tackle by T.J. Ward),0.280,1.330
1,3:42,1,10,KAN 36,3,0,Matt Cassel pass incomplete short left intended for Dexter McCluster (defended by Eric Wright),1.330,0.790
1,3:38,2,10,KAN 36,3,0,Jamaal Charles left guard for 4 yards (tackle by Robaire Smith and Ahtyba Rubin),0.790,0.630
1,2:57,3,6,KAN 40,3,0,Matt Cassel sacked by Marcus Benard for -4 yards,0.630,-0.980
1,2:48,4,10,KAN 36,3,0,"Dustin Colquitt punts 59 yards. Penalty on Blake Costanzo: Unnecessary Roughness, 3 yards",-0.980,0.380
1,2:37,1,10,CLE 2,3,0,Peyton Hillis right guard for 12 yards (tackle by Eric Berry),-0.380,-0.280
1,2:14,1,10,CLE 14,3,0,Peyton Hillis right guard for 2 yards (tackle by Anthony Toribio),-0.280,-0.510
1,1:36,2,8,CLE 16,3,0,Seneca Wallace pass complete short left to Mohamed Massaquoi for 9 yards (tackle by Brandon Carr),-0.510,0.610
1,0:59,1,10,CLE 25,3,0,Seneca Wallace pass complete short left to Jerome Harrison for 23 yards (tackle by Kendrick Lewis),0.610,2.130
1,0:30,1,10,CLE 48,3,0,Seneca Wallace pass incomplete deep left intended for Ben Watson,2.130,1.580
1,0:22,2,10,CLE 48,3,0,Seneca Wallace pass complete short right to Ben Watson for 44 yards (tackle by Brandon Flowers),1.580,5.370
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,KAN 8,3,0,Seneca Wallace pass complete short right to Josh Cribbs for no gain,5.370,4.570
2,14:25,2,8,KAN 8,3,0,Jerome Harrison left tackle for 4 yards (tackle by Kendrick Lewis),4.570,4.490
2,13:43,,,,3,0,Timeout #1 by Kansas City Chiefs,0.000,4.490
2,13:43,3,4,KAN 4,3,0,"Seneca Wallace for no gain. Penalty on Mike Vrabel: Illegal Contact, 2 yards (no play)",4.490,6.740
2,13:30,1,2,KAN 2,3,0,Peyton Hillis middle for 1 yard,6.740,5.910
2,12:39,2,1,KAN 1,3,6,"Peyton Hillis right end for 1 yard, touchdown",5.910,7.000
2,,,,KAN 2,3,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,3,7,"Phil Dawson kicks off 67 yards, returned by Dexter McCluster for 20 yards (tackle by T.J. Ward)",0.000,0.480
2,12:24,1,10,KAN 23,3,7,Jamaal Charles for 1 yard (tackle by Chris Gocong),0.480,0.070
2,12:08,2,9,KAN 24,3,7,Jamaal Charles right guard for 3 yards (tackle by Ahtyba Rubin and Robaire Smith),0.070,-0.230
2,11:37,3,6,KAN 27,3,7,Matt Cassel pass complete short left to Dwayne Bowe for 5 yards (tackle by Mike Adams and Joe Haden),-0.230,-1.240
2,10:53,4,1,KAN 32,3,7,"Dustin Colquitt punts 30 yards. Penalty on Jason Trusnik: Offensive Holding, 10 yards",-1.240,-0.810
2,10:45,1,10,CLE 28,3,7,Jerome Harrison right guard for 2 yards (tackle by Shaun Smith and Jovan Belcher),0.810,0.530
2,10:11,2,8,CLE 30,9,7,"Seneca Wallace pass incomplete short right intended for Chansi Stuckey is intercepted by Brandon Flowers at CLE-33 and returned for 33 yards, touchdown",0.530,-7.000
2,,,,CLE 2,10,7,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,10,7,"Ryan Succop kicks off 54 yards, returned by Jerome Harrison for 10 yards (tackle by Jackie Battle)",0.000,0.670
2,9:57,1,10,CLE 26,10,7,Jerome Harrison left tackle for 8 yards (tackle by Jovan Belcher and Shaun Smith),0.670,1.210
2,9:24,2,2,CLE 34,10,7,Jerome Harrison right guard for 1 yard (tackle by Eric Berry and Jovan Belcher),1.210,0.630
2,8:53,3,1,CLE 35,10,13,"Seneca Wallace pass complete deep middle to Josh Cribbs for 65 yards, touchdown",0.630,7.000
2,,,,KAN 2,10,14,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,14,"Phil Dawson kicks off 72 yards, returned by Dexter McCluster for 19 yards (tackle by Blake Costanzo)",0.000,-0.060
2,8:38,1,10,KAN 17,10,14,Jamaal Charles left tackle for 2 yards (tackle by Sheldon Brown and Ahtyba Rubin),-0.060,-0.250
2,8:00,2,8,KAN 19,10,14,Matt Cassel pass incomplete deep left intended for Chris Chambers is intercepted by Sheldon Brown at CLE-35,-0.250,-1.270
2,7:52,1,10,CLE 35,10,14,Jerome Harrison left tackle for 4 yards (tackle by Jovan Belcher),1.270,1.260
2,7:18,,,,10,14,Timeout #3 by Cleveland Browns,0.000,1.260
2,7:18,2,6,CLE 39,10,14,Jerome Harrison right guard for -1 yards (tackle by Eric Berry),1.260,0.430
2,6:38,3,7,CLE 38,10,14,Seneca Wallace pass incomplete deep right intended for Mohamed Massaquoi,0.430,-0.850
2,6:33,4,7,CLE 38,10,14,"Reggie Hodges punts 48 yards, returned by Javier Arenas for 1 yard (tackle by T.J. Ward)",-0.850,0.220
2,6:23,1,10,KAN 15,10,14,Matt Cassel pass complete short right to Thomas Jones for 5 yards (tackle by Eric Barton),-0.220,0.080
2,6:03,2,5,KAN 20,10,14,Thomas Jones right tackle for 2 yards (tackle by Eric Wright and Robaire Smith),0.080,-0.510
2,5:36,3,3,KAN 22,10,14,Matt Cassel pass complete short right to Tim Castille for 5 yards (tackle by Abram Elam),-0.510,0.740
2,5:08,1,10,KAN 27,10,14,Thomas Jones left guard for 5 yards (tackle by T.J. Ward),0.740,0.870
2,4:43,2,5,KAN 32,10,14,Thomas Jones right tackle for 3 yards (tackle by Robaire Smith and Eric Barton),0.870,0.560
2,4:18,3,2,KAN 35,10,14,Matt Cassel pass incomplete deep right intended for Tim Castille,0.560,-1.040
2,4:13,4,2,KAN 35,10,14,Dustin Colquitt punts 38 yards,-1.040,-0.740
2,4:04,1,10,CLE 27,10,14,Seneca Wallace pass complete short right to Ben Watson for 8 yards (tackle by Eric Berry and Jovan Belcher),0.740,1.280
2,3:34,2,2,CLE 35,10,14,Jerome Harrison left guard for 3 yards (tackle by Jovan Belcher),1.280,1.470
2,2:58,1,10,CLE 38,10,14,Seneca Wallace middle for 4 yards (tackle by Shaun Smith and Glenn Dorsey),1.470,1.460
2,2:21,2,6,CLE 42,10,14,Jerome Harrison left tackle for 3 yards (tackle by Derrick Johnson and Brandon Carr),1.460,1.160
2,2:00,,,,10,14,Timeout #2 by Kansas City Chiefs,0.000,1.160
2,2:00,3,3,CLE 45,10,14,Josh Cribbs left tackle for 1 yard (tackle by Derrick Johnson),1.160,-0.320
2,1:21,4,2,CLE 46,10,14,"Reggie Hodges punts 48 yards, returned by Javier Arenas for 1 yard (tackle by Joe Haden)",-0.320,0.380
2,1:10,1,10,KAN 7,10,14,Jamaal Charles right tackle for 20 yards (tackle by Abram Elam),-0.380,0.740
2,0:47,1,10,KAN 27,10,14,Matt Cassel pass incomplete short right intended for Chris Chambers is intercepted by Ahtyba Rubin at KAN-28 and returned for 1 yard,0.740,-3.780
2,0:40,1,10,KAN 27,10,14,Seneca Wallace pass incomplete short left intended for Mohamed Massaquoi,3.780,3.230
2,0:34,2,10,KAN 27,10,14,"Seneca Wallace pass complete short middle to Jerome Harrison for 5 yards (tackle by Jovan Belcher). Penalty on Alex Mack: Unnecessary Roughness, 15 yards",3.230,1.220
2,0:27,3,20,KAN 37,10,14,Seneca Wallace pass complete short right to Brian Robiskie for 12 yards,1.220,1.800
2,0:19,,,,10,14,Timeout #3 by Kansas City Chiefs,0.000,1.800
2,0:19,4,8,KAN 25,10,14,Phil Dawson 42 yard field goal no good,1.800,-1.140
2,0:14,1,10,KAN 33,10,14,Jamaal Charles left tackle for 9 yards (tackle by Sheldon Brown),1.140,1.810
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,10,14,"Phil Dawson kicks off 60 yards, returned by Javier Arenas for 19 yards (tackle by Raymond Ventrone)",0.000,0.870
3,14:55,1,10,KAN 29,10,14,Jamaal Charles left guard for 3 yards (tackle by Scott Fujita and Robaire Smith),0.870,0.730
3,14:20,2,7,KAN 32,10,14,Jamaal Charles left tackle for 1 yard (tackle by Kenyon Coleman),0.730,0.170
3,13:33,3,6,KAN 33,10,14,Matt Cassel pass complete short middle to Tony Moeaki for 20 yards (tackle by Joe Haden),0.170,2.460
3,12:51,1,10,CLE 47,10,14,Matt Cassel pass complete short left to Tim Castille for 3 yards (tackle by T.J. Ward),2.460,2.320
3,12:13,2,7,CLE 44,10,14,Matt Cassel right end for 1 yard (tackle by Matt Roth),2.320,1.750
3,11:36,3,6,CLE 43,10,14,Matt Cassel pass complete deep middle to Dwayne Bowe for 17 yards (tackle by Abram Elam),1.750,3.840
3,11:03,1,10,CLE 26,10,14,Thomas Jones right guard for 11 yards (tackle by Scott Fujita),3.840,4.580
3,10:43,1,10,CLE 15,10,14,Thomas Jones right tackle for 5 yards (tackle by Abram Elam and T.J. Ward),4.580,4.840
3,10:11,2,5,CLE 10,10,14,Thomas Jones left tackle for 4 yards (tackle by T.J. Ward),4.840,4.900
3,9:31,3,1,CLE 6,10,14,Jamaal Charles right tackle for -2 yards (tackle by Eric Barton and Eric Wright),4.900,2.980
3,8:48,4,3,CLE 8,13,14,Ryan Succop 26 yard field goal good,2.980,3.000
3,,,,KAN 30,13,14,"Ryan Succop kicks off 47 yards, returned by James Davis for 11 yards (tackle by Reshard Langford)",0.000,1.200
3,8:39,1,10,CLE 34,13,14,Jerome Harrison right tackle for -2 yards (tackle by Eric Berry),1.200,0.390
3,8:08,2,12,CLE 32,13,14,Seneca Wallace pass complete short right to Jerome Harrison for 7 yards (tackle by Ron Edwards and Mike Vrabel),0.390,0.630
3,7:20,3,5,CLE 39,13,14,"Seneca Wallace pass incomplete deep left intended for Evan Moore. Penalty on Kendrick Lewis: Unnecessary Roughness, 15 yards (no play)",0.630,2.520
3,7:14,1,10,KAN 46,13,14,Jerome Harrison left tackle for no gain (tackle by Derrick Johnson),2.520,1.980
3,6:37,2,10,KAN 46,13,14,Jerome Harrison right guard for 2 yards (tackle by Derrick Johnson),1.980,1.550
3,5:52,3,8,KAN 44,13,14,Seneca Wallace pass incomplete deep right intended for Brian Robiskie,1.550,0.330
3,5:47,4,8,KAN 44,13,14,"Reggie Hodges punts 44 yards, touchback",0.330,-0.280
3,5:37,1,10,KAN 20,13,14,Matt Cassel pass complete short left to Jamaal Charles for 27 yards (tackle by T.J. Ward),0.280,2.060
3,5:15,1,10,KAN 47,13,14,Thomas Jones right tackle for 7 yards (tackle by Chris Gocong),2.060,2.460
3,4:37,2,3,CLE 46,13,14,Thomas Jones right guard for 2 yards (tackle by Kenyon Coleman and Matt Roth),2.460,2.020
3,3:59,3,1,CLE 44,13,14,Tim Castille right guard for no gain (tackle by Chris Gocong and Matt Roth),2.020,0.330
3,3:15,4,1,CLE 44,13,14,"Dustin Colquitt punts 44 yards, touchback",0.330,-0.280
3,3:04,1,10,CLE 20,13,14,Jerome Harrison right guard for 4 yards (tackle by Anthony Toribio),0.280,0.270
3,2:31,2,6,CLE 24,13,14,Jerome Harrison left tackle for 1 yard (tackle by Derrick Johnson),0.270,-0.300
3,1:48,3,5,CLE 25,13,14,Seneca Wallace pass complete short right to Peyton Hillis for 7 yards (tackle by Eric Berry and Donald Washington),-0.300,1.070
3,1:09,1,10,CLE 32,13,14,Peyton Hillis right guard for 7 yards (tackle by Derrick Johnson),1.070,1.470
3,0:31,2,3,CLE 39,13,14,"Seneca Wallace for 5 yards. Penalty on Lawrence Vickers: Offensive Holding, 10 yards (no play)",1.470,0.120
3,0:03,2,13,CLE 29,13,14,Seneca Wallace pass incomplete short right intended for Josh Cribbs,0.120,-0.560
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,CLE 29,13,14,"Penalty on Peyton Hillis: False Start, 5 yards (no play)",-0.560,-1.220
4,15:00,3,18,CLE 24,13,14,Seneca Wallace pass complete short middle to Peyton Hillis for 8 yards (tackle by Wallace Gilberry),-1.220,-1.240
4,14:22,4,10,CLE 32,13,14,"Reggie Hodges punts 45 yards, returned by Javier Arenas for 4 yards (tackle by Joe Haden)",-1.240,-0.740
4,14:12,1,10,KAN 27,13,14,Thomas Jones right guard for 3 yards (tackle by Brian Schaefering),0.740,0.600
4,13:42,2,7,KAN 30,13,14,Matt Cassel pass complete deep middle to Dwayne Bowe for 19 yards (tackle by T.J. Ward),0.600,2.190
4,13:20,1,10,KAN 49,13,14,Thomas Jones right guard for 1 yard (tackle by Matt Roth and Chris Gocong),2.190,1.780
4,12:40,2,9,,13,14,Matt Cassel pass complete short right to Chris Chambers for 3 yards (tackle by Chris Gocong),1.780,1.490
4,12:08,,,,13,14,Timeout #1 by Kansas City Chiefs,0.000,1.490
4,12:08,3,6,CLE 47,13,14,Jamaal Charles left guard for 7 yards (tackle by Abram Elam),1.490,2.920
4,11:43,,,,13,14,Timeout #1 by Cleveland Browns,0.000,2.920
4,11:43,1,10,CLE 40,13,14,Matt Cassel pass incomplete deep left intended for Dwayne Bowe,2.920,2.370
4,11:37,2,10,CLE 40,13,14,Dexter McCluster right guard for 3 yards (tackle by Ahtyba Rubin),2.370,2.080
4,10:54,3,7,CLE 37,13,14,Matt Cassel pass complete short middle to Tony Moeaki for 12 yards (tackle by Abram Elam),2.080,3.910
4,10:18,1,10,CLE 25,13,14,Thomas Jones left guard for 2 yards (tackle by Matt Roth),3.910,3.630
4,9:42,2,8,CLE 23,13,14,Matt Cassel pass complete short right to Chris Chambers for 15 yards (tackle by Eric Wright),3.630,5.370
4,9:06,1,8,CLE 8,13,14,Thomas Jones right guard for 3 yards (tackle by Shaun Rogers),5.370,5.150
4,8:33,2,5,CLE 5,13,14,Thomas Jones left guard for no gain (tackle by Eric Barton and Brian Schaefering),5.150,4.260
4,7:49,,,,13,14,Timeout #2 by Kansas City Chiefs,0.000,4.260
4,7:49,3,5,CLE 5,13,14,Matt Cassel pass incomplete short right intended for Tony Moeaki. Penalty on Barry Richardson: Offensive Holding (Declined),4.260,3.010
4,7:44,4,5,CLE 5,16,14,Ryan Succop 23 yard field goal good,3.010,3.000
4,,,,KAN 30,16,14,"Ryan Succop kicks off 56 yards, returned by Josh Cribbs for 19 yards (tackle by Jeremy Horne)",0.000,1.140
4,7:35,1,10,CLE 33,16,14,Seneca Wallace pass complete short right to Chansi Stuckey for 11 yards (tackle by Derrick Johnson),1.140,1.860
4,7:12,1,10,CLE 44,16,14,Seneca Wallace pass incomplete short right intended for Ben Watson,1.860,1.320
4,7:04,2,10,CLE 44,16,14,"Seneca Wallace pass incomplete short left intended for Ben Watson. Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",1.320,-0.030
4,6:56,2,20,CLE 34,16,14,Seneca Wallace pass complete short right to Josh Cribbs for 9 yards,-0.030,0.500
4,6:27,3,11,CLE 43,16,14,Seneca Wallace pass incomplete deep right intended for Brian Robiskie,0.500,-0.520
4,6:22,4,11,CLE 43,16,14,Reggie Hodges punts 26 yards,-0.520,-1.000
4,6:12,1,10,KAN 31,16,14,Thomas Jones left tackle for 4 yards (tackle by T.J. Ward),1.000,1.000
4,5:28,2,6,KAN 35,16,14,"Matt Cassel pass incomplete short right intended for Tony Moeaki. Penalty on Kenyon Coleman: Roughing the Passer, 15 yards",1.000,2.260
4,5:20,1,10,,16,14,Jamaal Charles left guard for 1 yard (tackle by Scott Fujita and Robaire Smith),2.260,1.850
4,4:39,2,9,CLE 49,16,14,Thomas Jones right guard for 7 yards (tackle by Matt Roth),1.850,2.080
4,3:55,,,,16,14,Timeout #3 by Kansas City Chiefs,0.000,2.080
4,3:55,3,2,CLE 42,16,14,Matt Cassel pass incomplete short middle intended for Tony Moeaki (defended by Marcus Benard),2.080,0.460
4,3:50,4,2,CLE 42,16,14,Dustin Colquitt punts 35 yards,0.460,0.380
4,3:41,1,10,CLE 7,16,14,Peyton Hillis right guard for 4 yards (tackle by Eric Berry and Donald Washington),-0.380,-0.490
4,3:15,2,6,CLE 11,16,14,Seneca Wallace sacked by Wallace Gilberry for -3 yards,-0.490,-1.300
4,2:55,3,9,CLE 8,16,14,Seneca Wallace pass incomplete deep left intended for Mohamed Massaquoi,-1.300,-2.490
4,2:48,4,9,CLE 8,16,14,Reggie Hodges punts 37 yards,-2.490,-2.590
4,2:41,1,10,CLE 45,16,14,Thomas Jones left guard for 3 yards (tackle by Eric Barton),2.590,2.450
4,2:35,,,,16,14,Timeout #2 by Cleveland Browns,0.000,2.450
4,2:35,2,7,CLE 42,16,14,Thomas Jones right guard for 4 yards (tackle by Kenyon Coleman),2.450,2.280
4,2:32,3,3,CLE 38,16,14,Thomas Jones right guard for 2 yards (tackle by Ahtyba Rubin),2.280,0.890
4,2:00,4,1,CLE 36,16,14,Thomas Jones right guard for 1 yard (tackle by Chris Gocong),0.890,3.250
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,1:17,1,10,CLE 35,16,14,Matt Cassel kneels for -1 yards,3.250,2.570
4,0:38,2,11,CLE 36,16,14,Matt Cassel kneels for -1 yards,2.570,1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
