Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Javier Arenas,KAN,1,19,19.0,0,19,4,6,1.5,0,4
Dexter McCluster,KAN,2,39,19.5,0,20,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Josh Cribbs,CLE,1,19,19.0,0,19,1,5,5.0,0,5
Jerome Harrison,CLE,2,17,8.5,0,10,0,0,,0,0
James Davis,CLE,1,11,11.0,0,11,0,0,,0,0
Lawrence Vickers,CLE,1,3,3.0,0,3,0,0,,0,0
