Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
2,11:54,3,8,CAR 28,14,6,Cam Newton pass incomplete short right intended for Steve Smith (defended by Dominique Rodgers-Cromartie),-0.300,-1.500
2,11:49,4,8,CAR 28,14,6,"Brad Nortman punts 44 yards, returned by Damaris Johnson for 14 yards (tackle by Jason Phillips). Penalty on PHI: Illegal Block Above the Waist, 10 yards",-1.500,-1.070
2,11:38,1,10,PHI 32,14,6,"Penalty on Jake Scott: False Start, 5 yards (no play)",1.070,0.740
2,11:38,1,15,PHI 27,14,6,Nick Foles pass complete short right to Damaris Johnson for 8 yards (tackle by Captain Munnerlyn),0.740,0.930
2,11:07,2,7,PHI 35,14,12,"Bryce Brown right end for 65 yards, touchdown",0.930,7.000
2,11:07,,,,14,12,"Two Point Attempt: Nick Foles pass incomplete, conversion fails. Penalty on King Dunlap: Offensive Holding (Declined)",0.000,-1.000
2,10:56,,,PHI 35,14,12,"Alex Henery kicks off 68 yards, returned by Armanti Edwards for 23 yards (tackle by Curtis Marsh)",0.000,0.280
2,10:50,1,10,CAR 20,14,12,Cam Newton pass complete deep right to Greg Olsen for 23 yards (tackle by Nate Allen),0.280,1.800
2,10:14,1,10,CAR 43,14,12,Cam Newton pass incomplete short right intended for Brandon LaFell (defended by Dominique Rodgers-Cromartie),1.800,1.250
2,10:10,2,10,CAR 43,14,12,Jonathan Stewart left end for -7 yards (tackle by Derek Landri),1.250,-0.360
2,9:26,3,17,CAR 36,14,12,Cam Newton pass complete short left to Greg Olsen for 14 yards (tackle by Dominique Rodgers-Cromartie and Nnamdi Asomugha),-0.360,-0.060
2,8:36,4,3,,14,12,"Brad Nortman punts 29 yards, returned by Damaris Johnson for 18 yards (tackle by Josh Thomas)",-0.060,-1.530
2,8:23,1,10,PHI 39,14,12,Bryce Brown left end for 11 yards (tackle by Sherrod Martin),1.530,2.260
2,7:43,1,10,,14,12,Nick Foles pass complete short right to Damaris Johnson for 5 yards (tackle by Josh Thomas),2.260,2.390
2,7:05,2,5,CAR 45,14,12,Dion Lewis left tackle for 4 yards (tackle by Ron Edwards and Luke Kuechly),2.390,2.210
2,6:30,3,1,CAR 41,14,12,Bryce Brown up the middle for 4 yards (tackle by Greg Hardy),2.210,3.120
2,5:47,1,10,CAR 37,14,12,Dion Lewis left end for 11 yards (tackle by Josh Norman and Sherrod Martin),3.120,3.840
2,5:47,1,10,CAR 26,14,12,Dion Lewis left tackle for 2 yards (tackle by Sherrod Martin),3.840,3.570
2,4:14,2,8,CAR 24,14,12,Nick Foles pass complete short left to Bryce Brown for -2 yards (tackle by Dwan Edwards),3.570,2.610
2,3:31,3,10,CAR 26,14,12,Nick Foles pass incomplete short left intended for Bryce Brown (defended by Josh Norman),2.610,1.740
2,3:20,4,10,CAR 26,14,15,Alex Henery 45 yard field goal good,1.740,3.000
2,3:20,,,PHI 35,14,15,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
2,3:20,1,10,CAR 20,14,15,Jonathan Stewart up the middle for -4 yards (tackle by Trent Cole),0.280,-0.940
2,2:40,2,14,CAR 16,14,15,Cam Newton pass complete short right to Jonathan Stewart for 7 yards (tackle by Jason Babin),-0.940,-0.560
2,2:00,3,7,CAR 23,14,15,Cam Newton for 10 yards,-0.560,1.140
2,1:53,1,10,CAR 33,14,15,Cam Newton pass incomplete deep right intended for Brandon LaFell,1.140,0.590
2,1:49,2,10,CAR 33,14,15,Cam Newton pass complete short right to Jonathan Stewart for 2 yards (tackle by Dominique Rodgers-Cromartie),0.590,0.000
2,1:36,,,,14,15,Timeout #1 by Philadelphia Eagles,0.000,0.170
2,1:36,3,8,CAR 35,14,15,Cam Newton pass incomplete short left intended for Brandon LaFell,0.170,-1.040
2,1:32,4,8,CAR 35,14,15,"Brad Nortman punts 38 yards, fair catch by Damaris Johnson. Penalty on Josh Thomas: Fair Catch Interference, 15 yards",-1.040,-1.730
2,1:20,1,10,PHI 42,14,15,Bryce Brown up the middle for -4 yards (tackle by Charles Johnson),1.730,0.650
2,0:59,2,14,PHI 38,14,15,Nick Foles pass complete short left to Bryce Brown for 3 yards (tackle by Thomas Davis),0.650,0.000
2,0:53,,,,14,15,Timeout #2 by Philadelphia Eagles,0.000,0.370
2,0:53,3,11,PHI 41,14,15,Nick Foles pass incomplete short middle intended for Riley Cooper,0.370,-0.650
2,0:48,4,11,PHI 41,14,15,"Mat McBriar punts 41 yards, fair catch by Joe Adams",-0.650,-0.040
2,0:41,1,10,CAR 18,14,15,Jonathan Stewart right end for 4 yards (tackle by Nate Allen),0.040,0.140
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,14,15,"Alex Henery kicks off 65 yards, returned by Armanti Edwards for 10 yards (tackle by Colt Anderson). Penalty on Mike Tolbert: Clipping, 5 yards",0.000,-0.380
3,14:55,1,10,CAR 5,14,15,Cam Newton pass complete short right to Brandon LaFell for 12 yards,-0.380,-0.060
3,14:20,1,10,CAR 17,14,15,DeAngelo Williams up the middle for -1 yards (tackle by Trent Cole),-0.060,-0.730
3,13:37,2,11,CAR 16,14,15,Cam Newton pass complete deep right to Louis Murphy for 55 yards (tackle by Kurt Coleman and Dominique Rodgers-Cromartie). Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference (Declined),-0.730,3.640
3,13:07,1,10,PHI 29,14,15,Cam Newton pass incomplete short right intended for DeAngelo Williams,3.640,3.100
3,13:01,2,10,PHI 29,14,15,Cam Newton left end for -2 yards (tackle by Akeem Jordan),3.100,2.150
3,12:21,3,12,PHI 31,14,15,Cam Newton left end for 14 yards (tackle by Dominique Rodgers-Cromartie),2.150,4.440
3,11:32,1,10,PHI 17,14,15,DeAngelo Williams up the middle for 3 yards (tackle by DeMeco Ryans),4.440,4.320
3,10:47,2,7,PHI 14,14,15,Cam Newton left end for 9 yards (tackle by Nnamdi Asomugha),4.320,6.060
3,10:08,1,5,PHI 5,14,15,Cam Newton pass incomplete short right intended for Brandon LaFell (defended by Brandon Boykin),6.060,5.150
3,10:03,2,5,PHI 5,14,15,Cam Newton up the middle for 4 yards (tackle by Mychal Kendricks),5.150,5.170
3,9:17,3,1,PHI 1,20,15,"Cam Newton left end for 1 yard, touchdown",5.170,7.000
3,9:17,,,PHI 2,21,15,Graham Gano kicks extra point good,0.000,0.000
3,9:13,,,CAR 35,21,15,"Graham Gano kicks off 60 yards, returned by Brandon Boykin for 24 yards (tackle by Richie Brockel)",0.000,0.870
3,9:08,1,10,PHI 29,21,15,Nick Foles pass complete short right to Bryce Brown for 5 yards (tackle by Thomas Davis),0.870,1.000
3,8:30,2,5,PHI 34,21,15,Bryce Brown right end for 6 yards (tackle by Luke Kuechly),1.000,1.600
3,7:49,1,10,PHI 40,21,15,Bryce Brown up the middle for 2 yards (tackle by Sherrod Martin),1.600,1.320
3,7:13,2,8,PHI 42,21,15,Nick Foles pass complete short left to Jeremy Maclin for 15 yards (tackle by Sherrod Martin). Penalty on Frank Alexander: Defensive Offside (Declined),1.320,2.720
3,6:50,1,10,CAR 43,21,15,"Penalty on Charles Johnson: Neutral Zone Infraction, 5 yards (no play)",2.720,3.450
3,6:29,1,5,CAR 38,21,15,"Bryce Brown left end for 6 yards (tackle by Sione Fua). Bryce Brown fumbles (forced by Sione Fua), recovered by Luke Kuechly at CAR-32 (tackle by Riley Cooper)",3.450,-1.070
3,6:21,1,10,CAR 32,21,15,Jonathan Stewart left end for 2 yards (tackle by Vinny Curry),1.070,0.800
3,5:41,2,8,CAR 34,21,15,Cam Newton left end for 1 yard (tackle by Vinny Curry),0.800,0.230
3,4:49,3,7,CAR 35,21,15,Cam Newton pass incomplete short right intended for Greg Olsen,0.230,-1.040
3,4:43,4,7,CAR 35,21,15,"Brad Nortman punts 34 yards, fair catch by Damaris Johnson",-1.040,-1.000
3,4:37,1,10,PHI 31,21,15,Bryce Brown left tackle for 1 yard (tackle by Luke Kuechly),1.000,0.600
3,4:11,2,9,PHI 32,21,15,Nick Foles pass complete short left to Jeremy Maclin for 12 yards (tackle by Josh Norman),0.600,1.860
3,3:43,1,10,PHI 44,21,15,"Nick Foles pass incomplete deep middle intended for Jeremy Maclin. Penalty on Haruki Nakamura: Defensive Pass Interference, 51 yards (no play)",1.860,6.060
3,3:35,1,5,CAR 5,21,21,"Bryce Brown right end for 5 yards, touchdown",6.060,7.000
3,3:35,,,CAR 2,21,22,Alex Henery kicks extra point good,0.000,0.000
3,3:30,,,PHI 35,21,22,"Alex Henery kicks off 67 yards, returned by Armanti Edwards for 35 yards (tackle by Curtis Marsh)",0.000,1.140
3,3:24,1,10,CAR 33,21,22,DeAngelo Williams left end for -2 yards (tackle by DeMeco Ryans),1.140,0.320
3,2:43,2,12,CAR 31,21,22,Cam Newton pass complete short right to Greg Olsen for 1 yard (tackle by Jason Babin),0.320,-0.230
3,1:59,3,11,CAR 32,21,22,Cam Newton sacked by Mike Patterson for -17 yards,-0.230,-2.440
3,1:29,4,28,CAR 15,21,22,"Brad Nortman punts 43 yards, fair catch by Damaris Johnson",-2.440,-1.730
3,1:23,1,10,PHI 42,21,22,"Bryce Brown right end for 1 yard (tackle by Charles Johnson). Bryce Brown fumbles (forced by Charles Johnson), recovered by Thomas Davis at PHI-43 (tackle by Bryce Brown)",1.730,-2.590
3,1:16,1,10,PHI 45,21,22,DeAngelo Williams right tackle for 2 yards (tackle by Brandon Graham),2.590,2.310
3,0:30,2,8,PHI 43,21,22,Cam Newton pass complete short left to Brandon LaFell for 19 yards (tackle by Dominique Rodgers-Cromartie),2.310,3.970
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 24,21,22,Cam Newton pass complete short middle to Greg Olsen for 12 yards (tackle by DeMeco Ryans),3.970,4.780
4,14:19,1,10,PHI 12,21,22,Cam Newton left end for 4 yards (tackle by DeMeco Ryans),4.780,4.830
4,13:37,2,6,PHI 8,21,22,Cam Newton right end for 3 yards (tackle by Vinny Curry),4.830,4.610
4,12:48,3,3,PHI 5,21,22,Cam Newton pass incomplete short right intended for Steve Smith (defended by Mychal Kendricks),4.610,3.020
4,12:43,4,3,PHI 5,24,22,Graham Gano 23 yard field goal good,3.020,3.000
4,12:40,,,CAR 35,24,22,"Graham Gano kicks off 70 yards, returned by Brandon Boykin for 20 yards (tackle by Haruki Nakamura)",0.000,-0.220
4,12:33,1,10,PHI 15,24,22,Bryce Brown left end for 24 yards (tackle by Thomas Davis),-0.220,1.530
4,11:53,1,10,PHI 39,24,22,Nick Foles pass complete short left to Jeremy Maclin for 7 yards (tackle by Thomas Davis and Josh Norman),1.530,1.930
4,11:10,2,3,PHI 46,24,22,Dion Lewis left end for 5 yards (tackle by Dwan Edwards),1.930,2.320
4,10:32,1,10,CAR 49,24,22,Bryce Brown right end for -2 yards (tackle by Charles Godfrey),2.320,1.510
4,9:50,2,12,PHI 49,24,22,Bryce Brown left end for 6 yards (tackle by Josh Norman),1.510,1.620
4,9:07,3,6,CAR 45,24,22,Nick Foles pass complete short left to Stanley Havili for 5 yards (tackle by Frank Alexander),1.620,0.590
4,8:42,4,1,CAR 40,24,22,Bryce Brown right end for no gain (tackle by Frank Alexander),0.590,-1.600
4,8:35,1,10,CAR 40,24,22,Cam Newton pass complete deep left to Steve Smith for 31 yards (tackle by Kurt Coleman),1.600,3.640
4,8:02,1,10,PHI 29,24,22,DeAngelo Williams right end for no gain (tackle by Mychal Kendricks),3.640,3.100
4,7:22,2,10,PHI 29,24,22,Cam Newton sacked by Jason Babin for 0 yards,3.100,2.410
4,6:47,3,10,PHI 29,24,22,Cam Newton pass complete short middle to Mike Tolbert for 13 yards (tackle by Nate Allen). Penalty on Jason Babin: Neutral Zone Infraction (Declined),2.410,4.510
4,6:22,1,10,PHI 16,24,22,"DeAngelo Williams right tackle for no gain (tackle by Nate Allen and Brandon Graham). Penalty on Brandon Graham: Defensive Offside, 5 yards (no play)",4.510,5.630
4,5:54,1,5,PHI 11,24,22,"Penalty on Cedric Thornton: Encroachment, 5 yards (no play)",5.630,5.830
4,5:28,1,6,PHI 6,24,22,DeAngelo Williams up the middle for 4 yards (tackle by Vinny Curry),5.830,5.720
4,4:46,2,2,PHI 2,30,22,"Cam Newton left tackle for 2 yards, touchdown",5.720,7.000
4,4:46,,,PHI 2,30,22,Graham Gano kicks extra point no good,0.000,-1.000
4,4:40,,,CAR 35,30,22,"Graham Gano kicks off 65 yards, returned by Brandon Boykin for 44 yards (tackle by Sherrod Martin). Brandon Boykin fumbles (forced by Sherrod Martin), recovered by Gary Barnidge at CAR-49 (tackle by Darryl Tapp)",0.000,-2.190
4,4:29,1,10,CAR 49,30,22,"DeAngelo Williams left end for -15 yards (tackle by Nnamdi Asomugha). Penalty on Ben Hartsock: Offensive Holding, 10 yards (no play)",2.190,1.530
4,4:25,1,20,CAR 39,30,22,Cam Newton pass complete short left to Steve Smith for 6 yards (tackle by Nnamdi Asomugha),1.530,0.000
4,4:15,,,,30,22,Timeout #1 by Philadelphia Eagles,0.000,1.110
4,4:15,2,14,CAR 45,30,22,"Cam Newton right end for no gain. Penalty on Mychal Kendricks: Defensive Holding, 5 yards (no play)",1.110,2.260
4,4:06,1,10,,30,22,DeAngelo Williams right end for 3 yards (tackle by Jason Babin),2.260,0.000
4,4:01,,,,30,22,Timeout #2 by Philadelphia Eagles,0.000,2.120
4,4:01,2,7,PHI 47,30,22,DeAngelo Williams left end for 3 yards (tackle by DeMeco Ryans and Mychal Kendricks),2.120,0.000
4,3:56,,,,30,22,Timeout #3 by Philadelphia Eagles,0.000,0.000
4,3:56,,,,30,22,Timeout #1 by Carolina Panthers,0.000,1.820
4,3:55,3,4,PHI 44,30,22,Cam Newton pass complete short right to Louis Murphy for 10 yards (tackle by Dominique Rodgers-Cromartie),1.820,3.310
4,3:08,1,10,PHI 34,30,22,DeAngelo Williams up the middle for 4 yards (tackle by Akeem Jordan),3.310,3.310
4,2:21,2,6,PHI 30,30,22,DeAngelo Williams right guard for 3 yards (tackle by Trent Cole),3.310,3.010
4,1:59,3,3,PHI 27,30,22,Cam Newton pass complete short right to Mike Tolbert for 11 yards (tackle by DeMeco Ryans),3.010,4.510
4,1:13,1,10,PHI 16,30,22,Cam Newton kneels for -1 yards,4.510,3.770
4,0:37,2,11,PHI 17,30,22,Cam Newton kneels for -1 yards,3.770,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
