Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jaire Alexander,GNB,0,7,5,71.4%,78,15.6,11.1,0,108.0,10.9,61,17,0,0,0,0.0,0,5,0,0.0%
Adrian Amos,GNB,0,2,2,100.0%,15,7.5,7.5,0,97.9,7.5,15,0,1,0,0,0.0,0,5,0,0.0%
Blake Martinez,GNB,1,3,1,33.3%,7,7.0,2.3,0,2.8,9.0,5,2,4,1,0,1.0,2,7,0,0.0%
Kyler Fackrell,GNB,0,1,1,100.0%,7,7.0,7.0,0,95.8,6.0,6,1,5,1,0,0.0,1,3,0,0.0%
Tramon Williams,GNB,0,2,1,50.0%,-2,-2.0,-1.0,0,56.2,7.5,-3,1,0,0,0,0.0,0,2,0,0.0%
Chandon Sullivan,GNB,0,5,1,20.0%,4,4.0,0.8,0,39.6,8.4,-5,9,2,0,0,0.0,0,2,0,0.0%
Kevin King,GNB,0,4,1,25.0%,13,13.0,3.3,0,40.6,7.5,5,8,0,0,0,0.0,0,3,0,0.0%
Za'Darius Smith,GNB,0,0,0,,,,,,,,,,5,0,2,0.0,2,1,2,66.7%
Ibraheim Campbell,GNB,0,3,0,0.0%,,,0.0,,39.6,8.7,,,1,0,0,0.0,0,1,0,0.0%
Preston Smith,GNB,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%
Darnell Savage Jr.,GNB,0,1,0,0.0%,,,0.0,,39.6,10.0,,,1,0,0,0.0,0,3,2,40.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darius Slay,DET,0,10,6,60.0%,109,18.2,10.9,1,130.8,16.9,98,11,0,0,0,0.0,0,3,0,0.0%
Amani Oruwariye,DET,1,7,5,71.4%,54,10.8,7.7,1,93.7,14.0,34,20,0,0,0,0.0,0,4,0,0.0%
Rashaan Melvin,DET,0,8,4,50.0%,33,8.3,4.1,0,60.9,16.9,20,13,0,0,0,0.0,0,9,0,0.0%
Miles Killebrew,DET,0,5,3,60.0%,44,14.7,8.8,0,88.7,8.4,6,38,5,0,0,0.0,0,4,1,20.0%
Justin Coleman,DET,0,5,2,40.0%,13,6.5,2.6,0,47.9,13.8,7,6,2,0,0,0.0,0,3,0,0.0%
Will Harris,DET,0,3,1,33.3%,0,0.0,0.0,0,42.4,15.7,-1,1,2,0,0,1.0,1,4,0,0.0%
Steve Longa,DET,0,1,1,100.0%,9,9.0,9.0,0,104.2,9.0,9,0,0,0,0,0.0,0,3,1,25.0%
Tracy Walker,DET,0,5,1,20.0%,18,18.0,3.6,0,42.1,20.6,17,1,0,0,0,0.0,0,6,1,14.3%
Tavon Wilson,DET,0,2,1,50.0%,4,4.0,2.0,0,56.2,3.5,-1,5,3,0,0,0.0,0,6,1,14.3%
Trey Flowers,DET,0,0,0,,,,,,,,,,0,1,2,0.0,3,1,0,0.0%
Romeo Okwara,DET,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,1,33.3%
Anthony Pittman,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Jalen Reeves-Maybin,DET,0,3,0,0.0%,,,0.0,,39.6,24.7,,,7,0,0,0.0,0,4,1,20.0%
Damon Harrison,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,3,42.9%
Austin Bryant,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
