Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,13,7,93,1,5,77,11.0,16,2.3,15.7,0,,0,0.0,0,102.4
Jimmy Graham,GNB,7,4,49,0,3,15,3.8,34,8.5,12.0,0,,1,14.3,0,78.9
Allen Lazard,GNB,8,4,69,1,4,56,14.0,13,3.3,20.1,0,,0,0.0,0,119.3
Geronimo Allison,GNB,4,3,17,0,1,11,3.7,6,2.0,3.3,0,,0,0.0,0,82.3
Marquez Valdes-Scantling,GNB,7,2,19,0,1,8,4.0,11,5.5,17.1,0,,1,14.3,0,39.6
Robert Tonyan,GNB,3,2,9,0,,8,4.0,1,0.5,7.7,0,,0,0.0,0,70.1
Aaron Jones,GNB,6,2,43,0,2,3,1.5,40,20.0,9.2,1,2.0,0,0.0,0,59.7
Tyler Ervin,GNB,3,1,5,0,1,3,3.0,2,2.0,21.0,0,,0,0.0,0,42.4
Jake Kumerow,GNB,2,1,7,0,,7,7.0,0,0.0,25.5,0,,0,0.0,1,18.7
Marcedes Lewis,GNB,1,1,12,0,1,0,0.0,12,12.0,0.0,0,,0,0.0,0,116.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kenny Golladay,DET,4,3,72,0,3,60,20.0,12,4.0,17.5,0,,0,0.0,0,116.7
Danny Amendola,DET,4,2,16,0,0,16,8.0,0,0.0,12.0,0,,0,0.0,0,60.4
Jesse James,DET,3,2,5,0,,4,2.0,1,0.5,2.7,0,,0,0.0,0,70.1
Chris Lacy,DET,7,2,12,0,1,7,3.5,5,2.5,10.6,0,,1,14.3,1,0.0
Jamal Agnew,DET,2,1,-2,0,,-3,-3.0,1,1.0,14.5,0,,0,0.0,0,56.2
Logan Thomas,DET,3,1,15,0,,5,5.0,10,10.0,5.3,0,,0,0.0,0,50.7
J.D. McKissic,DET,2,1,4,0,,-5,-5.0,9,9.0,-2.5,0,,0,0.0,0,56.2
David Blough,DET,1,1,19,1,1,14,14.0,5,5.0,14.0,0,,0,0.0,0,158.3
Ty Johnson,DET,2,0,0,0,0,0,,0,,-1.5,0,,1,50.0,0,39.6
Travis Fulgham,DET,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
