Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,CIN 25,0,0,Andy Dalton sacked by Adolphus Washington and Marcell Dareus for 0 yards,0.610,0.060
1,14:16,2,10,CIN 25,0,0,"Penalty on Cedric Ogbuehi: False Start, 5 yards (no play)",0.060,-0.610
1,14:03,2,15,CIN 20,0,0,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Stephon Gilmore),-0.610,-1.290
1,13:58,3,15,CIN 20,0,0,Andy Dalton pass complete short middle to Giovani Bernard for 6 yards (tackle by Lorenzo Alexander),-1.290,-1.630
1,13:27,4,9,CIN 26,0,0,"Kevin Huber punts 39 yards, returned by Brandon Tate for 5 yards (tackle by Clayton Fejedelem). Penalty on Kevon Seymour: Illegal Block Above the Waist, 10 yards",-1.630,-0.610
1,13:15,1,10,BUF 25,0,0,Tyrod Taylor left end for 1 yard (tackle by Vontaze Burfict),0.610,0.200
1,12:39,2,9,BUF 26,0,0,Tyrod Taylor pass complete short right to Reggie Bush for 18 yards (tackle by Adam Jones),0.200,1.860
1,12:11,1,10,BUF 44,0,0,LeSean McCoy right tackle for 21 yards (tackle by Nick Vigil),1.860,3.250
1,11:38,1,10,CIN 35,0,0,Tyrod Taylor pass complete short middle to LeSean McCoy for 4 yards (tackle by Nick Vigil),3.250,3.240
1,11:04,2,6,CIN 31,0,0,Tyrod Taylor pass complete short left to Percy Harvin for 1 yard (tackle by Shawn Williams and Karlos Dansby),3.240,2.680
1,10:26,3,5,CIN 30,0,0,Tyrod Taylor pass complete short right to Robert Woods for 24 yards (tackle by Adam Jones),2.680,5.830
1,9:43,1,6,CIN 6,0,0,"Tyrod Taylor left end for 4 yards (tackle by Shawn Williams). Penalty on Cordy Glenn: Illegal Formation, 5 yards (no play)",5.830,4.770
1,9:28,1,11,CIN 11,0,0,Tyrod Taylor pass complete short right to Robert Woods for 4 yards (tackle by Karlos Dansby),4.770,4.760
1,8:57,2,7,CIN 7,6,0,"LeSean McCoy right guard for 7 yards, touchdown",4.760,7.000
1,8:52,,,CIN 15,7,0,Dan Carpenter kicks extra point good,0.000,0.000
1,8:52,,,BUF 35,7,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.610
1,8:52,1,10,CIN 25,7,0,Jeremy Hill right guard for -4 yards (tackle by Shaq Lawson),0.610,-0.480
1,8:17,2,14,CIN 21,7,0,Andy Dalton pass complete short left to Brandon LaFell for no gain. Penalty on Andrew Whitworth: Illegal Block Above the Waist (Declined),-0.480,-1.150
1,7:53,3,14,CIN 21,7,0,Andy Dalton pass complete short left to James Wright for 15 yards (tackle by Corey Graham and Stephon Gilmore),-1.150,1.330
1,7:04,1,10,CIN 36,7,0,"Jeremy Hill left guard for 3 yards (tackle by Jerel Worthy). Penalty on Jerry Hughes: Unnecessary Roughness, 15 yards",1.330,2.520
1,6:45,1,10,BUF 46,7,0,Andy Dalton pass complete short right to Brandon LaFell for 5 yards (tackle by Jerry Hughes),2.520,2.650
1,6:14,2,5,BUF 41,7,0,Andy Dalton pass complete short left to Jeremy Hill for 3 yards (tackle by Stephon Gilmore),2.650,2.350
1,5:45,3,2,BUF 38,7,0,"Andy Dalton pass complete short left to James Wright for 4 yards (tackle by Lorenzo Alexander). Penalty on Ronald Darby: Defensive Holding, 5 yards (no play)",2.350,3.380
1,5:25,1,10,BUF 33,7,0,Andy Dalton pass incomplete deep middle intended for Alex Erickson. Penalty on Jake Fisher: Illegal Formation (Declined),3.380,2.840
1,5:20,2,10,BUF 33,7,0,Jeremy Hill left end for 2 yards (tackle by Stephon Gilmore),2.840,2.410
1,4:44,3,8,BUF 31,7,0,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",2.410,3.070
1,4:28,3,3,BUF 26,7,0,Andy Dalton pass complete short middle to Tyler Boyd for 9 yards (tackle by Kevon Seymour),3.070,4.440
1,3:58,1,10,BUF 17,7,0,Andy Dalton pass incomplete short right intended for Brandon LaFell,4.440,3.850
1,3:55,2,10,BUF 17,7,0,Andy Dalton pass complete short middle to Tyler Boyd for 11 yards (tackle by Preston Brown),3.850,5.830
1,3:18,1,6,BUF 6,7,0,Jeremy Hill middle for 4 yards (tackle by Kyle Williams and Zach Brown),5.830,5.720
1,2:38,2,2,BUF 2,7,6,"Andy Dalton right end for 2 yards, touchdown",5.720,7.000
1,2:34,,,BUF 15,7,6,Mike Nugent kicks extra point no good,0.000,-1.000
1,2:34,,,CIN 35,7,6,"Mike Nugent kicks off 67 yards, returned by Brandon Tate for 33 yards (tackle by Darqueze Dennard)",0.000,-1.000
1,2:28,1,10,BUF 31,7,6,Tyrod Taylor pass complete short left to Robert Woods for 13 yards (tackle by Karlos Dansby),1.000,1.860
1,1:24,1,10,BUF 44,7,6,"LeSean McCoy for no gain. LeSean McCoy fumbles, recovered by John Miller at BUF-39",1.860,0.640
1,1:16,2,15,BUF 39,7,6,Tyrod Taylor sacked by Michael Johnson and Carlos Dunlap for -4 yards,0.640,-0.560
1,0:32,3,19,BUF 35,7,6,Tyrod Taylor right end for 4 yards (tackle by Vontaze Burfict),-0.560,-0.780
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,15,BUF 39,7,6,"Colton Schmidt punts 50 yards, fair catch by Alex Erickson",-0.780,0.370
2,14:54,1,10,CIN 11,7,6,Giovani Bernard left end for 4 yards (tackle by Zach Brown),-0.370,-0.430
2,14:30,2,6,CIN 15,7,6,Andy Dalton pass incomplete short middle intended for Tyler Boyd,-0.430,-0.950
2,14:28,3,6,CIN 15,7,6,Andy Dalton pass complete short middle to Tyler Boyd for 12 yards (tackle by Corey Graham),-0.950,0.740
2,13:57,1,10,CIN 27,7,6,Andy Dalton pass complete short right to James Wright for 7 yards (tackle by Preston Brown and Ronald Darby),0.740,1.140
2,13:24,2,3,CIN 34,7,6,Giovani Bernard right guard for 2 yards (tackle by Nickell Robey-Coleman),1.140,0.700
2,12:45,3,1,CIN 36,7,6,Jeremy Hill left guard for 3 yards (tackle by Preston Brown),0.700,1.530
2,12:14,1,10,CIN 39,7,6,Andy Dalton for 1 yard (tackle by Corey Graham),1.530,1.120
2,11:48,2,9,CIN 40,7,6,Jeremy Hill left tackle for 1 yard (tackle by Zach Brown),1.120,0.560
2,11:18,3,8,CIN 41,7,6,Andy Dalton pass incomplete short left intended for Brandon LaFell is intercepted by Stephon Gilmore at BUF-48 and returned for 49 yards,0.560,-6.510
2,11:08,1,3,CIN 3,7,6,Tyrod Taylor left end for 1 yard (tackle by Vincent Rey and Adam Jones),6.510,5.720
2,10:31,2,2,CIN 2,7,6,LeSean McCoy right tackle for -1 yards (tackle by Michael Johnson),5.720,4.720
2,9:53,3,3,CIN 3,7,6,"Tyrod Taylor left end for 3 yards. Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",4.720,3.060
2,9:45,3,13,CIN 13,7,6,Tyrod Taylor pass complete short left to Charles Clay for 5 yards (tackle by Josh Shaw),3.060,2.950
2,9:06,4,8,CIN 8,10,6,Dan Carpenter 26 yard field goal good,2.950,3.000
2,9:03,,,BUF 35,10,6,"Dan Carpenter kicks off 67 yards, returned by Alex Erickson for 36 yards (tackle by Jonathan Williams)",0.000,-1.200
2,8:55,1,10,CIN 34,10,6,Giovani Bernard left tackle for 9 yards (tackle by Kevon Seymour),1.200,1.870
2,8:30,2,1,CIN 43,10,6,Giovani Bernard left tackle for 2 yards (tackle by Marcell Dareus and Zach Brown),1.870,1.930
2,7:55,1,10,CIN 45,10,6,Andy Dalton pass incomplete,1.930,1.380
2,7:49,2,10,CIN 45,10,6,Andy Dalton pass complete short middle to Tyler Boyd for 13 yards (tackle by Nickell Robey-Coleman),1.380,2.790
2,7:24,1,10,BUF 42,10,6,Andy Dalton pass incomplete,2.790,2.240
2,7:18,2,10,BUF 42,10,6,Giovani Bernard left guard for 3 yards (tackle by Leger Douzable),2.240,1.950
2,6:41,3,7,BUF 39,10,6,Andy Dalton middle for 7 yards (tackle by Corey Graham),1.950,3.450
2,5:54,1,10,BUF 32,10,6,Andy Dalton pass complete deep left to Tyler Eifert for 21 yards (tackle by Stephon Gilmore),3.450,4.840
2,5:24,1,10,BUF 11,10,6,Jeremy Hill right tackle for 2 yards (tackle by Jerel Worthy and Lorenzo Alexander),4.840,4.510
2,4:39,2,8,BUF 9,10,6,"Penalty on Leger Douzable: Encroachment, 5 yards (no play)",4.510,5.470
2,4:28,2,3,BUF 4,10,6,Jeremy Hill middle for 3 yards (tackle by Zach Brown and Adolphus Washington),5.470,6.970
2,3:48,1,1,BUF 1,10,6,Andy Dalton pass incomplete short right intended for Tyler Eifert (defended by Preston Brown),6.970,5.910
2,3:43,2,1,BUF 1,10,6,Jeremy Hill middle for no gain (tackle by Marcell Dareus),5.910,0.000
2,3:14,,,,10,6,Timeout #1 by Cincinnati Bengals,0.000,0.000
2,3:14,,,,10,6,Timeout #1 by Buffalo Bills,0.000,-5.170
2,3:14,3,1,BUF 1,10,12,"Andy Dalton pass complete short left to Tyler Boyd for 1 yard, touchdown",5.170,7.000
2,3:10,,,BUF 15,10,12,Mike Nugent kicks extra point no good,0.000,-1.000
2,3:10,,,CIN 35,10,12,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
2,3:10,1,10,BUF 25,10,12,Tyrod Taylor pass complete short right to Marquise Goodwin for 5 yards (tackle by Dre Kirkpatrick),0.610,0.740
2,2:37,2,5,BUF 30,10,12,LeSean McCoy for 6 yards (tackle by Vontaze Burfict),0.740,1.330
2,2:09,1,10,BUF 36,10,12,Tyrod Taylor pass incomplete short left intended for LeSean McCoy (defended by Michael Johnson),1.330,0.790
2,2:05,2,10,BUF 36,10,12,Tyrod Taylor pass complete short right to Brandon Tate for 14 yards (tackle by George Iloka),0.790,2.260
2,1:58,1,10,,10,12,Tyrod Taylor pass complete short right to LeSean McCoy for 8 yards (tackle by Shawn Williams),2.260,0.000
2,1:51,,,,10,12,Timeout #2 by Cincinnati Bengals,0.000,-2.790
2,1:51,2,2,CIN 42,10,12,Tyrod Taylor pass complete short middle to Reggie Bush for 3 yards (tackle by Vincent Rey),2.790,2.980
2,1:27,1,10,CIN 39,10,12,Tyrod Taylor for 6 yards (tackle by Darqueze Dennard),2.980,3.250
