Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,SDG 20,0,0,Philip Rivers pass incomplete short right intended for Lorenzo Neal,0.280,-0.270
1,14:57,2,10,SDG 20,0,0,LaDainian Tomlinson left tackle for 3 yards (tackle by Jay Richardson),-0.270,-0.560
1,14:15,3,7,SDG 23,0,0,Philip Rivers pass complete deep middle to Malcom Floyd for 16 yards (tackle by Stuart Schweigert),-0.560,1.530
1,13:35,1,10,SDG 39,0,0,LaDainian Tomlinson up the middle for 7 yards (tackle by Kirk Morrison),1.530,1.930
1,12:54,2,3,SDG 46,0,0,LaDainian Tomlinson for 23 yards (tackle by Stuart Schweigert),1.930,3.510
1,12:18,1,10,OAK 31,0,0,LaDainian Tomlinson right tackle for 4 yards (tackle by Michael Huff and Stuart Schweigert),3.510,3.510
1,11:38,2,6,OAK 27,0,0,Philip Rivers pass complete short left to Lorenzo Neal for 4 yards (tackle by Nnamdi Asomugha),3.510,3.340
1,11:03,3,2,OAK 23,0,0,Philip Rivers pass complete short middle to Craig Davis for 18 yards (tackle by Kirk Morrison),3.340,6.060
1,10:17,1,5,OAK 5,0,0,LaDainian Tomlinson left tackle for 2 yards (tackle by Kirk Morrison),6.060,5.530
1,9:34,2,3,OAK 3,0,0,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Michael Huff),5.530,4.720
1,9:29,3,3,OAK 3,0,6,"LaDainian Tomlinson up the middle for 3 yards, touchdown",4.720,7.000
1,,,,OAK 2,0,7,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,7,"Nate Kaeding kicks off 59 yards, returned by Chris Carr for 19 yards (tackle by Carlos Polk)",0.000,0.940
1,9:17,1,10,OAK 30,0,7,Daunte Culpepper pass incomplete short middle intended for Zach Miller (defended by Igor Olshansky),0.940,0.390
1,9:14,2,10,OAK 30,0,7,Daunte Culpepper pass complete short right to Johnnie Lee Higgins for -2 yards (tackle by Drayton Florence),0.390,-0.560
1,8:26,,,,0,7,Timeout #1 by Oakland Raiders,0.000,-0.560
1,8:26,3,12,OAK 28,0,7,Daunte Culpepper pass incomplete short left intended for Jerry Porter is intercepted by Drayton Florence at OAK-39,-0.560,-2.980
1,8:19,1,10,OAK 39,0,7,LaDainian Tomlinson right end for no gain (tackle by Robert W. Thomas),2.980,2.440
1,7:42,2,10,OAK 39,0,7,Philip Rivers pass complete short left to Craig Davis for 12 yards (tackle by Nnamdi Asomugha),2.440,3.780
1,6:59,1,10,OAK 27,0,13,"LaDainian Tomlinson up the middle for 27 yards, touchdown",3.780,7.000
1,,,,OAK 2,0,14,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,14,Nate Kaeding kicks off 52 yards,0.000,1.600
1,6:51,1,10,OAK 40,0,14,Daunte Culpepper pass complete short left to Ronald Curry for 10 yards (tackle by Drayton Florence),1.600,2.260
1,6:16,1,10,,0,14,"LaMont Jordan up the middle for no gain (tackle by Drayton Florence and Igor Olshansky). Penalty on Jeremy Newberry: Offensive Holding, 10 yards (no play)",2.260,1.600
1,5:53,1,20,OAK 40,0,14,Daunte Culpepper pass incomplete short left intended for Zach Miller,1.600,0.360
1,5:48,2,20,OAK 40,0,14,Daunte Culpepper pass complete short right to Ronald Curry for 6 yards (tackle by Quentin Jammer),0.360,0.500
1,5:16,3,14,OAK 46,0,14,"Daunte Culpepper pass complete short left to LaMont Jordan for 2 yards (tackle by Antonio Cromartie). Penalty on Robert Gallery: Clipping, 15 yards",0.500,-1.220
1,4:41,3,27,OAK 33,0,14,"Penalty on Daunte Culpepper: Delay of Game, 5 yards (no play)",-1.220,-1.880
1,4:24,3,32,OAK 28,0,14,Daunte Culpepper right tackle for -10 yards (tackle by Luis Castillo),-1.880,-2.240
1,4:11,4,42,OAK 18,0,14,"Shane Lechler punts 62 yards, returned by Darren Sproles for 6 yards (tackle by Ricky Brown)",-2.240,-0.670
1,3:56,1,10,SDG 26,0,14,LaDainian Tomlinson left end for 2 yards (tackle by Robert W. Thomas),0.670,0.400
1,3:18,2,8,SDG 28,0,14,Philip Rivers pass complete short left to Antonio Gates for 20 yards (tackle by Michael Huff),0.400,2.130
1,2:50,1,10,SDG 48,0,14,Craig Davis for -1 yards (tackle by Nnamdi Asomugha),2.130,1.450
1,2:14,2,11,SDG 47,0,14,LaDainian Tomlinson left tackle for 1 yard (tackle by Kirk Morrison),1.450,0.890
1,1:31,3,10,SDG 48,0,14,Philip Rivers pass complete short right to LaDainian Tomlinson for 2 yards (tackle by Stanford Routt),0.890,-0.060
1,0:49,4,8,,0,14,Mike Scifres punts 39 yards,-0.060,0.370
1,0:37,1,10,OAK 11,0,14,LaMont Jordan right tackle for 1 yard (tackle by Shaun Phillips),-0.370,-0.710
1,0:03,2,9,OAK 12,0,14,LaMont Jordan right end for 2 yards (tackle by Shawne Merriman and Stephen Cooper),-0.710,-1.070
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,OAK 14,0,14,Daunte Culpepper pass incomplete short right intended for Ronald Curry,-1.070,-2.470
2,14:57,4,7,OAK 14,0,14,Shane Lechler punts 39 yards,-2.470,-2.060
2,14:49,1,10,SDG 47,0,14,LaDainian Tomlinson up the middle for no gain (tackle by Robert W. Thomas),2.060,1.520
2,14:12,2,10,SDG 47,0,14,Philip Rivers pass complete short left to Malcom Floyd for 9 yards (tackle by Fabian Washington),1.520,2.020
2,13:27,3,1,OAK 44,0,14,"Penalty on Brandon Manumaleuna: False Start, 5 yards (no play)",2.020,1.360
2,13:04,3,6,OAK 49,0,14,Philip Rivers pass complete short middle to Vincent Jackson for 5 yards (tackle by Kirk Morrison),1.360,0.330
2,12:37,4,1,OAK 44,0,14,"Mike Scifres punts 26 yards, fair catch by Chris Carr",0.330,-0.040
2,12:29,1,10,OAK 18,0,14,LaMont Jordan right end for no gain (tackle by Ryon Bingham),0.040,-0.490
2,11:54,2,10,OAK 18,0,14,Daunte Culpepper pass complete short left to Jerry Porter for 3 yards (tackle by Drayton Florence),-0.490,-0.790
2,11:09,3,7,OAK 21,0,14,"Daunte Culpepper sacked for -5 yards. Daunte Culpepper fumbles. Penalty on Shawne Merriman: Defensive Offside, 5 yards (no play)",-0.790,-0.140
2,10:41,3,2,OAK 26,0,14,Daunte Culpepper pass complete short middle to Mike Williams for 14 yards (tackle by Antonio Cromartie),-0.140,1.600
2,10:00,1,10,OAK 40,0,14,LaMont Jordan left end for 4 yards (tackle by Jamal Williams),1.600,1.590
2,9:21,2,6,OAK 44,0,14,Daunte Culpepper pass complete short left to Ronald Curry for 1 yard (tackle by Shaun Phillips),1.590,1.030
2,8:41,3,5,OAK 45,0,14,Daunte Culpepper sacked by Shawne Merriman for -5 yards,1.030,-0.720
2,8:05,4,10,OAK 40,0,14,Shane Lechler up the middle for -4 yards (tackle by Marques Harris and Carlos Polk),-0.720,-3.180
2,7:57,1,10,OAK 36,0,14,LaDainian Tomlinson left end for 2 yards (tackle by Nnamdi Asomugha),3.180,2.910
2,7:14,2,8,OAK 34,0,14,Philip Rivers pass incomplete short right intended for Vincent Jackson (defended by Fabian Washington),2.910,2.210
2,7:07,3,8,OAK 34,6,14,"Philip Rivers pass incomplete short left intended for Vincent Jackson is intercepted by Thomas Howard at OAK-34 and returned for 66 yards, touchdown",2.210,-7.000
2,,,,SDG 2,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,14,"Sebastian Janikowski kicks off 44 yards, returned by Brandon Manumaleuna for 6 yards (tackle by Isaiah Ekejiuba)",0.000,1.070
2,6:50,1,10,SDG 32,7,14,LaDainian Tomlinson right tackle for 15 yards (tackle by Fabian Washington),1.070,2.060
2,6:10,1,10,SDG 47,7,14,Michael Turner up the middle for 1 yard (tackle by Terdell Sands),2.060,1.650
2,5:29,2,9,SDG 48,7,14,Philip Rivers pass complete short right to LaDainian Tomlinson for 2 yards (tackle by Fabian Washington),1.650,1.220
