Quarter,Time,Tm,Detail,DAL,NYG
2.0,8:53,Cowboys,Nick Folk 34 yard field goal,3,0
,3:14,Cowboys,Roy Williams 4 yard pass from Tony Romo (Nick Folk kick),10,0
,1:46,Giants,Hakeem Nicks 21 yard pass from Eli Manning (Lawrence Tynes kick),10,7
,0:19,Giants,Brandon Jacobs 1 yard rush (Lawrence Tynes kick),10,14
3.0,3:58,Cowboys,Roy Williams 5 yard pass from Tony Romo (Nick Folk kick),17,14
,3:39,Giants,Brandon Jacobs 74 yard pass from Eli Manning (Lawrence Tynes kick),17,21
4.0,7:23,Giants,Lawrence Tynes 23 yard field goal,17,24
,5:33,Giants,Domenik Hixon 79 yard punt return (Lawrence Tynes kick),17,31
,0:58,Cowboys,Miles Austin 22 yard pass from Tony Romo (Nick Folk kick),24,31
