Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
1,10:03,1,10,JAX 47,0,0,James Robinson left guard for 8 yards (tackle by William Jackson and Jessie Bates),2.060,2.600
1,9:23,2,2,CIN 45,0,0,Gardner Minshew pass complete short right to Chris Conley for 7 yards (tackle by LeShaun Sims),2.600,3.050
1,8:43,1,10,CIN 38,0,0,Gardner Minshew pass complete short middle to Chris Conley for 4 yards (tackle by William Jackson),3.050,3.050
1,8:08,2,6,CIN 34,0,0,James Robinson right guard for 2 yards (tackle by D.J. Reader),3.050,2.610
1,7:23,3,4,CIN 32,0,0,Gardner Minshew up the middle for 2 yards (tackle by D.J. Reader),2.610,1.500
1,6:44,4,2,CIN 30,0,0,Aldrick Rosas 48 yard field goal no good,1.500,-1.470
1,6:38,1,10,CIN 38,0,0,Joe Mixon up the middle for 5 yards (tackle by Doug Costin),1.470,1.600
1,5:54,2,5,CIN 43,0,0,Joe Burrow pass incomplete short left,1.600,0.890
1,5:46,3,5,CIN 43,0,0,Joe Burrow pass complete short left to Auden Tate for 15 yards (tackle by Tre Herndon). Penalty on Tre Herndon: Defensive Pass Interference (Declined),0.890,2.790
1,5:40,1,10,JAX 42,0,0,Joe Mixon up the middle for 2 yards (tackle by Taven Bryan),2.790,2.510
1,5:06,2,8,JAX 40,0,0,Joe Burrow pass complete deep middle to Tyler Boyd for 20 yards (tackle by D.J. Hayden). Penalty on Tre Herndon: Defensive Holding (Declined),2.510,4.240
1,4:49,1,10,JAX 20,0,0,Tyler Boyd left end for 4 yards (tackle by Myles Jack),4.240,4.280
1,4:13,2,6,JAX 16,0,0,Joe Burrow pass complete short right to Joe Mixon for no gain (tackle by Cassius Marsh and Andrew Wingard),4.280,3.520
1,3:32,3,6,JAX 16,0,0,"Joe Burrow pass complete deep left to Tyler Boyd for 16 yards. Penalty on Trey Hopkins: Offensive Holding, 10 yards (no play)",3.520,2.210
1,3:26,3,16,JAX 26,0,0,Joe Burrow pass complete short left to Alex Erickson for 9 yards (tackle by C.J. Henderson and Myles Jack),2.210,2.310
1,2:46,4,7,JAX 17,0,3,Randy Bullock 35 yard field goal good,2.310,3.000
1,2:41,,,CIN 35,0,3,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,2:41,1,10,JAX 25,0,3,"Gardner Minshew pass incomplete deep right intended for Laviska Shenault (defended by LeShaun Sims). Penalty on LeShaun Sims: Defensive Pass Interference, 17 yards (no play)",0.610,1.730
1,2:35,1,10,JAX 42,0,3,Gardner Minshew pass complete short right to DJ Chark for 8 yards (tackle by LeShaun Sims),1.730,2.270
1,2:09,2,2,JAX 50,0,3,"James Robinson left tackle for 1 yard (tackle by Freedom Akinmoladun). Penalty on A.J. Cann: Offensive Holding, 9 yards (no play)",2.270,1.050
1,1:46,2,11,JAX 41,0,3,"Gardner Minshew pass complete short left to James Robinson for 7 yards (tackle by Josh Bynes). Penalty on Josh Bynes: Face Mask (15 Yards), 15 yards",1.050,3.120
1,1:23,1,10,CIN 37,0,3,Gardner Minshew pass complete short middle to DJ Chark for 14 yards (tackle by William Jackson),3.120,4.040
1,0:50,1,10,CIN 23,0,3,"James Robinson left tackle for no gain (tackle by Josh Bynes and Amani Bledsoe). Penalty on Carl Lawson: Unnecessary Roughness, 12 yards",4.040,4.840
1,0:27,1,10,CIN 11,6,3,"Gardner Minshew pass complete short left to DJ Chark for 11 yards, touchdown",4.840,7.000
1,0:21,,,CIN 15,7,3,Aldrick Rosas kicks extra point good,0.000,0.000
1,0:21,,,JAX 35,7,3,"Aldrick Rosas kicks off 63 yards, muffed catch by Brandon Wilson returned by Brandon Wilson for 8 yards (tackle by Shaquille Quarterman)",0.000,-0.370
1,0:16,1,10,CIN 11,7,3,Joe Burrow pass complete short left to Tee Higgins for 15 yards (tackle by Chris Claybrooks),-0.370,0.670
Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 26,7,3,Joe Burrow pass complete short left to Joe Mixon for 7 yards (tackle by Myles Jack),0.670,1.070
2,14:25,2,3,CIN 33,7,3,Joe Mixon up the middle for 2 yards (tackle by Chris Claybrooks),1.070,0.630
2,14:02,3,1,CIN 35,7,3,Joe Mixon up the middle for no gain (tackle by D.J. Hayden),0.630,-1.040
2,13:34,4,1,CIN 35,7,3,Joe Mixon right guard for 3 yards (tackle by Joe Schobert and DaVon Hamilton),-1.040,1.470
2,12:58,1,10,CIN 38,7,3,Joe Burrow pass complete short right to Drew Sample for 16 yards (tackle by Joe Schobert),1.470,2.520
2,12:18,1,10,JAX 46,7,3,Joe Mixon right end for 3 yards (tackle by Josh Jones),2.520,2.380
2,11:42,2,7,JAX 43,7,3,"Joe Burrow pass incomplete deep left intended for A.J. Green (defended by Tre Herndon). Penalty on Tre Herndon: Illegal Contact, 5 yards (no play)",2.380,3.050
2,11:35,1,10,JAX 38,7,3,Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Sidney Jones),3.050,2.510
2,11:29,2,10,JAX 38,7,3,Joe Burrow pass complete short middle to Tee Higgins for 30 yards (tackle by Chris Claybrooks),2.510,5.370
2,10:40,1,8,JAX 8,7,3,Joe Mixon left tackle for 7 yards (tackle by Andrew Wingard),5.370,5.910
2,9:58,2,1,JAX 1,7,3,Joe Mixon left guard for no gain (tackle by Joe Schobert and DaVon Hamilton),5.910,5.170
2,9:25,3,1,JAX 1,7,3,Joe Burrow pass short left intended for Drew Sample is intercepted by Myles Jack at JAC-0 and returned for no gain,5.170,-0.280
2,9:21,1,10,JAX 20,7,3,James Robinson left end for 14 yards (tackle by Vonn Bell),0.280,1.200
2,8:46,1,10,JAX 34,7,3,James Robinson up the middle for 3 yards (tackle by Josh Bynes and Vonn Bell),1.200,1.060
2,8:09,2,7,JAX 37,7,3,Gardner Minshew pass complete short left to James Robinson for 14 yards (tackle by William Jackson). Penalty on William Jackson: Illegal Use of Hands (Declined),1.060,2.320
2,7:45,1,10,CIN 49,7,3,Gardner Minshew pass complete short left to Keelan Cole for 20 yards (tackle by Darius Phillips),2.320,3.640
2,7:08,1,10,CIN 29,7,3,James Robinson left tackle for 3 yards (tackle by Germaine Pratt and Vonn Bell),3.640,3.510
2,6:31,2,7,CIN 26,7,3,Laviska Shenault right end for 5 yards (tackle by Jessie Bates),3.510,3.470
2,5:52,3,2,CIN 21,7,3,James Robinson right guard for 2 yards (tackle by Vonn Bell and Sam Hubbard),3.470,4.310
2,5:15,1,10,CIN 19,7,3,Gardner Minshew sacked by Andrew Brown for -4 yards,4.310,3.220
2,4:36,2,14,CIN 23,7,3,Gardner Minshew pass incomplete short middle intended for Tyler Eifert (defended by Carlos Dunlap),3.220,2.540
2,4:32,3,14,CIN 23,7,3,Gardner Minshew pass complete short middle to Tyler Eifert for 9 yards (tackle by Jordan Evans and Darius Phillips),2.540,2.560
2,3:50,4,5,CIN 14,10,3,Aldrick Rosas 32 yard field goal good,2.560,3.000
2,3:45,,,JAX 35,10,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,3:45,1,10,CIN 25,10,3,Joe Burrow pass complete deep middle to Drew Sample for 23 yards (tackle by Josh Jones and Andrew Wingard),0.610,2.130
2,3:10,1,10,CIN 48,10,3,Joe Mixon left end for 5 yards (tackle by DaVon Hamilton),2.130,2.260
2,2:27,2,5,JAX 47,10,3,Tee Higgins left end for 13 yards (tackle by Josh Jones),2.260,3.310
2,2:00,1,10,JAX 34,10,3,Joe Burrow pass complete short middle to Tyler Boyd for 14 yards (tackle by Andrew Wingard),3.310,4.240
2,1:26,1,10,JAX 20,10,3,Joe Mixon left guard for 1 yard (tackle by Abry Jones and Joe Schobert),4.240,3.820
2,1:19,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:19,2,9,JAX 19,10,3,Joe Burrow pass complete short middle to Drew Sample for 8 yards (tackle by D.J. Hayden),3.820,4.590
2,1:11,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:11,3,1,JAX 11,10,3,Joe Mixon up the middle for 2 yards (tackle by Dawuane Smoot),4.590,5.140
2,1:06,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:06,1,9,JAX 9,10,3,Joe Burrow pass incomplete short right intended for Drew Sample,5.140,4.380
2,1:03,2,9,JAX 9,10,9,"Joe Burrow pass complete short right to Joe Mixon for 9 yards, touchdown",4.380,7.000
2,0:56,,,JAX 15,10,10,Randy Bullock kicks extra point good,0.000,0.000
2,0:56,,,CIN 35,10,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,0:56,1,10,JAX 25,10,10,Gardner Minshew right end for 7 yards (tackle by Sam Hubbard),0.610,1.010
2,0:48,2,3,JAX 32,10,10,Gardner Minshew pass complete short left to Laviska Shenault for 22 yards (tackle by LeShaun Sims and Jessie Bates),1.010,2.520
2,0:39,1,10,CIN 46,10,10,Gardner Minshew pass complete short left to Keelan Cole for 7 yards,2.520,2.920
2,0:34,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:34,2,3,CIN 39,10,10,Gardner Minshew pass complete short left to Laviska Shenault for 28 yards (tackle by Darius Phillips),2.920,4.840
2,0:28,1,10,CIN 11,10,10,Gardner Minshew pass incomplete short left,4.840,4.140
2,0:23,2,10,CIN 11,10,10,Gardner Minshew pass complete short right to Laviska Shenault for 9 yards (tackle by D.J. Reader and Christian Covington),4.140,5.120
2,0:07,3,1,CIN 2,10,10,Gardner Minshew spiked the ball,5.120,3.250
2,0:06,4,1,CIN 2,13,10,Aldrick Rosas 20 yard field goal good,3.250,3.000
2,0:03,,,JAX 35,13,10,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,0:03,1,10,CIN 25,13,10,Joe Burrow kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,10,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,13,10,Joe Mixon up the middle for 4 yards (tackle by Taven Bryan and Josh Jones),0.610,0.600
3,14:28,2,6,CIN 29,13,10,Joe Burrow pass complete short right to Joe Mixon for 14 yards (tackle by Chris Claybrooks),0.600,1.800
3,13:49,1,10,CIN 43,13,10,Giovani Bernard right end for 11 yards (tackle by Chris Claybrooks),1.800,2.520
3,13:16,1,10,JAX 46,13,10,Joe Burrow pass complete short middle to Tyler Boyd for 12 yards (tackle by Josh Jones),2.520,3.310
3,12:37,1,10,JAX 34,13,16,"Joe Mixon right end for 34 yards, touchdown",3.310,7.000
3,12:29,,,JAX 15,13,17,Randy Bullock kicks extra point good,0.000,0.000
3,12:29,,,CIN 35,13,17,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,12:29,1,10,JAX 25,13,17,"James Robinson left guard for 5 yards (tackle by Germaine Pratt). Penalty on James O'Shaughnessy: Offensive Holding, 10 yards",0.610,0.280
3,12:02,1,15,JAX 20,13,17,Gardner Minshew pass incomplete short right,0.280,-0.610
3,11:55,2,15,JAX 20,13,17,Gardner Minshew pass incomplete short right,-0.610,-1.290
3,11:48,3,15,JAX 20,13,17,Gardner Minshew pass incomplete short right intended for Keelan Cole,-1.290,-2.030
3,11:44,4,15,JAX 20,13,17,"Logan Cooke punts 46 yards, fair catch by Alex Erickson at CIN-34. Penalty on Collin Johnson: Player Out of Bounds on Kick, 5 yards. Penalty on Daniel Thomas: Illegal Formation, 5 yards",-2.030,-1.530
3,11:37,1,10,CIN 39,13,17,Joe Burrow pass incomplete deep left intended for A.J. Green,1.530,0.990
3,11:31,2,10,CIN 39,13,17,Joe Burrow pass complete short middle to Tyler Boyd for 13 yards (tackle by Andrew Wingard),0.990,2.390
3,10:50,1,10,JAX 48,13,17,"Joe Mixon left guard for no gain (tackle by Doug Costin). Penalty on Dawuane Smoot: Defensive Offside, 5 yards (no play)",2.390,3.120
3,10:24,1,5,JAX 43,13,17,Joe Burrow pass complete short right to Joe Mixon for 3 yards (tackle by Dakota Allen),3.120,2.930
3,9:46,2,2,JAX 40,13,17,Giovani Bernard left end for 8 yards,2.930,3.450
3,9:11,1,10,JAX 32,13,17,Joe Burrow pass incomplete deep middle intended for Tyler Boyd (defended by D.J. Hayden),3.450,2.900
3,9:07,2,10,JAX 32,13,17,Joe Burrow pass complete short middle to Tee Higgins for 9 yards (tackle by Joe Schobert and Dakota Allen),2.900,3.400
3,8:34,3,1,JAX 23,13,23,"Joe Mixon up the middle for 23 yards, touchdown",3.400,7.000
3,8:28,,,JAX 15,13,24,Randy Bullock kicks extra point good,0.000,0.000
3,8:28,,,CIN 35,13,24,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,8:28,1,10,JAX 25,13,24,Gardner Minshew pass incomplete short middle intended for James O'Shaughnessy,0.610,0.060
3,8:23,2,10,JAX 25,13,24,Gardner Minshew pass complete short middle to DJ Chark for 7 yards (tackle by Jessie Bates),0.060,0.300
3,7:39,3,3,JAX 32,13,24,Gardner Minshew sacked by and Carl Lawson for no gain and Akeem Davis-Gaither for no gain,0.300,-1.240
3,7:01,4,3,JAX 32,13,24,"Logan Cooke punts 42 yards, fair catch by Alex Erickson at CIN-26. Penalty on Andrew Wingard: Chop Block, 15 yards",-1.240,-1.660
3,6:54,1,10,CIN 41,13,24,Joe Burrow pass complete deep right to Cethan Carter for 24 yards (tackle by Joe Schobert),1.660,3.250
3,6:10,1,10,JAX 35,13,24,Joe Mixon up the middle for 8 yards (tackle by Josh Jones),3.250,3.780
3,5:31,2,2,JAX 27,13,24,Joe Mixon left guard for 1 yard (tackle by Joe Schobert and DaVon Hamilton),3.780,3.200
3,5:10,3,1,JAX 26,13,24,Joe Mixon up the middle for 4 yards (tackle by Josh Jones and K'Lavon Chaisson),3.200,4.110
3,4:26,,,,,,Timeout #1 by Cincinnati Bengals,,
3,4:26,1,10,JAX 22,13,24,Joe Burrow pass complete short left to Tyler Boyd for no gain (tackle by Tre Herndon),4.110,3.560
3,3:48,2,10,JAX 22,13,24,Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Chris Claybrooks),3.560,2.870
3,3:39,3,10,JAX 22,13,24,Joe Burrow pass incomplete deep right intended for A.J. Green (defended by Andrew Wingard),2.870,1.990
3,3:34,4,10,JAX 22,13,27,Randy Bullock 40 yard field goal good,1.990,3.000
3,3:29,,,CIN 35,13,27,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,3:29,1,10,JAX 25,13,27,James Robinson left guard for 4 yards (tackle by Josh Bynes and D.J. Reader),0.610,0.600
3,3:00,2,6,JAX 29,13,27,James Robinson right guard for 13 yards (tackle by Carlos Dunlap and Jessie Bates),0.600,1.730
3,2:24,1,10,JAX 42,13,27,James Robinson right guard for 4 yards (tackle by Sam Hubbard),1.730,1.730
3,1:50,2,6,JAX 46,13,27,Gardner Minshew pass complete short left to Tyler Eifert for 13 yards (tackle by William Jackson),1.730,2.850
3,1:17,1,10,CIN 41,13,27,Gardner Minshew pass complete short right to DJ Chark for 13 yards (tackle by LeShaun Sims and Jessie Bates),2.850,3.710
3,0:41,1,10,CIN 28,13,27,James Robinson right end for 3 yards (tackle by Christian Covington and Germaine Pratt),3.710,3.570
3,0:05,2,7,CIN 25,13,27,Gardner Minshew pass incomplete deep right intended for Tyler Eifert (defended by Jessie Bates),3.570,2.870
Quarter,Time,Down,ToGo,Location,JAX,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,CIN 25,13,27,Gardner Minshew sacked by Jordan Evans for -7 yards,2.870,1.240
4,14:38,4,14,CIN 32,16,27,Aldrick Rosas 50 yard field goal good,1.240,3.000
4,14:33,,,JAX 35,16,27,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,14:33,1,10,CIN 25,16,27,Joe Burrow pass complete short left to Mike Thomas for 5 yards (tackle by Josh Jones),0.610,0.740
4,13:52,2,5,CIN 30,16,27,"Joe Mixon left end for 14 yards (tackle by Andrew Wingard). Penalty on Alex Redmond: Offensive Holding, 10 yards (no play)",0.740,-0.610
4,13:29,2,15,CIN 20,16,27,Joe Burrow pass complete short right to Tyler Boyd for 16 yards (tackle by Chris Claybrooks and Andrew Wingard),-0.610,1.330
4,12:48,1,10,CIN 36,16,27,Joe Burrow pass incomplete deep left intended for Tee Higgins,1.330,0.790
4,12:43,2,10,CIN 36,16,27,Joe Burrow pass complete short right to Tyler Boyd for 15 yards (tackle by Andrew Wingard),0.790,2.320
4,11:58,1,10,JAX 49,16,27,Joe Burrow pass complete short right to Joe Mixon for -3 yards (tackle by Doug Costin),2.320,1.380
4,11:14,2,13,CIN 48,16,27,Joe Burrow pass complete short right to Tee Higgins for 23 yards (tackle by Josh Jones),1.380,3.640
4,10:54,1,10,JAX 29,16,27,Joe Mixon up the middle for -1 yards (tackle by Dawuane Smoot),3.640,2.970
4,10:16,2,11,JAX 30,16,27,Joe Burrow pass incomplete deep right intended for A.J. Green,2.970,2.280
4,10:11,3,11,JAX 30,16,27,Joe Burrow up the middle for 2 yards (tackle by Dakota Allen and Cassius Marsh),2.280,1.590
4,9:25,4,9,JAX 28,16,30,Randy Bullock 46 yard field goal good,1.590,3.000
4,9:20,,,CIN 35,16,30,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,9:20,1,10,JAX 25,16,30,Gardner Minshew pass complete short right to Laviska Shenault for 5 yards (tackle by LeShaun Sims),0.610,0.740
4,8:55,2,5,JAX 30,16,30,Gardner Minshew pass complete short right to James Robinson for 4 yards (tackle by Germaine Pratt),0.740,0.560
4,8:27,3,1,JAX 34,16,30,James Robinson right guard for -2 yards (tackle by Jessie Bates),0.560,-1.240
4,7:48,4,3,JAX 32,16,30,Gardner Minshew pass complete deep right to DJ Chark for 22 yards (tackle by LeShaun Sims),-1.240,2.520
4,7:23,1,10,CIN 46,16,30,Gardner Minshew pass complete short middle to James Robinson for 7 yards (tackle by Jessie Bates),2.520,2.920
4,6:59,2,3,CIN 39,16,30,"Gardner Minshew pass incomplete short middle intended for Tyler Eifert. Penalty on Jordan Evans: Defensive Pass Interference, 4 yards (no play)",2.920,3.250
4,6:55,1,10,CIN 35,16,30,Gardner Minshew pass complete short middle to Chris Conley for 33 yards (tackle by Jessie Bates),3.250,6.740
4,6:18,1,2,CIN 2,16,30,Gardner Minshew pass incomplete short right intended for Chris Conley (defended by LeShaun Sims),6.740,5.720
4,6:17,2,2,CIN 2,22,30,"Gardner Minshew pass complete short middle to DJ Chark for 2 yards, touchdown",5.720,7.000
4,6:14,,,CIN 2,22,30,"Two Point Attempt: Gardner Minshew pass complete to James Robinson, conversion fails",1.000,-1.000
4,6:14,,,JAX 35,22,30,"Aldrick Rosas kicks off 61 yards, returned by Brandon Wilson for 18 yards (tackle by Andrew Wingard and Dakota Allen)",0.000,0.410
4,6:08,1,10,CIN 22,22,30,Joe Mixon up the middle for 5 yards (tackle by Dakota Allen and DaVon Hamilton),0.410,0.540
4,5:24,2,5,CIN 27,22,30,Joe Burrow left end for 11 yards (tackle by Andrew Wingard),0.540,1.470
4,4:38,1,10,CIN 38,22,30,Joe Mixon up the middle for 10 yards (tackle by Josh Jones and Chris Claybrooks),1.470,2.130
4,3:54,1,10,CIN 48,22,30,Alex Erickson right end for 7 yards (tackle by Josh Allen),2.130,2.530
4,3:09,2,3,JAX 45,22,30,Joe Mixon right tackle for 8 yards (tackle by Chris Claybrooks),2.530,3.120
4,3:02,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,3:02,1,10,JAX 37,22,30,Joe Mixon left end for 21 yards (tackle by Andrew Wingard and Josh Jones),3.120,4.510
4,2:49,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:49,1,10,JAX 16,22,30,Joe Burrow sacked by Josh Allen for no gain,4.510,3.900
4,2:01,2,10,JAX 16,22,30,Joe Mixon left guard for 5 yards (tackle by Dawuane Smoot),3.900,3.940
4,1:57,3,5,JAX 11,22,30,Joe Mixon right end for -1 yards (tackle by Dakota Allen),3.940,2.660
4,1:50,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,1:50,4,6,JAX 12,22,33,Randy Bullock 30 yard field goal good,2.660,3.000
4,1:46,,,CIN 35,22,33,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,1:46,1,10,JAX 25,22,33,Gardner Minshew pass complete deep left to DJ Chark for 18 yards (tackle by Jessie Bates),0.610,1.800
4,1:23,1,10,JAX 43,22,33,Gardner Minshew pass complete deep middle to James O'Shaughnessy for 26 yards (tackle by Vonn Bell),1.800,3.510
4,1:02,1,10,CIN 31,22,33,Gardner Minshew pass complete short middle to Keelan Cole for 9 yards (tackle by Shawn Williams),3.510,4.180
4,0:41,2,1,CIN 22,22,33,Gardner Minshew pass complete short middle to Keelan Cole for 10 yards (tackle by Akeem Davis-Gaither),4.180,4.780
4,0:16,1,10,CIN 12,22,33,Gardner Minshew pass incomplete short right intended for Tyler Eifert,4.780,4.100
4,0:12,2,10,CIN 12,25,33,Aldrick Rosas 30 yard field goal good,4.100,3.000
4,0:08,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:08,,,JAX 35,25,33,"Logan Cooke kicks onside 10 yards, returned by Samaje Perine for no gain",0.000,2.590
4,0:07,1,10,JAX 45,25,33,Joe Burrow kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
