Quarter,Time,Tm,Detail,CAR,SFO
1.0,3:00,Panthers,Russell Shepard 40 yard pass from Cam Newton (Graham Gano kick),7,0
2.0,3:23,Panthers,Graham Gano 39 yard field goal,10,0
,0:00,Panthers,Graham Gano 36 yard field goal,13,0
3.0,11:24,Panthers,Jonathan Stewart 9 yard pass from Cam Newton (Graham Gano kick),20,0
,3:11,Panthers,Graham Gano 20 yard field goal,23,0
,0:08,49ers,Robbie Gould 44 yard field goal,23,3
