Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Jay Feely kicks off 62 yards, returned by Roderick Hood for 22 yards (tackle by Will Allen)",0.000,0.940
1,14:55,1,10,PHI 30,0,0,Mike McMahon up the middle for 3 yards (tackle by Osi Umenyiora and Antonio Pierce),0.940,0.800
1,14:24,2,7,PHI 33,0,0,Mike McMahon pass incomplete intended for Brian Westbrook,0.800,0.100
1,14:10,,,,0,0,Timeout #1 by Philadelphia Eagles,0.000,0.100
1,14:10,3,7,PHI 33,0,0,Mike McMahon up the middle for 2 yards (tackle by Antonio Pierce),0.100,-1.040
1,13:34,4,5,PHI 35,0,0,"Reggie Hodges punts 39 yards, returned by Chad Morton for 8 yards (tackle by Roderick Hood)",-1.040,-1.200
1,13:24,1,10,NYG 34,0,0,Eli Manning pass complete to Tiki Barber for 15 yards (tackle by Darwin Walker and Hollis Thomas),1.200,2.190
1,12:51,1,10,NYG 49,0,0,Tiki Barber left end for no gain (tackle by Trent Cole),2.190,1.650
1,12:13,2,10,NYG 49,0,0,Eli Manning pass complete to Plaxico Burress for 4 yards (tackle by Jeremiah Trotter),1.650,1.490
1,11:34,3,6,PHI 47,0,0,Eli Manning pass incomplete intended for Amani Toomer,1.490,0.130
1,11:24,4,6,PHI 47,0,0,"Jeff Feagles punts 46 yards. Penalty on Derrick Ward: Offensive Holding, 10 yards (no play)",0.130,-0.520
1,11:15,4,16,NYG 43,0,0,"Jeff Feagles punts 45 yards, returned by Reno Mahe for 7 yards (tackle by Ryan Kuehl)",-0.520,-0.150
1,11:02,1,10,PHI 19,0,0,Brian Westbrook left tackle for 1 yard (tackle by Carlos Emmons and Antonio Pierce),0.150,-0.200
1,10:28,2,9,PHI 20,0,0,Mike McMahon pass incomplete intended for Brian Westbrook,-0.200,-0.940
1,10:18,3,9,PHI 20,0,0,Mike McMahon pass complete to Greg Lewis for 25 yards (tackle by James Butler),-0.940,1.930
1,9:39,1,10,PHI 45,0,0,Brian Westbrook left tackle for 4 yards (tackle by Michael Strahan and Kenderick Allen),1.930,1.920
1,9:01,2,6,PHI 49,0,0,Brian Westbrook right tackle for 4 yards (tackle by Carlos Emmons and Nick Greisen),1.920,1.750
1,8:24,3,2,NYG 47,0,0,"Mike McMahon pass complete to Billy McMullen for 5 yards (tackle by Curtis DeLoatch). Mike McMahon fumbles (forced by Michael Strahan), recovered by Mike McMahon at PHI-46",1.750,2.790
1,7:28,1,10,NYG 42,0,0,Mike McMahon pass incomplete intended for Brian Westbrook,2.790,2.240
1,7:28,2,10,NYG 42,0,0,Brian Westbrook up the middle for 1 yard (tackle by Osi Umenyiora),2.240,1.680
1,6:55,3,9,NYG 41,0,0,Mike McMahon pass incomplete intended for Brian Westbrook (defended by Michael Strahan),1.680,0.530
1,6:46,4,9,NYG 41,0,0,Reggie Hodges punts 38 yards,0.530,0.380
1,6:38,1,10,NYG 3,0,0,Tiki Barber right guard for 6 yards (tackle by Brian Dawkins),-0.380,-0.340
1,6:09,2,4,NYG 9,0,0,Tiki Barber left guard for 2 yards (tackle by Jeremiah Trotter and Dhani Jones),-0.340,-0.480
1,5:24,3,2,NYG 11,0,0,Tiki Barber right guard for no gain (tackle by Michael Lewis),-0.480,-2.490
1,4:49,4,2,NYG 11,0,0,"Jeff Feagles punts 44 yards, returned by Brian Westbrook for 13 yards (tackle by Chase Blackburn). Penalty on Darnerien McCants: Offensive Holding, 10 yards",-2.490,-1.930
1,4:37,1,10,PHI 45,0,0,Mike McMahon pass incomplete intended for Brian Westbrook,1.930,1.380
1,4:31,2,10,PHI 45,0,0,Mike McMahon pass incomplete intended for Reggie Brown,1.380,0.700
1,4:25,3,10,PHI 45,0,0,Mike McMahon pass incomplete,0.700,-0.390
1,4:18,4,10,PHI 45,0,0,Reggie Hodges punts 43 yards,-0.390,0.350
1,4:06,1,10,NYG 12,0,0,Tiki Barber left end for 5 yards (tackle by Dhani Jones and Jeremiah Trotter),-0.350,-0.230
1,3:35,2,5,NYG 17,0,0,"Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",-0.230,0.410
1,3:14,1,10,NYG 22,0,0,Tiki Barber left end for 6 yards (tackle by Brian Dawkins and Sheldon Brown),0.410,0.680
1,2:29,2,4,NYG 28,0,0,"Eli Manning pass incomplete intended for Amani Toomer (defended by Michael Lewis). Penalty on Michael Lewis: Defensive Pass Interfere, 47 yards, Penalty on Sheldon Brown: Defensive Holding (Declined) (no play)",0.680,3.910
1,2:16,1,10,PHI 25,0,0,"Eli Manning sacked by Jevon Kearse for -7 yards. Eli Manning fumbles (forced by Jevon Kearse), recovered by Kareem McKenzie at PHI-33 and returned for 7 yards",3.910,3.230
1,1:28,2,11,PHI 26,0,0,Tiki Barber left end for -4 yards (tackle by Trent Cole),3.230,2.010
1,0:54,3,15,PHI 30,0,0,Eli Manning pass complete to Amani Toomer for 15 yards (tackle by Michael Lewis),2.010,4.580
1,0:15,1,10,PHI 15,0,0,Eli Manning pass complete to Amani Toomer for 3 yards (tackle by Lito Sheppard and Jeremiah Trotter),4.580,4.450
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,PHI 12,0,0,Eli Manning pass incomplete intended for Plaxico Burress (defended by Brian Dawkins),4.450,3.580
2,14:56,3,7,PHI 12,0,0,Tiki Barber up the middle for 4 yards (tackle by Brian Dawkins and Michael Lewis),3.580,2.980
2,14:20,4,3,PHI 8,0,3,Jay Feely 26 yard field goal good,2.980,3.000
