Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,5:50,1,10,NYJ 31,0,0,Geno Smith sacked by Olivier Vernon and Philip Wheeler for -8 yards,1.000,-0.620
1,5:12,2,18,NYJ 23,0,0,Geno Smith pass complete short right to Jeff Cumberland for 6 yards (tackle by Nolan Carroll),-0.620,-0.490
1,4:42,3,12,NYJ 29,0,0,Geno Smith pass incomplete deep right intended for David Nelson,-0.490,-1.440
1,4:36,4,12,NYJ 29,0,0,"Ryan Quigley punts 38 yards, fair catch by Marcus Thigpen",-1.440,-1.140
1,4:29,1,10,MIA 33,0,0,Lamar Miller left end for -2 yards (tackle by David Harris),1.140,0.320
1,3:59,2,12,MIA 31,0,0,Ryan Tannehill pass incomplete short right intended for Charles Clay,0.320,-0.360
1,3:55,3,12,MIA 31,0,0,Ryan Tannehill pass complete short middle to Charles Clay for 17 yards (tackle by Antonio Allen),-0.360,2.130
1,3:19,1,10,MIA 48,0,0,Lamar Miller left tackle for no gain (tackle by Leger Douzable and Damon Harrison),2.130,2.130
1,2:36,1,10,MIA 48,0,0,Timeout #1 by Miami Dolphins,2.130,1.580
1,2:36,2,10,MIA 48,0,0,Ryan Tannehill pass complete short left to Charles Clay for 9 yards (tackle by Dawan Landry),1.580,2.080
1,2:09,3,1,NYJ 43,0,0,Lamar Miller left tackle for no gain (tackle by Quinton Coples and Dee Milliner),2.080,0.400
1,1:27,4,1,NYJ 43,0,0,Ryan Tannehill pass incomplete deep left intended for Brian Hartline (defended by Dee Milliner),0.400,-1.800
1,1:21,1,10,NYJ 43,0,0,Bilal Powell left end for 3 yards (tackle by Cameron Wake and John Denney),1.800,1.660
1,0:43,2,7,NYJ 46,0,0,Geno Smith pass complete short middle to Kellen Winslow for 12 yards (tackle by Philip Wheeler),1.660,2.790
1,0:10,1,10,MIA 42,0,0,Chris Ivory right guard for 4 yards (tackle by Olivier Vernon and Cameron Wake),2.790,2.780
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,MIA 38,0,0,"Geno Smith pass complete short right to Greg Salas for 9 yards (tackle by Philip Wheeler). Penalty on Willie Colon: Illegal Block Above the Waist, 10 yards (no play)",2.780,1.430
2,14:33,2,16,MIA 48,0,0,Geno Smith pass incomplete short middle intended for Greg Salas,1.430,0.760
2,14:29,3,16,MIA 48,0,0,Geno Smith pass incomplete deep right intended for David Nelson,0.760,0.070
2,14:20,4,16,MIA 48,0,0,"Ryan Quigley punts 38 yards, fair catch by Marcus Thigpen",0.070,0.380
2,14:14,1,10,MIA 10,0,0,Lamar Miller left tackle for 5 yards (tackle by Kenrick Ellis),-0.380,-0.350
2,13:42,2,5,MIA 15,0,0,Lamar Miller left tackle for 3 yards (tackle by Calvin Pace),-0.350,-0.480
2,13:05,3,2,MIA 18,0,0,Ryan Tannehill pass complete short right to Mike Wallace for 6 yards (tackle by Demario Davis),-0.480,0.540
2,12:31,1,10,MIA 24,0,0,Lamar Miller right end for 9 yards (tackle by Dawan Landry),0.540,1.210
2,12:04,2,1,MIA 33,0,0,Ryan Tannehill pass complete short left to Charles Clay for 3 yards (tackle by Dawan Landry),1.210,1.330
2,11:38,1,10,MIA 36,0,0,Lamar Miller up the middle for no gain (tackle by Leger Douzable and Calvin Pace),1.330,0.790
2,10:56,2,10,MIA 36,0,0,Ryan Tannehill right end for 18 yards (tackle by Ed Reed),0.790,2.520
2,10:09,1,10,NYJ 46,0,0,Marcus Thigpen right tackle for 4 yards (tackle by Damon Harrison),2.520,2.520
2,9:32,2,6,NYJ 42,0,0,Ryan Tannehill pass complete short left to Brian Hartline for 13 yards (tackle by Dee Milliner),2.520,3.640
2,8:53,1,10,NYJ 29,0,0,Ryan Tannehill pass incomplete short right intended for Rishard Matthews,3.640,3.100
2,8:47,2,10,NYJ 29,0,0,Lamar Miller left end for -2 yards (tackle by Demario Davis),3.100,2.150
2,8:02,3,12,NYJ 31,0,0,Ryan Tannehill pass incomplete short right intended for Mike Wallace is intercepted by Antonio Cromartie at NYJ-23,2.150,-0.480
2,7:54,1,10,NYJ 23,0,0,Chris Ivory right end for 7 yards (tackle by Nolan Carroll),0.480,0.880
2,7:21,2,3,NYJ 30,0,0,Geno Smith pass incomplete deep left intended for Jeff Cumberland,0.880,0.170
2,7:15,3,3,NYJ 30,0,0,Bilal Powell right tackle for 2 yards (tackle by Dion Jordan and Jared Odrick),0.170,-1.240
2,6:34,4,1,NYJ 32,0,0,"Ryan Quigley punts 50 yards, returned by Marcus Thigpen for 25 yards (tackle by Josh Cribbs). Penalty on NYJ: Illegal Formation, 5 yards",-1.240,-2.130
2,6:22,1,10,MIA 48,0,0,Lamar Miller left tackle for no gain (tackle by Sheldon Richardson),2.130,1.580
2,5:44,2,10,MIA 48,0,0,Ryan Tannehill pass complete short left to Brian Hartline for 17 yards (tackle by Dee Milliner),1.580,3.250
2,5:02,1,10,NYJ 35,0,0,Ryan Tannehill pass complete short right to Mike Wallace for 15 yards,3.250,4.240
2,4:32,1,10,NYJ 20,0,0,Ryan Tannehill pass complete short right to Lamar Miller for 13 yards (tackle by David Harris),4.240,5.600
2,3:50,1,7,NYJ 7,0,0,Lamar Miller right tackle for 3 yards (tackle by Muhammad Wilkerson and David Harris),5.600,5.340
2,3:10,2,4,NYJ 4,0,0,Mike Gillislee up the middle for 3 yards (tackle by Dee Milliner),5.340,5.170
2,2:24,3,1,NYJ 1,0,0,Charles Clay up the middle for no gain (tackle by Leger Douzable and David Harris),5.170,3.550
2,2:00,4,1,NYJ 1,0,0,Ryan Tannehill pass incomplete short left intended for Charles Clay,3.550,0.380
2,1:56,1,10,NYJ 1,0,0,Geno Smith up the middle for 2 yards (tackle by Olivier Vernon),-0.380,-0.380
2,1:53,1,10,NYJ 1,0,0,Timeout #2 by Miami Dolphins,-0.380,-0.630
2,1:53,2,8,NYJ 3,0,0,Chris Ivory right end for no gain (tackle by Cameron Wake),-0.630,-0.630
2,1:48,2,8,NYJ 3,0,0,Timeout #3 by Miami Dolphins,-0.630,-1.190
2,1:48,3,8,NYJ 3,0,0,Geno Smith pass incomplete short left intended for David Nelson,-1.190,-2.490
2,1:43,4,8,NYJ 3,0,0,"Ryan Quigley punts 50 yards, returned by Marcus Thigpen for -1 yards (tackle by Darrin Walls)",-2.490,-1.990
2,1:35,1,10,MIA 46,0,0,Ryan Tannehill pass complete short right to Charles Clay for 10 yards (tackle by Dawan Landry),1.990,2.650
2,1:28,1,10,NYJ 44,0,0,Ryan Tannehill pass incomplete short right intended for Charles Clay,2.650,2.110
2,1:25,2,10,NYJ 44,0,0,Ryan Tannehill pass complete short middle to Charles Clay for 28 yards (tackle by Dee Milliner and Ed Reed),2.110,4.510
2,1:01,1,10,NYJ 16,0,0,Ryan Tannehill pass incomplete short left intended for Brian Hartline,4.510,3.900
2,0:57,2,10,NYJ 16,0,0,Ryan Tannehill pass incomplete short left intended for Brian Hartline (defended by Dee Milliner),3.900,3.080
2,0:53,3,10,NYJ 16,0,0,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,3.080,2.380
2,0:48,4,10,NYJ 16,3,0,Caleb Sturgis 34 yard field goal good,2.380,3.000
2,0:48,,,MIA 35,3,0,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,0:43,1,10,NYJ 20,3,0,Geno Smith pass complete short left to David Nelson for 9 yards (tackle by Nolan Carroll),0.280,0.950
2,0:38,2,1,NYJ 29,3,0,Geno Smith pass complete short right to Stephen Hill for 2 yards (tackle by Brent Grimes and Chris Clemons),0.950,1.000
2,0:32,1,10,NYJ 31,3,0,Geno Smith pass incomplete deep middle intended for Greg Salas is intercepted by Dannell Ellerbe at MIA-40 and returned for 16 yards (tackle by David Nelson),1.000,-2.650
2,0:22,1,10,NYJ 44,3,0,Ryan Tannehill pass complete short left to Brian Hartline for 11 yards,2.650,3.380
2,0:18,1,10,NYJ 33,3,0,Ryan Tannehill pass complete short left to Charles Clay for 8 yards (tackle by Demario Davis),3.380,3.920
2,0:13,2,2,NYJ 25,3,0,Ryan Tannehill pass incomplete short left intended for Brian Hartline,3.920,3.200
2,0:09,3,2,NYJ 25,6,0,Caleb Sturgis 43 yard field goal good,3.200,3.000
2,0:09,,,MIA 35,6,0,"Caleb Sturgis kicks off 43 yards, returned by Leger Douzable for 10 yards (tackle by Jason Trusnik)",0.000,1.270
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,6,0,"Caleb Sturgis kicks off 70 yards, returned by Antonio Cromartie for 20 yards (tackle by Jonathan Freeny)",0.000,0.220
3,14:56,1,10,NYJ 15,6,0,Chris Ivory right end for 4 yards (tackle by Brent Grimes),-0.220,-0.110
3,14:20,2,6,NYJ 19,6,0,Matt Simms pass complete short right to Greg Salas for no gain,-0.110,-0.880
3,13:40,3,6,NYJ 19,6,0,Matt Simms pass incomplete short left intended for Greg Salas (defended by Jimmy Wilson),-0.880,-2.140
3,13:34,4,6,NYJ 19,6,0,"Ryan Quigley punts 46 yards, returned by Marcus Thigpen for 10 yards (tackle by Ellis Lankster). Penalty on Will Davis: Illegal Block Above the Waist, 10 yards",-2.140,-1.140
3,13:24,1,10,MIA 33,6,0,Lamar Miller right tackle for 2 yards (tackle by Damon Harrison and Demario Davis),1.140,0.860
3,13:08,2,8,MIA 35,6,0,Marcus Thigpen right end for 3 yards (tackle by David Harris),0.860,0.560
3,12:40,3,5,MIA 38,6,0,Ryan Tannehill pass incomplete deep left intended for Brian Hartline,0.560,-0.850
3,12:36,4,5,MIA 38,6,0,"Brandon Fields punts 37 yards, out of bounds",-0.850,-0.610
3,12:29,1,10,NYJ 25,6,0,Bilal Powell right tackle for 8 yards (tackle by Koa Misi),0.610,1.140
3,12:01,2,2,NYJ 33,6,0,Bilal Powell up the middle for 4 yards (tackle by Olivier Vernon),1.140,1.400
3,11:22,1,10,NYJ 37,6,0,Chris Ivory left end for 3 yards (tackle by Olivier Vernon and Chris Clemons),1.400,1.260
3,10:43,2,7,NYJ 40,6,0,Bilal Powell right tackle for 10 yards (tackle by Philip Wheeler),1.260,2.260
3,10:14,1,10,,6,0,"Matt Simms for no gain. Matt Simms fumbles, recovered by Philip Wheeler at NYJ-48 (tackle by Austin Howard)",2.260,-2.390
3,10:08,1,10,NYJ 48,6,0,Lamar Miller left end for 17 yards (tackle by Ed Reed),2.390,3.510
3,9:50,1,10,NYJ 31,12,0,"Ryan Tannehill pass complete short left to Brian Hartline for 31 yards, touchdown",3.510,7.000
3,9:50,,,NYJ 2,13,0,Caleb Sturgis kicks extra point good,0.000,0.000
3,9:50,,,MIA 35,13,0,"Caleb Sturgis kicks off 72 yards, returned by Antonio Cromartie for 41 yards (tackle by R.J. Stanford)",0.000,-1.200
3,9:36,1,10,NYJ 34,13,0,Chris Ivory right tackle for 32 yards (tackle by Olivier Vernon),1.200,3.310
3,8:53,1,10,MIA 34,13,0,Chris Ivory right tackle for 1 yard (tackle by Randy Starks and Olivier Vernon),3.310,2.910
3,8:12,2,9,MIA 33,13,0,Chris Ivory right tackle for 8 yards (tackle by Reshad Jones and Philip Wheeler),2.910,3.270
3,7:34,3,1,MIA 25,13,0,Chris Ivory up the middle for 2 yards (tackle by Derrick Shelby and Philip Wheeler),3.270,4.040
3,7:02,1,10,MIA 23,13,0,Chris Ivory right tackle for no gain (tackle by Koa Misi and Cameron Wake),4.040,3.500
3,6:28,2,10,MIA 23,13,0,Matt Simms pass incomplete deep right intended for Stephen Hill (defended by Chris Clemons),3.500,2.810
3,6:23,3,10,MIA 23,13,0,Matt Simms pass complete deep left to David Nelson for 18 yards (tackle by Will Davis),2.810,6.060
3,5:54,1,5,MIA 5,13,0,Bilal Powell up the middle for 3 yards (tackle by Dion Jordan),6.060,5.720
3,5:21,2,2,MIA 2,13,0,Matt Simms pass incomplete short right intended for Jeff Cumberland (defended by Reshad Jones),5.720,4.950
3,5:18,3,2,MIA 2,13,0,Chris Ivory right tackle for no gain (tackle by Philip Wheeler and Chris Clemons),4.950,3.250
3,4:33,4,2,MIA 2,13,3,Nick Folk 20 yard field goal good,3.250,3.000
3,4:33,,,NYJ 35,13,3,"Nick Folk kicks off 71 yards, returned by Marcus Thigpen for 50 yards (tackle by Dawan Landry)",0.000,-1.860
3,4:21,1,10,MIA 44,13,3,Ryan Tannehill pass complete short middle to Dion Sims for 8 yards (tackle by Demario Davis and David Harris),1.860,2.400
3,3:39,2,2,NYJ 48,13,3,Lamar Miller right end for -1 yards (tackle by Sheldon Richardson),2.400,1.550
3,2:58,3,3,NYJ 49,13,3,Ryan Tannehill pass complete short middle to Brian Hartline for 6 yards (tackle by Dawan Landry),1.550,2.720
3,2:25,1,10,NYJ 43,13,3,Ryan Tannehill pass complete short middle to Rishard Matthews for 13 yards (tackle by David Harris),2.720,3.580
3,1:47,1,10,NYJ 30,13,3,Marcus Thigpen left tackle for 2 yards (tackle by Dawan Landry and Sheldon Richardson),3.580,3.300
3,1:09,2,8,NYJ 28,19,3,"Ryan Tannehill pass complete short right to Mike Wallace for 28 yards, touchdown",3.300,7.000
3,1:09,,,NYJ 2,20,3,Caleb Sturgis kicks extra point good,0.000,0.000
3,1:09,,,MIA 35,20,3,"Caleb Sturgis kicks off 69 yards, returned by Antonio Cromartie for 32 yards (tackle by Mike Gillislee)",0.000,-0.810
3,0:56,1,10,NYJ 28,20,3,Chris Ivory right tackle for no gain (tackle by Paul Soliai),0.810,0.260
3,0:21,2,10,NYJ 28,20,3,Matt Simms sacked by Koa Misi for -5 yards,0.260,-1.090
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,NYJ 23,20,3,Matt Simms sacked by Olivier Vernon for -9 yards,-1.090,-2.470
4,14:33,4,24,NYJ 14,20,3,"Ryan Quigley punts 51 yards, returned by Marcus Thigpen for 7 yards (tackle by Ellis Lankster)",-2.470,-1.730
4,14:23,1,10,MIA 42,20,3,Ryan Tannehill pass complete short right to Mike Wallace for 1 yard (tackle by Antonio Cromartie),1.730,1.320
4,13:48,2,9,MIA 43,20,3,Ryan Tannehill pass complete short right to Mike Wallace for 5 yards (tackle by Darrin Walls),1.320,1.290
4,13:13,3,4,MIA 48,20,3,Ryan Tannehill pass incomplete (defended by Muhammad Wilkerson),1.290,-0.190
4,13:10,4,4,MIA 48,20,3,"Brandon Fields punts 38 yards, fair catch by Kyle Wilson",-0.190,0.280
4,13:03,1,10,NYJ 14,20,3,Matt Simms pass incomplete short left intended for Bilal Powell,-0.280,-0.750
4,13:00,2,10,NYJ 14,20,3,Bilal Powell up the middle for 4 yards (tackle by Dannell Ellerbe),-0.750,-0.920
4,12:25,3,6,NYJ 18,20,3,Matt Simms pass incomplete short left intended for Bilal Powell,-0.920,-2.240
4,12:21,4,6,NYJ 18,20,3,"Ryan Quigley punts 43 yards, fair catch by Marcus Thigpen",-2.240,-1.530
4,12:14,1,10,MIA 39,20,3,Ryan Tannehill pass incomplete short right intended for Dion Sims,1.530,0.990
4,12:08,2,10,MIA 39,20,3,Lamar Miller right end for 9 yards (tackle by Demario Davis),0.990,1.490
4,11:32,3,1,MIA 48,20,3,Lamar Miller up the middle for 5 yards (tackle by David Harris),1.490,2.460
4,10:49,1,10,NYJ 47,20,3,Lamar Miller left end for 3 yards (tackle by Muhammad Wilkerson and David Harris),2.460,2.320
4,10:07,2,7,NYJ 44,20,3,Ryan Tannehill pass complete short left to Brian Hartline for 2 yards (tackle by Ellis Lankster),2.320,1.880
4,9:24,3,5,NYJ 42,20,3,Ryan Tannehill pass complete short left to Brian Hartline for 10 yards (tackle by Ellis Lankster),1.880,3.450
4,8:39,1,10,NYJ 32,20,3,Ryan Tannehill pass complete deep left to Brian Hartline for 24 yards (tackle by Ellis Lankster),3.450,5.370
4,7:53,1,8,NYJ 8,20,3,Lamar Miller right tackle for 4 yards (tackle by Dawan Landry and Damon Harrison),5.370,5.340
4,7:10,2,4,NYJ 4,20,3,Lamar Miller right tackle for 3 yards (tackle by Ed Reed and Sheldon Richardson),5.340,5.170
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,6:45,3,1,NYJ 1,20,3,Lamar Miller left tackle for no gain (tackle by Dawan Landry and David Harris),5.170,3.550
4,6:02,4,1,NYJ 1,23,3,Caleb Sturgis 18 yard field goal good,3.550,3.000
4,6:02,,,MIA 35,23,3,"Caleb Sturgis kicks off 66 yards, returned by Antonio Cromartie for 33 yards (tackle by Jonathan Freeny)",0.000,-1.070
4,5:51,1,10,NYJ 32,23,3,Matt Simms pass complete short left to Kellen Winslow for 9 yards (tackle by Philip Wheeler),1.070,1.740
4,5:29,2,1,NYJ 41,23,3,Matt Simms pass complete short middle to Chris Ivory for 12 yards (tackle by Reshad Jones),1.740,2.460
4,4:59,1,10,MIA 47,23,3,Matt Simms pass complete short right to Kellen Winslow for 5 yards (tackle by Olivier Vernon),2.460,2.590
4,4:54,2,5,MIA 42,23,3,Matt Simms pass complete short left to David Nelson for 10 yards (tackle by Nolan Carroll),2.590,3.450
4,4:28,1,10,MIA 32,23,3,Matt Simms pass complete short left to Bilal Powell for 20 yards (tackle by Reshad Jones and Philip Wheeler),3.450,4.780
4,4:19,1,10,MIA 12,23,3,Matt Simms sacked by Olivier Vernon for -8 yards,4.780,4.780
4,3:41,1,10,MIA 12,23,3,Timeout #1 by New York Jets,4.780,3.140
4,3:41,2,18,MIA 20,23,3,Matt Simms pass incomplete short left intended for David Nelson,3.140,2.480
4,3:38,3,18,MIA 20,23,3,Matt Simms pass incomplete deep right intended for David Nelson (defended by Brent Grimes),2.480,2.120
4,3:33,4,18,MIA 20,23,3,Matt Simms pass incomplete deep right intended for Stephen Hill is intercepted by Brent Grimes at MIA-0,2.120,-0.280
4,3:27,1,10,MIA 20,23,3,Mike Gillislee left tackle for 6 yards (tackle by Demario Davis and Dawan Landry),0.280,0.280
4,3:20,1,10,MIA 20,23,3,Timeout #2 by New York Jets,0.280,0.540
4,3:18,2,4,MIA 26,23,3,Mike Gillislee left tackle for 5 yards (tackle by Damon Harrison and Demario Davis),0.540,0.540
4,3:14,2,4,MIA 26,23,3,Timeout #3 by New York Jets,0.540,1.000
4,3:13,1,10,MIA 31,23,3,Mike Gillislee left end for -1 yards (tackle by Damon Harrison),1.000,0.320
4,2:29,2,11,MIA 30,23,3,"Mike Gillislee up the middle for 3 yards (tackle by David Harris and Dawan Landry). Penalty on Sheldon Richardson: Delay of Game, 5 yards",0.320,0.700
4,2:29,3,3,MIA 38,23,3,Marcus Thigpen up the middle for 1 yard (tackle by Dawan Landry and Josh Bush),0.700,-0.780
4,2:00,4,2,MIA 39,23,3,"Brandon Fields punts 53 yards, returned by Kyle Wilson for 6 yards (tackle by Austin Spitler)",-0.780,0.280
4,1:47,1,10,NYJ 14,23,3,Matt Simms pass incomplete short left intended for Stephen Hill,-0.280,-0.750
4,1:44,2,10,NYJ 14,23,3,Matt Simms pass complete short middle to Bilal Powell for 3 yards (tackle by Jelani Jenkins),-0.750,-1.040
4,1:17,3,7,NYJ 17,23,3,Matt Simms right end for 2 yards (tackle by Dion Jordan),-1.040,-2.140
4,0:43,4,5,NYJ 19,23,3,Matt Simms pass complete short left to Bilal Powell for 2 yards (tackle by Jonathan Freeny),-2.140,-4.170
4,0:36,1,10,NYJ 21,23,3,Ryan Tannehill kneels for -1 yards,4.170,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
