Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
1,8:04,4,2,OAK 32,0,3,Nick Novak 50 yard field goal good,1.300,3.000
1,7:57,,,HOU 35,0,3,"Nick Novak kicks off 60 yards, returned by Jalen Richard for 18 yards (tackle by Akeem Hunt)",0.000,-0.480
1,7:53,1,10,OAK 23,0,3,Latavius Murray middle for 1 yard (tackle by Joel Heath),0.480,0.070
1,7:10,2,9,OAK 24,0,3,Jalen Richard left end for -3 yards (tackle by Whitney Mercilus),0.070,-1.020
1,6:29,3,12,OAK 21,0,3,"Connor Cook pass incomplete short left intended for Latavius Murray is intercepted by Jadeveon Clowney at OAK-12 and returned for 3 yards. Penalty on Menelik Watson: Unnecessary Roughness, 5 yards",-1.020,-6.280
1,6:20,1,4,OAK 4,0,9,"Lamar Miller left end for 4 yards, touchdown",6.280,7.000
1,6:16,,,OAK 15,0,10,Nick Novak kicks extra point good,0.000,0.000
1,6:16,,,HOU 35,0,10,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
1,6:16,1,10,OAK 25,0,10,Connor Cook pass complete short right to Michael Crabtree for 19 yards (tackle by Johnathan Joseph),0.610,1.860
1,5:35,1,10,OAK 44,0,10,Connor Cook sacked by D.J. Reader for -6 yards,1.860,0.510
1,4:52,2,16,OAK 38,0,10,Connor Cook pass incomplete short left intended for Michael Crabtree,0.510,-0.160
1,4:48,3,16,OAK 38,0,10,Connor Cook pass incomplete deep left intended for Michael Crabtree,-0.160,-0.850
,,,,,,,"OAK challenged the incomplete pass ruling, and the play was upheld.",,
1,4:41,4,16,OAK 38,0,10,"Marquette King punts 62 yards, touchback",-0.850,-0.280
1,4:27,1,10,HOU 20,0,10,Lamar Miller left guard for 2 yards (tackle by Khalil Mack),0.280,0.000
1,3:58,2,8,HOU 22,0,10,Lamar Miller right guard for 2 yards (tackle by Bruce Irvin),0.000,-0.430
1,3:14,3,6,HOU 24,0,10,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz. Penalty on C.J. Fiedorowicz: Offensive Pass Interference (Declined),-0.430,-1.770
1,3:10,4,6,HOU 24,0,10,"Shane Lechler punts 51 yards, returned by Jalen Richard for 37 yards (tackle by Shane Lechler)",-1.770,-3.050
1,2:56,1,10,HOU 38,0,10,Latavius Murray middle for 18 yards (tackle by Quintin Demps),3.050,4.240
1,2:33,1,10,HOU 20,0,10,Latavius Murray right tackle for 6 yards (tackle by Andre Hal and Benardrick McKinney),4.240,4.640
1,2:05,2,4,HOU 14,0,10,Connor Cook pass complete short right to Clive Walford for 7 yards (tackle by Johnathan Joseph and Kareem Jackson),4.640,5.600
1,1:39,1,7,HOU 7,0,10,Latavius Murray right guard for 5 yards (tackle by Quintin Demps),5.600,5.720
1,1:06,2,2,HOU 2,6,10,"Latavius Murray right end for 2 yards, touchdown",5.720,7.000
1,1:01,,,HOU 15,7,10,Sebastian Janikowski kicks extra point good,0.000,0.000
1,1:01,,,OAK 35,7,10,"Sebastian Janikowski kicks off 62 yards, returned by Alfred Blue for 15 yards (tackle by Andre Holmes)",0.000,-0.040
1,0:57,1,10,HOU 18,7,10,"Brock Osweiler for no gain. Brock Osweiler fumbles, recovered by Brock Osweiler at HOU-16",0.040,-0.800
1,0:25,2,12,HOU 16,7,10,Alfred Blue middle for no gain (tackle by Brynden Trawick),-0.800,-1.500
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,HOU 16,7,10,Brock Osweiler pass complete short right to Will Fuller for -4 yards (tackle by Khalil Mack),-1.500,-2.490
2,14:30,4,16,HOU 12,7,10,"Shane Lechler punts 54 yards, returned by Jalen Richard for 9 yards (tackle by Corey Moore)",-2.490,-1.800
2,14:19,1,10,OAK 43,7,10,Connor Cook pass complete short middle to Michael Crabtree for 14 yards (tackle by Johnathan Joseph),1.800,2.720
2,13:55,1,10,HOU 43,7,10,Latavius Murray right guard for 1 yard (tackle by Jadeveon Clowney and Benardrick McKinney),2.720,2.310
2,13:27,2,9,HOU 42,7,10,Connor Cook pass incomplete short right intended for Michael Crabtree,2.310,1.620
2,13:23,3,9,HOU 42,7,10,Connor Cook pass incomplete short right intended for Amari Cooper (defended by Johnathan Joseph),1.620,0.460
2,13:18,4,9,HOU 42,7,10,Marquette King punts 37 yards,0.460,0.380
2,13:09,1,10,HOU 5,7,10,Brock Osweiler pass complete short right to C.J. Fiedorowicz for 18 yards (tackle by Malcolm Smith),-0.380,0.480
2,12:37,1,10,HOU 23,7,10,Lamar Miller middle for 6 yards (tackle by Darius Latham),0.480,0.740
2,12:17,2,4,HOU 29,7,10,Lamar Miller for 19 yards (tackle by Reggie Nelson),0.740,2.130
2,11:48,1,10,HOU 48,7,10,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 17 yards (tackle by Karl Joseph and Sean Smith),2.130,3.250
2,11:07,1,10,OAK 35,7,10,Lamar Miller middle for -2 yards (tackle by Malcolm Smith),3.250,2.430
2,10:25,2,12,OAK 37,7,10,Brock Osweiler pass complete short left to DeAndre Hopkins for 13 yards (tackle by Reggie Nelson),2.430,3.970
2,9:38,1,10,OAK 24,7,10,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins,3.970,3.430
2,9:33,2,10,OAK 24,7,10,Alfred Blue left guard for 4 yards (tackle by Perry Riley and Khalil Mack),3.430,3.270
2,8:52,3,6,OAK 20,7,10,Brock Osweiler pass incomplete short left intended for C.J. Fiedorowicz (defended by Malcolm Smith),3.270,2.150
2,8:48,4,6,OAK 20,7,13,Nick Novak 38 yard field goal good,2.150,3.000
2,8:43,,,HOU 35,7,13,"Nick Novak kicks off 67 yards, muffed catch by Jalen Richard, recovered by Taiwan Jones and returned for no gain",0.000,-0.740
2,8:37,1,10,OAK 27,7,13,Latavius Murray right tackle for 2 yards (tackle by Christian Covington),0.740,0.470
2,7:58,2,8,OAK 29,7,13,Connor Cook pass incomplete short middle intended for Michael Crabtree (defended by A.J. Bouye),0.470,-0.230
2,7:53,3,8,OAK 29,7,13,Connor Cook pass incomplete short right intended for Amari Cooper (defended by Johnathan Joseph),-0.230,-1.440
2,7:48,4,8,OAK 29,7,13,"Marquette King punts 56 yards, returned by Tyler Ervin for 7 yards (tackle by Taiwan Jones)",-1.440,-0.410
2,7:39,1,10,HOU 22,7,13,Lamar Miller right guard for 1 yard (tackle by Khalil Mack),0.410,0.000
2,7:04,2,9,HOU 23,7,13,Brock Osweiler pass incomplete short middle intended for DeAndre Hopkins (defended by T.J. Carrie),0.000,-0.690
2,7:00,3,9,HOU 23,7,13,"Brock Osweiler pass incomplete short right intended for Will Fuller. Penalty on David Amerson: Defensive Holding, 5 yards (no play)",-0.690,0.810
2,6:56,1,10,HOU 28,7,13,Lamar Miller left end for -7 yards (tackle by Brynden Trawick),0.810,-0.680
2,6:13,2,17,HOU 21,7,13,Brock Osweiler pass complete short right to DeAndre Hopkins for 11 yards (tackle by T.J. Carrie),-0.680,0.100
2,5:32,3,6,HOU 32,7,13,Brock Osweiler middle for 12 yards (tackle by Mario Edwards),0.100,1.860
2,4:55,1,10,HOU 44,7,13,Lamar Miller middle for 3 yards (tackle by Perry Riley),1.860,1.720
2,4:21,2,7,HOU 47,7,13,Lamar Miller middle for 3 yards (tackle by Mario Edwards),1.720,1.420
2,3:41,3,4,,7,13,Jonathan Grimes left guard for 2 yards (tackle by Perry Riley),1.420,0.070
2,3:07,4,2,OAK 48,7,13,"Shane Lechler punts 37 yards, out of bounds. Penalty on Don Jones: Illegal Shift (Offsetting), Penalty on Dexter McDonald: Defensive Holding (Offsetting) (no play)",0.070,0.070
2,2:59,4,2,OAK 48,7,13,"Shane Lechler punts 48 yards, touchback",0.070,-0.280
2,2:52,1,10,OAK 20,7,13,DeAndre Washington middle for 3 yards (tackle by Joel Heath and Whitney Mercilus),0.280,0.000
2,2:47,,,,7,13,Timeout #1 by Houston Texans,0.000,-0.140
2,2:47,2,7,OAK 23,7,13,DeAndre Washington right end for -1 yards (tackle by Brian Cushing and Whitney Mercilus),0.140,0.000
2,2:42,,,,7,13,Timeout #2 by Houston Texans,0.000,0.690
2,2:42,3,8,OAK 22,7,13,Connor Cook pass incomplete short right intended for Seth Roberts (defended by Andre Hal),-0.690,-1.900
2,2:37,4,8,OAK 22,7,13,Marquette King punts 38 yards,-1.900,-1.600
2,2:25,1,10,HOU 40,7,13,Brock Osweiler pass complete deep middle to Will Fuller for 19 yards (tackle by David Amerson),1.600,2.850
2,2:00,1,10,OAK 41,7,13,Brock Osweiler pass complete deep right to DeAndre Hopkins for 38 yards,2.850,0.000
2,1:54,,,,7,13,Timeout #2 by Oakland Raiders,0.000,-6.510
2,1:54,1,3,OAK 3,7,13,Lamar Miller middle for 1 yard (tackle by Khalil Mack),6.510,5.720
2,1:24,2,2,OAK 2,7,19,"Brock Osweiler pass complete short left to DeAndre Hopkins for 2 yards, touchdown",5.720,7.000
2,1:20,,,OAK 15,7,20,Nick Novak kicks extra point good,0.000,0.000
2,1:20,,,HOU 35,7,20,"Nick Novak kicks off 62 yards, returned by Jalen Richard for 20 yards (tackle by Brian Peters)",0.000,-0.480
2,1:15,1,10,OAK 23,7,20,Connor Cook pass incomplete short right intended for Latavius Murray,0.480,-0.070
2,1:12,2,10,OAK 23,7,20,Latavius Murray middle for -6 yards (tackle by Antonio Smith),-0.070,0.000
2,1:07,,,,7,20,Timeout #3 by Houston Texans,0.000,1.760
2,1:07,3,16,OAK 17,7,20,Latavius Murray middle for 11 yards (tackle by Kareem Jackson),-1.760,0.000
2,0:50,,,,7,20,Timeout #3 by Oakland Raiders,0.000,1.500
2,0:50,4,5,OAK 28,7,20,"Marquette King punts 53 yards, returned by Tyler Ervin for 16 yards (tackle by DeAndre Washington)",-1.500,-1.270
2,0:42,1,10,HOU 35,7,20,"Brock Osweiler sacked by Darius Latham for 0 yards. Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",1.270,0.610
2,0:34,1,20,HOU 25,7,20,Brock Osweiler kneels for -1 yards,0.610,-0.760
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,7,20,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,OAK 25,7,20,Latavius Murray middle for -2 yards (tackle by Brian Cushing),0.610,-0.210
3,14:18,2,12,OAK 23,7,20,"Connor Cook pass incomplete deep middle intended for Seth Roberts. Penalty on Kareem Jackson: Illegal Contact, 5 yards (no play)",-0.210,0.810
3,14:12,1,10,OAK 28,7,20,Connor Cook pass incomplete deep right intended for Seth Roberts,0.810,0.260
3,14:09,2,10,OAK 28,7,20,"Penalty on Clive Walford: False Start, 5 yards (no play)",0.260,-0.410
3,14:09,2,15,OAK 23,7,20,Connor Cook sacked by Whitney Mercilus for -6 yards,-0.410,-2.190
3,13:22,3,21,OAK 17,7,20,Connor Cook pass complete short middle to Latavius Murray for 12 yards (tackle by Benardrick McKinney and Kareem Jackson),-2.190,-1.440
3,12:43,4,9,OAK 29,7,20,"Marquette King punts 43 yards, muffed catch by Tyler Ervin, recovered by Tyler Ervin and returned for no gain. Penalty on Akeem Dent: Offensive Holding, 10 yards",-1.440,-0.280
3,12:35,1,10,HOU 20,7,20,Lamar Miller left tackle for 2 yards (tackle by Stacy McGee),0.280,0.000
3,11:56,2,8,HOU 22,7,20,Lamar Miller left tackle for 2 yards (tackle by Dan Williams),0.000,-0.430
3,11:16,3,6,HOU 24,7,20,Brock Osweiler pass incomplete short right intended for Stephen Anderson,-0.430,-1.770
3,11:12,4,6,HOU 24,7,20,"Shane Lechler punts 42 yards, returned by Jalen Richard for 17 yards (tackle by Stephen Anderson)",-1.770,-2.320
3,11:01,1,10,HOU 49,7,20,Connor Cook pass complete short right to Jalen Richard for 5 yards (tackle by Benardrick McKinney),2.320,2.460
3,10:26,2,5,HOU 44,7,20,Jalen Richard middle for 2 yards (tackle by Brian Cushing),2.460,2.020
3,9:46,3,3,HOU 42,7,20,Connor Cook sacked by Whitney Mercilus for -10 yards,2.020,-0.190
3,9:04,4,13,OAK 48,7,20,"Marquette King punts 41 yards, fair catch by Tyler Ervin",-0.190,0.370
3,8:57,1,10,HOU 11,7,20,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins (defended by Sean Smith),-0.370,-0.780
3,8:54,2,10,HOU 11,7,20,Lamar Miller left tackle for -1 yards (tackle by Denico Autry),-0.780,-1.540
3,8:23,3,11,HOU 10,7,20,Brock Osweiler pass incomplete deep right intended for Will Fuller,-1.540,-2.490
3,8:18,4,11,HOU 10,7,20,"Shane Lechler punts 56 yards, returned by Jalen Richard for 4 yards (tackle by Brian Peters)",-2.490,-1.470
3,8:07,1,10,OAK 38,7,20,Latavius Murray middle for no gain (tackle by Whitney Mercilus),1.470,0.920
3,7:34,2,10,OAK 38,7,20,Connor Cook pass incomplete short middle intended for Michael Crabtree,0.920,0.230
3,7:30,3,10,OAK 38,7,20,Connor Cook pass incomplete deep left intended for Amari Cooper (defended by A.J. Bouye),0.230,-0.850
3,7:25,4,10,OAK 38,7,20,"Marquette King punts 40 yards, out of bounds",-0.850,-0.410
3,7:19,1,10,HOU 22,7,20,"Brock Osweiler pass incomplete short right intended for Akeem Hunt. Penalty on Karl Joseph: Defensive Holding, 5 yards (no play)",0.410,0.740
3,7:12,1,10,HOU 27,7,20,Lamar Miller right tackle for 6 yards (tackle by Perry Riley and Justin Ellis),0.740,1.010
3,6:39,2,4,HOU 33,7,20,Lamar Miller middle for 3 yards (tackle by Stacy McGee),1.010,0.700
3,6:01,3,1,HOU 36,7,20,Jay Prosch left guard for 1 yard (tackle by Justin Ellis and Perry Riley),0.700,1.400
3,5:18,1,10,HOU 37,7,20,Lamar Miller left tackle for 3 yards (tackle by Cory James),1.400,1.260
3,4:43,2,7,HOU 40,7,20,Lamar Miller left guard for 3 yards (tackle by Denico Autry and Brynden Trawick),1.260,0.960
3,4:00,3,4,HOU 43,7,20,Brock Osweiler pass complete short middle to Will Fuller for 3 yards (tackle by Sean Smith),0.960,-0.320
3,3:27,4,1,HOU 46,7,20,"Shane Lechler punts 45 yards, returned by T.J. Carrie for 2 yards (tackle by Don Jones)",-0.320,0.370
3,3:18,1,10,OAK 11,7,20,Amari Cooper right end for no gain (tackle by Johnathan Joseph),-0.370,-0.780
3,2:50,2,10,OAK 11,7,20,DeAndre Washington right tackle for 14 yards (tackle by Johnathan Joseph),-0.780,0.610
3,2:20,1,10,OAK 25,7,20,DeAndre Washington middle for no gain (tackle by Whitney Mercilus and Andre Hal),0.610,0.060
3,1:37,2,10,OAK 25,7,20,Connor Cook pass incomplete short right intended for DeAndre Washington,0.060,-0.620
3,1:33,3,10,OAK 25,7,20,"Connor Cook pass complete short left to Michael Crabtree for 10 yards (tackle by A.J. Bouye). Penalty on Michael Crabtree: Offensive Pass Interference, 11 yards (no play)",-0.620,-2.550
3,1:09,3,21,OAK 14,7,20,"Penalty on Michael Crabtree: False Start, 5 yards (no play)",-2.550,-3.290
3,0:45,3,26,OAK 9,7,20,Connor Cook pass incomplete short middle intended for Seth Roberts,-3.290,-2.490
3,0:42,4,26,OAK 9,7,20,"Marquette King punts 48 yards, returned by Tyler Ervin for 57 yards. Penalty on Whitney Mercilus: Running Into the Kicker, 5 yards (no play)",-2.490,-2.470
3,0:28,4,21,OAK 14,7,20,"Marquette King punts 56 yards, muffed catch by Tyler Ervin, recovered by Eddie Pleasant and returned for no gain",-2.470,-2.060
3,0:17,1,10,HOU 47,7,20,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins,2.060,1.520
3,0:10,2,10,HOU 47,7,20,Jonathan Grimes middle for 12 yards (tackle by Khalil Mack),1.520,2.850
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 41,7,20,Lamar Miller left tackle for 1 yard (tackle by Khalil Mack and Dan Williams),2.850,2.440
4,14:27,2,9,OAK 40,7,20,Brock Osweiler pass complete short left to Will Fuller for 19 yards (tackle by Reggie Nelson),2.440,4.170
4,13:48,1,10,OAK 21,7,20,Lamar Miller middle for 3 yards (tackle by Karl Joseph),4.170,4.040
4,13:14,2,7,OAK 18,7,20,"Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins. Penalty on David Amerson: Defensive Pass Interference, 17 yards (no play)",4.040,6.970
4,13:09,1,1,OAK 1,7,20,Lamar Miller left tackle for no gain (tackle by Daren Bates and Bruce Irvin),6.970,5.910
4,12:34,2,1,OAK 1,7,26,"Brock Osweiler right end for 1 yard, touchdown",5.910,7.000
4,12:28,,,OAK 15,7,27,Nick Novak kicks extra point good,0.000,0.000
4,12:28,,,HOU 35,7,27,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
4,12:28,1,10,OAK 25,7,27,Connor Cook pass incomplete short left intended for Amari Cooper (defended by A.J. Bouye),0.610,0.060
4,12:25,2,10,OAK 25,7,27,Connor Cook pass incomplete deep right intended for Amari Cooper (defended by Johnathan Joseph),0.060,-0.620
4,12:19,3,10,OAK 25,7,27,Connor Cook pass complete short middle to Mychal Rivera for 10 yards (tackle by Eddie Pleasant and Brian Cushing),-0.620,1.270
4,11:49,1,10,OAK 35,7,27,Connor Cook pass incomplete short right intended for Seth Roberts (defended by Robert Nelson),1.270,0.720
4,11:46,2,10,OAK 35,7,27,Connor Cook pass complete short left to Jalen Richard for 3 yards (tackle by Benardrick McKinney),0.720,0.430
4,11:00,3,7,OAK 38,7,27,Connor Cook pass complete deep middle to Andre Holmes for 20 yards (tackle by Andre Hal),0.430,2.790
4,10:30,1,10,HOU 42,7,27,Jamize Olawale left tackle for 6 yards (tackle by Andre Hal),2.790,3.050
4,10:04,2,4,HOU 36,7,27,Connor Cook pass complete short right to Andre Holmes for 9 yards (tackle by Johnathan Joseph),3.050,3.780
4,9:37,1,10,HOU 27,7,27,"Connor Cook pass complete short right to Mychal Rivera for 19 yards (tackle by Andre Hal and Corey Moore). Penalty on Mychal Rivera: Offensive Pass Interference, 10 yards (no play)",3.780,3.120
4,9:06,1,20,HOU 37,7,27,Connor Cook pass incomplete deep middle intended for Johnny Holton (defended by Corey Moore),3.120,1.880
4,9:01,2,20,HOU 37,7,27,Jalen Richard left end for 4 yards (tackle by Robert Nelson),1.880,1.750
4,8:22,3,16,HOU 33,7,27,"Connor Cook pass incomplete deep right intended for Andre Holmes. Penalty on Johnathan Joseph: Defensive Pass Interference, 25 yards (no play)",1.750,5.370
4,8:14,1,8,HOU 8,13,27,"Connor Cook pass complete short middle to Andre Holmes for 8 yards, touchdown",5.370,7.000
4,8:10,,,HOU 15,14,27,Sebastian Janikowski kicks extra point good,0.000,0.000
4,8:10,,,OAK 35,14,27,"Sebastian Janikowski kicks off 53 yards, returned by Tyler Ervin for 14 yards (tackle by Cory James)",0.000,-0.670
4,8:06,1,10,HOU 26,14,27,Lamar Miller right tackle for 1 yard (tackle by Khalil Mack),0.670,0.270
4,7:24,2,9,HOU 27,14,27,Lamar Miller left end for no gain (tackle by Khalil Mack),0.270,-0.430
4,6:39,3,9,HOU 27,14,27,Brock Osweiler pass incomplete deep middle intended for Keith Mumphery (defended by Denico Autry),-0.430,-1.570
4,6:34,4,9,HOU 27,14,27,"Shane Lechler punts 55 yards, returned by Jalen Richard for 1 yard (tackle by Don Jones)",-1.570,-0.150
4,6:27,1,10,OAK 19,14,27,Connor Cook pass complete short right to Amari Cooper for 9 yards (tackle by Johnathan Joseph),0.150,0.880
4,5:51,2,1,OAK 28,14,27,Connor Cook pass complete short right to Clive Walford for 9 yards (tackle by Robert Nelson),0.880,1.400
4,5:20,1,10,OAK 37,14,27,Connor Cook pass complete short right to Andre Holmes for 13 yards (tackle by Johnathan Joseph),1.400,2.260
4,4:50,1,10,,14,27,Connor Cook pass incomplete short left intended for Latavius Murray,2.260,1.710
4,4:45,2,10,,14,27,Connor Cook pass incomplete short right intended for Amari Cooper,1.710,1.030
4,4:40,3,10,,14,27,Connor Cook pass incomplete deep middle intended for Amari Cooper is intercepted by Corey Moore at HOU-26 and returned for 20 yards,1.030,-1.990
4,4:32,1,10,HOU 46,14,27,"Penalty on Greg Mancz: False Start, 5 yards (no play)",1.990,1.660
4,4:32,1,15,HOU 41,14,27,Lamar Miller left tackle for 2 yards (tackle by Dan Williams and Cory James),1.660,1.050
4,3:55,2,13,HOU 43,14,27,Lamar Miller left tackle for 4 yards (tackle by Reggie Nelson),1.050,0.000
4,3:50,,,,14,27,Timeout #1 by Oakland Raiders,0.000,-0.890
4,3:50,3,9,HOU 47,14,27,Jonathan Grimes middle for 10 yards (tackle by Cory James),0.890,2.720
4,3:08,1,10,OAK 43,14,27,Lamar Miller left guard for 2 yards (tackle by Bruce Irvin),2.720,0.000
4,3:04,,,,14,27,Timeout #2 by Oakland Raiders,0.000,-2.450
4,3:04,2,8,OAK 41,14,27,Lamar Miller left tackle for no gain (tackle by Denico Autry),2.450,0.000
4,2:59,,,,14,27,Timeout #3 by Oakland Raiders,0.000,-1.750
4,2:59,3,8,OAK 41,14,27,Jonathan Grimes right tackle for 6 yards (tackle by Jamize Olawale and Khalil Mack),1.750,0.990
4,2:59,4,2,OAK 35,14,27,"Penalty on Brock Osweiler: Delay of Game, 5 yards (no play)",0.990,0.590
4,2:12,4,7,OAK 40,14,27,"Shane Lechler punts 33 yards, fair catch by Jalen Richard",0.590,0.380
4,2:06,1,10,OAK 7,14,27,Connor Cook pass complete short left to Seth Roberts for 1 yard (tackle by Robert Nelson and A.J. Bouye),-0.380,-0.710
4,1:59,2,9,OAK 8,14,27,Connor Cook pass complete short right to Mychal Rivera for 4 yards (tackle by Johnathan Joseph and Benardrick McKinney),-0.710,-0.840
4,1:33,3,5,OAK 12,14,27,Connor Cook pass incomplete deep left intended for Amari Cooper,-0.840,-2.490
4,1:27,4,5,OAK 12,14,27,Connor Cook pass complete short middle to Mychal Rivera for 6 yards (tackle by Eddie Pleasant and Andre Hal),-2.490,0.040
4,1:02,1,10,OAK 18,14,27,Connor Cook pass complete short right to Mychal Rivera for 11 yards (tackle by Johnathan Joseph and Benardrick McKinney),0.040,0.870
4,0:37,1,10,OAK 29,14,27,Connor Cook pass incomplete short middle intended for Mychal Rivera,0.870,0.330
4,0:32,2,10,OAK 29,14,27,Connor Cook pass incomplete deep left intended for Seth Roberts,0.330,-0.360
4,0:27,3,10,OAK 29,14,27,Connor Cook pass incomplete deep middle intended for Johnny Holton,-0.360,-1.440
4,0:23,4,10,OAK 29,14,27,Connor Cook pass incomplete short left intended for Andre Holmes is intercepted by A.J. Bouye at OAK-44 and returned for 6 yards,-1.440,-3.050
4,0:15,1,10,OAK 38,14,27,Brock Osweiler kneels for -1 yards,3.050,2.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
