Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Cody Whitehair,G,56,100%,0,0%,3,10%
Rashaad Coward,T,56,100%,0,0%,3,10%
James Daniels,C,56,100%,0,0%,3,10%
Bobby Massie,T,56,100%,0,0%,3,10%
Mitchell Trubisky,QB,56,100%,0,0%,0,0%
Charles Leno Jr.,T,55,98%,0,0%,3,10%
Allen Robinson,WR,54,96%,0,0%,0,0%
Taylor Gabriel,WR,48,86%,0,0%,0,0%
David Montgomery,RB,34,61%,0,0%,0,0%
Anthony Miller,WR,32,57%,0,0%,4,13%
Tarik Cohen,RB,29,52%,0,0%,6,20%
Trey Burton,TE,20,36%,0,0%,4,13%
J.P. Holtz,TE,19,34%,0,0%,7,23%
Cordarrelle Patterson,WR,14,25%,0,0%,16,53%
Cornelius Lucas,T,14,25%,0,0%,3,10%
Ben Braunecker,TE,12,21%,0,0%,20,67%
Javon Wims,WR,5,9%,0,0%,0,0%
Kyle Fuller,CB,0,0%,82,100%,6,20%
Eddie Jackson,FS,0,0%,82,100%,4,13%
Ha Ha Clinton-Dix,SS,0,0%,82,100%,1,3%
Prince Amukamara,CB,0,0%,81,99%,5,17%
Roquan Smith,LB,0,0%,73,89%,9,30%
Khalil Mack,LB,0,0%,72,88%,4,13%
Leonard Floyd,LB,0,0%,72,88%,3,10%
Nick Kwiatkoski,LB,0,0%,64,78%,22,74%
Buster Skrine,CB,0,0%,64,78%,7,23%
Roy Robertson-Harris,DT,0,0%,50,61%,10,33%
Nick Williams,DT,0,0%,35,43%,5,17%
Eddie Goldman,NT,0,0%,29,35%,0,0%
Bilal Nichols,DT,0,0%,28,34%,3,10%
Aaron Lynch,LB,0,0%,22,27%,1,3%
Brent Urban,DE,0,0%,21,26%,4,13%
Danny Trevathan,LB,0,0%,17,21%,0,0%
James Vaughters,LB,0,0%,13,16%,8,27%
Sherrick McManis,FS,0,0%,6,7%,23,77%
Kevin Pierre-Louis,LB,0,0%,3,4%,23,77%
Deon Bush,SS,0,0%,2,2%,14,47%
Joel Iyiegbuniwe,LB,0,0%,1,1%,23,77%
Kevin Toliver,CB,0,0%,1,1%,3,10%
DeAndre Houston-Carson,FS,0,0%,0,0%,23,77%
Ryan Nall,RB,0,0%,0,0%,19,64%
Patrick Scales,LS,0,0%,0,0%,12,40%
Pat O'Donnell,P,0,0%,0,0%,12,40%
Eddy Pineiro,K,0,0%,0,0%,7,23%
Ted Larsen,G,0,0%,0,0%,3,10%
