Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Lions to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Eddy Pineiro kicks off 60 yards, returned by Jamal Agnew for 19 yards (tackle by Kevin Pierre-Louis)",0.000,0.540
1,14:54,1,10,DET 24,0,0,Ty Johnson right tackle for 10 yards (tackle by Kyle Fuller and Roquan Smith),0.540,1.200
1,14:23,1,10,DET 34,0,0,Jeff Driskel pass complete short left to Danny Amendola for 11 yards (tackle by Danny Trevathan),1.200,1.930
1,13:47,1,10,DET 45,0,0,Jeff Driskel pass complete short right to Kenny Golladay for 7 yards (tackle by Buster Skrine),1.930,2.330
1,13:20,2,3,CHI 48,0,0,Ty Johnson right guard for 2 yards (tackle by Kyle Fuller),2.330,1.880
1,12:41,,,,,,Timeout #1 by Detroit Lions,,
1,12:41,3,1,CHI 46,0,0,Paul Perkins right tackle for 2 yards (tackle by Danny Trevathan and Roquan Smith),1.880,2.650
1,12:06,1,10,CHI 44,0,0,Paul Perkins right guard for 1 yard (tackle by Danny Trevathan),2.650,2.250
1,11:28,2,9,CHI 43,0,0,Ty Johnson right end for 1 yard (tackle by Roquan Smith),2.250,1.690
1,10:57,3,8,CHI 42,0,0,Jeff Driskel pass complete deep left to Marvin Jones for 22 yards (tackle by Eddie Jackson),1.690,4.240
1,10:33,1,10,CHI 20,0,0,Jeff Driskel pass complete short left to Logan Thomas for 10 yards (tackle by Buster Skrine),4.240,4.910
1,9:58,1,10,CHI 10,0,0,Ty Johnson left guard for no gain (tackle by Nick Williams and Eddie Goldman),4.910,4.190
1,9:20,2,10,CHI 10,0,0,Jeff Driskel pass complete short left to Danny Amendola for 6 yards (tackle by Ha Ha Clinton-Dix),4.190,4.490
1,8:49,3,4,CHI 4,0,0,Jeff Driskel pass incomplete short left intended for Kenny Golladay,4.490,3.030
1,8:45,4,4,CHI 4,3,0,Matt Prater 22 yard field goal good,3.030,3.000
1,8:42,,,DET 35,3,0,"Matt Prater kicks off 65 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Steve Longa)",0.000,0.480
1,8:35,1,10,CHI 23,3,0,David Montgomery left tackle for 5 yards (tackle by Trey Flowers),0.480,0.610
