Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss, Panthers to receive the opening kickoff.",,
1,15:00,,,ATL 30,0,0,"Jay Feely kicks off 59 yards, returned by Nathan Black for 15 yards (tackle by Alge Crumpler)",0.000,0.670
1,14:57,1,10,CAR 26,0,0,Lamar Smith left guard for no gain (tackle by Gerald McBurrows),0.670,0.130
1,14:16,2,10,CAR 26,0,0,Lamar Smith left tackle for 2 yards (tackle by Matt Stewart),0.130,-0.300
1,13:30,3,8,CAR 28,0,0,Lamar Smith right guard for 2 yards (tackle by Keith Brooking),-0.300,-1.370
1,12:55,4,6,CAR 30,0,0,"Todd Sauerbrun punts 49 yards, returned by Allen Rossum for 30 yards (tackle by Todd Sauerbrun). Penalty on Quentin McCord: Offensive Holding, 10 yards",-1.370,0.350
1,12:41,1,10,ATL 12,0,0,Warrick Dunn right tackle for no gain (tackle by Dan Morgan),-0.350,-0.780
1,12:04,2,10,ATL 12,0,0,Michael Vick pass complete to Brian Finneran for 35 yards (tackle by Reggie Howard),-0.780,2.060
1,11:20,1,10,ATL 47,0,0,Warrick Dunn left end for 1 yard (tackle by Mike Minter),2.060,1.650
1,10:41,2,9,ATL 48,0,0,Michael Vick pass complete to Alge Crumpler for 5 yards (tackle by Reggie Howard),1.650,1.620
1,10:00,3,4,CAR 47,0,0,Michael Vick pass complete to Warrick Dunn for 9 yards (tackle by Mark Fields),1.620,3.050
1,9:35,1,10,CAR 38,0,0,Warrick Dunn right guard for 3 yards (tackle by Mike Minter),3.050,2.910
1,8:51,2,7,CAR 35,0,0,Michael Vick pass complete to Alge Crumpler for 16 yards (tackle by Hannibal Navies). Penalty on Kris Jenkins: Defensive Offside (Declined),2.910,4.310
1,8:38,1,10,CAR 19,0,0,Warrick Dunn right end for -2 yards (tackle by Dan Morgan),4.310,3.490
1,8:00,2,12,CAR 21,0,0,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Mike Minter),3.490,3.580
1,7:19,3,6,CAR 15,0,0,Michael Vick for 5 yards (tackle by Kris Jenkins),3.580,2.910
1,6:41,4,1,CAR 10,0,0,"Jay Feely 28 yard field goal no good, blocked by Shane Burton",2.910,0.140
