Quarter,Time,Tm,Detail,ATL,CAR
1.0,2:54,Falcons,Keion Carpenter 41 yard interception return (Jay Feely kick),7,0
,0:27,Falcons,Warrick Dunn 31 yard pass from Michael Vick (Jay Feely kick),14,0
2.0,8:47,Falcons,Warrick Dunn 5 yard rush (Jay Feely kick),21,0
,1:13,Falcons,T.J. Duckett 1 yard rush (Jay Feely kick),28,0
3.0,4:42,Falcons,Alge Crumpler 4 yard pass from Michael Vick (Jay Feely kick),35,0
,0:15,Falcons,Trevor Gaylor 5 yard pass from Doug Johnson (Jay Feely kick failed),41,0
