Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
1,10:26,1,10,MIN 10,0,0,"Ben Tate right tackle for 2 yards (tackle by Andre Fluellen). Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",-0.380,0.080
1,10:01,1,5,MIN 15,0,0,Teddy Bridgewater pass complete deep middle to Kyle Rudolph for 21 yards (tackle by Tahir Whitehead),0.080,1.330
1,9:21,1,10,MIN 36,0,0,Ben Tate up the middle for no gain (tackle by Darryl Tapp and Ndamukong Suh),1.330,0.790
1,8:45,2,10,MIN 36,0,0,Teddy Bridgewater sacked by George Johnson for -11 yards,0.790,-1.350
1,8:00,3,21,MIN 25,0,0,Ben Tate right tackle for 3 yards (tackle by Jason Jones and George Johnson),-1.350,-1.500
1,7:30,4,18,MIN 28,0,0,"Jeff Locke punts 54 yards, returned by Jeremy Ross for 14 yards (tackle by Adam Thielen)",-1.500,-1.070
1,7:17,1,10,DET 32,0,0,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.070,0.530
1,7:08,2,10,DET 32,0,0,"Matthew Stafford pass complete short left to Golden Tate for 1 yard (tackle by Gerald Hodges). Penalty on Jeremy Ross: Offensive Holding, 10 yards",0.530,-0.690
1,6:46,2,19,DET 23,0,0,Matthew Stafford pass complete short left to Joique Bell for 4 yards (tackle by Gerald Hodges),-0.690,-0.820
1,6:08,3,15,DET 27,0,0,Matthew Stafford pass complete short left to Reggie Bush for 10 yards (tackle by Andrew Sendejo and Gerald Hodges),-0.820,-0.910
1,5:34,4,5,DET 37,0,0,"Sam Martin punts 47 yards, fair catch by Marcus Sherels",-0.910,0.140
1,5:25,1,10,MIN 16,0,0,Teddy Bridgewater pass complete short left to Charles Johnson for 20 yards (tackle by Rashean Mathis),-0.140,1.330
1,4:52,1,10,MIN 36,0,0,Teddy Bridgewater pass complete short right to Charles Johnson for 5 yards (tackle by Darius Slay and DeAndre Levy),1.330,1.470
1,4:08,2,5,MIN 41,0,0,Teddy Bridgewater pass complete short right to Matt Asiata for 8 yards (tackle by Darryl Tapp),1.470,2.190
1,3:26,1,10,MIN 49,0,0,Teddy Bridgewater pass complete short left to Kyle Rudolph for 4 yards (tackle by Rashean Mathis),2.190,2.190
1,2:47,2,6,DET 47,0,0,Matt Asiata left end for 9 yards (tackle by James Ihedigbo and C.J. Mosley),2.190,3.050
1,2:05,1,10,DET 38,0,0,Teddy Bridgewater pass complete deep right to Greg Jennings for 26 yards,3.050,4.780
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
1,1:49,1,10,DET 12,0,0,Teddy Bridgewater pass complete short right to Chase Ford for 7 yards (tackle by Ashlee Palmer),4.780,5.410
1,1:08,2,3,DET 5,0,0,Matt Asiata up the middle for 3 yards (tackle by Josh Bynes),5.410,6.740
1,0:25,1,2,DET 2,0,0,Teddy Bridgewater pass incomplete short right intended for Jerome Felton,6.740,5.720
1,0:20,2,2,DET 2,6,0,"Matt Asiata left tackle for 2 yards, touchdown",5.720,7.000
1,0:20,,,DET 2,7,0,Blair Walsh kicks extra point good,0.000,0.000
1,0:20,,,MIN 35,7,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
1,0:16,1,10,DET 20,7,0,"Matthew Stafford pass complete short left to Joique Bell for 29 yards (tackle by Harrison Smith). Penalty on Brandon Pettigrew: Offensive Holding, 10 yards (no play)",0.280,-0.760
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,DET 10,7,0,Matthew Stafford pass incomplete short right intended for Eric Ebron (defended by Gerald Hodges),-0.760,-1.510
2,14:57,2,20,DET 10,7,0,"Penalty on Eric Ebron: False Start, 5 yards (no play)",-1.510,-1.880
2,14:57,2,25,DET 5,7,0,Matthew Stafford pass complete short left to Joique Bell for 17 yards (tackle by Chad Greenway),-1.880,-0.690
2,14:12,3,8,DET 22,7,0,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,-0.690,-1.900
2,14:06,4,8,DET 22,7,0,"Sam Martin punts 53 yards, fair catch by Marcus Sherels",-1.900,-0.610
2,13:58,1,10,MIN 25,7,0,Joe Banyard left tackle for 4 yards (tackle by Tahir Whitehead),0.610,0.600
2,13:20,2,6,MIN 29,7,0,Teddy Bridgewater pass complete short middle to Charles Johnson for 40 yards (tackle by Glover Quin),0.600,3.510
2,12:45,1,10,DET 31,7,0,Teddy Bridgewater pass complete short left to Kyle Rudolph for 7 yards (tackle by DeAndre Levy and Jason Jones),3.510,3.910
2,12:07,2,3,DET 24,7,0,Teddy Bridgewater right end for 5 yards (tackle by Devin Taylor),3.910,4.310
2,11:32,1,10,DET 19,7,0,Matt Asiata left tackle for 2 yards (tackle by DeAndre Levy),4.310,4.030
2,10:51,2,8,DET 17,7,0,Teddy Bridgewater pass complete short right to Greg Jennings for 9 yards (tackle by Tahir Whitehead),4.030,5.370
2,10:11,1,8,DET 8,13,0,"Teddy Bridgewater pass complete short right to Greg Jennings for 8 yards, touchdown",5.370,7.000
2,10:11,,,DET 2,14,0,Blair Walsh kicks extra point good,0.000,0.000
2,10:11,,,MIN 35,14,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,10:05,1,10,DET 20,14,0,Reggie Bush up the middle for 5 yards (tackle by Jasper Brinkley),0.280,0.410
2,9:32,2,5,DET 25,14,0,Joique Bell left tackle for 6 yards (tackle by Andrew Sendejo),0.410,1.000
2,8:54,1,10,DET 31,14,0,Matthew Stafford pass complete short left to Calvin Johnson for 4 yards (tackle by Gerald Hodges),1.000,1.000
2,8:19,2,6,DET 35,14,0,Golden Tate left end for -1 yards (tackle by Xavier Rhodes),1.000,0.170
2,7:36,3,7,DET 34,14,0,Matthew Stafford pass incomplete deep right intended for Corey Fuller (defended by Josh Robinson),0.170,-1.110
2,7:29,4,7,DET 34,14,0,"Sam Martin punts 37 yards, fair catch by Marcus Sherels",-1.110,-0.870
2,7:21,1,10,MIN 29,14,0,Teddy Bridgewater pass complete short left to Jarius Wright for 5 yards (tackle by DeAndre Levy),0.870,1.000
2,6:38,2,5,MIN 34,14,0,Teddy Bridgewater pass complete short right to Jarius Wright for 16 yards (tackle by Glover Quin),1.000,2.260
2,6:08,1,10,,14,0,Ben Tate up the middle for 4 yards (tackle by C.J. Mosley),2.260,2.250
2,5:26,2,6,DET 46,14,0,Teddy Bridgewater sacked by Devin Taylor for -2 yards,2.250,1.290
2,4:40,3,8,DET 48,14,0,Teddy Bridgewater pass incomplete short right intended for Charles Johnson is intercepted by Glover Quin at DET-33 and returned for 56 yards,1.290,-4.840
2,4:27,1,10,MIN 11,14,0,Joique Bell up the middle for 4 yards (tackle by Chad Greenway and Jasper Brinkley),4.840,4.890
2,3:48,2,6,MIN 7,14,6,"Matthew Stafford pass complete short left to Golden Tate for 7 yards, touchdown",4.890,7.000
2,3:48,,,MIN 2,14,7,Matt Prater kicks extra point good,0.000,0.000
2,3:48,,,DET 35,14,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,3:42,1,10,MIN 20,14,7,Matt Asiata left tackle for 4 yards (tackle by Josh Bynes),0.280,0.270
2,3:06,2,6,MIN 24,14,7,Teddy Bridgewater pass incomplete short right intended for Greg Jennings is intercepted by Darius Slay at MIN-34 and returned for 2 yards,0.270,-3.450
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,3:00,1,10,MIN 32,14,7,Joique Bell right tackle for -1 yards (tackle by Jasper Brinkley),3.450,2.770
2,2:24,2,11,MIN 33,14,7,Matthew Stafford pass complete short right to Golden Tate for 9 yards (tackle by Antone Exum),2.770,3.270
2,2:00,3,2,MIN 24,14,7,Matthew Stafford pass complete short right to Golden Tate for 5 yards (tackle by Josh Robinson),3.270,4.310
2,1:25,1,10,MIN 19,14,7,Golden Tate left end for 6 yards (tackle by Antone Exum),4.310,4.720
2,0:58,2,4,MIN 13,14,7,Matthew Stafford pass incomplete short middle intended for Joique Bell (defended by Gerald Hodges),4.720,3.960
2,0:49,3,4,MIN 13,14,7,Matthew Stafford left end for 2 yards (tackle by Brian Robison),3.960,3.960
2,0:04,3,4,MIN 13,14,7,Timeout #2 by Detroit Lions,3.960,2.820
2,0:04,4,2,MIN 11,14,10,Matt Prater 29 yard field goal good,2.820,3.000
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,MIN 20,14,10,Matt Asiata up the middle for 6 yards (tackle by DeAndre Levy),0.280,0.540
3,14:32,2,4,MIN 26,14,10,Teddy Bridgewater pass complete short left to Matt Asiata for 3 yards (tackle by DeAndre Levy),0.540,0.230
3,13:52,3,1,MIN 29,14,10,Matt Asiata right tackle for 2 yards (tackle by DeAndre Levy),0.230,1.000
3,13:19,1,10,MIN 31,14,10,Matt Asiata left tackle for 2 yards (tackle by C.J. Mosley),1.000,0.730
3,12:44,2,8,MIN 33,14,10,Teddy Bridgewater pass complete short left to Rhett Ellison for -1 yards (tackle by DeAndre Levy),0.730,-0.100
3,11:53,3,9,MIN 32,14,10,Teddy Bridgewater pass complete short left to Matt Asiata for 7 yards (tackle by Rashean Mathis and Ndamukong Suh),-0.100,-0.780
3,11:17,4,2,MIN 39,14,10,"Jeff Locke punts 47 yards, returned by Jeremy Ross for no gain",-0.780,0.280
3,11:04,1,10,DET 14,14,10,Matthew Stafford pass incomplete short left intended for Joique Bell,-0.280,-0.750
3,10:59,2,10,DET 14,14,10,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Andrew Sendejo),-0.750,1.070
3,10:20,1,10,DET 32,14,10,Reggie Bush left tackle for no gain (tackle by Everson Griffen and Linval Joseph),1.070,0.530
3,9:38,2,10,DET 32,14,10,Joique Bell right tackle for 7 yards (tackle by Gerald Hodges),0.530,0.760
3,8:58,3,3,DET 39,14,10,Matthew Stafford pass complete short right to Joique Bell for 17 yards (tackle by Justin Trattou),0.760,2.650
3,8:13,1,10,MIN 44,14,10,Joique Bell left end for 1 yard (tackle by Chad Greenway),2.650,2.250
3,7:35,2,9,MIN 43,14,10,Matthew Stafford pass complete short left to Golden Tate for 14 yards (tackle by Harrison Smith),2.250,3.640
3,6:58,1,10,MIN 29,14,10,Joique Bell left end for 2 yards (tackle by Gerald Hodges),3.640,3.370
3,6:16,2,8,MIN 27,14,10,Matthew Stafford pass complete short right to Calvin Johnson for 8 yards (tackle by Xavier Rhodes),3.370,4.310
3,5:35,1,10,MIN 19,14,10,Joique Bell right tackle for 3 yards (tackle by Gerald Hodges),4.310,4.180
3,4:59,2,7,MIN 16,14,10,Matthew Stafford pass complete short right to Joique Bell for 3 yards (tackle by Chad Greenway and Gerald Hodges),4.180,3.960
3,4:29,3,4,MIN 13,14,10,Matthew Stafford pass complete short left to Golden Tate for 1 yard (tackle by Andrew Sendejo),3.960,2.730
3,3:50,4,3,MIN 12,14,13,Matt Prater 30 yard field goal good,2.730,3.000
3,3:50,,,DET 35,14,13,"Sam Martin kicks off 71 yards, returned by Cordarrelle Patterson for 23 yards",0.000,0.060
3,3:40,1,10,MIN 17,14,13,Teddy Bridgewater pass complete short left to Kyle Rudolph for 12 yards (tackle by DeAndre Levy),-0.060,0.870
3,3:04,1,10,MIN 29,14,13,Teddy Bridgewater pass complete short right to Charles Johnson for no gain,0.870,0.330
3,2:27,2,10,MIN 29,14,13,Teddy Bridgewater pass complete short left to Jarius Wright for 13 yards (tackle by Rashean Mathis),0.330,1.730
3,2:03,1,10,MIN 42,14,13,Matt Asiata right tackle for 1 yard (tackle by DeAndre Levy),1.730,1.320
3,1:25,2,9,MIN 43,14,13,Teddy Bridgewater pass complete short left to Charles Johnson for 7 yards (tackle by Rashean Mathis),1.320,1.550
3,0:38,3,2,,14,13,Matt Asiata right end for 2 yards (tackle by Tahir Whitehead),1.550,2.390
3,0:02,1,10,DET 48,14,13,Teddy Bridgewater up the middle for 9 yards (tackle by Tahir Whitehead),2.390,3.060
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DET 39,14,13,Joe Banyard left tackle for -2 yards (tackle by Tahir Whitehead),3.060,2.080
4,14:18,3,3,DET 41,14,13,Teddy Bridgewater pass complete short left to Rhett Ellison for 10 yards (tackle by Tahir Whitehead),2.080,3.510
4,13:29,1,10,DET 31,14,13,Teddy Bridgewater sacked by Ndamukong Suh for -8 yards,3.510,1.890
4,12:44,2,18,DET 39,14,13,"Teddy Bridgewater pass incomplete short left intended for Joe Banyard. Penalty on Matt Kalil: Offensive Holding, 10 yards (no play)",1.890,1.890
4,12:38,2,18,DET 39,14,13,Timeout #1 by Minnesota Vikings,1.890,0.540
4,12:38,2,28,DET 49,14,13,Teddy Bridgewater pass complete short middle to Jarius Wright for 15 yards (tackle by James Ihedigbo),0.540,1.880
4,11:51,3,13,DET 34,14,13,Teddy Bridgewater for 16 yards (tackle by Darius Slay),1.880,4.370
4,11:27,1,10,DET 18,14,13,Ben Tate up the middle for 2 yards (tackle by Darryl Tapp),4.370,4.090
4,10:43,2,8,DET 16,14,13,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 9 yards (tackle by DeAndre Levy and Tahir Whitehead),4.090,5.600
4,10:01,1,7,DET 7,14,13,Ben Tate up the middle for -1 yards (tackle by Glover Quin),5.600,4.570
4,9:18,2,8,DET 8,14,13,"Teddy Bridgewater sacked by Jason Jones for -10 yards. Teddy Bridgewater fumbles (forced by Jason Jones), recovered by Mike Harris at DET-18",4.570,2.630
4,8:31,3,18,DET 18,14,13,Teddy Bridgewater pass complete short middle to Matt Asiata for 10 yards (tackle by James Ihedigbo),2.630,2.950
4,7:47,4,8,DET 8,14,13,"Blair Walsh 26 yard field goal no good, blocked by Jason Jones",2.950,-0.280
4,7:43,1,10,DET 20,14,13,Matthew Stafford pass complete short middle to Eric Ebron for 11 yards (tackle by Jasper Brinkley),0.280,1.000
4,7:10,1,10,DET 31,14,13,Joique Bell right tackle for 15 yards (tackle by Harrison Smith),1.000,1.990
4,6:36,1,10,DET 46,14,13,Matthew Stafford pass incomplete,1.990,1.450
4,6:28,2,10,DET 46,14,13,Matthew Stafford pass complete short middle to Calvin Johnson for 23 yards (tackle by Andrew Sendejo),1.450,3.510
4,5:48,1,10,MIN 31,14,13,Joique Bell left tackle for 5 yards (tackle by Chad Greenway),3.510,3.640
4,5:12,2,5,MIN 26,14,13,Joique Bell up the middle for 6 yards (tackle by Harrison Smith),3.640,4.240
4,4:38,1,10,MIN 20,14,13,Joique Bell right tackle for 5 yards (tackle by Tom Johnson),4.240,4.450
4,3:55,2,5,MIN 15,14,13,Matthew Stafford pass incomplete short left intended for Reggie Bush (defended by Everson Griffen),4.450,3.700
4,3:48,3,5,MIN 15,14,13,Matthew Stafford pass incomplete short middle intended for Jeremy Ross,3.700,2.490
4,3:43,4,5,MIN 15,14,16,Matt Prater 33 yard field goal good,2.490,3.000
4,3:43,,,DET 35,14,16,"Sam Martin kicks off 67 yards, returned by Cordarrelle Patterson for 51 yards (tackle by Darius Slay)",0.000,-2.190
4,3:27,1,10,MIN 49,14,16,"Teddy Bridgewater pass incomplete. Penalty on Vlad Ducasse: Offensive Holding, 10 yards (no play)",2.190,1.530
4,3:20,1,20,MIN 39,14,16,Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 9 yards (tackle by Darius Slay),1.530,1.510
4,2:47,2,11,MIN 48,14,16,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 7 yards (tackle by Rashean Mathis),1.510,1.750
4,2:08,3,4,DET 45,14,16,Teddy Bridgewater pass incomplete short right intended for Greg Jennings,1.750,0.270
4,2:01,4,4,DET 45,14,16,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,0.270,-1.930
4,1:56,1,10,DET 45,14,16,Joique Bell right end for 3 yards (tackle by Gerald Hodges),1.930,1.930
4,1:52,1,10,DET 45,14,16,Timeout #2 by Minnesota Vikings,1.930,1.790
4,1:52,2,7,DET 48,14,16,Joique Bell up the middle for 1 yard (tackle by Linval Joseph),1.790,1.790
4,1:47,2,7,DET 48,14,16,Timeout #3 by Minnesota Vikings,1.790,1.220
4,1:46,3,6,DET 49,14,16,Joique Bell left end for 1 yard (tackle by Harrison Smith),1.220,1.220
4,0:53,3,6,DET 49,14,16,Timeout #1 by Detroit Lions,1.220,-0.060
4,0:52,4,5,,14,16,"Sam Martin punts 27 yards, returned by Marcus Sherels for 2 yards (tackle by Tahir Whitehead). Penalty on DET: Illegal Formation, 5 yards",-0.060,-0.940
4,0:45,1,10,MIN 30,14,16,Teddy Bridgewater pass incomplete short left intended for Jarius Wright,0.940,0.390
4,0:40,2,10,MIN 30,14,16,Teddy Bridgewater pass complete short right to Matt Asiata for 9 yards (tackle by Ndamukong Suh),0.390,0.890
4,0:21,3,1,MIN 39,14,16,Teddy Bridgewater spiked the ball,0.890,-0.780
4,0:20,4,1,MIN 39,14,16,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 5 yards (tackle by Tahir Whitehead),-0.780,1.860
4,0:06,1,10,MIN 44,14,16,Teddy Bridgewater spiked the ball,1.860,1.320
4,0:05,2,10,MIN 44,14,16,"Penalty on Teddy Bridgewater: Delay of Game, 5 yards (no play)",1.320,0.640
4,0:05,2,15,MIN 39,14,16,Teddy Bridgewater pass complete short right to Kyle Rudolph for 11 yards,0.640,1.420
4,0:01,3,4,,14,16,Blair Walsh 68 yard field goal no good,1.420,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
