Quarter,Time,Tm,Detail,MIN,DET
1.0,0:16,Vikings,Matt Asiata 2 yard rush (Blair Walsh kick),7,0
2.0,10:05,Vikings,Greg Jennings 8 yard pass from Teddy Bridgewater (Blair Walsh kick),14,0
,3:42,Lions,Golden Tate 7 yard pass from Matthew Stafford (Matt Prater kick),14,7
,0:00,Lions,Matt Prater 29 yard field goal,14,10
3.0,3:45,Lions,Matt Prater 30 yard field goal,14,13
4.0,3:38,Lions,Matt Prater 33 yard field goal,14,16
