Player,Pos
Joey Harrington,QB
James Stewart,RB
Cory Schlesinger,FB
Germane Crowell,WR
Bill Schroeder,WR
Mikhael Ricks,TE
Jeff Backus,LT
Tony Semple,LG
Dominic Raiola,C
Ray Brown,RG
Stockar McDougle,RT
Kalimba Edwards,LDE
Luther Elliss,LDT
Shaun Rogers,RDT
James Hall,RDE
Donte Curry,SLB
Chris Claiborne,MLB
Barrett Green,WLB
Todd Lyght,RCB
Corey Harris,SS
Eric Davis,FS
Bracy Walker,S
