Quarter,Time,Tm,Detail,LAR,DET
1.0,10:44,Lions,Marvin Jones 7 yard pass from Matthew Stafford (Matt Prater kick),0,7
,5:15,Rams,Kenny Britt 20 yard pass from Case Keenum (Greg Zuerlein kick),7,7
2.0,11:01,Rams,Case Keenum 1 yard rush (Greg Zuerlein kick),14,7
,3:07,Lions,Andre Roberts 2 yard pass from Matthew Stafford (Matt Prater kick),14,14
3.0,9:50,Lions,Anquan Boldin 4 yard pass from Matthew Stafford (Matt Prater kick),14,21
,6:33,Rams,Lance Kendricks 15 yard pass from Case Keenum (Greg Zuerlein kick),21,21
4.0,14:09,Rams,Kenny Britt 9 yard pass from Case Keenum (Greg Zuerlein kick),28,21
,6:02,Lions,Golden Tate 23 yard pass from Matthew Stafford (Matt Prater kick),28,28
,1:29,Lions,Matt Prater 34 yard field goal,28,31
