Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
1,9:03,1,10,NOR 20,7,7,Drew Brees sacked by Trent Cole for -9 yards,0.280,-1.440
1,8:29,2,19,NOR 11,7,7,Drew Brees pass incomplete deep middle intended for Jeremy Shockey,-1.440,-2.470
1,8:24,3,19,NOR 11,7,7,Drew Brees pass complete short right to Marques Colston for 15 yards (tackle by Asante Samuel),-2.470,-1.630
1,8:06,4,4,NOR 26,7,7,"Thomas Morstead punts 51 yards, fair catch by DeSean Jackson. Penalty on Chris Clemons: Personal Foul, 11 yards",-1.630,0.350
1,7:57,1,10,PHI 12,7,7,Brian Westbrook right end for 6 yards (tackle by Darren Sharper),-0.350,-0.070
1,7:20,2,4,PHI 18,7,7,Brian Westbrook left end for 7 yards (tackle by Jonathan Vilma),-0.070,0.610
1,6:39,1,10,PHI 25,7,7,"Penalty on DeSean Jackson: False Start, 5 yards (no play)",0.610,0.280
1,6:23,1,15,PHI 20,7,7,Brian Westbrook middle for 4 yards (tackle by Sedrick Ellis),0.280,-0.070
1,5:45,2,11,PHI 24,7,7,Kevin Kolb pass incomplete short left intended for Kevin Curtis (defended by Tracy Porter),-0.070,-0.760
1,5:41,3,11,PHI 24,7,7,Kevin Kolb pass incomplete short right intended for Brent Celek,-0.760,-1.770
1,5:34,4,11,PHI 24,7,7,"Saverio Rocca punts 58 yards, returned by Reggie Bush for no gain. Penalty on Joselio Hanson: Illegal Shift, 5 yards (no play)",-1.770,-2.140
1,5:22,4,16,PHI 19,7,7,Saverio Rocca punts 34 yards,-2.140,-2.060
1,5:15,1,10,NOR 47,7,7,Drew Brees pass incomplete short right intended for Devery Henderson,2.060,1.520
1,5:11,2,10,NOR 47,7,7,Mike Bell right tackle for 23 yards (tackle by Akeem Jordan and Victor Harris),1.520,3.580
1,4:47,1,10,PHI 30,7,7,Mike Bell middle for 2 yards (tackle by Akeem Jordan),3.580,3.300
1,4:15,2,8,PHI 28,7,7,Drew Brees pass complete short right to Mike Bell for 9 yards (tackle by Omar Gaither),3.300,4.310
1,3:39,1,10,PHI 19,7,7,Drew Brees pass complete short middle to Reggie Bush for 9 yards (tackle by Sheldon Brown),4.310,5.360
1,3:14,2,1,PHI 10,7,7,Reggie Bush for 3 yards,5.360,5.600
1,2:45,1,7,PHI 7,7,7,Mike Bell right guard for -1 yards (tackle by Quintin Mikell),5.600,4.570
1,2:10,2,8,PHI 8,7,7,Drew Brees pass incomplete short right intended for Reggie Bush,4.570,3.580
1,2:04,3,8,PHI 8,7,7,Drew Brees pass complete short left to Marques Colston for 3 yards (tackle by Sheldon Brown),3.580,3.010
1,1:59,4,5,PHI 5,10,7,John Carney 23 yard field goal good,3.010,3.000
1,,,,NOR 30,10,7,Thomas Morstead kicks off 30 yards,0.000,1.600
1,1:50,1,10,PHI 40,10,7,Brian Westbrook right guard for 5 yards (tackle by Scott Shanle),1.600,1.730
1,1:19,2,5,PHI 45,10,7,Kevin Kolb pass incomplete intended for Jeremy Maclin,1.730,1.030
1,1:10,3,5,PHI 45,10,7,Kevin Kolb pass incomplete short left intended for DeSean Jackson,1.030,-0.390
1,1:05,4,5,PHI 45,10,7,"Saverio Rocca punts 55 yards, touchback",-0.390,-0.280
1,0:57,1,10,NOR 20,10,7,Mike Bell right end for 4 yards (tackle by Victor Abiamiri),0.280,0.270
1,0:17,2,6,NOR 24,10,7,Drew Brees pass complete short left to Marques Colston for 8 yards (tackle by Joselio Hanson and Sheldon Brown),0.270,1.070
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 32,10,7,Drew Brees pass complete short right to Devery Henderson for 16 yards (tackle by Quintin Mikell),1.070,2.130
2,14:28,1,10,NOR 48,10,7,"Penalty on Jahri Evans: False Start, 5 yards (no play)",2.130,1.800
2,14:08,1,15,NOR 43,10,7,Reggie Bush left end for -4 yards (tackle by Joselio Hanson),1.800,0.370
2,13:27,2,19,NOR 39,10,7,Drew Brees pass complete short middle to Marques Colston for 7 yards (tackle by Akeem Jordan),0.370,0.630
2,12:45,3,12,NOR 46,10,7,Drew Brees pass complete deep right to Devery Henderson for 17 yards,0.630,3.120
2,12:19,1,10,PHI 37,10,7,Reggie Bush right end for 6 yards (tackle by Quintin Mikell),3.120,3.380
2,11:41,2,4,PHI 31,10,7,Mike Bell right end for 2 yards (tackle by Quintin Mikell),3.380,2.940
2,11:05,3,2,PHI 29,10,7,Drew Brees pass incomplete short right intended for David Thomas is intercepted by Akeem Jordan at PHI-24 and returned for 3 yards,2.940,-0.740
2,10:58,1,10,PHI 27,10,7,DeSean Jackson right end for 5 yards (tackle by Jonathan Vilma),0.740,0.870
2,10:24,2,5,PHI 32,10,7,Kevin Kolb pass complete short right to Brent Celek for 5 yards (tackle by Jabari Greer),0.870,1.400
2,10:03,1,10,PHI 37,10,7,Brian Westbrook middle for 16 yards (tackle by Jabari Greer),1.400,2.460
2,9:22,1,10,NOR 47,10,7,Kevin Kolb pass complete short middle to Brian Westbrook for 7 yards (tackle by Jonathan Vilma and Anthony Hargrove),2.460,2.860
2,8:42,2,3,NOR 40,10,7,DeSean Jackson right end for 4 yards (tackle by Scott Fujita),2.860,3.180
2,7:54,1,10,NOR 36,10,7,Kevin Kolb pass complete short middle to LeSean McCoy for 6 yards (tackle by Jonathan Vilma),3.180,3.450
2,7:54,2,4,NOR 30,10,7,"Penalty on Nick Cole: False Start, 5 yards (no play)",3.450,2.770
2,6:47,2,9,NOR 35,10,7,Kevin Kolb pass complete short right to Brian Westbrook for 2 yards (tackle by Anthony Hargrove),2.770,2.350
2,6:06,3,7,NOR 33,10,7,Kevin Kolb pass complete short right to Brent Celek for 9 yards (tackle by Scott Shanle),2.350,3.970
2,5:32,1,10,NOR 24,10,7,Brian Westbrook left guard for no gain (tackle by Sedrick Ellis),3.970,3.430
2,4:49,2,10,NOR 24,10,7,Kevin Kolb pass complete short left to Jeremy Maclin for 6 yards (tackle by Scott Shanle),3.430,3.570
2,4:09,3,4,NOR 18,10,7,Kevin Kolb pass complete short middle to Jason Avant for 8 yards (tackle by Roman Harper),3.570,4.910
2,3:26,,,,10,7,Timeout #1 by Philadelphia Eagles,0.000,4.910
2,3:26,1,10,NOR 10,10,7,Kevin Kolb middle for -6 yards (tackle by Roman Harper),4.910,3.340
2,3:23,,,,10,7,Timeout #1 by New Orleans Saints,0.000,3.340
2,3:23,2,16,NOR 16,10,7,Kevin Kolb pass complete short right to Brent Celek for 11 yards (tackle by Scott Shanle and Jabari Greer),3.340,4.260
2,2:49,3,5,NOR 5,10,7,Kevin Kolb pass incomplete short right intended for Brent Celek (defended by Anthony Hargrove),4.260,3.010
2,2:42,4,5,NOR 5,10,10,David Akers 23 yard field goal good. Penalty on Tracy Porter: Running Into the Kicker (Declined),3.010,3.000
2,,,,PHI 30,10,10,"David Akers kicks off 64 yards, returned by Courtney Roby for 24 yards (tackle by Sean Jones)",0.000,0.940
2,2:30,1,10,NOR 30,10,10,Drew Brees pass incomplete short middle intended for Jeremy Shockey,0.940,0.390
2,2:26,2,10,NOR 30,10,10,"Drew Brees sacked by Juqua Parker for -8 yards. Drew Brees fumbles (forced by Juqua Parker), recovered by Jeremy Shockey at NOR-16",0.390,-2.600
2,2:07,,,,10,10,Timeout #2 by Philadelphia Eagles,0.000,-2.600
2,2:05,3,24,NOR 16,10,10,Drew Brees pass complete deep left to Jeremy Shockey for 22 yards (tackle by Victor Harris),-2.600,-0.850
2,1:57,4,2,NOR 38,10,10,"Thomas Morstead punts 60 yards (tackle by Malcolm Jenkins). Penalty on Leonard Weaver: Illegal Block Above the , 3 yards, Penalty on Chris Clemons: Illegal Block Above the (Declined)",-0.850,0.380
2,1:40,1,10,PHI 3,10,10,Brian Westbrook middle for 3 yards (tackle by Will Smith),-0.380,-0.560
2,1:39,,,,10,10,Timeout #2 by New Orleans Saints,0.000,-0.560
2,1:39,2,7,PHI 6,10,10,Brian Westbrook middle for 2 yards (tackle by Scott Shanle),-0.560,-0.840
2,1:35,,,,10,10,Timeout #3 by New Orleans Saints,0.000,-0.840
2,1:33,3,5,PHI 8,10,10,Kevin Kolb pass incomplete short middle intended for DeSean Jackson,-0.840,-2.490
2,1:31,4,5,PHI 8,10,10,"Saverio Rocca punts 49 yards, returned by Reggie Bush for 3 yards (tackle by Quintin Mikell)",-2.490,-1.990
2,1:20,1,10,NOR 46,10,10,Drew Brees pass complete short right to Reggie Bush for 29 yards (tackle by Joselio Hanson),1.990,3.910
2,0:50,1,10,PHI 25,16,10,"Drew Brees pass complete deep left to Marques Colston for 25 yards, touchdown",3.910,7.000
2,,,,PHI 2,17,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,17,10,"Thomas Morstead kicks off 70 yards, returned by Ellis Hobbs for 21 yards (tackle by Troy Evans)",0.000,0.340
2,0:37,1,10,PHI 21,17,10,Kevin Kolb pass complete deep middle to Jason Avant for 26 yards (tackle by Darren Sharper),0.340,2.060
2,0:30,,,,17,10,Timeout #3 by Philadelphia Eagles,0.000,2.060
2,0:30,1,10,PHI 47,17,10,Kevin Kolb pass incomplete short left intended for Kevin Curtis,2.060,1.520
2,0:24,2,10,PHI 47,17,10,Kevin Kolb pass complete short right to DeSean Jackson for 11 yards (tackle by Jabari Greer),1.520,2.790
2,0:20,1,10,NOR 42,17,10,Kevin Kolb pass complete short left to Kevin Curtis for 9 yards (tackle by Roman Harper),2.790,3.460
2,0:15,2,1,NOR 33,17,10,Kevin Kolb pass complete short left to Kevin Curtis for 19 yards (tackle by Roman Harper),3.460,4.650
2,0:09,1,10,NOR 14,17,10,Kevin Kolb pass incomplete short right intended for DeSean Jackson,4.650,4.000
2,0:03,2,10,NOR 14,17,13,David Akers 32 yard field goal good,4.000,3.000
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,17,13,"Thomas Morstead kicks off 68 yards, returned by Ellis Hobbs for 20 yards (tackle by Malcolm Jenkins). Ellis Hobbs fumbles (forced by Malcolm Jenkins), recovered by Chris Reis at PHI-22 (tackle by Eldra Buckley)",0.000,-4.110
3,14:49,1,10,PHI 22,17,13,Drew Brees pass complete short left to Reggie Bush for 4 yards,4.110,4.130
3,14:28,2,6,PHI 18,17,13,Mike Bell middle for 7 yards (tackle by Omar Gaither),4.130,4.840
3,13:49,1,10,PHI 11,23,13,"Drew Brees pass complete short right to Heath Evans for 11 yards, touchdown",4.840,7.000
,,,,,,,"PHI challenged the runner was in bounds ruling, and the play was upheld.",,
3,,,,PHI 2,24,13,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,24,13,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
3,13:39,1,10,PHI 20,24,13,Brian Westbrook right end for 4 yards (tackle by Scott Shanle),0.280,0.270
3,13:03,2,6,PHI 24,24,13,Kevin Kolb pass incomplete short right intended for DeSean Jackson is intercepted by Scott Shanle at PHI-27 and returned for 3 yards,0.270,-3.970
3,12:58,1,10,PHI 24,24,13,Drew Brees pass incomplete deep right intended for Robert Meachem,3.970,3.430
3,12:53,2,10,PHI 24,24,13,Mike Bell middle for 6 yards (tackle by Quintin Mikell),3.430,3.570
3,12:13,3,4,PHI 18,24,13,Drew Brees pass complete short right to Robert Meachem for 11 yards (tackle by Quintin Mikell),3.570,5.600
3,11:44,1,7,PHI 7,30,13,"Mike Bell right tackle for 7 yards, touchdown",5.600,7.000
3,,,,PHI 2,31,13,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,31,13,"Thomas Morstead kicks off 69 yards, returned by Ellis Hobbs for 11 yards (tackle by Troy Evans). Penalty on Tracy White: Offensive Holding, 6 yards",0.000,-0.380
3,11:31,1,10,PHI 6,31,13,Kevin Kolb pass complete short right to DeSean Jackson for 4 yards (tackle by Jabari Greer),-0.380,-0.490
3,10:54,2,6,PHI 10,31,13,Kevin Kolb pass incomplete deep right intended for Kevin Curtis. Penalty on DeSean Jackson: Illegal Formation (Declined),-0.490,-0.950
3,10:48,3,6,PHI 10,31,13,Kevin Kolb pass incomplete short middle intended for Brian Westbrook,-0.950,-2.490
3,10:43,4,6,PHI 10,31,13,"Saverio Rocca punts 61 yards, returned by Reggie Bush for -6 yards (tackle by Akeem Jordan)",-2.490,-0.480
3,10:26,1,10,NOR 23,31,13,Drew Brees pass complete short right to Pierre Thomas for -4 yards (tackle by Akeem Jordan and Mike Patterson),0.480,-0.670
3,9:47,2,14,NOR 19,31,13,Mike Bell right tackle for 3 yards (tackle by Victor Abiamiri),-0.670,-0.890
3,9:00,3,11,NOR 22,31,13,Drew Brees pass complete deep left to Devery Henderson for 38 yards (tackle by Sheldon Brown),-0.890,2.920
3,8:22,1,10,PHI 40,31,13,Mike Bell middle for 3 yards (tackle by Akeem Jordan),2.920,2.780
3,7:47,2,7,PHI 37,31,13,Drew Brees pass complete short right to Marques Colston for 13 yards (tackle by Asante Samuel),2.780,3.970
3,7:12,1,10,PHI 24,31,13,Mike Bell right end for 2 yards (tackle by Chris Gocong and Brodrick Bunkley),3.970,3.700
3,6:33,2,8,PHI 22,31,13,Mike Bell right tackle for 2 yards (tackle by Omar Gaither),3.700,3.270
3,5:50,3,6,PHI 20,31,13,Drew Brees pass complete short middle to Marques Colston for 12 yards (tackle by Joselio Hanson),3.270,5.370
3,5:03,1,8,PHI 8,31,13,Mike Bell right end for 1 yard (tackle by Antonio Dixon),5.370,4.760
3,4:24,2,7,PHI 7,31,13,Drew Brees pass incomplete short middle intended for Jeremy Shockey,4.760,3.810
3,4:19,3,7,PHI 7,31,13,Drew Brees pass incomplete short right intended for Reggie Bush,3.810,2.970
3,4:14,4,7,PHI 7,34,13,John Carney 25 yard field goal good,2.970,3.000
3,,,,NOR 30,34,13,"Thomas Morstead kicks off 68 yards, returned by Ellis Hobbs for 63 yards (tackle by Courtney Roby)",0.000,3.250
3,4:00,1,10,NOR 35,34,13,Kevin Kolb pass complete short left to DeSean Jackson for 15 yards,3.250,4.240
3,3:30,1,10,NOR 20,34,13,Brian Westbrook middle for 2 yards (tackle by Sedrick Ellis),4.240,3.960
3,2:55,2,8,NOR 18,34,13,Kevin Kolb pass incomplete short right intended for DeSean Jackson,3.960,3.220
3,2:49,3,8,NOR 18,34,13,Kevin Kolb pass complete short left to Jason Avant for 14 yards (tackle by Roman Harper),3.220,6.280
3,2:06,1,4,NOR 4,34,13,Brian Westbrook left tackle for no gain (tackle by Charles Grant),6.280,5.340
3,1:25,2,4,NOR 4,34,13,Brian Westbrook pass incomplete short right intended for Leonard Weaver,5.340,4.490
3,1:20,3,4,NOR 4,34,13,LeSean McCoy right end for 1 yard (tackle by Jabari Greer),4.490,3.040
3,0:34,4,3,NOR 3,34,19,"Kevin Kolb pass complete short right to Jason Avant for 3 yards, touchdown",3.040,7.000
,,,,,,,"NOR challenged the pass completion ruling, and the play was upheld.",,
3,,,,NOR 2,34,20,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,34,20,"David Akers kicks off 70 yards, returned by Courtney Roby for 27 yards (tackle by Sean Jones)",0.000,0.740
3,0:23,1,10,NOR 27,34,20,Drew Brees pass incomplete short left intended for Heath Evans (defended by Victor Harris),0.740,0.200
,,,,,,,"NOR challenged the pass completion ruling, and the original play was overturned.",,
3,0:18,2,10,NOR 27,34,20,Mike Bell right end for 1 yard (tackle by Mike Patterson),0.200,-0.360
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,NOR 28,34,20,Drew Brees pass complete short right to David Thomas for 8 yards (tackle by Asante Samuel),-0.360,-0.980
4,15:00,4,1,NOR 36,34,20,"Penalty on Thomas Morstead: Delay of Game, 5 yards (no play)",-0.980,-1.310
4,13:55,4,6,NOR 31,34,20,"Thomas Morstead punts 45 yards, returned by DeSean Jackson for 1 yard (tackle by Malcolm Jenkins)",-1.310,-0.610
4,13:46,1,10,PHI 25,34,20,Brian Westbrook left end for 1 yard (tackle by Sedrick Ellis),0.610,0.200
4,13:06,2,9,PHI 26,34,20,Kevin Kolb pass incomplete short right intended for Brian Westbrook,0.200,-0.490
4,13:03,3,9,PHI 26,34,20,Kevin Kolb pass incomplete deep left intended for Kevin Curtis,-0.490,-1.630
4,12:56,4,9,PHI 26,34,20,Saverio Rocca punts 26 yards,-1.630,-2.130
4,12:50,1,10,NOR 48,34,20,Mike Bell right guard for 16 yards (tackle by Quintin Mikell and Asante Samuel),2.130,3.180
4,12:09,1,10,PHI 36,34,20,Mike Bell middle for 4 yards (tackle by Brodrick Bunkley),3.180,3.180
4,11:40,2,6,PHI 32,34,20,Reggie Bush right end for 7 yards (tackle by Asante Samuel),3.180,3.910
4,11:06,1,10,PHI 25,34,20,Reggie Bush left tackle for 1 yard (tackle by Omar Gaither),3.910,3.500
4,10:27,2,9,PHI 24,34,20,Drew Brees pass complete short left to Heath Evans for 5 yards (tackle by Omar Gaither and Brodrick Bunkley),3.500,3.490
4,9:42,3,4,PHI 19,40,20,"Reggie Bush middle for 19 yards, touchdown",3.490,7.000
4,,,,PHI 2,41,20,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,41,20,"Thomas Morstead kicks off 67 yards, returned by Ellis Hobbs for 16 yards (tackle by Jo-Lonn Dunbar)",0.000,0.150
4,9:30,1,10,PHI 19,41,20,Kevin Kolb pass complete short left to Jason Avant for 3 yards (tackle by Tracy Porter),0.150,0.070
4,9:05,2,7,PHI 22,41,20,Kevin Kolb pass complete short right to Brian Westbrook for 5 yards (tackle by Jabari Greer),0.070,-0.030
4,8:34,3,2,PHI 27,41,20,Kevin Kolb pass complete deep middle to Brent Celek for 26 yards (tackle by Roman Harper and Jonathan Vilma),-0.030,2.460
4,8:07,1,10,NOR 47,41,20,LeSean McCoy right tackle for 11 yards. Penalty on Will Smith: Defensive Offside (Declined),2.460,3.180
4,7:51,1,10,NOR 36,41,20,Kevin Kolb pass complete deep right to Kevin Curtis for 16 yards (tackle by Jonathan Vilma),3.180,4.240
4,7:23,1,10,NOR 20,41,20,Kevin Kolb sacked by Bobby McCray for -7 yards,4.240,2.750
4,6:52,2,17,NOR 27,41,20,Kevin Kolb pass complete short right to Brent Celek for 12 yards (tackle by Scott Shanle),2.750,3.700
4,6:25,3,5,NOR 15,41,20,LeSean McCoy middle for 6 yards (tackle by Darren Sharper),3.700,5.140
4,5:58,1,9,NOR 9,41,20,Kevin Kolb pass incomplete short right intended for Jason Avant,5.140,4.380
4,5:58,2,9,NOR 9,41,20,Kevin Kolb pass complete short left to LeSean McCoy for 4 yards (tackle by Scott Shanle),4.380,4.260
4,5:21,3,5,NOR 5,41,20,Kevin Kolb pass incomplete short left intended for Kevin Curtis,4.260,3.010
4,5:17,4,5,NOR 5,41,20,"Kevin Kolb pass complete short right to Jason Avant for no gain. Penalty on Winston Justice: False Start (Declined), Penalty on Ellis Hobbs: Illegal Formation (Declined)",3.010,0.380
4,5:12,1,10,NOR 5,41,20,"Penalty on David Thomas: False Start, 3 yards (no play)",-0.380,-0.490
4,5:12,1,13,NOR 2,41,20,Reggie Bush right tackle for no gain (tackle by Sheldon Brown),-0.490,-1.000
4,4:29,2,13,NOR 2,41,20,Reggie Bush middle for 1 yard (tackle by Victor Harris),-1.000,-1.650
4,4:23,,,,41,20,Timeout #2 by Philadelphia Eagles,0.000,-1.650
4,4:22,3,12,NOR 3,41,20,Reggie Bush right tackle for -2 yards (tackle by Akeem Jordan),-1.650,-2.490
4,3:42,,,,41,20,Timeout #2 by New Orleans Saints,0.000,-2.490
4,3:41,4,14,NOR 1,41,22,"Drew Brees right end for -1 yards. Drew Brees fumbles, safety",-2.490,-2.000
4,,,,NOR 20,41,22,"Thomas Morstead kicks off 59 yards, returned by Jeremy Maclin for 7 yards (tackle by Jo-Lonn Dunbar)",0.000,0.810
4,3:30,1,10,PHI 28,41,22,Kevin Kolb pass complete short left to LeSean McCoy for 8 yards (tackle by Scott Shanle),0.810,1.340
4,3:07,2,2,PHI 36,41,22,Kevin Kolb pass incomplete short middle intended for LeSean McCoy,1.340,0.630
4,3:03,3,2,PHI 36,41,22,LeSean McCoy left tackle for 4 yards (tackle by Jeff Charleston),0.630,1.600
4,2:40,1,10,PHI 40,41,22,Kevin Kolb pass complete short middle to LeSean McCoy for 19 yards (tackle by Jonathan Vilma and Randall Gay),1.600,2.850
4,2:11,1,10,NOR 41,41,22,Kevin Kolb pass complete deep right to Jason Avant for 25 yards (tackle by Roman Harper),2.850,4.510
4,2:00,1,10,NOR 16,41,22,Kevin Kolb pass complete short right to Brent Celek for 9 yards (tackle by Scott Shanle),4.510,5.540
4,1:36,2,1,NOR 7,41,22,LeSean McCoy right end for -4 yards (tackle by Anthony Hargrove),5.540,3.940
4,1:10,3,5,NOR 11,47,22,"Kevin Kolb pass incomplete short right intended for Brent Celek is intercepted by Darren Sharper at NOR-3 and returned for 97 yards, touchdown",3.940,-7.000
4,,,,PHI 2,48,22,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,48,22,"Thomas Morstead kicks off 67 yards, returned by Ellis Hobbs for 23 yards (tackle by Courtney Roby)",0.000,0.670
4,0:47,1,10,PHI 26,48,22,Kevin Kolb pass complete short left to Brent Celek for 21 yards (tackle by Chris Reis),0.670,2.060
4,0:19,1,10,PHI 47,48,22,Kevin Kolb pass incomplete,2.060,1.520
4,0:14,2,10,PHI 47,48,22,Kevin Kolb pass complete short right to Brent Celek for 11 yards (tackle by Remi Ayodele),1.520,2.790
4,0:07,,,,48,22,Timeout #3 by Philadelphia Eagles,0.000,2.790
4,0:05,1,10,NOR 42,48,22,Kevin Kolb pass incomplete deep left intended for Kevin Curtis is intercepted by Tracy Porter at NOR-10,2.790,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
