Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
3,11:03,1,10,CAR 47,14,6,Cam Newton pass complete short left to Greg Olsen for 16 yards (tackle by Mark Barron),2.060,3.120
3,10:31,1,10,TAM 37,14,6,DeAngelo Williams for 1 yard,3.120,2.710
3,9:57,2,9,TAM 36,14,6,Cam Newton right end for 7 yards (tackle by Mason Foster),2.710,2.940
3,9:18,3,2,TAM 29,14,6,Cam Newton up the middle for 1 yard (tackle by Lavonte David and Kelcie McCray),2.940,1.720
3,8:33,4,1,TAM 28,14,6,Mike Tolbert right tackle for 2 yards (tackle by Mark Barron),1.720,3.840
3,8:08,1,10,TAM 26,14,6,Cam Newton pass incomplete deep middle intended for Brandon LaFell,3.840,3.300
3,8:01,2,10,TAM 26,14,6,Cam Newton up the middle for 19 yards (tackle by Kelcie McCray),3.300,5.600
3,7:16,1,7,TAM 7,14,6,DeAngelo Williams right guard for 1 yard (tackle by Da'Quan Bowers),5.600,4.950
3,6:34,2,6,TAM 6,20,6,"Cam Newton left tackle for 6 yards, touchdown",4.950,7.000
3,6:34,,,TAM 2,21,6,Graham Gano kicks extra point good,0.000,0.000
3,6:34,,,CAR 35,21,6,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,6:27,1,10,TAM 20,21,6,Mike Glennon pass complete short middle to Skye Dawson for 9 yards (tackle by Robert Lester),0.280,0.950
3,5:42,2,1,TAM 29,21,6,Mike James left guard for 2 yards (tackle by Thomas Davis),0.950,1.000
3,5:03,1,10,TAM 31,21,6,Mike Glennon pass complete short left to Vincent Jackson for 9 yards (tackle by Melvin White),1.000,1.680
3,4:24,2,1,TAM 40,21,6,Mike Glennon sacked by Charles Johnson for -6 yards,1.680,0.170
3,3:50,3,7,TAM 34,21,6,Mike Glennon pass incomplete short right intended for Vincent Jackson (defended by Drayton Florence),0.170,-1.110
3,3:43,4,7,TAM 34,21,6,"Michael Koenen punts 44 yards, fair catch by Ted Ginn",-1.110,-0.410
3,3:35,1,10,CAR 22,21,6,Cam Newton pass incomplete short left intended for DeAngelo Williams,0.410,-0.130
3,3:31,2,10,CAR 22,21,6,Cam Newton sacked by Adrian Clayborn for -7 yards,-0.130,-2.050
3,2:52,3,17,CAR 15,21,6,Cam Newton pass complete short right to DeAngelo Williams for 8 yards (tackle by Jonathan Casillas),-2.050,-1.830
3,2:08,4,9,CAR 23,21,6,"Brad Nortman punts 47 yards, muffed catch by Eric Page, recovered by Colin Jones and returned for no gain",-1.830,3.640
3,1:56,1,10,TAM 29,21,6,DeAngelo Williams left guard for 10 yards (tackle by Leonard Johnson),3.640,4.310
3,1:10,1,10,TAM 19,21,6,Mike Tolbert right guard for 4 yards (tackle by Michael Adams and Lavonte David),4.310,4.350
3,0:26,2,6,TAM 15,21,6,Cam Newton pass complete short right to Richie Brockel for 12 yards (tackle by Kelcie McCray),4.350,6.510
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,TAM 3,27,6,"Cam Newton pass complete short right to Mike Tolbert for 3 yards, touchdown",6.510,7.000
4,15:00,,,TAM 2,28,6,Graham Gano kicks extra point good,0.000,0.000
4,15:00,,,CAR 35,28,6,"Graham Gano kicks off 71 yards, returned by Eric Page for 23 yards (tackle by Robert Lester). Penalty on Adam Hayward: Offensive Holding, 8 yards",0.000,0.380
4,14:49,1,10,TAM 9,28,6,Mike Glennon pass complete short middle to Tim Wright for 15 yards (tackle by Michael Mitchell),-0.380,0.540
4,14:26,1,10,TAM 24,28,6,Mike Glennon pass complete short left to Mike Williams for 5 yards (tackle by Wes Horton and Luke Kuechly),0.540,0.670
4,14:00,2,5,TAM 29,28,6,"Mike Glennon pass incomplete deep left intended for Tim Wright (defended by Robert Lester). Penalty on Captain Munnerlyn: Defensive Holding, 5 yards (no play)",0.670,1.200
4,13:55,1,10,TAM 34,28,6,Mike Glennon pass complete short left to Mike James for 2 yards (tackle by Star Lotulelei),1.200,0.930
4,13:28,2,8,TAM 36,28,6,Mike Glennon pass incomplete short right intended for Vincent Jackson (defended by Captain Munnerlyn),0.930,0.230
4,13:22,3,8,TAM 36,28,6,Mike Glennon pass incomplete short middle intended for Brian Leonard,0.230,-0.980
4,13:16,4,8,TAM 36,28,6,"Michael Koenen punts 36 yards, fair catch by Ted Ginn",-0.980,-0.810
4,13:07,1,10,CAR 28,28,6,Mike Tolbert up the middle for 2 yards (tackle by Lavonte David),0.810,0.530
4,12:29,2,8,CAR 30,28,6,Cam Newton pass complete short right to Mike Tolbert for 10 yards (tackle by Johnthan Banks),0.530,1.600
4,11:43,1,10,CAR 40,28,6,Mike Tolbert right end for no gain (tackle by Dekoda Watson),1.600,1.050
4,11:00,2,10,CAR 40,28,6,"Penalty on Cam Newton: False Start, 5 yards (no play)",1.050,0.380
4,10:39,2,15,CAR 35,28,6,Cam Newton pass complete short middle to Steve Smith for 5 yards (tackle by Leonard Johnson and Lavonte David),0.380,0.370
4,9:53,3,10,CAR 40,28,6,Cam Newton pass complete short right to Ted Ginn for 7 yards (tackle by Mark Barron),0.370,-0.260
4,9:07,4,3,CAR 47,28,6,"Brad Nortman punts 37 yards, out of bounds",-0.260,0.140
4,8:59,1,10,TAM 16,28,6,Mike Glennon pass incomplete short left intended for Mike Williams,-0.140,-0.660
4,8:55,2,10,TAM 16,28,6,Mike Glennon pass complete short middle to Tim Wright for 3 yards (tackle by Captain Munnerlyn),-0.660,-0.950
4,8:31,3,7,TAM 19,28,6,Mike Glennon pass complete short left to Brian Leonard for -3 yards (tackle by Thomas Davis),-0.950,-2.390
4,7:57,4,10,TAM 16,28,6,Mike Glennon pass incomplete deep left intended for Tim Wright,-2.390,-4.510
4,7:51,1,10,TAM 16,28,6,Kenjon Barner up the middle for 1 yard (tackle by Mark Barron),4.510,4.050
4,7:09,2,9,TAM 15,28,6,Cam Newton pass incomplete short right intended for Greg Olsen,4.050,3.220
4,7:01,3,9,TAM 15,28,6,Cam Newton pass complete short middle to Ted Ginn for 4 yards (tackle by Lavonte David),3.220,2.750
4,6:19,4,5,TAM 11,31,6,Graham Gano 29 yard field goal good,2.750,3.000
4,6:19,,,CAR 35,31,6,"Graham Gano kicks off 71 yards, returned by Eric Page for 25 yards (tackle by Melvin White)",0.000,-0.150
4,6:07,1,10,TAM 19,31,6,Mike Glennon pass complete short right to Brian Leonard for 11 yards (tackle by Thomas Davis),0.150,0.940
4,5:45,1,10,TAM 30,31,6,Mike Glennon pass incomplete short middle intended for Tiquan Underwood,0.940,0.390
4,5:40,2,10,TAM 30,31,6,Mike Glennon pass complete short left to Vincent Jackson for 11 yards (tackle by Captain Munnerlyn and Robert Lester),0.390,1.660
4,5:17,1,10,TAM 41,31,6,Mike Glennon pass complete short middle to Brian Leonard for 9 yards (tackle by Thomas Davis),1.660,2.340
4,4:50,2,1,,31,6,Mike Glennon pass complete short left to Tiquan Underwood for 7 yards (tackle by Drayton Florence),2.340,2.720
4,4:28,1,10,CAR 43,31,6,Mike Glennon pass complete short right to Mike Williams for 3 yards (tackle by Melvin White),2.720,2.580
4,4:08,2,7,CAR 40,31,6,Mike Glennon pass complete short left to Brian Leonard for 2 yards (tackle by Luke Kuechly),2.580,2.150
4,3:44,3,5,CAR 38,31,6,Mike Glennon pass complete short right to Vincent Jackson for 15 yards (tackle by Robert Lester),2.150,4.040
4,3:12,1,10,CAR 23,31,6,Mike Glennon pass complete short right to Eric Page for 13 yards,4.040,4.910
4,3:06,1,10,CAR 10,31,6,Mike Glennon pass incomplete short middle intended for Eric Page,4.910,4.190
4,3:00,2,10,CAR 10,31,12,"Mike Glennon pass complete short middle to Tim Wright for 10 yards, touchdown",4.190,7.000
4,3:00,,,CAR 2,31,13,Rian Lindell kicks extra point good,0.000,0.000
4,3:00,,,TAM 35,31,13,Rian Lindell kicks onside 6 yards,0.000,1.660
4,2:51,1,10,TAM 41,31,13,Mike Glennon up the middle for 2 yards (tackle by Greg Hardy),1.660,1.390
4,2:24,2,8,TAM 43,31,13,"Mike Glennon pass incomplete short right intended for Tim Wright (defended by Captain Munnerlyn). Penalty on Thomas Davis: Unnecessary Roughness, 15 yards",1.390,2.790
4,2:24,1,10,CAR 42,31,13,"Penalty on Greg Hardy: Encroachment, 5 yards (no play)",2.790,3.520
4,2:20,1,5,CAR 37,31,13,Mike Glennon pass incomplete deep right intended for Vincent Jackson,3.520,2.920
4,2:13,2,5,CAR 37,31,13,"Mike Glennon pass incomplete short left intended for Tim Wright. Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",2.920,1.570
4,2:07,2,15,CAR 47,31,13,Mike Glennon pass complete short middle to Tim Wright for 10 yards (tackle by Luke Kuechly),1.570,2.210
4,2:00,3,5,CAR 37,31,13,Mike Glennon pass complete short middle to Vincent Jackson for 15 yards (tackle by Drayton Florence),2.210,4.110
4,1:41,1,10,CAR 22,31,13,Mike Glennon pass complete short middle to Mike James for 5 yards (tackle by Luke Kuechly),4.110,4.110
4,1:32,1,10,CAR 22,31,13,Timeout #1 by Tampa Bay Buccaneers,4.110,4.290
4,1:32,2,5,CAR 17,31,13,Mike Glennon pass incomplete deep left intended for Eric Page,4.290,3.560
4,1:26,3,5,CAR 17,31,13,Mike Glennon sacked by Charles Johnson for -10 yards,3.560,3.560
4,1:19,3,5,CAR 17,31,13,Timeout #2 by Tampa Bay Buccaneers,3.560,1.670
4,1:19,4,15,CAR 27,31,13,"Rian Lindell 45 yard field goal good. Penalty on Kawann Short: Unnecessary Roughness, 14 yards (no play)",1.670,4.710
4,1:18,1,10,CAR 13,31,13,Mike Glennon pass incomplete short left intended for Vincent Jackson (defended by Drayton Florence),4.710,4.050
4,1:13,2,10,CAR 13,31,13,Mike Glennon pass incomplete short right intended for Vincent Jackson,4.050,4.050
4,1:08,2,10,CAR 13,31,13,Timeout #1 by Carolina Panthers,4.050,3.120
4,1:08,3,10,CAR 13,31,13,Mike Glennon pass incomplete short middle intended for Vincent Jackson (defended by Thomas Davis),3.120,2.570
4,1:03,4,10,CAR 13,31,13,Mike Glennon pass incomplete,2.570,0.320
4,0:53,1,10,CAR 13,31,13,Cam Newton kneels for -4 yards,-0.320,-1.070
4,0:19,2,14,CAR 9,31,13,Cam Newton kneels for -1 yards,-1.070,-2.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
